,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_みんなの党,得票数_公明党,得票数_幸福実現党,得票数_新社会党,得票数_日本共産党,得票数_日本維新の会,得票数_民主党,得票数_民進党,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_自由民主党,得票数_西予維新の会,得票数_財政再建の会,得票数_sum_v,得票率_みんなの党,得票率_公明党,得票率_幸福実現党,得票率_新社会党,得票率_日本共産党,得票率_日本維新の会,得票率_民主党,得票率_民進党,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_自由民主党,得票率_西予維新の会,得票率_財政再建の会,得票率_sum_v,一人あたり得票率_みんなの党,一人あたり得票率_公明党,一人あたり得票率_幸福実現党,一人あたり得票率_新社会党,一人あたり得票率_日本共産党,一人あたり得票率_日本維新の会,一人あたり得票率_民主党,一人あたり得票率_民進党,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_自由民主党,一人あたり得票率_西予維新の会,一人あたり得票率_財政再建の会,立候補者数_みんなの党,立候補者数_公明党,立候補者数_幸福実現党,立候補者数_新社会党,立候補者数_日本共産党,立候補者数_日本維新の会,立候補者数_民主党,立候補者数_民進党,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_自由民主党,立候補者数_西予維新の会,立候補者数_財政再建の会,当選者数_みんなの党,当選者数_公明党,当選者数_幸福実現党,当選者数_新社会党,当選者数_日本共産党,当選者数_日本維新の会,当選者数_民主党,当選者数_民進党,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_自由民主党,当選者数_西予維新の会,当選者数_財政再建の会
愛南町議会議員選挙（2009年04月12日投票）,愛南町議会議員選挙,愛媛県,愛南町,20090412.0,2009.0,4.0,12.0,20090407.0,81.74,20.0,21.0,1.05,21741.0,,,-1349.0,任期満了,87.22,,,,愛南町議会議員選挙（2009年04月12日投票）,1.0,21.0,20.0,1.05,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.09523809523809523,0.047619047619047616,0.85,0.1,0.05,0.8560670888242342,0.10645216498374123,0.03748074619202464,0.047559282712457455,0.053226082491870615,0.03748074619202464,17529.0,3.0,58.523809523809526,5.306052677022521,46.0,56.0,59.0,60.0,69.0,58.85,5.227571137727349,46.0,56.75,59.0,60.5,69.0,,1435.0,,,917.0,,,,15177.0,,,,,,17529.0,,0.08186433909521365,,,0.05231330937303896,,,,0.8658223515317474,,,,,,1.0,,0.08186433909521365,,,0.05231330937303896,,,,0.04556959744903934,,,,,,,1.0,,,1.0,,,,19.0,,,,,,,1.0,,,1.0,,,,18.0,,,,,
愛南町議会議員選挙（2013年04月14日投票）,愛南町議会議員選挙,愛媛県,愛南町,20130414.0,2013.0,4.0,14.0,20130409.0,77.49,16.0,18.0,1.125,20523.0,,,-1218.0,任期満了,81.74,,,,愛南町議会議員選挙（2013年04月14日投票）,1.0,18.0,16.0,1.125,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.16666666666666666,0.0,0.8125,0.1875,0.0,0.7847519399567484,0.2152480600432515,,0.05231679599711656,0.0717493533477505,,15722.0,3.0,61.888888888888886,3.381138678822876,55.0,60.25,62.5,63.75,69.0,61.8125,3.5745410544572014,55.0,59.5,62.5,64.0,69.0,,1144.13,,,722.0,,,,13855.869999999999,,,,,,15722.0,,0.07277254802188017,,,0.045922910571174154,,,,0.8813045414069456,,,,,,1.0,,0.07277254802188017,,,0.045922910571174154,,,,0.0550815338379341,,,,,,,1.0,,,1.0,,,,16.0,,,,,,,1.0,,,1.0,,,,14.0,,,,,
愛南町議会議員選挙（2017年04月09日投票）,愛南町議会議員選挙,愛媛県,愛南町,20170409.0,2017.0,4.0,9.0,20170404.0,74.02,16.0,17.0,1.0625,19516.0,,,-1007.0,任期満了,77.49,,,,愛南町議会議員選挙（2017年04月09日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.058823529411764705,0.0625,0.7058823529411765,0.17647058823529413,0.11764705882352941,0.6875,0.1875,0.125,0.605230037756957,0.2562578660327227,0.13851209621032023,0.05043583647974642,0.08541928867757424,0.06925604810516012,14302.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
愛南町議会議員選挙（2021年04月11日投票）,愛南町議会議員選挙,愛媛県,愛南町,20210411.0,2021.0,4.0,11.0,20210406.0,73.87,14.0,16.0,1.1428571428571428,18008.0,8410.0,9598.0,-1508.0,任期満了,74.02,,,,愛南町議会議員選挙（2021年04月11日投票）,1.0,16.0,14.0,1.1428571428571428,0.0,0.0,0.0,0.1875,0.14285714285714285,0.5,0.375,0.125,0.5,0.35714285714285715,0.14285714285714285,0.4028558714002637,0.36918512602044096,0.22795900257929536,0.05035698392503296,0.06153085433674016,0.11397950128964768,13165.999,2.0,64.1875,4.36203435910356,58.0,61.0,63.0,67.0,73.0,63.142857142857146,3.562846832382836,58.0,61.0,62.5,65.0,70.0,,1038.0,,,,,,,12127.999,,,,,,13165.999,,0.07883944089620544,,,,,,,0.9211605591037946,,,,,,1.0,,0.07883944089620544,,,,,,,0.06141070394025297,,,,,,,1.0,,,,,,,15.0,,,,,,,1.0,,,,,,,13.0,,,,,
新居浜市議会議員選挙（2007年04月22日投票）,新居浜市議会議員選挙,愛媛県,新居浜市,20070422.0,2007.0,4.0,22.0,20070415.0,60.64,28.0,34.0,1.2142857142857142,101698.0,,,,任期満了,,,,,新居浜市議会議員選挙（2007年04月22日投票）,1.0,34.0,28.0,1.2142857142857142,0.0,0.0,0.0,0.0,0.0,0.6764705882352942,0.2647058823529412,0.058823529411764705,0.75,0.17857142857142858,0.07142857142857142,0.6997634625532586,0.22182913014242187,0.07840740730431958,0.03042449837188081,0.02464768112693576,0.03920370365215979,61077.01,5.0,54.55882352941177,11.752824883131884,28.0,51.0,57.0,62.0,76.0,54.67857142857143,12.481568043171759,28.0,51.0,57.0,62.5,76.0,,9385.0,,1307.0,3508.0,,,,44237.75,2639.26,,,,,61077.01,,0.1536584714936111,,0.021399213877693096,0.05743568652100029,,,,0.7242946241147037,0.0432120039929918,,,,,1.0,,0.03841461787340277,,0.021399213877693096,0.028717843260500146,,,,0.02785748554287322,0.0432120039929918,,,,,,4.0,,1.0,2.0,,,,26.0,1.0,,,,,,4.0,,0.0,2.0,,,,21.0,1.0,,,,
新居浜市議会議員選挙（2011年04月24日投票）,新居浜市議会議員選挙,愛媛県,新居浜市,20110424.0,2011.0,4.0,24.0,20110417.0,53.2,26.0,30.0,1.1538461538461535,100977.0,,,-721.0,任期満了,60.64,,,,新居浜市議会議員選挙（2011年04月24日投票）,1.0,30.0,26.0,1.1538461538461537,0.0,0.0,0.0,0.03333333333333333,0.0,0.7,0.26666666666666666,0.03333333333333333,0.7692307692307693,0.19230769230769232,0.038461538461538464,0.7350434700790365,0.2333231087692887,0.03163342115167482,0.03500207000376364,0.029165388596161086,0.03163342115167482,53140.0,4.0,,,,,,,,58.53846153846154,9.491821456191273,35.0,55.5,60.5,63.75,76.0,,8580.0,,1392.0,3099.21,,,,40068.79,,,,,,53140.0,,0.1614602935641701,,0.026194956718103124,0.058321603312006025,,,,0.7540231464057208,,,,,,1.0,,0.040365073391042526,,0.026194956718103124,0.029160801656003012,,,,0.03278361506111829,,,,,,,4.0,,1.0,2.0,,,,23.0,,,,,,,4.0,,1.0,2.0,,,,19.0,,,,,
新居浜市議会議員選挙（2015年04月26日投票）,新居浜市議会議員選挙,愛媛県,新居浜市,20150426.0,2015.0,4.0,26.0,20150419.0,52.53,26.0,33.0,1.2692307692307692,,,,,任期満了,53.2,,,,新居浜市議会議員選挙（2015年04月26日投票）,1.0,33.0,26.0,1.2692307692307692,0.0,0.0,0.0,0.030303030303030304,0.038461538461538464,0.6666666666666666,0.30303030303030304,0.030303030303030304,0.7307692307692307,0.23076923076923078,0.038461538461538464,0.6865910379439526,0.2872448685477511,0.026164093508296328,0.031208683542906936,0.028724486854775112,0.026164093508296328,51520.99,4.0,,,,,,,,,,,,,,,,7410.0,,1166.0,3458.0,,,,39486.99,,,,,,51520.99,,0.14382487603596128,,0.022631552693377983,0.06711827548344859,,,,0.7664252957872122,,,,,,1.0,,0.03595621900899032,,0.022631552693377983,0.033559137741724296,,,,0.029477895991815852,,,,,,,4.0,,1.0,2.0,,,,26.0,,,,,,,4.0,,0.0,2.0,,,,20.0,,,,,
新居浜市議会議員選挙（2019年04月21日投票）,新居浜市議会議員選挙,愛媛県,新居浜市,20190421.0,2019.0,4.0,21.0,20190414.0,47.29,26.0,30.0,1.1538461538461535,98755.0,,,,任期満了,52.53,,,,新居浜市議会議員選挙（2019年04月21日投票）,1.0,30.0,26.0,1.1538461538461537,0.0,0.0,0.0,0.16666666666666666,0.19230769230769232,,,,,,,,,,,,,46184.995,4.0,58.5,10.956733089748969,36.0,49.25,59.5,67.5,80.0,58.84615384615385,11.051252305272596,36.0,49.25,61.5,67.5,80.0,,7070.536,,,3150.0,,,,34453.043,,1511.4160000000002,,,,46184.994999999995,,0.15309162640377033,,,0.06820396970920968,,,,0.745979143226063,,0.0327252606609571,,,,1.0,,0.03827290660094258,,,0.03410198485460484,,,,0.03243387579243752,,0.0327252606609571,,,,,4.0,,,2.0,,,,23.0,,1.0,,,,,4.0,,,2.0,,,,19.0,,1.0,,,
東温市議会議員選挙（2008年10月26日投票）,東温市議会議員選挙,愛媛県,東温市,20081026.0,2008.0,10.0,26.0,20081019.0,66.23,18.0,22.0,1.2222222222222223,27992.0,,,,任期満了,,,,,東温市議会議員選挙（2008年10月26日投票）,1.0,22.0,18.0,1.2222222222222223,0.0,0.0,0.0,0.13636363636363635,0.16666666666666666,0.7727272727272727,0.22727272727272727,0.0,0.7777777777777778,0.2222222222222222,0.0,0.8136286758688417,0.18637132413115828,,0.04786051034522598,0.037274264826231654,,18329.0,3.0,60.45454545454545,7.414526728764976,48.0,53.5,60.0,66.0,73.0,60.77777777777778,7.75711541142536,48.0,53.5,60.0,66.75,73.0,,1989.0,,,1342.78,,,,14997.220000000001,,,,,,18329.0,,0.10851655845927219,,,0.0732598614217906,,,,0.8182235801189373,,,,,,1.0,,0.054258279229636094,,,0.0366299307108953,,,,0.04545686556216318,,,,,,,2.0,,,2.0,,,,18.0,,,,,,,2.0,,,1.0,,,,15.0,,,,,
東温市議会議員選挙（2012年10月28日投票）,東温市議会議員選挙,愛媛県,東温市,20121028.0,2012.0,10.0,28.0,20121021.0,64.15,18.0,21.0,1.1666666666666667,27839.0,,,-153.0,任期満了,66.23,,,,東温市議会議員選挙（2012年10月28日投票）,1.0,21.0,18.0,1.1666666666666667,0.0,0.0,0.0,0.09523809523809523,0.1111111111111111,0.6666666666666666,0.2857142857142857,0.047619047619047616,0.6111111111111112,0.3333333333333333,0.05555555555555555,0.6255526584287495,0.3225824736424442,0.051864867928806256,0.04468233274491068,0.05376374560707403,0.051864867928806256,17642.0,3.0,61.285714285714285,7.9471040376374855,38.0,56.0,63.0,66.0,75.0,60.94444444444444,7.827815235301909,38.0,55.5,63.0,66.0,70.0,,1899.0,,,654.0,,,,15089.0,,,,,,17642.0,,0.10764085704568643,,,0.03707062691304841,,,,0.8552885160412652,,,,,,1.0,,0.05382042852284322,,,0.03707062691304841,,,,0.04751602866895918,,,,,,,2.0,,,1.0,,,,18.0,,,,,,,2.0,,,1.0,,,,15.0,,,,,
東温市議会議員選挙（2016年10月23日投票）,東温市議会議員選挙,愛媛県,東温市,20161023.0,2016.0,10.0,23.0,20161016.0,65.23,16.0,19.0,1.1875,28065.0,,,226.0,任期満了,64.15,,,,東温市議会議員選挙（2016年10月23日投票）,1.0,19.0,16.0,1.1875,0.0,0.0,0.0,0.10526315789473684,0.125,0.6842105263157895,0.2631578947368421,0.05263157894736842,0.8125,0.125,0.0625,0.7803965250151648,0.16163083840440315,0.05797263658043209,0.060030501924243446,0.03232616768088063,0.05797263658043209,17904.999,3.0,63.05263157894737,8.988142388786908,40.0,60.0,65.0,68.0,74.0,64.0625,7.7416790007077925,40.0,60.5,66.0,68.5,74.0,,1987.0,,,957.0,,,,14960.999,,,,,,17904.999,,0.11097459430184833,,,0.05344876031548508,,,,0.8355766453826666,,,,,,1.0,,0.05548729715092417,,,0.05344876031548508,,,,0.052223540336416664,,,,,,,2.0,,,1.0,,,,16.0,,,,,,,2.0,,,1.0,,,,13.0,,,,,
東温市議会議員選挙（2020年10月25日投票）,東温市議会議員選挙,愛媛県,東温市,20201025.0,2020.0,10.0,25.0,20201018.0,無投票,16.0,16.0,1.0,,,,,任期満了,65.23,,,,東温市議会議員選挙（2020年10月25日投票）,1.0,16.0,16.0,1.0,1.0,1.0,0.0,0.125,0.125,0.75,0.25,0.0,0.75,0.25,0.0,,,,,,,0.0,3.0,63.75,10.668294146675935,44.0,61.0,66.0,72.0,78.0,63.75,10.668294146675935,44.0,61.0,66.0,72.0,78.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,,,,13.0,,,,,,,2.0,,,1.0,,,,13.0,,,,,
松前町議会議員選挙（1999年08月29日投票）,松前町議会議員選挙,愛媛県,松前町,19990829.0,1999.0,8.0,29.0,19990824.0,80.55,18.0,21.0,1.1666666666666667,24214.0,,,,任期満了,,,,,松前町議会議員選挙（1999年08月29日投票）,1.0,21.0,18.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.7777777777777778,0.2222222222222222,0.0,0.7236650220721891,0.276334977927811,,0.051690358719442074,0.03947642541825871,,19255.0,3.0,60.19047619047619,8.432471521666635,47.0,53.0,59.0,67.0,78.0,61.5,8.220908303425682,48.0,54.0,63.5,67.0,78.0,,1280.0,,,1135.0,,,,16840.0,,,,,,19255.0,,0.06647623993767852,,,0.05894572838223838,,,,0.8745780316800831,,,,,,1.0,,0.06647623993767852,,,0.05894572838223838,,,,0.04603042272000437,,,,,,,1.0,,,1.0,,,,19.0,,,,,,,1.0,,,1.0,,,,16.0,,,,,
松前町議会議員選挙（2003年08月24日投票）,松前町議会議員選挙,愛媛県,松前町,20030824.0,2003.0,8.0,24.0,20030819.0,72.8,16.0,17.0,1.0625,24959.0,,,745.0,任期満了,80.55,,,,松前町議会議員選挙（2003年08月24日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.11764705882352941,0.0625,0.7058823529411765,0.29411764705882354,0.0,0.75,0.25,0.0,0.6539424628568249,0.3460575371431751,,0.05449520523806874,0.06921150742863502,,17971.0,3.0,60.64705882352941,8.777921343586241,48.0,56.0,58.0,63.0,82.0,61.1875,8.769398140693578,48.0,56.0,59.5,63.75,82.0,,1955.0,,,1068.0,,,,14948.0,,,,,,17971.0,,0.10878637805353068,,,0.059429080184742085,,,,0.8317845417617272,,,,,,1.0,,0.10878637805353068,,,0.059429080184742085,,,,0.05545230278411515,,,,,,,1.0,,,1.0,,,,15.0,,,,,,,1.0,,,1.0,,,,14.0,,,,,
松前町議会議員選挙（2007年08月26日投票）,松前町議会議員選挙,愛媛県,松前町,20070826.0,2007.0,8.0,26.0,20070821.0,68.88,14.0,16.0,1.1428571428571428,25308.0,,,349.0,任期満了,72.8,,,,松前町議会議員選挙（2007年08月26日投票）,1.0,16.0,14.0,1.1428571428571428,0.0,0.0,0.0,0.1875,0.21428571428571427,0.5625,0.4375,0.0,0.5714285714285714,0.42857142857142855,0.0,0.6185051726142043,0.38149482738579565,,0.06872279695713382,0.054499261055113664,,17206.0,3.0,56.125,9.590848502609141,27.0,51.75,56.5,61.25,70.0,57.857142857142854,6.311634866964149,49.0,52.5,56.5,61.75,70.0,,1836.0,,,1175.0,,,,14195.0,,,,,,17206.0,,0.10670696268743461,,,0.06829013134952923,,,,0.8250029059630362,,,,,,1.0,,0.10670696268743461,,,0.06829013134952923,,,,0.058928778997359724,,,,,,,1.0,,,1.0,,,,14.0,,,,,,,1.0,,,1.0,,,,12.0,,,,,
松前町議会議員選挙（2011年08月28日投票）,松前町議会議員選挙,愛媛県,松前町,20110828.0,2011.0,8.0,28.0,20110823.0,65.86,14.0,16.0,1.1428571428571428,25393.0,,,85.0,任期満了,68.88,,,,松前町議会議員選挙（2011年08月28日投票）,1.0,16.0,14.0,1.1428571428571428,0.0,0.0,0.0,0.1875,0.14285714285714285,0.8125,0.1875,0.0,0.8571428571428571,0.14285714285714285,0.0,0.8829025291851197,0.11709747081488017,,0.06791557916808613,0.039032490271626724,,16498.989999999998,3.0,59.625,9.205127647132331,31.0,55.75,60.5,64.25,74.0,61.642857142857146,5.850606108492922,53.0,56.5,62.5,64.75,74.0,,1702.0,,,872.83,,,,13924.16,,,,,,16498.989999999998,,0.10315782966108836,,,0.05290202612402336,,,,0.8439401442148884,,,,,,1.0,,0.10315782966108836,,,0.05290202612402336,,,,0.06028143887249203,,,,,,,1.0,,,1.0,,,,14.0,,,,,,,1.0,,,1.0,,,,12.0,,,,,
松前町議会議員選挙（2015年08月30日投票）,松前町議会議員選挙,愛媛県,松前町,20150830.0,2015.0,8.0,30.0,20150825.0,無投票,14.0,14.0,1.0,,,,,任期満了,65.86,,,,松前町議会議員選挙（2015年08月30日投票）,1.0,14.0,14.0,1.0,1.0,1.0,0.0,0.14285714285714285,0.14285714285714285,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.5714285714285714,0.2857142857142857,0.14285714285714285,,,,,,,0.0,3.0,62.0,6.729466121893644,48.0,57.5,63.0,67.25,73.0,62.0,6.729466121893644,48.0,57.5,63.0,67.25,73.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,12.0,,,,,,,1.0,,,1.0,,,,12.0,,,,,
松前町議会議員選挙（2019年08月25日投票）,松前町議会議員選挙,愛媛県,松前町,20190825.0,2019.0,8.0,25.0,20190820.0,58.36,14.0,18.0,1.2857142857142858,,,,,任期満了,,,,,松前町議会議員選挙（2019年08月25日投票）,1.0,18.0,14.0,1.2857142857142858,0.0,0.0,0.0,0.16666666666666666,0.14285714285714285,0.6666666666666666,0.3333333333333333,0.0,0.7142857142857143,0.2857142857142857,0.0,0.651763907734057,0.348236092265943,,0.05431365897783808,0.0580393487109905,,14740.0,3.0,62.44444444444444,9.304850719575262,35.0,57.25,64.5,68.0,77.0,62.57142857142857,10.251928638862372,35.0,57.5,65.0,68.75,77.0,,1034.0,,,254.0,,,,13452.0,,,,,,14740.0,,0.07014925373134329,,,0.01723202170963365,,,,0.912618724559023,,,,,,1.0,,0.07014925373134329,,,0.01723202170963365,,,,0.05703867028493894,,,,,,,1.0,,,1.0,,,,16.0,,,,,,,1.0,,,0.0,,,,13.0,,,,,
松山市議会議員増員選挙（2005年02月06日投票）,松山市議会議員増員選挙,愛媛県,松山市,20050206.0,2005.0,2.0,6.0,20050130.0,100.0,0.0,8.0,,29230.0,,,,その他,,,,,松山市議会議員増員選挙（2005年02月06日投票）,2.0,8.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.125,,18733.0,2.0,52.625,5.91475908216049,41.0,50.75,53.5,55.5,60.0,50.5,7.158910531638177,41.0,45.5,50.5,55.5,60.0,,,,,1053.0,,,,17680.0,,,,,,18733.0,,,,,0.056210964607911175,,,,0.9437890353920888,,,,,,1.0,,,,,0.056210964607911175,,,,0.1348270050560127,,,,,,,,,,1.0,,,,7.0,,,,,,,,,,0.0,,,,4.0,,,,,
