,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_NHKから国民を守る党,得票数_ひろかわまちをマトモにする会,得票数_ふくおかネットワーク,得票数_ふくおか市民政治,得票数_ふくおか市民政治ネットワーク,得票数_ふくおか市民政治ネットワーク・北九州,得票数_ふくおか平成会,得票数_みどり福岡,得票数_みらい福岡,得票数_みんなの党,得票数_みんなの改革福岡,得票数_サラリーマン新党,得票数_サラリーマン新党福岡県本部,得票数_久留米党,得票数_公明党,得票数_国民民主党,得票数_子供達にツケをまわすな会,得票数_平成会,得票数_幸福実現党,得票数_愛と平和の党,得票数_日本共産,得票数_日本共産党,得票数_日本創新党,得票数_日本新進党,得票数_日本維新の会,得票数_次世代の党,得票数_民主党,得票数_民進党,得票数_無所属,得票数_社会民主党,得票数_福政会,得票数_立憲民主党,得票数_維新の党,得票数_緑の党グリーンズジャパン,得票数_自由党,得票数_自由民主党,得票数_sum_v,得票率_NHKから国民を守る党,得票率_ひろかわまちをマトモにする会,得票率_ふくおかネットワーク,得票率_ふくおか市民政治,得票率_ふくおか市民政治ネットワーク,得票率_ふくおか市民政治ネットワーク・北九州,得票率_ふくおか平成会,得票率_みどり福岡,得票率_みらい福岡,得票率_みんなの党,得票率_みんなの改革福岡,得票率_サラリーマン新党,得票率_サラリーマン新党福岡県本部,得票率_久留米党,得票率_公明党,得票率_国民民主党,得票率_子供達にツケをまわすな会,得票率_平成会,得票率_幸福実現党,得票率_愛と平和の党,得票率_日本共産,得票率_日本共産党,得票率_日本創新党,得票率_日本新進党,得票率_日本維新の会,得票率_次世代の党,得票率_民主党,得票率_民進党,得票率_無所属,得票率_社会民主党,得票率_福政会,得票率_立憲民主党,得票率_維新の党,得票率_緑の党グリーンズジャパン,得票率_自由党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_NHKから国民を守る党,一人あたり得票率_ひろかわまちをマトモにする会,一人あたり得票率_ふくおかネットワーク,一人あたり得票率_ふくおか市民政治,一人あたり得票率_ふくおか市民政治ネットワーク,一人あたり得票率_ふくおか市民政治ネットワーク・北九州,一人あたり得票率_ふくおか平成会,一人あたり得票率_みどり福岡,一人あたり得票率_みらい福岡,一人あたり得票率_みんなの党,一人あたり得票率_みんなの改革福岡,一人あたり得票率_サラリーマン新党,一人あたり得票率_サラリーマン新党福岡県本部,一人あたり得票率_久留米党,一人あたり得票率_公明党,一人あたり得票率_国民民主党,一人あたり得票率_子供達にツケをまわすな会,一人あたり得票率_平成会,一人あたり得票率_幸福実現党,一人あたり得票率_愛と平和の党,一人あたり得票率_日本共産,一人あたり得票率_日本共産党,一人あたり得票率_日本創新党,一人あたり得票率_日本新進党,一人あたり得票率_日本維新の会,一人あたり得票率_次世代の党,一人あたり得票率_民主党,一人あたり得票率_民進党,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_福政会,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_緑の党グリーンズジャパン,一人あたり得票率_自由党,一人あたり得票率_自由民主党,立候補者数_NHKから国民を守る党,立候補者数_ひろかわまちをマトモにする会,立候補者数_ふくおかネットワーク,立候補者数_ふくおか市民政治,立候補者数_ふくおか市民政治ネットワーク,立候補者数_ふくおか市民政治ネットワーク・北九州,立候補者数_ふくおか平成会,立候補者数_みどり福岡,立候補者数_みらい福岡,立候補者数_みんなの党,立候補者数_みんなの改革福岡,立候補者数_サラリーマン新党,立候補者数_サラリーマン新党福岡県本部,立候補者数_久留米党,立候補者数_公明党,立候補者数_国民民主党,立候補者数_子供達にツケをまわすな会,立候補者数_平成会,立候補者数_幸福実現党,立候補者数_愛と平和の党,立候補者数_日本共産,立候補者数_日本共産党,立候補者数_日本創新党,立候補者数_日本新進党,立候補者数_日本維新の会,立候補者数_次世代の党,立候補者数_民主党,立候補者数_民進党,立候補者数_無所属,立候補者数_社会民主党,立候補者数_福政会,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_緑の党グリーンズジャパン,立候補者数_自由党,立候補者数_自由民主党,当選者数_NHKから国民を守る党,当選者数_ひろかわまちをマトモにする会,当選者数_ふくおかネットワーク,当選者数_ふくおか市民政治,当選者数_ふくおか市民政治ネットワーク,当選者数_ふくおか市民政治ネットワーク・北九州,当選者数_ふくおか平成会,当選者数_みどり福岡,当選者数_みらい福岡,当選者数_みんなの党,当選者数_みんなの改革福岡,当選者数_サラリーマン新党,当選者数_サラリーマン新党福岡県本部,当選者数_久留米党,当選者数_公明党,当選者数_国民民主党,当選者数_子供達にツケをまわすな会,当選者数_平成会,当選者数_幸福実現党,当選者数_愛と平和の党,当選者数_日本共産,当選者数_日本共産党,当選者数_日本創新党,当選者数_日本新進党,当選者数_日本維新の会,当選者数_次世代の党,当選者数_民主党,当選者数_民進党,当選者数_無所属,当選者数_社会民主党,当選者数_福政会,当選者数_立憲民主党,当選者数_維新の党,当選者数_緑の党グリーンズジャパン,当選者数_自由党,当選者数_自由民主党
大牟田市議会議員選挙（2007年04月22日投票）,大牟田市議会議員選挙,福岡県,大牟田市,20070422.0,2007.0,4.0,22.0,20070415.0,59.41,28.0,34.0,1.2142857142857142,107453.0,,,-3693.0,任期満了,62.13,,,,大牟田市議会議員選挙（2007年04月22日投票）,1.0,34.0,28.0,1.2142857142857142,0.0,0.0,0.0,0.14705882352941177,0.17857142857142858,0.6764705882352942,0.3235294117647059,0.0,0.75,0.25,0.0,0.6991320233074723,0.3008679766925277,,0.03039704449162923,0.027351634244775245,,63268.979999999996,6.0,54.23529411764706,9.052327693924955,33.0,48.5,55.5,59.75,69.0,54.642857142857146,8.290331225996624,34.0,50.25,56.5,59.25,69.0,,,,,,,,,,,,,,,11634.86,,,,,,,5963.74,,,,,2490.35,,20406.199999999997,6034.0,,,,,,16739.83,63268.979999999996,,,,,,,,,,,,,,,0.18389517264226485,,,,,,,0.09426009396705938,,,,,0.03936131102477075,,0.3225308832227104,0.09537059076975796,,,,,,0.26458194837343674,1.0,,,,,,,,,,,,,,,0.03677903452845297,,,,,,,0.023565023491764845,,,,,0.03936131102477075,,0.029320989383882765,0.031790196923252655,,,,,,0.026458194837343674,,,,,,,,,,,,,,,5.0,,,,,,,4.0,,,,,1.0,,11.0,3.0,,,,,,10.0,,,,,,,,,,,,,,,5.0,,,,,,,3.0,,,,,1.0,,9.0,3.0,,,,,,7.0
大牟田市議会議員選挙（2011年04月24日投票）,大牟田市議会議員選挙,福岡県,大牟田市,20110424.0,2011.0,4.0,24.0,20110417.0,52.7,26.0,29.0,1.1153846153846154,103580.0,,,-3873.0,任期満了,59.41,,,,大牟田市議会議員選挙（2011年04月24日投票）,1.0,29.0,26.0,1.1153846153846154,0.0,0.0,0.0,0.1724137931034483,0.19230769230769232,0.6896551724137931,0.27586206896551724,0.034482758620689655,0.7307692307692307,0.23076923076923078,0.038461538461538464,0.7194796505716705,0.25211861231517824,0.028401737113151228,0.035973982528583526,0.03151482653939728,0.028401737113151228,54045.99,6.0,56.689655172413794,8.952377639394761,36.0,52.0,59.0,63.0,73.0,55.76923076923077,8.915447666864056,36.0,50.5,57.0,61.75,73.0,,,,,,,,,,,,,,,11895.14,,,,,,,5320.0,,,,,2391.35,,22321.5,2815.0,,,,,,9303.0,54045.99,,,,,,,,,,,,,,,0.22009292456295093,,,,,,,0.09843468497847851,,,,,0.04424657592542944,,0.413009364802088,0.05208527034105583,,,,,,0.1721311793899973,1.0,,,,,,,,,,,,,,,0.04401858491259018,,,,,,,0.03281156165949284,,,,,0.04424657592542944,,0.03176995113862215,0.026042635170527916,,,,,,0.034426235877999464,,,,,,,,,,,,,,,5.0,,,,,,,3.0,,,,,1.0,,13.0,2.0,,,,,,5.0,,,,,,,,,,,,,,,5.0,,,,,,,3.0,,,,,1.0,,11.0,1.0,,,,,,5.0
大牟田市議会議員選挙（2015年04月26日投票）,大牟田市議会議員選挙,福岡県,大牟田市,20150426.0,2015.0,4.0,26.0,20150419.0,52.05,25.0,29.0,1.16,,,,,任期満了,52.7,,,,大牟田市議会議員選挙（2015年04月26日投票）,1.0,29.0,25.0,1.16,0.0,0.0,0.0,0.1724137931034483,0.2,0.6896551724137931,0.27586206896551724,0.034482758620689655,0.76,0.2,0.04,0.7179270973138044,0.22615160179728075,0.05592130088891482,0.03589635486569022,0.028268950224660094,0.05592130088891482,51411.0,6.0,52.310344827586206,12.423846503803057,25.0,44.0,54.0,61.0,74.0,52.44,11.092628182716664,28.0,44.0,54.0,61.0,70.0,,,,,,,,,,,,,,,10366.509999999998,,,,,,,5188.0,,,,,2651.52,,21563.62,1668.0,,,,,,9973.349999999999,51410.99999999999,,,,,,,,,,,,,,,0.20163992141759546,,,,,,,0.10091225613195622,,,,,0.051574954776215216,,0.4194359183832254,0.03244441850965747,,,,,,0.1939925307813503,1.0,,,,,,,,,,,,,,,0.040327984283519094,,,,,,,0.033637418710652074,,,,,0.051574954776215216,,0.03226430141409426,0.03244441850965747,,,,,,0.03233208846355838,,,,,,,,,,,,,,,5.0,,,,,,,3.0,,,,,1.0,,13.0,1.0,,,,,,6.0,,,,,,,,,,,,,,,5.0,,,,,,,3.0,,,,,1.0,,9.0,1.0,,,,,,6.0
大牟田市議会議員選挙（2019年04月21日投票）,大牟田市議会議員選挙,福岡県,大牟田市,20190421.0,2019.0,4.0,21.0,20190414.0,49.85,24.0,31.0,1.2916666666666667,,,,,任期満了,52.05,,,,大牟田市議会議員選挙（2019年04月21日投票）,1.0,31.0,24.0,1.2916666666666667,0.0,0.0,0.0,0.22580645161290322,0.25,,,,,,,,,,,,,48045.997,6.0,54.225806451612904,10.55770526576055,31.0,45.5,56.0,61.5,74.0,53.25,10.389297377590074,31.0,45.5,54.5,60.0,71.0,,,,,,,,,,,,,,,9374.11,1964.0,,,,,,4374.0,,,,,,,25057.887,1409.0,,,,,,5867.0,48045.997,,,,,,,,,,,,,,,0.19510699299256917,0.040877494955511066,,,,,,0.09103776116874003,,,,,,,0.5215395363738626,0.029326064354539255,,,,,,0.12211215015477772,1.0,,,,,,,,,,,,,,,0.039021398598513835,0.040877494955511066,,,,,,0.03034592038958001,,,,,,,0.030678796257286037,0.029326064354539255,,,,,,0.03052803753869443,,,,,,,,,,,,,,,5.0,1.0,,,,,,3.0,,,,,,,17.0,1.0,,,,,,4.0,,,,,,,,,,,,,,,5.0,1.0,,,,,,2.0,,,,,,,13.0,1.0,,,,,,2.0
大野城市議会議員補欠選挙（2005年09月04日投票）,大野城市議会議員補欠選挙,福岡県,大野城市,20050904.0,2005.0,9.0,4.0,20050828.0,48.0,2.0,3.0,1.5,70739.0,,,,その他,,,,,大野城市議会議員補欠選挙（2005年09月04日投票）,1.0,3.0,2.0,1.5,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.3333333333333333,,30317.0,1.0,56.333333333333336,5.312459150169743,50.0,53.0,56.0,59.5,63.0,56.5,6.5,50.0,53.25,56.5,59.75,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30317.0,,,,,,,,30317.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,
大野城市議会議員補欠選挙（2009年09月06日投票）,大野城市議会議員補欠選挙,福岡県,大野城市,20090906.0,2009.0,9.0,6.0,20090830.0,18.19,1.0,2.0,2.0,72692.0,,,1953.0,その他,48.0,,,,大野城市議会議員補欠選挙（2009年09月06日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,12707.0,2.0,60.0,0.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,60.0,60.0,60.0,60.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,3136.0,,,,,9571.0,,,,,,,,12707.0,,,,,,,,,,,,,,,,,,,,,,,,0.246793106161958,,,,,0.7532068938380421,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.246793106161958,,,,,0.7532068938380421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,1.0,,,,,,,
大野城市議会議員選挙（1999年04月25日投票）,大野城市議会議員選挙,福岡県,大野城市,19990425.0,1999.0,4.0,25.0,19990418.0,53.03,22.0,24.0,1.0909090909090908,63918.0,,,,任期満了,,,,,大野城市議会議員選挙（1999年04月25日投票）,1.0,24.0,22.0,1.0909090909090908,0.0,0.0,0.0,0.08333333333333333,0.09090909090909091,0.7916666666666666,0.16666666666666666,0.041666666666666664,0.8181818181818182,0.13636363636363635,0.045454545454545456,0.8208011453455424,0.14218391147433412,0.03701494318012348,0.043200060281344335,0.03554597786858353,0.03701494318012348,33527.0,5.0,52.208333333333336,7.6538615889119805,39.0,48.75,51.0,56.5,75.0,52.45454545454545,7.935691942834617,39.0,49.25,51.5,57.5,75.0,,,,,,,,,,,,723.0,,,4934.0,,,,,,,1350.0,,,,,,,25227.0,1293.0,,,,,,,33527.0,,,,,,,,,,,,0.02156470904047484,,,0.14716497151549499,,,,,,,0.040266054224953024,,,,,,,0.7524383332836222,0.03856593193545501,,,,,,,1.0,,,,,,,,,,,,0.02156470904047484,,,0.04905499050516499,,,,,,,0.040266054224953024,,,,,,,0.0418021296268679,0.03856593193545501,,,,,,,,,,,,,,,,,,1.0,,,3.0,,,,,,,1.0,,,,,,,18.0,1.0,,,,,,,,,,,,,,,,,,0.0,,,3.0,,,,,,,1.0,,,,,,,17.0,1.0,,,,,,
大野城市議会議員選挙（2003年04月27日投票）,大野城市議会議員選挙,福岡県,大野城市,20030427.0,2003.0,4.0,27.0,20030420.0,52.25,22.0,24.0,1.0909090909090908,68438.0,,,4520.0,任期満了,53.03,,,,大野城市議会議員選挙（2003年04月27日投票）,1.0,24.0,22.0,1.0909090909090908,0.0,0.0,0.0,0.08333333333333333,0.09090909090909091,0.75,0.25,0.0,0.7272727272727273,0.2727272727272727,0.0,0.716138899903699,0.2838611000963009,,0.03978549443909439,0.04731018334938348,,35306.0,4.0,52.958333333333336,8.696163745519566,25.0,47.75,54.0,58.5,68.0,53.09090909090909,8.96918507957861,25.0,48.5,54.0,59.5,68.0,,,,,,,,,,,,,,,6260.0,,,,,,,1420.0,,,,,,,26264.0,1362.0,,,,,,,35306.0,,,,,,,,,,,,,,,0.1773069733189826,,,,,,,0.04021979266980117,,,,,,,0.7438962216053928,0.038577012405823376,,,,,,,1.0,,,,,,,,,,,,,,,0.04432674332974565,,,,,,,0.04021979266980117,,,,,,,0.041327567866966265,0.038577012405823376,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,1.0,,,,,,,18.0,1.0,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,1.0,,,,,,,16.0,1.0,,,,,,
大野城市議会議員選挙（2007年04月22日投票）,大野城市議会議員選挙,福岡県,大野城市,20070422.0,2007.0,4.0,22.0,20070415.0,45.61,22.0,24.0,1.0909090909090908,70978.0,,,2540.0,任期満了,52.25,,,,大野城市議会議員選挙（2007年04月22日投票）,1.0,24.0,22.0,1.0909090909090908,0.0,0.0,0.0,0.20833333333333334,0.22727272727272727,0.5833333333333334,0.3333333333333333,0.08333333333333333,0.6363636363636364,0.2727272727272727,0.09090909090909091,0.6580148852335981,0.25461254612546125,0.08737256864094065,0.04700106323097129,0.031826568265682656,0.04368628432047032,31978.0,4.0,56.458333333333336,5.259746244407192,47.0,52.75,57.0,59.0,67.0,56.31818181818182,5.463817876276987,47.0,52.25,56.5,59.0,67.0,,,,,,,,,,,,487.0,,,6220.0,,,,,,,1307.0,,,,,,,23964.0,,,,,,,,31978.0,,,,,,,,,,,,0.015229220088811057,,,0.19450872474826444,,,,,,,0.04087184939646007,,,,,,,0.7493902057664644,,,,,,,,1.0,,,,,,,,,,,,0.015229220088811057,,,0.04862718118706611,,,,,,,0.04087184939646007,,,,,,,0.041632789209248025,,,,,,,,,,,,,,,,,,,1.0,,,4.0,,,,,,,1.0,,,,,,,18.0,,,,,,,,,,,,,,,,,,,1.0,,,4.0,,,,,,,1.0,,,,,,,16.0,,,,,,,
大野城市議会議員選挙（2011年04月24日投票）,大野城市議会議員選挙,福岡県,大野城市,20110424.0,2011.0,4.0,24.0,20110417.0,42.62,20.0,26.0,1.3,73186.0,,,2208.0,任期満了,45.61,,,,大野城市議会議員選挙（2011年04月24日投票）,1.0,26.0,20.0,1.3,0.0,0.0,0.0,0.2692307692307692,0.25,0.7692307692307693,0.23076923076923078,0.0,0.8,0.2,0.0,0.7439198855507868,0.25608011444921314,,0.03719599427753934,0.042680019074868854,,30756.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,292.0,,,6264.0,,,,,,,1004.0,,,,,,,23196.0,,,,,,,,30756.0,,,,,,,,,,,,0.009494082455455846,,,0.20366757705813499,,,,,,,0.03264403693588243,,,,,,,0.7541943035505267,,,,,,,,1.0,,,,,,,,,,,,0.009494082455455846,,,0.050916894264533746,,,,,,,0.03264403693588243,,,,,,,0.03770971517752634,,,,,,,,,,,,,,,,,,,1.0,,,4.0,,,,,,,1.0,,,,,,,20.0,,,,,,,,,,,,,,,,,,,0.0,,,4.0,,,,,,,1.0,,,,,,,15.0,,,,,,,
大野城市議会議員選挙（2015年04月26日投票）,大野城市議会議員選挙,福岡県,大野城市,20150426.0,2015.0,4.0,26.0,20150419.0,42.2,20.0,27.0,1.35,75767.0,,,2581.0,任期満了,42.62,,,,大野城市議会議員選挙（2015年04月26日投票）,1.0,27.0,20.0,1.35,0.0,0.0,0.0,0.18518518518518517,0.2,0.5185185185185185,0.4074074074074074,0.07407407407407407,0.55,0.45,0.0,0.5912809131261889,0.3844958782498415,0.024223208623969563,0.04223435093758492,0.03495417074998559,0.012111604311984782,31540.0,6.0,57.0,9.148972822328401,38.0,52.0,59.0,63.0,74.0,55.6,9.578100020358942,38.0,49.5,58.0,62.0,74.0,,,,,,,,,,,,,235.0,,5820.0,,,,,212.0,,1202.0,,,,,,,22261.0,,,,,,,1810.0,31540.0,,,,,,,,,,,,,0.007450856055802156,,0.18452758402029168,,,,,0.006721623335447052,,0.03811033608116677,,,,,,,0.7058021559923906,,,,,,,0.057387444514901714,1.0,,,,,,,,,,,,,0.007450856055802156,,0.04613189600507292,,,,,0.006721623335447052,,0.03811033608116677,,,,,,,0.037147481894336344,,,,,,,0.057387444514901714,,,,,,,,,,,,,1.0,,4.0,,,,,1.0,,1.0,,,,,,,19.0,,,,,,,1.0,,,,,,,,,,,,,0.0,,4.0,,,,,0.0,,1.0,,,,,,,14.0,,,,,,,1.0
大野城市議会議員選挙（2019年04月21日投票）,大野城市議会議員選挙,福岡県,大野城市,20190421.0,2019.0,4.0,21.0,20190414.0,39.57,20.0,24.0,1.2,,,,,任期満了,42.2,,,,大野城市議会議員選挙（2019年04月21日投票）,1.0,24.0,20.0,1.2,0.0,0.0,0.0,0.20833333333333334,0.25,0.7083333333333334,0.20833333333333334,0.08333333333333333,0.75,0.2,0.05,0.7722753025657058,0.16687113142016824,0.06085356601412597,0.04542795897445328,0.03337422628403365,0.030426783007062985,30975.999,6.0,57.333333333333336,10.50661167498299,30.0,51.25,60.5,64.5,71.0,55.45,10.360863863597476,30.0,47.75,58.0,63.25,68.0,,,,,,,,,,,,,139.0,,5933.0,1269.0,,,,,,917.0,,,,,,,16705.999,,,,,,,6012.0,30975.999,,,,,,,,,,,,,0.004487345186187539,,0.19153538841475298,0.04096720173576968,,,,,,0.02960356500528038,,,,,,,0.539320749590675,,,,,,,0.1940857500673344,1.0,,,,,,,,,,,,,0.004487345186187539,,0.047883847103688246,0.04096720173576968,,,,,,0.02960356500528038,,,,,,,0.041486211506975,,,,,,,0.0485214375168336,,,,,,,,,,,,,1.0,,4.0,1.0,,,,,,1.0,,,,,,,13.0,,,,,,,4.0,,,,,,,,,,,,,0.0,,4.0,1.0,,,,,,0.0,,,,,,,12.0,,,,,,,3.0
太宰府市議会議員選挙（2003年04月27日投票）,太宰府市議会議員選挙,福岡県,太宰府市,20030427.0,2003.0,4.0,27.0,20030420.0,55.91,20.0,25.0,1.25,52749.0,,,,任期満了,,,,,太宰府市議会議員選挙（2003年04月27日投票）,1.0,25.0,20.0,1.25,0.0,0.0,0.0,0.16,0.2,0.52,0.36,0.12,0.55,0.4,0.05,0.5337128746827629,0.3767062212771795,0.08958090404005761,0.04105483651405868,0.0418562468085755,0.02986030134668587,29158.0,4.0,55.56,8.532666640622965,37.0,53.0,55.0,60.0,70.0,54.1,8.549268974596599,37.0,51.25,55.0,58.5,68.0,,,,,,,,,,,,,,,3261.0,,,,,,,2722.0,,,,,,,21750.0,1425.0,,,,,,,29158.0,,,,,,,,,,,,,,,0.11183894642979628,,,,,,,0.09335345359764044,,,,,,,0.7459359352493312,0.048871664723232046,,,,,,,1.0,,,,,,,,,,,,,,,0.05591947321489814,,,,,,,0.04667672679882022,,,,,,,0.03729679676246656,0.048871664723232046,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,,,,,,,20.0,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,,,,,,,15.0,1.0,,,,,,
太宰府市議会議員選挙（2007年04月22日投票）,太宰府市議会議員選挙,福岡県,太宰府市,20070422.0,2007.0,4.0,22.0,20070415.0,56.14,20.0,21.0,1.05,53613.0,,,864.0,任期満了,55.91,,,,太宰府市議会議員選挙（2007年04月22日投票）,1.0,21.0,20.0,1.05,0.0,0.0,0.0,0.14285714285714285,0.15,0.8095238095238095,0.19047619047619047,0.0,0.85,0.15,0.0,0.8375068045726728,0.16249319542732715,,0.04926510615133369,0.04062329885683179,,29392.0,4.0,55.38095238095238,10.930412750783674,25.0,50.0,58.0,60.0,72.0,55.3,11.194194924156001,25.0,49.5,58.5,60.5,72.0,,,,,,,,,,,,,,,3550.0,,,,,,,3077.0,,,,,,,21178.0,1587.0,,,,,,,29392.0,,,,,,,,,,,,,,,0.12078116494284159,,,,,,,0.1046883505715841,,,,,,,0.7205362003266195,0.05399428415895482,,,,,,,1.0,,,,,,,,,,,,,,,0.060390582471420796,,,,,,,0.05234417528579205,,,,,,,0.04503351252041372,0.05399428415895482,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,,,,,,,16.0,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,,,,,,,15.0,1.0,,,,,,
太宰府市議会議員選挙（2011年04月24日投票）,太宰府市議会議員選挙,福岡県,太宰府市,20110424.0,2011.0,4.0,24.0,20110417.0,52.13,18.0,21.0,1.1666666666666667,55240.0,,,1627.0,任期満了,56.14,,,,太宰府市議会議員選挙（2011年04月24日投票）,1.0,21.0,18.0,1.1666666666666667,0.0,0.0,0.0,0.23809523809523808,0.2777777777777778,0.7142857142857143,0.2857142857142857,0.0,0.7222222222222222,0.2777777777777778,0.0,0.6951271336496919,0.3048728663503081,,0.04634180890997946,0.050812144391718016,,28238.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3446.0,,,,,,,2920.0,,,,,,,20519.0,1353.0,,,,,,,28238.0,,,,,,,,,,,,,,,0.12203413839507048,,,,,,,0.1034067568524683,,,,,,,0.7266449465259579,0.047914158226503294,,,,,,,1.0,,,,,,,,,,,,,,,0.06101706919753524,,,,,,,0.05170337842623415,,,,,,,0.04541530915787237,0.047914158226503294,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,,,,,,,16.0,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,,,,,,,13.0,1.0,,,,,,
太宰府市議会議員選挙（2015年04月26日投票）,太宰府市議会議員選挙,福岡県,太宰府市,20150426.0,2015.0,4.0,26.0,20150419.0,52.91,18.0,28.0,1.5555555555555556,,,,,任期満了,52.13,,,,太宰府市議会議員選挙（2015年04月26日投票）,1.0,28.0,18.0,1.5555555555555556,0.0,0.0,0.0,0.17857142857142858,0.1111111111111111,0.42857142857142855,0.5357142857142857,0.03571428571428571,0.5,0.5,0.0,0.4683040614709111,0.5064489571899012,0.025246981339187707,0.039025338455909254,0.03376326381266008,0.025246981339187707,29152.0,4.0,55.57142857142857,9.351961488023216,33.0,49.0,56.0,64.0,71.0,54.72222222222222,9.699974544958327,33.0,49.25,54.0,63.25,71.0,,,,,,,,,,,,,,,3056.0,,,,,,,2332.0,,,,,,,22535.0,1229.0,,,,,,,29152.0,,,,,,,,,,,,,,,0.10482985729967069,,,,,,,0.07999451152579583,,,,,,,0.7730172886937431,0.04215834248079034,,,,,,,1.0,,,,,,,,,,,,,,,0.052414928649835345,,,,,,,0.039997255762897914,,,,,,,0.033609447334510566,0.04215834248079034,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,,,,,,,23.0,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,,,,,,,13.0,1.0,,,,,,
太宰府市議会議員選挙（2017年12月03日投票）,太宰府市議会議員選挙,福岡県,太宰府市,20171203.0,2017.0,12.0,3.0,20171126.0,,18.0,21.0,1.1666666666666667,58186.0,,,,解散,52.91,,,,太宰府市議会議員選挙（2017年12月03日投票）,1.0,21.0,18.0,1.1666666666666667,0.0,0.0,0.0,0.23809523809523808,0.16666666666666666,0.8095238095238095,0.047619047619047616,0.14285714285714285,0.8888888888888888,0.05555555555555555,0.05555555555555555,0.8363606203864975,0.07410632827403169,0.08953305133947084,0.04919768355214691,0.07410632827403169,0.02984435044649028,24114.0,0.0,55.904761904761905,9.390495508528376,36.0,48.0,55.0,63.0,73.0,55.05555555555556,9.407279818324048,36.0,48.0,54.5,60.75,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
