,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_NHKから国民を守る党,得票数_ひろかわまちをマトモにする会,得票数_ふくおかネットワーク,得票数_ふくおか市民政治,得票数_ふくおか市民政治ネットワーク,得票数_ふくおか市民政治ネットワーク・北九州,得票数_ふくおか平成会,得票数_みどり福岡,得票数_みらい福岡,得票数_みんなの党,得票数_みんなの改革福岡,得票数_サラリーマン新党,得票数_サラリーマン新党福岡県本部,得票数_久留米党,得票数_公明党,得票数_国民民主党,得票数_子供達にツケをまわすな会,得票数_平成会,得票数_幸福実現党,得票数_愛と平和の党,得票数_日本共産,得票数_日本共産党,得票数_日本創新党,得票数_日本新進党,得票数_日本維新の会,得票数_次世代の党,得票数_民主党,得票数_民進党,得票数_無所属,得票数_社会民主党,得票数_福政会,得票数_立憲民主党,得票数_維新の党,得票数_緑の党グリーンズジャパン,得票数_自由党,得票数_自由民主党,得票数_sum_v,得票率_NHKから国民を守る党,得票率_ひろかわまちをマトモにする会,得票率_ふくおかネットワーク,得票率_ふくおか市民政治,得票率_ふくおか市民政治ネットワーク,得票率_ふくおか市民政治ネットワーク・北九州,得票率_ふくおか平成会,得票率_みどり福岡,得票率_みらい福岡,得票率_みんなの党,得票率_みんなの改革福岡,得票率_サラリーマン新党,得票率_サラリーマン新党福岡県本部,得票率_久留米党,得票率_公明党,得票率_国民民主党,得票率_子供達にツケをまわすな会,得票率_平成会,得票率_幸福実現党,得票率_愛と平和の党,得票率_日本共産,得票率_日本共産党,得票率_日本創新党,得票率_日本新進党,得票率_日本維新の会,得票率_次世代の党,得票率_民主党,得票率_民進党,得票率_無所属,得票率_社会民主党,得票率_福政会,得票率_立憲民主党,得票率_維新の党,得票率_緑の党グリーンズジャパン,得票率_自由党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_NHKから国民を守る党,一人あたり得票率_ひろかわまちをマトモにする会,一人あたり得票率_ふくおかネットワーク,一人あたり得票率_ふくおか市民政治,一人あたり得票率_ふくおか市民政治ネットワーク,一人あたり得票率_ふくおか市民政治ネットワーク・北九州,一人あたり得票率_ふくおか平成会,一人あたり得票率_みどり福岡,一人あたり得票率_みらい福岡,一人あたり得票率_みんなの党,一人あたり得票率_みんなの改革福岡,一人あたり得票率_サラリーマン新党,一人あたり得票率_サラリーマン新党福岡県本部,一人あたり得票率_久留米党,一人あたり得票率_公明党,一人あたり得票率_国民民主党,一人あたり得票率_子供達にツケをまわすな会,一人あたり得票率_平成会,一人あたり得票率_幸福実現党,一人あたり得票率_愛と平和の党,一人あたり得票率_日本共産,一人あたり得票率_日本共産党,一人あたり得票率_日本創新党,一人あたり得票率_日本新進党,一人あたり得票率_日本維新の会,一人あたり得票率_次世代の党,一人あたり得票率_民主党,一人あたり得票率_民進党,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_福政会,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_緑の党グリーンズジャパン,一人あたり得票率_自由党,一人あたり得票率_自由民主党,立候補者数_NHKから国民を守る党,立候補者数_ひろかわまちをマトモにする会,立候補者数_ふくおかネットワーク,立候補者数_ふくおか市民政治,立候補者数_ふくおか市民政治ネットワーク,立候補者数_ふくおか市民政治ネットワーク・北九州,立候補者数_ふくおか平成会,立候補者数_みどり福岡,立候補者数_みらい福岡,立候補者数_みんなの党,立候補者数_みんなの改革福岡,立候補者数_サラリーマン新党,立候補者数_サラリーマン新党福岡県本部,立候補者数_久留米党,立候補者数_公明党,立候補者数_国民民主党,立候補者数_子供達にツケをまわすな会,立候補者数_平成会,立候補者数_幸福実現党,立候補者数_愛と平和の党,立候補者数_日本共産,立候補者数_日本共産党,立候補者数_日本創新党,立候補者数_日本新進党,立候補者数_日本維新の会,立候補者数_次世代の党,立候補者数_民主党,立候補者数_民進党,立候補者数_無所属,立候補者数_社会民主党,立候補者数_福政会,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_緑の党グリーンズジャパン,立候補者数_自由党,立候補者数_自由民主党,当選者数_NHKから国民を守る党,当選者数_ひろかわまちをマトモにする会,当選者数_ふくおかネットワーク,当選者数_ふくおか市民政治,当選者数_ふくおか市民政治ネットワーク,当選者数_ふくおか市民政治ネットワーク・北九州,当選者数_ふくおか平成会,当選者数_みどり福岡,当選者数_みらい福岡,当選者数_みんなの党,当選者数_みんなの改革福岡,当選者数_サラリーマン新党,当選者数_サラリーマン新党福岡県本部,当選者数_久留米党,当選者数_公明党,当選者数_国民民主党,当選者数_子供達にツケをまわすな会,当選者数_平成会,当選者数_幸福実現党,当選者数_愛と平和の党,当選者数_日本共産,当選者数_日本共産党,当選者数_日本創新党,当選者数_日本新進党,当選者数_日本維新の会,当選者数_次世代の党,当選者数_民主党,当選者数_民進党,当選者数_無所属,当選者数_社会民主党,当選者数_福政会,当選者数_立憲民主党,当選者数_維新の党,当選者数_緑の党グリーンズジャパン,当選者数_自由党,当選者数_自由民主党
粕屋町議会議員選挙（2013年04月14日投票）,粕屋町議会議員選挙,福岡県,粕屋町,20130414.0,2013.0,4.0,14.0,20130409.0,44.88,16.0,20.0,1.25,32748.0,,,1487.0,任期満了,50.36,,,,粕屋町議会議員選挙（2013年04月14日投票）,1.0,20.0,16.0,1.25,0.0,0.0,0.0,0.2,0.125,0.55,0.4,0.05,0.6875,0.25,0.0625,0.6440901893287435,0.32293218588640277,0.0329776247848537,0.05855365357534032,0.040366523235800346,0.0329776247848537,14525.0,3.0,59.45,10.641780866001705,40.0,54.25,65.0,67.25,72.0,62.5,9.300537618869138,40.0,59.25,66.5,68.25,72.0,,,,,,,,,,,,,,,2440.0,,,,,,,1647.0,,,,,,,10438.0,,,,,,,,14525.0,,,,,,,,,,,,,,,0.16798623063683304,,,,,,,0.1133907056798623,,,,,,,0.7186230636833046,,,,,,,,1.0,,,,,,,,,,,,,,,0.08399311531841652,,,,,,,0.05669535283993115,,,,,,,0.04491394148020654,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,,,,,,,12.0,,,,,,,
粕屋町議会議員選挙（2017年04月16日投票）,粕屋町議会議員選挙,福岡県,粕屋町,20170416.0,2017.0,4.0,16.0,20170411.0,39.34,16.0,19.0,1.1875,35201.0,,,2453.0,任期満了,44.88,,,,粕屋町議会議員選挙（2017年04月16日投票）,1.0,19.0,16.0,1.1875,0.0,0.0,0.0,0.15789473684210525,0.125,0.631578947368421,0.3684210526315789,0.0,0.75,0.25,0.0,0.6490817297139094,0.3509182702860906,,0.054090144142825786,0.05013118146944151,,13667.0,0.0,59.1578947368421,11.855547925781357,33.0,52.5,61.0,69.5,73.0,60.9375,11.431692514671658,33.0,55.75,65.5,70.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
粕屋町議会議員選挙（2021年04月11日投票）,粕屋町議会議員選挙,福岡県,粕屋町,20210411.0,2021.0,4.0,11.0,20210406.0,40.76,16.0,19.0,1.1875,36769.0,18038.0,18731.0,1568.0,任期満了,39.34,,,,粕屋町議会議員選挙（2021年04月11日投票）,1.0,19.0,16.0,1.1875,0.0,0.0,0.0,0.10526315789473684,0.125,0.7368421052631579,0.2631578947368421,0.0,0.75,0.25,0.0,0.7324705560120515,0.26752944398794853,,0.05231932542943225,0.053505888797589704,,14604.0,3.0,63.8421052631579,10.92685324709985,37.0,55.0,65.0,73.5,77.0,62.375,11.061617196413913,37.0,53.5,65.0,72.25,75.0,,,,,,,,,,,,,,,2438.0,,,,,,,1401.0,,,,,,,10765.0,,,,,,,,14604.0,,,,,,,,,,,,,,,0.16694056422897835,,,,,,,0.09593262119967132,,,,,,,0.7371268145713503,,,,,,,,1.0,,,,,,,,,,,,,,,0.08347028211448917,,,,,,,0.04796631059983566,,,,,,,0.049141787638090025,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,,,,,,,12.0,,,,,,,
糸島市議会議員選挙（2010年02月14日投票）,糸島市議会議員選挙,福岡県,糸島市,20100214.0,2010.0,2.0,14.0,20100207.0,65.29,0.0,36.0,,79915.0,,,,その他,,,,,糸島市議会議員選挙（2010年02月14日投票）,3.0,36.0,24.0,1.5,0.0,0.0,0.0,0.1388888888888889,0.16666666666666666,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.027777777777777776,,51564.99,5.0,60.083333333333336,7.197125197682135,34.0,58.75,61.0,64.25,71.0,59.833333333333336,7.086763875156433,34.0,58.75,60.5,64.25,71.0,,,,,,,,,,,,,,,3778.0,,,,,,,5228.0,,,,,3977.0,,36981.99,1600.0,,,,,,,51564.99,,,,,,,,,,,,,,,0.0732667649116193,,,,,,,0.10138661909950919,,,,,0.07712597248637108,,0.7171918388813806,0.031028804621119874,,,,,,,1.0,,,,,,,,,,,,,,,0.03663338245580965,,,,,,,0.0337955396998364,,,,,0.02570865749545703,,0.026562660699310393,0.031028804621119874,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,3.0,,,,,3.0,,27.0,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,3.0,,,,,1.0,,17.0,1.0,,,,,,
糸島市議会議員選挙（2014年02月02日投票）,糸島市議会議員選挙,福岡県,糸島市,20140202.0,2014.0,2.0,2.0,20140126.0,60.13,22.0,25.0,1.1363636363636365,,,,,任期満了,65.29,,,,糸島市議会議員選挙（2014年02月02日投票）,1.0,25.0,22.0,1.1363636363636365,0.0,0.0,0.0,0.08,0.09090909090909091,0.6,0.4,0.0,0.6818181818181818,0.3181818181818182,0.0,0.6997218191966051,0.30027818080339497,,0.04664812127977368,0.030027818080339497,,47425.99,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5066.0,,,,,,,4399.0,,,701.0,,2268.0,,34991.99,,,,,,,,47425.99,,,,,,,,,,,,,,,0.10681906692933558,,,,,,,0.09275504844495602,,,0.014780924973838185,,0.047821879943887306,,0.7378230797079829,,,,,,,,1.0,,,,,,,,,,,,,,,0.05340953346466779,,,,,,,0.04637752422247801,,,0.014780924973838185,,0.047821879943887306,,0.0388327936688412,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,,,1.0,,1.0,,19.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,,,1.0,,1.0,,16.0,,,,,,,
糸島市議会議員選挙（2018年01月28日投票）,糸島市議会議員選挙,福岡県,糸島市,20180128.0,2018.0,1.0,28.0,20180121.0,,20.0,28.0,1.4,82605.0,,,,任期満了,60.13,,,,糸島市議会議員選挙（2018年01月28日投票）,1.0,28.0,20.0,1.4,0.0,0.0,0.0,0.07142857142857142,0.1,0.5,0.5,0.0,0.65,0.35,0.0,0.6260516014619694,0.3739483985380307,,0.044717971532997815,0.02671059989557362,,46239.0,0.0,54.17857142857143,11.698759309762515,33.0,42.0,57.0,63.0,74.0,55.75,11.255554184490428,39.0,42.75,60.0,66.25,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
糸田町議会議員選挙（2007年04月22日投票）,糸田町議会議員選挙,福岡県,糸田町,20070422.0,2007.0,4.0,22.0,20070417.0,82.68,14.0,15.0,1.0714285714285714,8429.0,,,,任期満了,,,,,糸田町議会議員選挙（2007年04月22日投票）,1.0,15.0,14.0,1.0714285714285714,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.06666666666666667,0.06666666666666667,0.9285714285714286,0.07142857142857142,0.0,0.9010746356543501,0.06624466362431915,0.03268070072133078,0.06931343351187308,0.06624466362431915,0.03268070072133078,6793.0,2.0,63.06666666666667,9.780706632049764,36.0,59.0,65.0,68.0,81.0,61.785714285714285,8.82511490357063,36.0,58.5,65.0,67.5,72.0,,,,,,,,,,,,,,,564.0,,,,,,,,,,,,,,6229.0,,,,,,,,6793.0,,,,,,,,,,,,,,,0.08302664507581334,,,,,,,,,,,,,,0.9169733549241866,,,,,,,,1.0,,,,,,,,,,,,,,,0.08302664507581334,,,,,,,,,,,,,,0.06549809678029904,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,13.0,,,,,,,
糸田町議会議員選挙（2011年04月24日投票）,糸田町議会議員選挙,福岡県,糸田町,20110424.0,2011.0,4.0,24.0,20110419.0,80.85,12.0,14.0,1.1666666666666667,8109.0,,,-320.0,任期満了,82.68,,,,糸田町議会議員選挙（2011年04月24日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,0.07142857142857142,0.08333333333333333,0.7857142857142857,0.21428571428571427,0.0,0.75,0.25,0.0,0.7407176287051482,0.2592823712948518,,0.06733796624592257,0.08642745709828394,,6410.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714.0,,,,,,,,,,,,,,5190.0,506.0,,,,,,,6410.0,,,,,,,,,,,,,,,0.11138845553822153,,,,,,,,,,,,,,0.8096723868954758,0.07893915756630265,,,,,,,1.0,,,,,,,,,,,,,,,0.11138845553822153,,,,,,,,,,,,,,0.06747269890795632,0.07893915756630265,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,12.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,10.0,1.0,,,,,,
糸田町議会議員選挙（2015年04月26日投票）,糸田町議会議員選挙,福岡県,糸田町,20150426.0,2015.0,4.0,26.0,20150421.0,77.58,12.0,14.0,1.1666666666666667,7743.0,,,-366.0,任期満了,80.85,,,,糸田町議会議員選挙（2015年04月26日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,0.07142857142857142,0.08333333333333333,0.7857142857142857,0.21428571428571427,0.0,0.8333333333333334,0.16666666666666666,0.0,0.7309640117834378,0.26903598821656216,,0.06645127379849435,0.08967866273885405,,5909.99,3.0,65.21428571428571,7.893745909883084,44.0,62.0,65.5,72.5,74.0,65.66666666666667,8.379870059984357,44.0,62.0,67.0,73.0,74.0,,,,,,,,,,,,,,,504.0,,,,,,,,,,,,,,5012.99,393.0,,,,,,,5909.99,,,,,,,,,,,,,,,0.08527933211392913,,,,,,,,,,,,,,0.8482230934400904,0.06649757444598045,,,,,,,1.0,,,,,,,,,,,,,,,0.08527933211392913,,,,,,,,,,,,,,0.0706852577866742,0.06649757444598045,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,12.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,10.0,1.0,,,,,,
糸田町議会議員選挙（2019年04月21日投票）,糸田町議会議員選挙,福岡県,糸田町,20190421.0,2019.0,4.0,21.0,20190416.0,無投票,12.0,12.0,1.0,,,,,任期満了,77.58,,,,糸田町議会議員選挙（2019年04月21日投票）,1.0,12.0,12.0,1.0,1.0,1.0,0.0,0.08333333333333333,0.08333333333333333,0.9166666666666666,0.0,0.08333333333333333,0.9166666666666666,0.0,0.08333333333333333,,,,,,,0.0,3.0,69.0,8.48528137423857,48.0,65.5,68.5,77.0,78.0,69.0,8.48528137423857,48.0,65.5,68.5,77.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,10.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,10.0,1.0,,,,,,
芦屋町議会議員選挙（1999年04月25日投票）,芦屋町議会議員選挙,福岡県,芦屋町,19990425.0,1999.0,4.0,25.0,19990420.0,83.12,18.0,19.0,1.0555555555555556,12283.0,,,,任期満了,,,,,芦屋町議会議員選挙（1999年04月25日投票）,1.0,19.0,18.0,1.0555555555555556,0.0,0.0,0.0,0.05263157894736842,0.05555555555555555,0.7368421052631579,0.21052631578947367,0.05263157894736842,0.7222222222222222,0.2222222222222222,0.05555555555555555,0.7095205003474635,0.20629405341010623,0.08418544624243025,0.05068003573910453,0.05157351335252656,0.08418544624243025,10073.0,4.0,60.26315789473684,11.247652879194785,33.0,55.5,60.0,66.5,83.0,59.0,10.15983376941878,33.0,54.75,59.0,64.75,77.0,,,,,,,,,,,,,,,1042.0,,,,,,,556.0,,,,,,,6712.02,,,,,,,1762.98,10073.0,,,,,,,,,,,,,,,0.10344485257619379,,,,,,,0.055197061451404746,,,,,,,0.6663377345378736,,,,,,,0.17502035143452796,1.0,,,,,,,,,,,,,,,0.10344485257619379,,,,,,,0.055197061451404746,,,,,,,0.04759555246699097,,,,,,,0.058340117144842656,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,14.0,,,,,,,3.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,13.0,,,,,,,3.0
芦屋町議会議員選挙（2003年04月27日投票）,芦屋町議会議員選挙,福岡県,芦屋町,20030427.0,2003.0,4.0,27.0,20030422.0,80.03,16.0,19.0,1.1875,12684.0,,,401.0,任期満了,83.12,,,,芦屋町議会議員選挙（2003年04月27日投票）,1.0,19.0,16.0,1.1875,0.0,0.0,0.0,0.15789473684210525,0.125,0.7368421052631579,0.2631578947368421,0.0,0.8125,0.1875,0.0,0.8199559647718174,0.18004403522818255,,0.05856828319798696,0.03600880704563651,,9992.0,4.0,59.63157894736842,8.405577886867052,39.0,53.5,61.0,65.0,73.0,60.5625,7.441175562369161,49.0,53.75,61.0,66.5,73.0,,,,,,,,,,,,,,,1043.0,,,,,,,455.0,,,,,,,7560.0,,,,,,,934.0,9992.0,,,,,,,,,,,,,,,0.10438350680544435,,,,,,,0.045536429143314655,,,,,,,0.7566052842273819,,,,,,,0.09347477982385909,1.0,,,,,,,,,,,,,,,0.10438350680544435,,,,,,,0.045536429143314655,,,,,,,0.04728783026421137,,,,,,,0.09347477982385909,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,16.0,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,13.0,,,,,,,1.0
芦屋町議会議員選挙（2007年04月22日投票）,芦屋町議会議員選挙,福岡県,芦屋町,20070422.0,2007.0,4.0,22.0,20070417.0,74.88,13.0,17.0,1.3076923076923077,12570.0,,,-114.0,任期満了,80.03,,,,芦屋町議会議員選挙（2007年04月22日投票）,1.0,17.0,13.0,1.3076923076923077,0.0,0.0,0.0,0.11764705882352941,0.15384615384615385,0.5294117647058824,0.47058823529411764,0.0,0.6923076923076923,0.3076923076923077,0.0,0.5679172056921087,0.4320827943078913,,0.06310191174356763,0.054010349288486414,,9276.0,3.0,58.1764705882353,11.067893652190277,36.0,54.0,61.0,65.0,76.0,58.92307692307692,11.357556200179538,36.0,54.0,60.0,66.0,76.0,,,,,,,,,,,,,,,1111.0,,,,,,,515.0,,,,,,,7650.0,,,,,,,,9276.0,,,,,,,,,,,,,,,0.11977145321259164,,,,,,,0.05551962052608883,,,,,,,0.8247089262613195,,,,,,,,1.0,,,,,,,,,,,,,,,0.11977145321259164,,,,,,,0.05551962052608883,,,,,,,0.054980595084087966,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,11.0,,,,,,,
芦屋町議会議員選挙（2011年04月24日投票）,芦屋町議会議員選挙,福岡県,芦屋町,20110424.0,2011.0,4.0,24.0,20110419.0,73.82,13.0,16.0,1.2307692307692308,12152.0,,,-418.0,任期満了,74.88,,,,芦屋町議会議員選挙（2011年04月24日投票）,1.0,16.0,13.0,1.2307692307692308,0.0,0.0,0.0,0.0625,0.07692307692307693,0.625,0.3125,0.0625,0.7692307692307693,0.23076923076923078,0.0,0.7726913077879507,0.20492822425681023,0.022380467955239063,0.07726913077879508,0.040985644851362045,0.022380467955239063,8847.0,4.0,,,,,,,,62.07692307692308,10.276646702870606,40.0,60.0,65.0,69.0,76.0,,,,,,,,,,,,,,,1125.0,,,,,,,474.0,,,,,172.0,,7076.0,,,,,,,,8847.0,,,,,,,,,,,,,,,0.1271617497456765,,,,,,,0.05357748389284503,,,,,0.01944161862778343,,0.799819147733695,,,,,,,,1.0,,,,,,,,,,,,,,,0.1271617497456765,,,,,,,0.05357748389284503,,,,,0.01944161862778343,,0.061524549825668844,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,1.0,,13.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,0.0,,11.0,,,,,,,
芦屋町議会議員選挙（2015年04月26日投票）,芦屋町議会議員選挙,福岡県,芦屋町,20150426.0,2015.0,4.0,26.0,20150421.0,68.77,12.0,13.0,1.0833333333333333,11498.0,,,-654.0,任期満了,73.82,,,,芦屋町議会議員選挙（2015年04月26日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.7692307692307693,0.23076923076923078,0.0,0.8333333333333334,0.16666666666666666,0.0,0.7670103092783506,0.2329896907216495,,0.07670103092783506,0.07766323024054983,,7760.0,3.0,64.53846153846153,9.270427627804818,44.0,62.0,67.0,70.0,76.0,64.33333333333333,9.620579793107874,44.0,61.75,67.5,70.25,76.0,,,,,,,,,,,,,,,993.0,,,,,,,516.0,,,,,,,6251.0,,,,,,,,7760.0,,,,,,,,,,,,,,,0.12796391752577319,,,,,,,0.06649484536082474,,,,,,,0.8055412371134021,,,,,,,,1.0,,,,,,,,,,,,,,,0.12796391752577319,,,,,,,0.06649484536082474,,,,,,,0.07323102155576383,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,10.0,,,,,,,
芦屋町議会議員選挙（2019年04月21日投票）,芦屋町議会議員選挙,福岡県,芦屋町,20190421.0,2019.0,4.0,21.0,20190416.0,59.23,12.0,17.0,1.4166666666666667,11863.0,,,365.0,任期満了,68.77,,,,芦屋町議会議員選挙（2019年04月21日投票）,1.0,17.0,12.0,1.4166666666666667,0.0,0.0,0.0,0.11764705882352941,0.08333333333333333,0.5294117647058824,0.47058823529411764,0.0,0.5833333333333334,0.4166666666666667,0.0,0.5575741452019177,0.44242585479808233,,0.06195268280021308,0.05530323184976029,,6825.998,3.0,65.41176470588235,9.43122987132713,45.0,58.0,68.0,73.0,77.0,63.083333333333336,10.21810756560246,45.0,56.5,65.5,71.0,77.0,,,,,,,,,,,,,,,767.0,,,,,,,326.0,,,,,,,5732.998,,,,,,,,6825.998,,,,,,,,,,,,,,,0.11236452164211007,,,,,,,0.04775858416600767,,,,,,,0.8398768941918823,,,,,,,,1.0,,,,,,,,,,,,,,,0.11236452164211007,,,,,,,0.04775858416600767,,,,,,,0.05599179294612548,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,10.0,,,,,,,
苅田町議会議員補欠選挙（2017年10月29日投票）,苅田町議会議員補欠選挙,福岡県,苅田町,20171029.0,2017.0,10.0,29.0,20171024.0,49.98,2.0,3.0,1.5,,,,,任期満了,,,,,苅田町議会議員補欠選挙（2017年10月29日投票）,1.0,3.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.3333333333333333,,13381.0,0.0,52.333333333333336,10.143416036468626,38.0,48.5,59.0,59.5,60.0,48.5,10.5,38.0,43.25,48.5,53.75,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
苅田町議会議員選挙（2007年09月30日投票）,苅田町議会議員選挙,福岡県,苅田町,20070930.0,2007.0,9.0,30.0,20070925.0,63.83,18.0,20.0,1.1111111111111112,26873.0,,,,任期満了,,,,,苅田町議会議員選挙（2007年09月30日投票）,1.0,20.0,18.0,1.1111111111111112,0.0,0.0,0.0,0.1,0.1111111111111111,0.55,0.3,0.15,0.6111111111111112,0.2777777777777778,0.1111111111111111,0.5728572268956997,0.270192364256721,0.15695040884757927,0.052077929717790884,0.0450320607094535,0.05231680294919309,16999.0,3.0,53.8,9.636389365317282,32.0,48.75,58.0,60.0,66.0,54.388888888888886,8.334259207824644,38.0,50.5,58.0,59.75,66.0,,,,,,,,,,,,,,,1814.0,,,,,,,1766.0,,,,,,,13419.0,,,,,,,,16999.0,,,,,,,,,,,,,,,0.1067121595387964,,,,,,,0.10388846402729572,,,,,,,0.7893993764339079,,,,,,,,1.0,,,,,,,,,,,,,,,0.0533560797693982,,,,,,,0.05194423201364786,,,,,,,0.049337461027119243,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,,,,,,,14.0,,,,,,,
苅田町議会議員選挙（2011年09月25日投票）,苅田町議会議員選挙,福岡県,苅田町,20110925.0,2011.0,9.0,25.0,20110920.0,58.21,16.0,19.0,1.1875,27863.0,,,990.0,任期満了,63.83,,,,苅田町議会議員選挙（2011年09月25日投票）,1.0,19.0,16.0,1.1875,0.0,0.0,0.0,0.10526315789473684,0.125,0.8421052631578947,0.10526315789473684,0.05263157894736842,0.875,0.0625,0.0625,0.8495470165573258,0.06897844423617619,0.08147453920649797,0.05309668853483286,0.034489222118088095,0.08147453920649797,16005.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1907.0,,,,,,,1343.0,,,,,,,12755.0,,,,,,,,16005.0,,,,,,,,,,,,,,,0.11915026554201812,,,,,,,0.08391127772571072,,,,,,,0.7969384567322711,,,,,,,,1.0,,,,,,,,,,,,,,,0.05957513277100906,,,,,,,0.04195563886285536,,,,,,,0.05312923044881808,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,,,,,,,12.0,,,,,,,
