,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_NHKから国民を守る党,得票数_公共,得票数_公明党,得票数_幸福実現党,得票数_日本共産党,得票数_日本社会党,得票数_日本維新の会,得票数_松本市行革110番,得票数_民主党,得票数_減税日本,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_自由民主党,得票数_sum_v,得票率_NHKから国民を守る党,得票率_公共,得票率_公明党,得票率_幸福実現党,得票率_日本共産党,得票率_日本社会党,得票率_日本維新の会,得票率_松本市行革110番,得票率_民主党,得票率_減税日本,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_NHKから国民を守る党,一人あたり得票率_公共,一人あたり得票率_公明党,一人あたり得票率_幸福実現党,一人あたり得票率_日本共産党,一人あたり得票率_日本社会党,一人あたり得票率_日本維新の会,一人あたり得票率_松本市行革110番,一人あたり得票率_民主党,一人あたり得票率_減税日本,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_自由民主党,立候補者数_NHKから国民を守る党,立候補者数_公共,立候補者数_公明党,立候補者数_幸福実現党,立候補者数_日本共産党,立候補者数_日本社会党,立候補者数_日本維新の会,立候補者数_松本市行革110番,立候補者数_民主党,立候補者数_減税日本,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_自由民主党,当選者数_NHKから国民を守る党,当選者数_公共,当選者数_公明党,当選者数_幸福実現党,当選者数_日本共産党,当選者数_日本社会党,当選者数_日本維新の会,当選者数_松本市行革110番,当選者数_民主党,当選者数_減税日本,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_自由民主党
豊丘村議会議員選挙（2015年04月26日投票）,豊丘村議会議員選挙,長野県,豊丘村,20150426.0,2015.0,4.0,26.0,20150421.0,,14.0,15.0,1.0714285714285714,,,,,任期満了,86.08,,,,豊丘村議会議員選挙（2015年04月26日投票）,1.0,15.0,14.0,1.0714285714285714,0.0,0.0,0.0,0.13333333333333333,0.14285714285714285,0.6,0.4,0.0,0.6428571428571429,0.35714285714285715,0.0,0.5685962337979946,0.4314037662020054,,0.06317735931088829,0.07190062770033423,,4089.0,3.0,63.06666666666667,8.012212900039263,48.0,60.0,61.0,68.5,77.0,63.57142857142857,8.059726029678018,48.0,60.0,61.5,68.75,77.0,,,452.0,,378.0,,,,,,3259.0,,,,4089.0,,,0.11054047444362924,,0.09244314013206163,,,,,,0.7970163854243091,,,,1.0,,,0.11054047444362924,,0.046221570066030816,,,,,,0.06641803211869242,,,,,,1.0,,2.0,,,,,,12.0,,,,,,1.0,,2.0,,,,,,11.0,,,
豊丘村議会議員選挙（2019年04月21日投票）,豊丘村議会議員選挙,長野県,豊丘村,20190421.0,2019.0,4.0,21.0,20190416.0,無投票,14.0,14.0,1.0,,,,,任期満了,,,,,豊丘村議会議員選挙（2019年04月21日投票）,1.0,14.0,14.0,1.0,1.0,1.0,0.0,0.21428571428571427,0.21428571428571427,0.7142857142857143,0.21428571428571427,0.07142857142857142,0.7142857142857143,0.21428571428571427,0.07142857142857142,,,,,,,0.0,3.0,67.78571428571429,6.710105081448549,59.0,64.0,65.0,72.75,81.0,67.78571428571429,6.710105081448549,59.0,64.0,65.0,72.75,81.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,11.0,,,,,,1.0,,2.0,,,,,,11.0,,,
軽井沢町議会議員選挙（2007年04月22日投票）,軽井沢町議会議員選挙,長野県,軽井沢町,20070422.0,2007.0,4.0,22.0,20070417.0,68.8,16.0,19.0,1.1875,14887.0,,,,任期満了,,,,,軽井沢町議会議員選挙（2007年04月22日投票）,1.0,19.0,16.0,1.1875,0.0,0.0,0.0,0.05263157894736842,0.0625,0.5789473684210527,0.3157894736842105,0.10526315789473684,0.6875,0.25,0.0625,0.6175708222288028,0.2745424933372816,0.1078866844339157,0.05614280202080025,0.04575708222288027,0.05394334221695785,10131.0,3.0,60.578947368421055,6.40982625163719,49.0,55.5,61.0,64.5,72.0,61.25,6.712860791048776,49.0,56.25,62.0,65.25,72.0,,,1545.0,,514.59,,,,,,8071.41,,,,10131.0,,,0.1525022209061297,,0.05079360379034646,,,,,,0.7967041753035238,,,,1.0,,,0.07625111045306485,,0.05079360379034646,,,,,,0.049794010956470236,,,,,,2.0,,1.0,,,,,,16.0,,,,,,2.0,,1.0,,,,,,13.0,,,
軽井沢町議会議員選挙（2011年04月24日投票）,軽井沢町議会議員選挙,長野県,軽井沢町,20110424.0,2011.0,4.0,24.0,20110419.0,65.75,16.0,19.0,1.1875,15560.0,,,673.0,任期満了,68.8,,,,軽井沢町議会議員選挙（2011年04月24日投票）,1.0,19.0,16.0,1.1875,0.0,0.0,0.0,0.21052631578947367,0.1875,0.47368421052631576,0.47368421052631576,0.05263157894736842,0.5,0.4375,0.0625,0.43792402565367544,0.502776517020227,0.05929945732609768,0.0486582250726306,0.05586405744669189,0.05929945732609768,10135.0,3.0,,,,,,,,,,,,,,,,,1630.0,,426.65,,,,,,8078.349999999999,,,,10135.0,,,0.160828811050814,,0.042096694622594966,,,,,,0.7970744943265909,,,,1.0,,,0.080414405525407,,0.042096694622594966,,,,,,0.049817155895411934,,,,,,2.0,,1.0,,,,,,16.0,,,,,,2.0,,1.0,,,,,,13.0,,,
軽井沢町議会議員選挙（2015年04月26日投票）,軽井沢町議会議員選挙,長野県,軽井沢町,20150426.0,2015.0,4.0,26.0,20150421.0,61.0,16.0,22.0,1.375,,,,,任期満了,65.75,,,,軽井沢町議会議員選挙（2015年04月26日投票）,1.0,22.0,16.0,1.375,0.0,0.0,0.0,0.2727272727272727,0.3125,0.45454545454545453,0.5454545454545454,0.0,0.625,0.375,0.0,0.6345886335658597,0.36541136643414035,,0.06345886335658597,0.030450947202845028,,9748.000000000002,4.0,54.95454545454545,12.301061568111889,30.0,45.0,58.0,64.0,74.0,58.5,10.161200716450788,41.0,51.75,61.5,64.25,74.0,,,1586.0,33.03,512.46,,,,,,7616.51,,,,9748.0,,,0.16270004103405827,0.0033883873615100533,0.05257078375051293,,,,,,0.7813407878539188,,,,1.0,,,0.08135002051702914,0.0033883873615100533,0.05257078375051293,,,,,,0.04340782154743993,,,,,,2.0,1.0,1.0,,,,,,18.0,,,,,,2.0,0.0,1.0,,,,,,13.0,,,
軽井沢町議会議員選挙（2019年04月21日投票）,軽井沢町議会議員選挙,長野県,軽井沢町,20190421.0,2019.0,4.0,21.0,20190416.0,,16.0,17.0,1.0625,,,,,任期満了,61.0,,,,軽井沢町議会議員選挙（2019年04月21日投票）,1.0,17.0,15.0,1.1333333333333333,0.0,0.0,0.0,0.23529411764705882,0.26666666666666666,0.5882352941176471,0.4117647058823529,0.0,0.6666666666666666,0.3333333333333333,0.0,0.7259649635536999,0.27403503644630023,,0.07259649635537,0.039147862349471464,,8341.999,4.0,59.0,8.574929257125442,43.0,52.0,61.0,68.0,69.0,59.53333333333333,7.85592486952081,45.0,52.0,61.0,68.0,69.0,,,1732.0,,387.0,,,,,,5896.999,,326.0,,8341.999,,,0.20762409585520208,,0.04639175813854689,,,,,,0.7069047838533665,,0.03907936215288446,,1.0,,,0.10381204792760104,,0.04639175813854689,,,,,,0.05437729106564358,,0.03907936215288446,,,,2.0,,1.0,,,,,,13.0,,1.0,,,,2.0,,1.0,,,,,,11.0,,1.0,
辰野町議会議員補欠選挙（2013年10月27日投票）,辰野町議会議員補欠選挙,長野県,辰野町,20131027.0,2013.0,10.0,27.0,20131022.0,無投票,1.0,1.0,1.0,,,,,その他,,,,,辰野町議会議員補欠選挙（2013年10月27日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,
辰野町議会議員選挙（2003年04月27日投票）,辰野町議会議員選挙,長野県,辰野町,20030427.0,2003.0,4.0,27.0,20030422.0,無投票,18.0,18.0,1.0,18169.0,,,,任期満了,,,,,辰野町議会議員選挙（2003年04月27日投票）,1.0,18.0,18.0,1.0,1.0,1.0,0.0,0.16666666666666666,0.16666666666666666,0.5555555555555556,0.4444444444444444,0.0,0.5555555555555556,0.4444444444444444,0.0,,,,,,,0.0,3.0,56.72222222222222,10.449909917504103,31.0,50.75,56.0,62.75,73.0,56.72222222222222,10.449909917504103,31.0,50.75,56.0,62.75,73.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,3.0,,,,,,14.0,,,,,,1.0,,3.0,,,,,,14.0,,,
辰野町議会議員選挙（2007年04月22日投票）,辰野町議会議員選挙,長野県,辰野町,20070422.0,2007.0,4.0,22.0,20070417.0,72.09,14.0,15.0,1.0714285714285714,17742.0,,,-427.0,任期満了,,,,,辰野町議会議員選挙（2007年04月22日投票）,1.0,15.0,14.0,1.0714285714285714,0.0,0.0,0.0,0.13333333333333333,0.14285714285714285,0.4666666666666667,0.5333333333333333,0.0,0.42857142857142855,0.5714285714285714,0.0,0.3931259508841004,0.6068740491158996,,0.05616085012630006,0.07585925613948745,,12678.99,3.0,57.8,8.068043959556327,35.0,54.0,59.0,63.5,69.0,59.42857142857143,5.473498303048005,49.0,54.75,59.0,63.75,69.0,,,1588.0,,1531.44,,,,,,9559.55,,,,12678.99,,,0.1252465693245282,,0.12078564617528684,,,,,,0.7539677845001849,,,,1.0,,,0.1252465693245282,,0.06039282308764342,,,,,,0.06283064870834874,,,,,,1.0,,2.0,,,,,,12.0,,,,,,1.0,,2.0,,,,,,11.0,,,
辰野町議会議員選挙（2011年04月24日投票）,辰野町議会議員選挙,長野県,辰野町,20110424.0,2011.0,4.0,24.0,20110419.0,69.11,14.0,16.0,1.1428571428571428,17373.0,,,-369.0,任期満了,72.09,,,,辰野町議会議員選挙（2011年04月24日投票）,1.0,16.0,14.0,1.1428571428571428,0.0,0.0,0.0,0.125,0.14285714285714285,0.8125,0.1875,0.0,0.8571428571428571,0.14285714285714285,0.0,0.814973892538319,0.185026107461681,,0.06269029942602454,0.06167536915389366,,11874.0,3.0,,,,,,,,,,,,,,,,,1401.0,,1483.0,,,,,,8990.0,,,,11874.0,,,0.117988883274381,,0.1248947279770928,,,,,,0.7571163887485262,,,,1.0,,,0.117988883274381,,0.0624473639885464,,,,,,0.058239722211425086,,,,,,1.0,,2.0,,,,,,13.0,,,,,,1.0,,2.0,,,,,,11.0,,,
辰野町議会議員選挙（2015年04月26日投票）,辰野町議会議員選挙,長野県,辰野町,20150426.0,2015.0,4.0,26.0,20150421.0,66.58,14.0,16.0,1.1428571428571428,,,,,任期満了,69.11,,,,辰野町議会議員選挙（2015年04月26日投票）,1.0,16.0,14.0,1.1428571428571428,0.0,0.0,0.0,0.1875,0.21428571428571427,0.6875,0.3125,0.0,0.7142857142857143,0.2857142857142857,0.0,0.6382224645583424,0.3617775354416576,,0.0580202240507584,0.07235550708833152,,11004.0,3.0,66.125,5.91475908216049,49.0,62.75,67.0,70.25,75.0,65.71428571428571,6.111214181773553,49.0,62.25,67.0,69.5,75.0,,,1005.0,,1518.0,,,,,,8481.0,,,,11004.0,,,0.09133042529989095,,0.13794983642311887,,,,,,0.7707197382769901,,,,1.0,,,0.09133042529989095,,0.06897491821155943,,,,,,0.059286133713614624,,,,,,1.0,,2.0,,,,,,13.0,,,,,,1.0,,2.0,,,,,,11.0,,,
辰野町議会議員選挙（2019年04月21日投票）,辰野町議会議員選挙,長野県,辰野町,20190421.0,2019.0,4.0,21.0,20190416.0,無投票,14.0,13.0,0.9285714285714286,,,,,任期満了,66.58,,,,辰野町議会議員選挙（2019年04月21日投票）,1.0,13.0,13.0,1.0,1.0,1.0,0.0,0.23076923076923078,0.23076923076923078,0.38461538461538464,0.5384615384615384,0.07692307692307693,0.38461538461538464,0.5384615384615384,0.07692307692307693,,,,,,,0.0,3.0,64.23076923076923,6.795403946263931,53.0,60.0,66.0,70.0,72.0,64.23076923076923,6.795403946263931,53.0,60.0,66.0,70.0,72.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,10.0,,,,,,1.0,,2.0,,,,,,10.0,,,
野沢温泉村議会議員選挙（2009年03月29日投票）,野沢温泉村議会議員選挙,長野県,野沢温泉村,20090329.0,2009.0,3.0,29.0,20090324.0,83.09,8.0,10.0,1.25,3447.0,,,,任期満了,,,,,野沢温泉村議会議員選挙（2009年03月29日投票）,1.0,10.0,8.0,1.25,0.0,0.0,0.0,0.1,0.125,0.5,0.4,0.1,0.375,0.5,0.125,0.480661505981703,0.40920478536242083,0.11013370865587614,0.0961323011963406,0.10230119634060521,0.11013370865587614,2842.0,2.0,60.2,3.4583232931581165,54.0,58.5,60.5,61.75,67.0,60.375,3.42554740151118,54.0,59.5,60.5,61.25,67.0,,,,,288.04,,,,,,2553.96,,,,2842.0,,,,,0.10135116115411683,,,,,,0.8986488388458832,,,,1.0,,,,,0.10135116115411683,,,,,,0.09984987098287591,,,,,,,,1.0,,,,,,9.0,,,,,,,,1.0,,,,,,7.0,,,
野沢温泉村議会議員選挙（2013年03月24日投票）,野沢温泉村議会議員選挙,長野県,野沢温泉村,20130324.0,2013.0,3.0,24.0,20130319.0,無投票,8.0,7.0,0.875,,,,,任期満了,83.09,,,,野沢温泉村議会議員選挙（2013年03月24日投票）,1.0,7.0,7.0,1.0,1.0,1.0,0.0,0.14285714285714285,0.14285714285714285,0.8571428571428571,0.14285714285714285,0.0,0.8571428571428571,0.14285714285714285,0.0,,,,,,,0.0,2.0,63.142857142857146,2.7479120088101925,58.0,62.0,64.0,65.0,66.0,63.142857142857146,2.7479120088101925,58.0,62.0,64.0,65.0,66.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,6.0,,,,,,,,1.0,,,,,,6.0,,,
野沢温泉村議会議員選挙（2017年03月26日投票）,野沢温泉村議会議員選挙,長野県,野沢温泉村,20170326.0,2017.0,3.0,26.0,20170321.0,無投票,8.0,8.0,1.0,,,,,任期満了,,,,,野沢温泉村議会議員選挙（2017年03月26日投票）,1.0,8.0,8.0,1.0,1.0,1.0,0.0,0.125,0.125,0.75,0.25,0.0,0.75,0.25,0.0,,,,,,,0.0,0.0,64.25,5.606915373001451,53.0,61.25,66.0,69.0,70.0,64.25,5.606915373001451,53.0,61.25,66.0,69.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
野沢温泉村議会議員選挙（2021年03月28日投票）,野沢温泉村議会議員選挙,長野県,野沢温泉村,20210328.0,2021.0,3.0,28.0,20210323.0,無投票,8.0,8.0,1.0,2978.0,1402.0,1576.0,,任期満了,,,,,野沢温泉村議会議員選挙（2021年03月28日投票）,1.0,8.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.625,0.375,0.0,0.625,0.375,0.0,,,,,,,0.0,2.0,59.0,12.31868499475492,39.0,53.0,61.0,67.75,74.0,59.0,12.31868499475492,39.0,53.0,61.0,67.75,74.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,7.0,,,,,,,,1.0,,,,,,7.0,,,
長和町議会議員選挙（2005年11月13日投票）,長和町議会議員選挙,長野県,長和町,20051113.0,2005.0,11.0,13.0,20051108.0,88.17,14.0,16.0,1.1428571428571428,6204.0,,,,任期満了,,,,,長和町議会議員選挙（2005年11月13日投票）,1.0,16.0,14.0,1.1428571428571428,0.0,0.0,0.0,0.125,0.07142857142857142,0.9375,0.0625,0.0,0.9285714285714286,0.07142857142857142,0.0,0.943057866518765,0.05694213348123498,,0.06287052443458434,0.05694213348123498,,5409.0,3.0,59.125,7.7852023095100105,44.0,54.75,60.0,65.25,69.0,59.142857142857146,7.890836845509415,44.0,55.25,60.0,65.0,69.0,,,546.0,,795.0,,,,,,4068.0,,,,5409.0,,,0.100942872989462,,0.14697726012201887,,,,,,0.7520798668885191,,,,1.0,,,0.100942872989462,,0.07348863006100943,,,,,,0.05785229745296301,,,,,,1.0,,2.0,,,,,,13.0,,,,,,1.0,,2.0,,,,,,11.0,,,
長和町議会議員選挙（2009年11月08日投票）,長和町議会議員選挙,長野県,長和町,20091108.0,2009.0,11.0,8.0,20091103.0,79.6,12.0,14.0,1.1666666666666667,5996.0,,,-208.0,任期満了,88.17,,,,長和町議会議員選挙（2009年11月08日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.7857142857142857,0.21428571428571427,0.0,0.8333333333333334,0.16666666666666666,0.0,0.801313174032565,0.19868682596743498,,0.07284665218477863,0.06622894198914499,,4729.0,3.0,61.357142857142854,8.094152588285509,48.0,58.25,62.5,69.0,71.0,60.833333333333336,8.434387285919998,48.0,55.5,62.5,69.0,71.0,,,494.0,,847.0,,,,,,3388.0,,,,4729.0,,,0.1044618312539649,,0.17910763374920702,,,,,,0.7164305349968281,,,,1.0,,,0.1044618312539649,,0.08955381687460351,,,,,,0.06513004863607529,,,,,,1.0,,2.0,,,,,,11.0,,,,,,1.0,,2.0,,,,,,9.0,,,
長和町議会議員選挙（2013年11月10日投票）,長和町議会議員選挙,長野県,長和町,20131110.0,2013.0,11.0,10.0,20131105.0,73.74,12.0,13.0,1.0833333333333333,,,,,任期満了,79.6,,,,長和町議会議員選挙（2013年11月10日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.6923076923076923,0.3076923076923077,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6466951973371374,0.35330480266286257,,0.0718550219263486,0.08832620066571564,,4206.0,2.0,63.30769230769231,7.955497522367936,52.0,56.0,64.0,70.0,73.0,62.5,7.75134396948899,52.0,55.0,63.0,69.25,73.0,,,,,688.0,,,,,,3518.0,,,,4206.0,,,,,0.16357584403233477,,,,,,0.8364241559676653,,,,1.0,,,,,0.08178792201616739,,,,,,0.07603855963342411,,,,,,,,2.0,,,,,,11.0,,,,,,,,1.0,,,,,,11.0,,,
長和町議会議員選挙（2017年10月29日投票）,長和町議会議員選挙,長野県,長和町,20171029.0,2017.0,10.0,29.0,20171024.0,,10.0,11.0,1.1,5424.0,,,,任期満了,73.74,,,,長和町議会議員選挙（2017年10月29日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.0,0.0,0.7272727272727273,0.2727272727272727,0.0,0.7,0.3,0.0,0.6614192298377332,0.3385807701622669,,0.08267740372971664,0.11286025672075563,,4129.0,0.0,66.18181818181819,7.2590781009735,55.0,61.5,66.0,72.5,77.0,66.2,7.6131465242697125,55.0,60.75,65.0,73.25,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
長野市議会議員増員選挙（2005年01月30日投票）,長野市議会議員増員選挙,長野県,長野市,20050130.0,2005.0,1.0,30.0,20050123.0,,0.0,7.0,,15623.0,,,,その他,,,,,長野市議会議員増員選挙（2005年01月30日投票）,4.0,7.0,4.0,1.75,0.2857142857142857,0.5,0.5,0.14285714285714285,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.2,,8038.0,1.0,60.857142857142854,6.577636818983622,49.0,57.0,61.0,66.5,69.0,65.0,4.183300132670378,58.0,64.0,66.5,67.5,69.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,4.0,,,
長野市議会議員増員選挙（2010年01月31日投票）,長野市議会議員増員選挙,長野県,長野市,20100131.0,2010.0,1.0,31.0,20100124.0,,2.0,3.0,1.5,4604.0,,,-11019.0,増員,,,,,長野市議会議員増員選挙（2010年01月31日投票）,2.0,3.0,2.0,1.5,0.3333333333333333,0.5,0.5,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,3148.0,2.0,59.666666666666664,1.247219128924647,58.0,59.0,60.0,60.5,61.0,59.5,1.5,58.0,58.75,59.5,60.25,61.0,,,,,1322.0,,,,,,,,,,1322.0,,,,,1.0,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,2.0,,,,,,,,0.0,,,,,,2.0,,,
長野市議会議員補欠選挙（2009年10月25日投票）,長野市議会議員補欠選挙,長野県,長野市,20091025.0,2009.0,10.0,25.0,20091018.0,48.72,1.0,2.0,2.0,303922.0,,,,その他,,,,,長野市議会議員補欠選挙（2009年10月25日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,124387.0,1.0,44.5,15.5,29.0,36.75,44.5,52.25,60.0,60.0,0.0,60.0,60.0,60.0,60.0,60.0,,,,,,,,,,,124387.0,,,,124387.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,0.5,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,
長野市議会議員補欠選挙（2013年10月27日投票）,長野市議会議員補欠選挙,長野県,長野市,20131027.0,2013.0,10.0,27.0,20131020.0,41.96,1.0,5.0,5.0,,,,,その他,48.72,,,,長野市議会議員補欠選挙（2013年10月27日投票）,1.0,5.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.2,,116987.0,2.0,47.2,12.464349160706305,33.0,41.0,41.0,52.0,69.0,41.0,0.0,41.0,41.0,41.0,41.0,41.0,,,,,21483.0,,,,,,95504.0,,,,116987.0,,,,,0.18363578859189483,,,,,,0.8163642114081052,,,,1.0,,,,,0.18363578859189483,,,,,,0.2040910528520263,,,,,,,,1.0,,,,,,4.0,,,,,,,,0.0,,,,,,1.0,,,
長野市議会議員補欠選挙（2017年10月29日投票）,長野市議会議員補欠選挙,長野県,長野市,20171029.0,2017.0,10.0,29.0,20171022.0,,3.0,4.0,1.3333333333333333,315397.0,,,,その他/小林義和議員、竹内重也市議の病気による死去、倉野立人議員の酒気帯び運転による辞職のため,41.96,,,,長野市議会議員補欠選挙（2017年10月29日投票）,1.0,4.0,1.0,4.0,0.0,0.0,0.0,0.25,1.0,0.0,0.75,0.25,0.0,1.0,0.0,,0.7518321444751406,0.24816785552485943,,0.2506107148250469,0.24816785552485943,112573.0,0.0,46.0,16.896745248715803,25.0,31.75,47.0,61.25,65.0,34.0,0.0,34.0,34.0,34.0,34.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
長野市議会議員選挙（2007年09月23日投票）,長野市議会議員選挙,長野県,長野市,20070923.0,2007.0,9.0,23.0,20070916.0,49.71,39.0,43.0,1.1025641025641026,303917.0,,,,その他,,,,,長野市議会議員選挙（2007年09月23日投票）,1.0,43.0,39.0,1.1025641025641026,0.0,0.0,0.0,0.18604651162790697,0.20512820512820512,0.7209302325581395,0.27906976744186046,0.0,0.7948717948717948,0.20512820512820512,0.0,0.7990375522303972,0.20096244776960273,,0.025775404910657974,0.016746870647466893,,149099.0,4.0,57.348837209302324,10.657203527192808,30.0,50.0,61.0,67.0,72.0,57.8974358974359,10.06082749258899,34.0,50.0,61.0,67.0,72.0,,,18316.7,,21004.600000000002,,,,,,100580.29000000001,9197.41,,,149099.00000000003,,,0.12284924781521,,0.14087686704806873,,,,,,0.6745872876410974,0.0616865974956237,,,1.0,,,0.024569849563042,,0.023479477841344788,,,,,,0.022486242921369914,0.03084329874781185,,,,,5.0,,6.0,,,,,,30.0,2.0,,,,,5.0,,6.0,,,,,,26.0,2.0,,
長野市議会議員選挙（2011年09月18日投票）,長野市議会議員選挙,長野県,長野市,20110918.0,2011.0,9.0,18.0,20110911.0,46.32,39.0,46.0,1.1794871794871795,310521.0,,,6604.0,その他,49.71,,,,長野市議会議員選挙（2011年09月18日投票）,1.0,46.0,39.0,1.1794871794871795,0.0,0.0,0.0,0.13043478260869565,0.15384615384615385,0.6304347826086957,0.34782608695652173,0.021739130434782608,0.717948717948718,0.2564102564102564,0.02564102564102564,0.6778828378639216,0.2836333467733592,0.03848381536271932,0.02337527027116971,0.01772708417333495,0.03848381536271932,141591.99,4.0,56.84782608695652,10.108041119529643,33.0,50.5,57.5,62.0,75.0,55.92307692307692,10.22913038734292,33.0,49.0,56.0,62.0,75.0,,,17413.87,,17901.16,,,,,,97998.11,8278.85,,,141591.99000000002,,,0.12298626497162725,,0.12642777320948734,,,,,,0.6921161995110033,0.05846976230788196,,,1.0,,,0.02459725299432545,,0.021071295534914557,,,,,,0.0209732181670001,0.02923488115394098,,,,,5.0,,6.0,,,,,,33.0,2.0,,,,,5.0,,6.0,,,,,,26.0,2.0,,
長野市議会議員選挙（2015年09月13日投票）,長野市議会議員選挙,長野県,長野市,20150913.0,2015.0,9.0,13.0,20150906.0,42.09,39.0,41.0,1.051282051282051,,,,,任期満了,46.32,,,,長野市議会議員選挙（2015年09月13日投票）,1.0,41.0,39.0,1.0512820512820513,0.0,0.0,0.0,0.17073170731707318,0.15384615384615385,0.8536585365853658,0.14634146341463414,0.0,0.8717948717948718,0.1282051282051282,0.0,0.8835222169284481,0.11647778307155185,,0.025243491912241376,0.019412963845258643,,128033.0,5.0,56.63414634146341,11.56478274249124,25.0,48.0,58.0,65.0,76.0,56.8974358974359,11.705345856936749,25.0,48.5,59.0,65.5,76.0,,,15897.8,861.0,21660.84,,,,,,81674.55,7938.8099999999995,,,128033.0,,,0.12416955003788085,0.00672482875508658,0.16918169534416908,,,,,,0.6379179586512852,0.062005967211578264,,,1.0,,,0.02483391000757617,0.00672482875508658,0.024168813620595583,,,,,,0.024535306101972507,0.031002983605789132,,,,,5.0,1.0,7.0,,,,,,26.0,2.0,,,,,5.0,0.0,7.0,,,,,,25.0,2.0,,
