,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_NHKから国民を守る党,得票数_みんなの党,得票数_公明党,得票数_国民民主党,得票数_幸福実現党,得票数_新社会党,得票数_日本共産党,得票数_民主党,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_自由民主党,得票数_sum_v,得票率_NHKから国民を守る党,得票率_みんなの党,得票率_公明党,得票率_国民民主党,得票率_幸福実現党,得票率_新社会党,得票率_日本共産党,得票率_民主党,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_NHKから国民を守る党,一人あたり得票率_みんなの党,一人あたり得票率_公明党,一人あたり得票率_国民民主党,一人あたり得票率_幸福実現党,一人あたり得票率_新社会党,一人あたり得票率_日本共産党,一人あたり得票率_民主党,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_自由民主党,立候補者数_NHKから国民を守る党,立候補者数_みんなの党,立候補者数_公明党,立候補者数_国民民主党,立候補者数_幸福実現党,立候補者数_新社会党,立候補者数_日本共産党,立候補者数_民主党,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_自由民主党,当選者数_NHKから国民を守る党,当選者数_みんなの党,当選者数_公明党,当選者数_国民民主党,当選者数_幸福実現党,当選者数_新社会党,当選者数_日本共産党,当選者数_民主党,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_自由民主党
白鷹町議会議員補欠選挙（2008年10月19日投票）,白鷹町議会議員補欠選挙,山形県,白鷹町,20081019.0,2008.0,10.0,19.0,20081014.0,86.26,1.0,2.0,2.0,13195.0,,,,任期満了,,,,,白鷹町議会議員補欠選挙（2008年10月19日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,10162.0,1.0,54.0,3.0,51.0,52.5,54.0,55.5,57.0,57.0,0.0,57.0,57.0,57.0,57.0,57.0,,,,,,,,,10162.0,,,,10162.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,0.5,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,,,
白鷹町議会議員補欠選挙（2016年10月16日投票）,白鷹町議会議員補欠選挙,山形県,白鷹町,20161016.0,2016.0,10.0,16.0,20161011.0,73.39,1.0,2.0,2.0,12285.0,,,-910.0,辞職,86.26,,,,白鷹町議会議員補欠選挙（2016年10月16日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,7964.0,1.0,65.0,0.0,65.0,65.0,65.0,65.0,65.0,65.0,0.0,65.0,65.0,65.0,65.0,65.0,,,,,,,,,7964.0,,,,7964.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,0.5,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,,,
白鷹町議会議員選挙（2007年04月22日投票）,白鷹町議会議員選挙,山形県,白鷹町,20070422.0,2007.0,4.0,22.0,20070417.0,84.24,14.0,16.0,1.1428571428571428,13242.0,,,,任期満了,,,,,白鷹町議会議員選挙（2007年04月22日投票）,1.0,16.0,14.0,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,0.0625,,,11064.0,3.0,56.125,4.621620386834038,49.0,52.75,55.5,59.25,66.0,56.357142857142854,4.59202947441298,49.0,53.0,55.5,59.75,66.0,,,,,,,1192.0,,8888.0,,,984.0,11064.0,,,,,,,0.10773680404916848,,0.8033261026753434,,,0.08893709327548807,1.0,,,,,,,0.05386840202458424,,0.061794315590411035,,,0.08893709327548807,,,,,,,2.0,,13.0,,,1.0,,,,,,,1.0,,12.0,,,1.0
白鷹町議会議員選挙（2011年04月24日投票）,白鷹町議会議員選挙,山形県,白鷹町,20110424.0,2011.0,4.0,24.0,20110419.0,81.19,14.0,15.0,1.0714285714285714,12865.0,,,-377.0,任期満了,84.24,,,,白鷹町議会議員選挙（2011年04月24日投票）,1.0,15.0,14.0,1.0714285714285714,0.0,0.0,0.0,0.13333333333333333,0.14285714285714285,0.4666666666666667,0.4666666666666667,0.06666666666666667,0.42857142857142855,0.5,0.07142857142857142,0.45630974220334075,0.47436516365742976,0.0693250941392295,0.06518710602904867,0.06776645195106139,0.0693250941392295,10357.0,2.0,,,,,,,,,,,,,,,,,,,,,417.0,,9940.0,,,,10357.0,,,,,,,0.04026262431205948,,0.9597373756879405,,,,1.0,,,,,,,0.04026262431205948,,0.06855266969199575,,,,,,,,,,1.0,,14.0,,,,,,,,,,0.0,,14.0,,,
白鷹町議会議員選挙（2015年04月26日投票）,白鷹町議会議員選挙,山形県,白鷹町,20150426.0,2015.0,4.0,26.0,20150421.0,78.68,14.0,16.0,1.1428571428571428,,,,,任期満了,81.19,,,,白鷹町議会議員選挙（2015年04月26日投票）,1.0,16.0,14.0,1.1428571428571428,0.0,0.0,0.0,0.125,0.0,0.75,0.1875,0.0625,0.7857142857142857,0.14285714285714285,0.07142857142857142,0.7627790527853119,0.19997913624035052,0.037241810974337576,0.06356492106544266,0.06665971208011684,0.037241810974337576,9586.0,3.0,61.5625,6.133603651198861,49.0,57.75,63.0,65.25,73.0,61.285714285714285,6.507452556531642,49.0,57.25,62.0,65.75,73.0,,,773.0,,,,357.0,,8456.0,,,,9586.0,,,0.08063843104527436,,,,0.037241810974337576,,0.8821197579803881,,,,1.0,,,0.08063843104527436,,,,0.037241810974337576,,0.0630085541414563,,,,,,1.0,,,,1.0,,14.0,,,,,,1.0,,,,1.0,,12.0,,,
白鷹町議会議員選挙（2019年04月21日投票）,白鷹町議会議員選挙,山形県,白鷹町,20190421.0,2019.0,4.0,21.0,20190416.0,79.54,12.0,18.0,1.5,,,,,任期満了,78.68,,,,白鷹町議会議員選挙（2019年04月21日投票）,1.0,18.0,12.0,1.5,0.0,0.0,0.0,0.1111111111111111,0.08333333333333333,0.6111111111111112,0.3333333333333333,0.05555555555555555,0.6666666666666666,0.3333333333333333,0.0,0.6771081725558205,0.2848471710383698,0.03804465640580967,0.06155528841416549,0.04747452850639497,0.03804465640580967,9226.0,3.0,62.333333333333336,7.031674369909662,47.0,57.25,63.5,68.75,72.0,60.666666666666664,6.920179830675565,47.0,57.0,59.5,66.0,72.0,,,599.0,,,,351.0,,8276.0,,,,9226.0,,,0.06492521135920225,,,,0.03804465640580967,,0.8970301322349881,,,,1.0,,,0.06492521135920225,,,,0.03804465640580967,,0.056064383264686754,,,,,,1.0,,,,1.0,,16.0,,,,,,1.0,,,,0.0,,11.0,,,
真室川町議会議員補欠選挙（2005年11月20日投票）,真室川町議会議員補欠選挙,山形県,真室川町,20051120.0,2005.0,11.0,20.0,20051115.0,85.15,1.0,2.0,2.0,8294.0,,,,その他,,,,,真室川町議会議員補欠選挙（2005年11月20日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,0.0,,0.6747955607476636,0.32520443925233644,,0.6747955607476636,0.32520443925233644,6848.0,1.0,55.0,12.0,43.0,49.0,55.0,61.0,67.0,43.0,0.0,43.0,43.0,43.0,43.0,43.0,,,,,,,,,6848.0,,,,6848.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,0.5,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,,,
真室川町議会議員補欠選挙（2009年11月22日投票）,真室川町議会議員補欠選挙,山形県,真室川町,20091122.0,2009.0,11.0,22.0,20091117.0,無投票,1.0,1.0,1.0,7959.0,,,-335.0,その他,85.15,,,,真室川町議会議員補欠選挙（2009年11月22日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,63.0,0.0,63.0,63.0,63.0,63.0,63.0,63.0,0.0,63.0,63.0,63.0,63.0,63.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,
真室川町議会議員補欠選挙（2013年11月17日投票）,真室川町議会議員補欠選挙,山形県,真室川町,20131117.0,2013.0,11.0,17.0,20131112.0,62.71,1.0,3.0,3.0,,,,,その他,,,,,真室川町議会議員補欠選挙（2013年11月17日投票）,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,,0.522967023112474,0.477032976887526,,0.522967023112474,0.238516488443763,4571.99,1.0,61.0,7.2571803523590805,54.0,56.0,58.0,64.5,71.0,54.0,0.0,54.0,54.0,54.0,54.0,54.0,,,,,,,,,4571.99,,,,4571.99,,,,,,,,,1.0,,,,1.0,,,,,,,,,0.3333333333333333,,,,,,,,,,,,3.0,,,,,,,,,,,,1.0,,,
真室川町議会議員選挙（2001年03月25日投票）,真室川町議会議員選挙,山形県,真室川町,20010325.0,2001.0,3.0,25.0,20010320.0,88.22,18.0,19.0,1.0555555555555556,8617.0,,,,任期満了,,,,,真室川町議会議員選挙（2001年03月25日投票）,1.0,19.0,18.0,1.0555555555555556,0.0,0.0,0.0,0.0,0.0,0.7368421052631579,0.2631578947368421,0.0,0.7222222222222222,0.2777777777777778,0.0,0.7253830779480347,0.27461692205196536,,0.05181307699628819,0.05492338441039307,,7505.0,1.0,59.473684210526315,6.691458979079082,45.0,54.0,60.0,64.0,71.0,59.55555555555556,6.8655518692335145,45.0,54.0,60.0,64.0,71.0,,,,,,,,,7505.0,,,,7505.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,0.05263157894736842,,,,,,,,,,,,19.0,,,,,,,,,,,,18.0,,,
真室川町議会議員選挙（2005年03月27日投票）,真室川町議会議員選挙,山形県,真室川町,20050327.0,2005.0,3.0,27.0,20050322.0,84.13,12.0,14.0,1.1666666666666667,8369.0,,,-248.0,任期満了,88.22,,,,真室川町議会議員選挙（2005年03月27日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.9285714285714286,0.07142857142857142,0.0,0.9166666666666666,0.08333333333333333,0.0,0.8532702237521514,0.14672977624784853,,0.06563617105785781,0.14672977624784853,,6972.0,1.0,61.714285714285715,7.065293153644708,49.0,58.0,60.0,66.75,75.0,61.666666666666664,7.453559924999298,49.0,57.5,60.0,67.25,75.0,,,,,,,,,6972.0,,,,6972.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,0.07142857142857142,,,,,,,,,,,,14.0,,,,,,,,,,,,12.0,,,
真室川町議会議員選挙（2009年03月22日投票）,真室川町議会議員選挙,山形県,真室川町,20090322.0,2009.0,3.0,22.0,20090317.0,81.5,12.0,13.0,1.0833333333333333,7969.0,,,-400.0,任期満了,84.13,,,,真室川町議会議員選挙（2009年03月22日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.07692307692307693,0.08333333333333333,0.6153846153846154,0.38461538461538464,0.0,0.5833333333333334,0.4166666666666667,0.0,0.690691802569699,0.3093081974303009,,0.08633647532121237,0.06186163948606018,,6427.990000000001,1.0,63.53846153846154,8.436326074372428,46.0,59.0,66.0,66.0,79.0,62.25,7.451230323465604,46.0,58.75,64.0,66.0,77.0,,,,,,,,,6427.990000000001,,,,6427.990000000001,,,,,,,,,1.0,,,,1.0,,,,,,,,,0.07692307692307693,,,,,,,,,,,,13.0,,,,,,,,,,,,12.0,,,
真室川町議会議員選挙（2013年03月24日投票）,真室川町議会議員選挙,山形県,真室川町,20130324.0,2013.0,3.0,24.0,20130319.0,79.22,11.0,13.0,1.181818181818182,7597.0,,,-372.0,任期満了,81.5,,,,真室川町議会議員選挙（2013年03月24日投票）,1.0,13.0,11.0,1.1818181818181819,0.0,0.0,0.0,0.07692307692307693,0.0,0.8461538461538461,0.15384615384615385,0.0,0.8181818181818182,0.18181818181818182,0.0,0.8315983881799865,0.16840161182001342,,0.07559985347090786,0.08420080591000671,,5956.0,2.0,64.46153846153847,6.628787853172469,46.0,62.0,66.0,70.0,70.0,64.63636363636364,6.636986272161447,46.0,62.5,66.0,70.0,70.0,,,,,,,662.0,,5294.0,,,,5956.0,,,,,,,0.11114842175957018,,0.8888515782404298,,,,1.0,,,,,,,0.11114842175957018,,0.07407096485336916,,,,,,,,,,1.0,,12.0,,,,,,,,,,1.0,,10.0,,,
真室川町議会議員選挙（2017年03月26日投票）,真室川町議会議員選挙,山形県,真室川町,20170326.0,2017.0,3.0,26.0,20170321.0,無投票,11.0,11.0,1.0,,,,,任期満了,79.22,,,,真室川町議会議員選挙（2017年03月26日投票）,1.0,11.0,11.0,1.0,1.0,1.0,0.0,0.18181818181818182,0.18181818181818182,0.8181818181818182,0.09090909090909091,0.09090909090909091,0.8181818181818182,0.09090909090909091,0.09090909090909091,,,,,,,0.0,0.0,64.81818181818181,6.575687752736409,50.0,61.5,66.0,70.0,74.0,64.81818181818181,6.575687752736409,50.0,61.5,66.0,70.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
真室川町議会議員選挙（2021年03月21日投票）,真室川町議会議員選挙,山形県,真室川町,20210321.0,2021.0,3.0,21.0,20210316.0,78.44,10.0,10.0,1.0,6355.0,3019.0,3336.0,,任期満了,,,,,真室川町議会議員選挙（2021年03月21日投票）,1.0,12.0,10.0,1.2,0.0,0.0,0.0,0.25,0.1,0.6666666666666666,0.3333333333333333,0.0,0.6,0.4,0.0,0.5803715670436187,0.41962843295638125,,0.07254644588045234,0.10490710823909531,,4952.0,2.0,64.16666666666667,6.452820227535313,54.0,57.75,65.5,70.0,74.0,63.9,7.034912934784623,54.0,57.25,64.5,70.0,74.0,,,,,,,314.0,,4638.0,,,,4952.0,,,,,,,0.06340872374798061,,0.9365912762520194,,,,1.0,,,,,,,0.06340872374798061,,0.08514466147745631,,,,,,,,,,1.0,,11.0,,,,,,,,,,1.0,,9.0,,,
米沢市議会議員選挙（1999年04月25日投票）,米沢市議会議員選挙,山形県,米沢市,19990425.0,1999.0,4.0,25.0,19990418.0,71.21,28.0,34.0,1.2142857142857142,72365.0,,,,任期満了,,,,,米沢市議会議員選挙（1999年04月25日投票）,1.0,34.0,28.0,1.2142857142857142,0.0,0.0,0.0,0.058823529411764705,0.03571428571428571,0.8235294117647058,0.11764705882352941,0.058823529411764705,0.8928571428571429,0.07142857142857142,0.03571428571428571,0.8475627981492331,0.09603318319257105,0.05640401865819591,0.03027009993390118,0.024008295798142763,0.028202009329097954,51021.01,6.0,55.14705882352941,7.312890926468283,39.0,50.25,56.0,60.5,69.0,54.285714285714285,7.675830075434108,39.0,48.75,56.0,59.0,69.0,,,3845.27,,,1839.36,3037.24,,35245.71,1102.73,,5950.7,51021.01,,,0.07536640297791047,,,0.036051030742041364,0.05952920179353564,,0.6908077672315777,0.021613253050067022,,0.11663234420486775,1.0,,,0.03768320148895524,,,0.036051030742041364,0.02976460089676782,,0.028783656967982404,0.021613253050067022,,0.029158086051216937,,,2.0,,,1.0,2.0,,24.0,1.0,,4.0,,,2.0,,,1.0,2.0,,19.0,0.0,,4.0
米沢市議会議員選挙（2003年04月27日投票）,米沢市議会議員選挙,山形県,米沢市,20030427.0,2003.0,4.0,27.0,20030420.0,68.13,28.0,35.0,1.25,72560.0,,,195.0,任期満了,71.21,,,,米沢市議会議員選挙（2003年04月27日投票）,1.0,35.0,28.0,1.25,0.0,0.0,0.0,0.05714285714285714,0.03571428571428571,0.6857142857142857,0.22857142857142856,0.08571428571428572,0.7857142857142857,0.21428571428571427,0.0,0.7231985080878539,0.2297076842045483,0.047093807707597676,0.030133271170327245,0.028713460525568536,0.01569793590253256,48774.99,4.0,57.42857142857143,8.288669423757142,35.0,53.5,60.0,62.0,73.0,55.964285714285715,8.21793397244771,35.0,51.25,58.5,62.0,70.0,,,3633.26,,,,2814.26,,39111.81,,,3215.66,48774.990000000005,,,0.07449022542085605,,,,0.05769883294696729,,0.8018824811650396,,,0.06592846046713693,1.0,,,0.037245112710428026,,,,0.028849416473483644,,0.02765112004017378,,,0.03296423023356847,,,2.0,,,,2.0,,29.0,,,2.0,,,2.0,,,,2.0,,22.0,,,2.0
米沢市議会議員選挙（2007年04月22日投票）,米沢市議会議員選挙,山形県,米沢市,20070422.0,2007.0,4.0,22.0,20070415.0,67.58,24.0,29.0,1.2083333333333333,71507.0,,,-1053.0,任期満了,68.13,,,,米沢市議会議員選挙（2007年04月22日投票）,1.0,29.0,24.0,1.2083333333333333,0.0,0.0,0.0,0.034482758620689655,0.041666666666666664,0.6551724137931034,0.3103448275862069,0.034482758620689655,0.6666666666666666,0.3333333333333333,0.0,0.6515890994963532,0.33493155837913524,0.013479342124511504,0.034294163131387015,0.037214617597681694,0.013479342124511504,47850.99999999999,5.0,54.310344827586206,9.277720618831651,37.0,47.0,57.0,63.0,66.0,53.041666666666664,8.871673868116558,37.0,46.75,53.5,59.5,66.0,,,3778.3,,,,3561.81,1889.0,33982.35,,,4639.54,47851.0,,,0.07895968736285554,,,,0.07443543499613384,0.039476708950701135,0.7101701113874318,,,0.09695805730287768,1.0,,,0.03947984368142777,,,,0.03721771749806692,0.039476708950701135,0.03381762435178247,,,0.03231935243429256,,,2.0,,,,2.0,1.0,21.0,,,3.0,,,2.0,,,,2.0,1.0,17.0,,,2.0
米沢市議会議員選挙（2011年04月24日投票）,米沢市議会議員選挙,山形県,米沢市,20110424.0,2011.0,4.0,24.0,20110417.0,61.17,24.0,26.0,1.0833333333333333,70155.0,,,-1352.0,任期満了,67.58,,,,米沢市議会議員選挙（2011年04月24日投票）,1.0,26.0,24.0,1.0833333333333333,0.0,0.0,0.0,0.11538461538461539,0.125,0.6923076923076923,0.2692307692307692,0.038461538461538464,0.7083333333333334,0.2916666666666667,0.0,0.6522930137644706,0.329839315899233,0.01786767033629643,0.03623850076469281,0.047119902271319,0.01786767033629643,42422.99,5.0,,,,,,,,,,,,,,,,1188.0,4093.0299999999997,,,,3166.79,,30775.379999999997,,,3199.79,42422.99,,0.028003683851609708,0.0964814125548435,,,,0.07464796800036962,,0.7254410874858184,,,0.07542584810735878,1.0,,0.028003683851609708,0.04824070627742175,,,,0.03732398400018481,,0.03818110986767465,,,0.03771292405367939,,1.0,2.0,,,,2.0,,19.0,,,2.0,,1.0,2.0,,,,2.0,,17.0,,,2.0
米沢市議会議員選挙（2015年04月26日投票）,米沢市議会議員選挙,山形県,米沢市,20150426.0,2015.0,4.0,26.0,20150419.0,59.12,24.0,28.0,1.1666666666666667,68281.0,,,-1874.0,任期満了,61.17,,,,米沢市議会議員選挙（2015年04月26日投票）,1.0,28.0,24.0,1.1666666666666667,0.0,0.0,0.0,0.14285714285714285,0.125,0.6071428571428571,0.32142857142857145,0.07142857142857142,0.6666666666666666,0.2916666666666667,0.041666666666666664,0.6609964412811389,0.27979524835847824,0.05920831036038293,0.03888214360477288,0.031088360928719805,0.029604155180191466,39902.0,5.0,52.642857142857146,10.313702001686485,27.0,46.5,53.5,59.0,73.0,51.833333333333336,10.180318702716969,27.0,45.0,53.5,59.0,73.0,,,3469.05,,,,3052.0,1540.0,30525.999999999996,,,1314.95,39901.99999999999,,,0.08693925116535514,,,,0.0764873941155832,0.038594556663826385,0.7650243095584182,,,0.03295448849681721,1.0,,,0.04346962558267757,,,,0.0382436970577916,0.038594556663826385,0.03477383225265537,,,0.03295448849681721,,,2.0,,,,2.0,1.0,22.0,,,1.0,,,2.0,,,,2.0,1.0,18.0,,,1.0
米沢市議会議員選挙（2019年04月21日投票）,米沢市議会議員選挙,山形県,米沢市,20190421.0,2019.0,4.0,21.0,20190414.0,57.15,24.0,28.0,1.1666666666666667,67101.0,,,-1180.0,任期満了,59.12,,,,米沢市議会議員選挙（2019年04月21日投票）,1.0,28.0,24.0,1.1666666666666667,0.0,0.0,0.0,0.17857142857142858,0.125,0.75,0.21428571428571427,0.03571428571428571,0.7916666666666666,0.16666666666666666,0.041666666666666664,0.7783789637297877,0.16952762910225283,0.05209340716795941,0.0370656649395137,0.02825460485037547,0.05209340716795941,37888.99800000001,5.0,55.357142857142854,9.408257337171905,31.0,50.5,57.0,62.25,70.0,56.083333333333336,9.899144182986507,31.0,52.0,59.0,63.0,70.0,,,3510.0,1405.0,603.0,,2838.999,,29531.999,,,,37888.998,,,0.09263902940901209,0.03708200464947635,0.015914910180522587,,0.0749293765963407,,0.7794346791646483,,,,1.0,,,0.04631951470450604,0.03708200464947635,0.015914910180522587,,0.03746468829817035,,0.035428849052938555,,,,,,2.0,1.0,1.0,,2.0,,22.0,,,,,,2.0,1.0,0.0,,2.0,,19.0,,,
舟形町議会議員選挙（2007年04月22日投票）,舟形町議会議員選挙,山形県,舟形町,20070422.0,2007.0,4.0,22.0,20070417.0,87.22,10.0,11.0,1.1,5398.0,,,,任期満了,,,,,舟形町議会議員選挙（2007年04月22日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.0,0.0,0.7272727272727273,0.2727272727272727,0.0,0.7,0.3,0.0,0.6699507389162561,0.33004926108374383,,0.08374384236453201,0.11001642036124794,,4669.0,1.0,61.18181818181818,7.517472759792009,42.0,60.0,63.0,65.5,70.0,60.3,7.321885003194191,42.0,60.0,62.5,64.5,69.0,,,,,,,,,4669.0,,,,4669.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,0.09090909090909091,,,,,,,,,,,,11.0,,,,,,,,,,,,10.0,,,
舟形町議会議員選挙（2011年04月24日投票）,舟形町議会議員選挙,山形県,舟形町,20110424.0,2011.0,4.0,24.0,20110419.0,87.39,10.0,12.0,1.2,5169.0,,,-229.0,任期満了,87.22,,,,舟形町議会議員選挙（2011年04月24日投票）,1.0,12.0,10.0,1.2,0.0,0.0,0.0,0.0,0.0,0.5833333333333334,0.3333333333333333,0.08333333333333333,0.6,0.3,0.1,0.5621513055121624,0.3829502343226958,0.05489846016514171,0.08030732935888034,0.09573755858067395,0.05489846016514171,4481.0,1.0,,,,,,,,,,,,,,,,,,,,,,,4481.0,,,,4481.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,0.08333333333333333,,,,,,,,,,,,12.0,,,,,,,,,,,,10.0,,,
舟形町議会議員選挙（2015年04月26日投票）,舟形町議会議員選挙,山形県,舟形町,20150426.0,2015.0,4.0,26.0,20150421.0,84.6,10.0,11.0,1.1,,,,,任期満了,87.39,,,,舟形町議会議員選挙（2015年04月26日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.36363636363636365,0.0,0.7,0.3,0.0,0.6732940598919981,0.32670594010800197,,0.09618486569885687,0.08167648502700049,,4074.0,1.0,58.45454545454545,8.194938974354137,42.0,55.0,61.0,62.5,71.0,60.1,6.640030120413611,47.0,58.0,61.0,62.75,71.0,,,,,,,,,4074.0,,,,4074.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,0.09090909090909091,,,,,,,,,,,,11.0,,,,,,,,,,,,10.0,,,
舟形町議会議員選挙（2019年04月21日投票）,舟形町議会議員選挙,山形県,舟形町,20190421.0,2019.0,4.0,21.0,20190416.0,無投票,10.0,10.0,1.0,,,,,任期満了,84.6,,,,舟形町議会議員選挙（2019年04月21日投票）,1.0,10.0,10.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8,0.2,0.0,0.8,0.2,0.0,,,,,,,0.0,1.0,61.6,7.812809993849845,46.0,59.0,63.5,65.75,75.0,61.6,7.812809993849845,46.0,59.0,63.5,65.75,75.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,10.0,,,
西川町議会議員補欠選挙（2018年04月15日投票）,西川町議会議員補欠選挙,山形県,西川町,20180415.0,2018.0,4.0,15.0,20180410.0,84.66,1.0,2.0,2.0,,,,,辞職,,,,,西川町議会議員補欠選挙（2018年04月15日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,3980.0,1.0,63.5,4.5,59.0,61.25,63.5,65.75,68.0,59.0,0.0,59.0,59.0,59.0,59.0,59.0,,,,,,,,,3980.0,,,,3980.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,0.5,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,,,
西川町議会議員選挙（2003年04月27日投票）,西川町議会議員選挙,山形県,西川町,20030427.0,2003.0,4.0,27.0,20030422.0,90.44,10.0,17.0,1.7,6005.0,,,,任期満了,,,,,西川町議会議員選挙（2003年04月27日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.0,0.0,0.8823529411764706,0.11764705882352941,0.0,0.875,0.125,0.0,0.8611059737377473,0.13889402626225264,,0.05740706491584982,0.06944701313112632,,5406.999999999999,2.0,65.05882352941177,6.60187663369327,51.0,63.0,65.0,71.0,75.0,64.8125,6.7288441615183805,51.0,61.75,64.5,71.0,75.0,,,,,,,650.0,,4756.999999999999,,,,5406.999999999999,,,,,,,0.12021453671167008,,0.87978546328833,,,,1.0,,,,,,,0.06010726835583504,,0.058652364219222,,,,,,,,,,2.0,,15.0,,,,,,,,,,2.0,,14.0,,,
西川町議会議員選挙（2007年04月22日投票）,西川町議会議員選挙,山形県,西川町,20070422.0,2007.0,4.0,22.0,20070417.0,89.22,10.0,13.0,1.3,5780.0,,,-225.0,任期満了,90.44,,,,西川町議会議員選挙（2007年04月22日投票）,1.0,13.0,10.0,1.3,0.0,0.0,0.0,0.0,0.0,0.6923076923076923,0.3076923076923077,0.0,0.7,0.3,0.0,0.6321233411397346,0.36787665886026544,,0.07023592679330384,0.09196916471506636,,5124.0,2.0,63.07692307692308,4.084897860723617,55.0,60.0,62.0,67.0,69.0,62.8,4.354308211415448,55.0,59.25,62.5,67.0,69.0,,,,,,,345.0,,4779.0,,,,5124.0,,,,,,,0.06733021077283373,,0.9326697892271663,,,,1.0,,,,,,,0.06733021077283373,,0.07772248243559719,,,,,,,,,,1.0,,12.0,,,,,,,,,,1.0,,9.0,,,
西川町議会議員選挙（2011年04月24日投票）,西川町議会議員選挙,山形県,西川町,20110424.0,2011.0,4.0,24.0,20110419.0,88.35,10.0,11.0,1.1,5458.0,,,-322.0,任期満了,89.22,,,,西川町議会議員選挙（2011年04月24日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.09090909090909091,0.1,0.45454545454545453,0.5454545454545454,0.0,0.4,0.6,0.0,0.42898852971845675,0.5710114702815433,,0.08579770594369135,0.09516857838025722,,4795.0,2.0,,,,,,,,,,,,,,,,,,,,,351.0,,4444.0,,,,4795.0,,,,,,,0.07320125130344109,,0.9267987486965589,,,,1.0,,,,,,,0.07320125130344109,,0.09267987486965588,,,,,,,,,,1.0,,10.0,,,,,,,,,,1.0,,9.0,,,
