,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_NHKから国民を守る党,得票数_みんなの党,得票数_公明党,得票数_国民民主党,得票数_幸福実現党,得票数_新社会党,得票数_日本共産党,得票数_民主党,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_自由民主党,得票数_sum_v,得票率_NHKから国民を守る党,得票率_みんなの党,得票率_公明党,得票率_国民民主党,得票率_幸福実現党,得票率_新社会党,得票率_日本共産党,得票率_民主党,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_NHKから国民を守る党,一人あたり得票率_みんなの党,一人あたり得票率_公明党,一人あたり得票率_国民民主党,一人あたり得票率_幸福実現党,一人あたり得票率_新社会党,一人あたり得票率_日本共産党,一人あたり得票率_民主党,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_自由民主党,立候補者数_NHKから国民を守る党,立候補者数_みんなの党,立候補者数_公明党,立候補者数_国民民主党,立候補者数_幸福実現党,立候補者数_新社会党,立候補者数_日本共産党,立候補者数_民主党,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_自由民主党,当選者数_NHKから国民を守る党,当選者数_みんなの党,当選者数_公明党,当選者数_国民民主党,当選者数_幸福実現党,当選者数_新社会党,当選者数_日本共産党,当選者数_民主党,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_自由民主党
三川町議会議員補欠選挙（2007年01月28日投票）,三川町議会議員補欠選挙,山形県,三川町,20070128.0,2007.0,1.0,28.0,20070123.0,85.32,1.0,3.0,3.0,6375.0,,,,任期満了,,,,,三川町議会議員補欠選挙（2007年01月28日投票）,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,,0.4420443587270974,0.5579556412729026,,0.4420443587270974,0.2789778206364513,5185.0,1.0,51.666666666666664,3.6817870057290873,47.0,49.5,52.0,54.0,56.0,52.0,0.0,52.0,52.0,52.0,52.0,52.0,,,,,,,,,5185.0,,,,5185.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,0.3333333333333333,,,,,,,,,,,,3.0,,,,,,,,,,,,1.0,,,
三川町議会議員補欠選挙（2019年01月27日投票）,三川町議会議員補欠選挙,山形県,三川町,20190127.0,2019.0,1.0,27.0,20190122.0,無投票,1.0,1.0,1.0,,,,,辞職/田中晃氏の辞職による,85.32,,,,三川町議会議員補欠選挙（2019年01月27日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,60.0,0.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,60.0,60.0,60.0,60.0,60.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,
三川町議会議員選挙（2009年02月15日投票）,三川町議会議員選挙,山形県,三川町,20090215.0,2009.0,2.0,15.0,20090210.0,76.96,10.0,12.0,1.2,6280.0,,,,任期満了,,,,,三川町議会議員選挙（2009年02月15日投票）,1.0,12.0,10.0,1.2,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.25,0.6,0.2,0.2,0.5991444629475438,0.22939217318900915,0.17146336386344713,0.09985741049125729,0.07646405772966972,0.05715445462114904,4804.0,2.0,60.583333333333336,5.964594612284132,52.0,57.75,58.5,63.0,73.0,58.4,3.6932370625238775,52.0,57.25,58.0,59.75,66.0,,,,,,,532.17,,4271.83,,,,4804.0,,,,,,,0.11077643630308076,,0.8892235636969192,,,,1.0,,,,,,,0.11077643630308076,,0.08083850579062903,,,,,,,,,,1.0,,11.0,,,,,,,,,,1.0,,9.0,,,
三川町議会議員選挙（2013年01月27日投票）,三川町議会議員選挙,山形県,三川町,20130127.0,2013.0,1.0,27.0,20130122.0,70.71,10.0,11.0,1.1,6218.0,,,-62.0,任期満了,76.96,,,,三川町議会議員選挙（2013年01月27日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.0,0.0,0.7272727272727273,0.2727272727272727,0.0,0.7,0.3,0.0,0.69798032936871,0.30201967063129004,,0.08724754117108875,0.10067322354376335,,4372.0,2.0,60.63636363636363,3.59981634058606,54.0,57.5,62.0,63.0,66.0,60.3,3.606937759374287,54.0,57.25,62.0,62.75,66.0,,,,,,,459.0,,3913.0,,,,4372.0,,,,,,,0.10498627630375114,,0.8950137236962489,,,,1.0,,,,,,,0.10498627630375114,,0.08950137236962488,,,,,,,,,,1.0,,10.0,,,,,,,,,,1.0,,9.0,,,
三川町議会議員選挙（2017年02月05日投票）,三川町議会議員選挙,山形県,三川町,20170205.0,2017.0,2.0,5.0,20170131.0,70.86,10.0,11.0,1.1,6252.0,,,34.0,任期満了,70.71,,,,三川町議会議員選挙（2017年02月05日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.0,0.0,0.7272727272727273,0.18181818181818182,0.09090909090909091,0.7,0.2,0.1,0.6544917546487646,0.23797646052097562,0.10753178483025973,0.08181146933109558,0.11898823026048781,0.10753178483025973,4407.999,0.0,59.90909090909091,9.472011838277169,34.0,59.0,62.0,66.0,68.0,59.2,9.651942809610924,34.0,58.5,61.5,66.0,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
三川町議会議員選挙（2021年02月07日投票）,三川町議会議員選挙,山形県,三川町,20210207.0,2021.0,2.0,7.0,20210202.0,無投票,10.0,10.0,1.0,6132.0,2949.0,3183.0,-120.0,任期満了,70.86,,,,三川町議会議員選挙（2021年02月07日投票）,1.0,10.0,10.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8,0.2,0.0,0.8,0.2,0.0,,,,,,,0.0,2.0,61.2,9.293008124391154,38.0,57.5,62.5,69.0,70.0,61.2,9.293008124391154,38.0,57.5,62.5,69.0,70.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,9.0,,,,,,,,,,1.0,,9.0,,,
上山市議会議員選挙（2007年04月22日投票）,上山市議会議員選挙,山形県,上山市,20070422.0,2007.0,4.0,22.0,20070415.0,68.52,15.0,17.0,1.1333333333333333,29255.0,,,,任期満了,,,,,上山市議会議員選挙（2007年04月22日投票）,1.0,17.0,15.0,1.1333333333333333,0.0,0.0,0.0,0.0,0.0,0.6470588235294118,0.29411764705882354,0.058823529411764705,0.7333333333333333,0.2,0.06666666666666667,0.647635639370714,0.2031565147236789,0.1492078459056071,0.05887596721551946,0.040631302944735784,0.1492078459056071,19832.0,2.0,60.294117647058826,6.951637182388831,48.0,57.0,59.0,66.0,74.0,61.06666666666667,6.990151802516325,48.0,57.0,60.0,66.0,74.0,,,,,,,2598.91,,17233.09,,,,19832.0,,,,,,,0.13104628882613956,,0.8689537111738604,,,,1.0,,,,,,,0.06552314441306978,,0.057930247411590696,,,,,,,,,,2.0,,15.0,,,,,,,,,,2.0,,13.0,,,
上山市議会議員選挙（2011年03月27日投票）,上山市議会議員選挙,山形県,上山市,20110327.0,2011.0,3.0,27.0,20110320.0,60.69,15.0,17.0,1.1333333333333333,28416.0,,,-839.0,任期満了,68.52,,,,上山市議会議員選挙（2011年03月27日投票）,1.0,17.0,15.0,1.1333333333333333,0.0,0.0,0.0,0.058823529411764705,0.06666666666666667,0.47058823529411764,0.5294117647058824,0.0,0.4,0.6,0.0,0.43734875759900843,0.5626512424009915,,0.054668594699876054,0.06251680471122129,,16943.0,2.0,55.8235294117647,12.286938517445584,29.0,56.0,59.0,62.0,78.0,55.2,12.952219886953742,29.0,51.0,59.0,62.5,78.0,,,,,,,2589.0,,14354.0,,,,16943.0,,,,,,,0.1528064687481556,,0.8471935312518444,,,,1.0,,,,,,,0.0764032343740778,,0.05647956875012296,,,,,,,,,,2.0,,15.0,,,,,,,,,,2.0,,13.0,,,
上山市議会議員選挙（2015年04月26日投票）,上山市議会議員選挙,山形県,上山市,20150426.0,2015.0,4.0,26.0,20150419.0,61.8,15.0,18.0,1.2,27062.0,,,-1354.0,任期満了,60.69,,,,上山市議会議員選挙（2015年04月26日投票）,1.0,18.0,15.0,1.2,0.0,0.0,0.0,0.05555555555555555,0.06666666666666667,0.6666666666666666,0.2222222222222222,0.1111111111111111,0.6666666666666666,0.26666666666666666,0.06666666666666667,0.6349110277206149,0.22975426703788887,0.13533470524149618,0.052909252310051245,0.05743856675947222,0.06766735262074809,16522.0,3.0,57.55555555555556,11.710499667782576,33.0,51.0,60.0,63.75,82.0,55.266666666666666,10.742232335765019,33.0,50.5,59.0,63.0,69.0,,,,,,,1844.0,,13529.0,,,1149.0,16522.0,,,,,,,0.11160876407214623,,0.818847597143203,,,0.06954363878465077,1.0,,,,,,,0.055804382036073116,,0.058489114081657356,,,0.03477181939232538,,,,,,,2.0,,14.0,,,2.0,,,,,,,2.0,,13.0,,,0.0
上山市議会議員選挙（2019年04月21日投票）,上山市議会議員選挙,山形県,上山市,20190421.0,2019.0,4.0,21.0,20190414.0,62.51,15.0,18.0,1.2,26250.0,,,-812.0,任期満了,61.8,,,,上山市議会議員選挙（2019年04月21日投票）,1.0,18.0,15.0,1.2,0.0,0.0,0.0,0.1111111111111111,0.13333333333333333,0.6666666666666666,0.2777777777777778,0.05555555555555555,0.7333333333333333,0.2,0.06666666666666667,0.709613478691774,0.25161050545094155,0.03877601585728444,0.05913445655764784,0.05032210109018831,0.03877601585728444,16144.0,2.0,58.44444444444444,10.935275346948528,33.0,54.25,61.0,67.0,73.0,56.333333333333336,10.674996747332317,33.0,53.0,57.0,65.5,69.0,,,,,,,806.0,,15338.0,,,,16144.0,,,,,,,0.049925668979187314,,0.9500743310208127,,,,1.0,,,,,,,0.049925668979187314,,0.05588672535416545,,,,,,,,,,1.0,,17.0,,,,,,,,,,1.0,,14.0,,,
中山町議会議員選挙（2003年09月14日投票）,中山町議会議員選挙,山形県,中山町,20030914.0,2003.0,9.0,14.0,20030909.0,無投票,16.0,16.0,1.0,10295.0,,,,その他,,,,,中山町議会議員選挙（2003年09月14日投票）,1.0,16.0,16.0,1.0,1.0,1.0,0.0,0.0625,0.0625,0.875,0.0625,0.0625,0.875,0.0625,0.0625,,,,,,,0.0,2.0,60.8125,7.169542785282755,53.0,54.75,60.0,64.0,76.0,60.8125,7.169542785282755,53.0,54.75,60.0,64.0,76.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,15.0,,,,,,,,,,1.0,,15.0,,,
中山町議会議員選挙（2007年09月09日投票）,中山町議会議員選挙,山形県,中山町,20070909.0,2007.0,9.0,9.0,20070904.0,70.48,10.0,13.0,1.3,10229.0,,,-66.0,任期満了,,,,,中山町議会議員選挙（2007年09月09日投票）,1.0,13.0,10.0,1.3,0.0,0.0,0.0,0.07692307692307693,0.1,0.7692307692307693,0.15384615384615385,0.07692307692307693,0.8,0.1,0.1,0.7421632414245003,0.12594377149399677,0.13189298708150285,0.07421632414245002,0.06297188574699839,0.13189298708150285,7126.99,2.0,61.0,7.8151726197777025,44.0,57.0,60.0,65.0,80.0,62.6,6.740919818541086,57.0,57.5,60.0,65.25,80.0,,,,,,,641.98,,6485.01,,,,7126.99,,,,,,,0.09007729770913107,,0.909922702290869,,,,1.0,,,,,,,0.09007729770913107,,0.07582689185757242,,,,,,,,,,1.0,,12.0,,,,,,,,,,1.0,,9.0,,,
中山町議会議員選挙（2011年09月11日投票）,中山町議会議員選挙,山形県,中山町,20110911.0,2011.0,9.0,11.0,20110907.0,無投票,10.0,10.0,1.0,10150.0,,,-79.0,任期満了,70.48,,,,中山町議会議員選挙（2011年09月11日投票）,1.0,10.0,10.0,1.0,1.0,1.0,0.0,0.1,0.1,0.7,0.3,0.0,0.7,0.3,0.0,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,9.0,,,,,,,,,,1.0,,9.0,,,
中山町議会議員選挙（2015年09月13日投票）,中山町議会議員選挙,山形県,中山町,20150913.0,2015.0,9.0,13.0,20150908.0,,10.0,13.0,1.3,,,,,任期満了,,,,,中山町議会議員選挙（2015年09月13日投票）,1.0,13.0,10.0,1.3,0.0,0.0,0.0,0.15384615384615385,0.1,0.6923076923076923,0.3076923076923077,0.0,0.7,0.3,0.0,0.6343764036532415,0.3656235963467585,,0.07048626707258239,0.09140589908668963,,6679.0,2.0,,,,,,,,,,,,,,,,,,,,,499.0,,6180.0,,,,6679.0,,,,,,,0.074711783201078,,0.925288216798922,,,,1.0,,,,,,,0.074711783201078,,0.07710735139991017,,,,,,,,,,1.0,,12.0,,,,,,,,,,1.0,,9.0,,,
中山町議会議員選挙（2019年09月15日投票）,中山町議会議員選挙,山形県,中山町,20190915.0,2019.0,9.0,15.0,20190910.0,59.91,10.0,11.0,1.1,,,,,任期満了,,,,,中山町議会議員選挙（2019年09月15日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.18181818181818182,0.18181818181818182,0.7,0.1,0.2,0.6890638670166229,0.12493438320209974,0.18600174978127734,0.09843769528808899,0.06246719160104987,0.09300087489063867,5715.0,2.0,60.63636363636363,9.901999130320075,36.0,56.5,59.0,69.0,72.0,61.0,10.315037566582102,36.0,56.5,62.0,69.0,72.0,,,,,,,311.0,,5404.0,,,,5715.0,,,,,,,0.05441819772528434,,0.9455818022747157,,,,1.0,,,,,,,0.05441819772528434,,0.09455818022747156,,,,,,,,,,1.0,,10.0,,,,,,,,,,0.0,,10.0,,,
南陽市議会議員補欠選挙（2014年07月13日投票）,南陽市議会議員補欠選挙,山形県,南陽市,20140713.0,2014.0,7.0,13.0,20140706.0,無投票,1.0,1.0,1.0,,,,,その他,,,,,南陽市議会議員補欠選挙（2014年07月13日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,64.0,0.0,64.0,64.0,64.0,64.0,64.0,64.0,0.0,64.0,64.0,64.0,64.0,64.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,
南陽市議会議員選挙（2008年03月23日投票）,南陽市議会議員選挙,山形県,南陽市,20080323.0,2008.0,3.0,23.0,20080316.0,77.63,19.0,25.0,1.3157894736842106,28125.0,,,,任期満了,,,,,南陽市議会議員選挙（2008年03月23日投票）,1.0,25.0,19.0,1.3157894736842106,0.0,0.0,0.0,0.08,0.10526315789473684,0.72,0.28,0.0,0.6842105263157895,0.3157894736842105,0.0,0.7076879360532273,0.2923120639467726,,0.03931599644740152,0.041758866278110374,,21643.0,3.0,59.76,6.975844034953764,43.0,55.0,60.0,64.0,76.0,60.63157894736842,6.506761878116039,49.0,55.5,60.0,64.5,76.0,,,1103.0,,,,790.0,,19750.0,,,,21643.0,,,0.05096335997782193,,,,0.036501409231622234,,0.9125352307905559,,,,1.0,,,0.05096335997782193,,,,0.036501409231622234,,0.03967544481698069,,,,,,1.0,,,,1.0,,23.0,,,,,,1.0,,,,1.0,,17.0,,,
南陽市議会議員選挙（2012年03月25日投票）,南陽市議会議員選挙,山形県,南陽市,20120325.0,2012.0,3.0,25.0,20120318.0,無投票,17.0,17.0,1.0,27849.0,,,-276.0,任期満了,77.63,,,,南陽市議会議員選挙（2012年03月25日投票）,1.0,17.0,17.0,1.0,1.0,1.0,0.0,0.11764705882352941,0.11764705882352941,0.7647058823529411,0.23529411764705882,0.0,0.7647058823529411,0.23529411764705882,0.0,,,,,,,0.0,3.0,60.529411764705884,6.554007728179611,43.0,58.0,60.0,65.0,72.0,60.529411764705884,6.554007728179611,43.0,58.0,60.0,65.0,72.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,15.0,,,,,,1.0,,,,1.0,,15.0,,,
南陽市議会議員選挙（2016年03月27日投票）,南陽市議会議員選挙,山形県,南陽市,20160327.0,2016.0,3.0,27.0,20160320.0,65.23,17.0,18.0,1.0588235294117647,26724.0,,,-1125.0,任期満了,,,,,南陽市議会議員選挙（2016年03月27日投票）,1.0,18.0,17.0,1.0588235294117647,0.0,0.0,0.0,0.05555555555555555,0.058823529411764705,0.8888888888888888,0.1111111111111111,0.0,0.8823529411764706,0.11764705882352941,0.0,0.9009094550515653,0.09909054494843485,,0.05630684094072283,0.049545272474217424,,17250.989999999998,0.0,64.72222222222223,5.961036035563277,50.0,62.0,64.5,68.5,76.0,64.6470588235294,6.125560492679911,50.0,62.0,64.0,69.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南陽市議会議員選挙（2020年03月22日投票）,南陽市議会議員選挙,山形県,南陽市,20200322.0,2020.0,3.0,22.0,20200315.0,60.87,17.0,18.0,1.0588235294117647,,,,,任期満了/小松たけみ氏に南陽市の居住実態が無いとして当選無効なり、次点の山口ひろあき氏が繰り上げ当選しました。（2021年2月）,65.23,,,,南陽市議会議員選挙（2020年03月22日投票）,1.0,18.0,17.0,1.0588235294117647,0.0,0.0,0.0,0.05555555555555555,0.058823529411764705,0.7222222222222222,0.16666666666666666,0.1111111111111111,0.7058823529411765,0.17647058823529413,0.11764705882352941,0.6569390133091566,0.20469126351475947,0.1383697231760839,0.05053377025455051,0.0682304211715865,0.06918486158804195,15839.997000000001,3.0,67.55555555555556,6.39637242872189,54.0,64.5,67.5,72.75,80.0,68.3529411764706,5.645833200330271,57.0,66.0,68.0,73.0,80.0,,,1145.0,,,,732.69,,13962.307,,,,15839.997000000001,,,0.072285367225764,,,,0.046255690578729275,,0.8814589421955067,,,,1.0,,,0.072285367225764,,,,0.046255690578729275,,0.05509118388721917,,,,,,1.0,,,,1.0,,16.0,,,,,,1.0,,,,1.0,,15.0,,,
大江町議会議員選挙（2007年09月09日投票）,大江町議会議員選挙,山形県,大江町,20070909.0,2007.0,9.0,9.0,20070904.0,84.44,12.0,15.0,1.25,8042.0,,,,任期満了,,,,,大江町議会議員選挙（2007年09月09日投票）,1.0,15.0,12.0,1.25,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.8333333333333334,0.16666666666666666,0.0,0.8313811281998922,0.16861887180010782,,0.06928176068332435,0.05620629060003594,,6659.99,5.0,63.733333333333334,5.458530530788992,56.0,60.0,63.0,66.5,75.0,63.083333333333336,5.007633062524539,56.0,59.5,63.0,66.25,73.0,,,506.0,,,,503.0,393.0,4772.68,485.31,,,6659.990000000001,,,0.07597609005418926,,,,0.07552563892738577,0.059009097611257666,0.7166196946241661,0.07286947878300117,,,1.0,,,0.07597609005418926,,,,0.07552563892738577,0.059009097611257666,0.06514724496583328,0.07286947878300117,,,,,1.0,,,,1.0,1.0,11.0,1.0,,,,,1.0,,,,1.0,1.0,8.0,1.0,,
大江町議会議員選挙（2011年09月11日投票）,大江町議会議員選挙,山形県,大江町,20110911.0,2011.0,9.0,11.0,20110906.0,81.99,12.0,16.0,1.3333333333333333,7762.0,,,-280.0,任期満了,84.44,,,,大江町議会議員選挙（2011年09月11日投票）,1.0,16.0,12.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.5625,0.375,0.0625,0.6666666666666666,0.25,0.08333333333333333,0.6300430553340775,0.3313666081964599,0.038590336469462604,0.0700047839260086,0.05522776803274332,0.038590336469462604,6271.0,4.0,63.0,6.224949798994366,42.0,61.0,64.0,67.0,70.0,62.666666666666664,6.9562122515697355,42.0,61.0,64.0,67.0,70.0,,,545.0,,,,,226.0,4964.0,536.0,,,6271.0,,,0.08690798915643438,,,,,0.03603890926487004,0.7915802902248446,0.08547281135385106,,,1.0,,,0.08690798915643438,,,,,0.03603890926487004,0.06089079155575727,0.08547281135385106,,,,,1.0,,,,,1.0,13.0,1.0,,,,,1.0,,,,,0.0,10.0,1.0,,
大江町議会議員選挙（2015年09月13日投票）,大江町議会議員選挙,山形県,大江町,20150913.0,2015.0,9.0,13.0,20150908.0,77.74,11.0,13.0,1.181818181818182,,,,,任期満了,81.99,,,,大江町議会議員選挙（2015年09月13日投票）,1.0,13.0,11.0,1.1818181818181819,0.0,0.0,0.0,0.0,0.0,0.6923076923076923,0.23076923076923078,0.07692307692307693,0.7272727272727273,0.18181818181818182,0.09090909090909091,0.6811825101787927,0.23048327137546468,0.08833421844574262,0.07568694557542141,0.0768277571251549,0.08833421844574262,5649.0,2.0,,,,,,,,,,,,,,,,,,,,,,,5179.0,470.0,,,5649.0,,,,,,,,,0.916799433528058,0.08320056647194193,,,1.0,,,,,,,,,0.07639995279400484,0.08320056647194193,,,,,,,,,,,12.0,1.0,,,,,,,,,,,10.0,1.0,,
大江町議会議員選挙（2019年09月08日投票）,大江町議会議員選挙,山形県,大江町,20190908.0,2019.0,9.0,8.0,20190903.0,77.28,11.0,13.0,1.181818181818182,,,,,任期満了,77.74,,,,大江町議会議員選挙（2019年09月08日投票）,1.0,13.0,11.0,1.1818181818181819,0.0,0.0,0.0,0.23076923076923078,0.18181818181818182,0.6153846153846154,0.38461538461538464,0.0,0.6363636363636364,0.36363636363636365,0.0,0.6084175645764507,0.39158243542354937,,0.07605219557205634,0.07831648708470987,,5317.999,2.0,62.69230769230769,9.05865175385571,39.0,59.0,68.0,69.0,72.0,63.36363636363637,8.906307542948804,39.0,60.0,68.0,69.0,72.0,,,,,,,,,5000.999,317.0,,,5317.999,,,,,,,,,0.9403911132739965,0.05960888672600352,,,1.0,,,,,,,,,0.07836592610616637,0.05960888672600352,,,,,,,,,,,12.0,1.0,,,,,,,,,,,11.0,0.0,,
大石田町議会議員補欠選挙（2006年12月17日投票）,大石田町議会議員補欠選挙,山形県,大石田町,20061217.0,2006.0,12.0,17.0,20061212.0,無投票,2.0,2.0,1.0,7336.0,,,,その他,,,,,大石田町議会議員補欠選挙（2006年12月17日投票）,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,,,,,,,0.0,2.0,47.0,11.0,36.0,41.5,47.0,52.5,58.0,47.0,11.0,36.0,41.5,47.0,52.5,58.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,1.0,,,
大石田町議会議員選挙（2007年11月11日投票）,大石田町議会議員選挙,山形県,大石田町,20071111.0,2007.0,11.0,11.0,20071106.0,85.07,10.0,12.0,1.2,7269.0,,,,任期満了,,,,,大石田町議会議員選挙（2007年11月11日投票）,1.0,12.0,10.0,1.2,0.0,0.0,0.0,0.08333333333333333,0.1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,0.08333333333333333,,,6107.0,2.0,57.166666666666664,8.668269082630562,37.0,55.0,58.0,60.25,71.0,57.8,5.473572873361603,47.0,56.25,58.0,59.0,68.0,,,,,,,591.0,,5516.0,,,,6107.0,,,,,,,0.0967741935483871,,0.9032258064516129,,,,1.0,,,,,,,0.0967741935483871,,0.08211143695014662,,,,,,,,,,1.0,,11.0,,,,,,,,,,1.0,,9.0,,,
大石田町議会議員選挙（2011年11月13日投票）,大石田町議会議員選挙,山形県,大石田町,20111113.0,2011.0,11.0,13.0,20111108.0,無投票,10.0,10.0,1.0,6942.0,,,-327.0,任期満了,85.07,,,,大石田町議会議員選挙（2011年11月13日投票）,1.0,10.0,10.0,1.0,1.0,1.0,0.0,0.1,0.1,0.9,0.0,0.1,0.9,0.0,0.1,,,,,,,0.0,2.0,60.3,8.222530024268686,41.0,60.25,62.0,63.0,72.0,60.3,8.222530024268686,41.0,60.25,62.0,63.0,72.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,9.0,,,,,,,,,,1.0,,9.0,,,
大石田町議会議員選挙（2015年11月01日投票）,大石田町議会議員選挙,山形県,大石田町,20151101.0,2015.0,11.0,1.0,20151027.0,無投票,10.0,10.0,1.0,,,,,任期満了,,,,,大石田町議会議員選挙（2015年11月01日投票）,1.0,10.0,10.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8,0.1,0.1,0.8,0.1,0.1,,,,,,,0.0,2.0,61.5,8.697700845625814,45.0,56.25,65.0,66.0,76.0,61.5,8.697700845625814,45.0,56.25,65.0,66.0,76.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,9.0,,,,,,,,,,1.0,,9.0,,,
大石田町議会議員選挙（2019年11月03日投票）,大石田町議会議員選挙,山形県,大石田町,20191103.0,2019.0,11.0,3.0,20191029.0,無投票,10.0,10.0,1.0,,,,,任期満了,,,,,大石田町議会議員選挙（2019年11月03日投票）,1.0,10.0,10.0,1.0,1.0,1.0,0.0,0.0,0.0,0.7,0.3,0.0,0.7,0.3,0.0,,,,,,,0.0,2.0,61.6,13.821722034536798,37.0,50.25,66.0,70.75,80.0,61.6,13.821722034536798,37.0,50.25,66.0,70.75,80.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,9.0,,,,,,,,,,1.0,,9.0,,,
大蔵村議会議員選挙（1999年04月25日投票）,大蔵村議会議員選挙,山形県,大蔵村,19990425.0,1999.0,4.0,25.0,19990420.0,94.77,14.0,15.0,1.0714285714285714,3650.0,,,,任期満了,,,,,大蔵村議会議員選挙（1999年04月25日投票）,1.0,15.0,14.0,1.0714285714285714,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.26666666666666666,0.06666666666666667,0.6428571428571429,0.2857142857142857,0.07142857142857142,0.6382803847274847,0.27603031186243077,0.08568930341008453,0.06382803847274847,0.06900757796560769,0.08568930341008453,3431.0,2.0,62.333333333333336,8.881941729649485,48.0,56.0,61.0,70.0,79.0,61.142857142857146,7.953949089757174,48.0,55.5,60.0,69.5,73.0,,,,,,,180.44,,3250.56,,,,3431.0,,,,,,,0.05259108131740017,,0.9474089186825998,,,,1.0,,,,,,,0.05259108131740017,,0.0676720656201857,,,,,,,,,,1.0,,14.0,,,,,,,,,,1.0,,13.0,,,
