,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_みんなの党,得票数_みんなの市政をつくる会,得票数_公明党,得票数_国民の党・民主国民連合,得票数_国民民主党,得票数_幸福実現党,得票数_日本共産党,得票数_民主党,得票数_民進党,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_自由民主党,得票数_sum_v,得票率_みんなの党,得票率_みんなの市政をつくる会,得票率_公明党,得票率_国民の党・民主国民連合,得票率_国民民主党,得票率_幸福実現党,得票率_日本共産党,得票率_民主党,得票率_民進党,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_みんなの党,一人あたり得票率_みんなの市政をつくる会,一人あたり得票率_公明党,一人あたり得票率_国民の党・民主国民連合,一人あたり得票率_国民民主党,一人あたり得票率_幸福実現党,一人あたり得票率_日本共産党,一人あたり得票率_民主党,一人あたり得票率_民進党,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_自由民主党,立候補者数_みんなの党,立候補者数_みんなの市政をつくる会,立候補者数_公明党,立候補者数_国民の党・民主国民連合,立候補者数_国民民主党,立候補者数_幸福実現党,立候補者数_日本共産党,立候補者数_民主党,立候補者数_民進党,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_自由民主党,当選者数_みんなの党,当選者数_みんなの市政をつくる会,当選者数_公明党,当選者数_国民の党・民主国民連合,当選者数_国民民主党,当選者数_幸福実現党,当選者数_日本共産党,当選者数_民主党,当選者数_民進党,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_自由民主党
羽咋市議会議員選挙（2013年09月01日投票）,羽咋市議会議員選挙,石川県,羽咋市,20130901.0,2013.0,9.0,1.0,20130825.0,76.42,14.0,15.0,1.0714285714285714,19523.0,,,-635.0,任期満了,85.7,,,,羽咋市議会議員選挙（2013年09月01日投票）,1.0,15.0,14.0,1.0714285714285714,0.0,0.0,0.0,0.06666666666666667,0.07142857142857142,0.8,0.2,0.0,0.7857142857142857,0.21428571428571427,0.0,0.7814270299433504,0.21857297005664958,,0.06511891916194587,0.07285765668554986,,14828.0,3.0,61.46666666666667,9.639271526186798,43.0,54.0,63.0,69.0,76.0,62.214285714285715,9.54821278286878,43.0,57.75,64.0,69.0,76.0,,,,,,,1235.0,,,11092.0,,,2501.0,14828.0,,,,,,,0.08328837334772053,,,0.748044240625843,,,0.16866738602643647,1.0,,,,,,,0.08328837334772053,,,0.06233702005215358,,,0.08433369301321823,,,,,,,1.0,,,12.0,,,2.0,,,,,,,1.0,,,11.0,,,2.0
羽咋市議会議員選挙（2017年09月03日投票）,羽咋市議会議員選挙,石川県,羽咋市,20170903.0,2017.0,9.0,3.0,20170827.0,76.14,14.0,16.0,1.1428571428571428,19149.0,,,-374.0,任期満了,76.42,,,,羽咋市議会議員選挙（2017年09月03日投票）,1.0,16.0,14.0,1.1428571428571428,0.0,0.0,0.0,0.0625,0.07142857142857142,0.75,0.25,0.0,0.7857142857142857,0.21428571428571427,0.0,0.7179168393424507,0.2820831606575494,,0.059826403278537554,0.07052079016438735,,14478.0,3.0,62.5625,9.911916754593937,41.0,58.25,63.5,69.25,80.0,63.642857142857146,9.685092689704279,41.0,60.25,65.0,69.75,80.0,,,,,,,898.0,,,11669.0,,,1911.0,14478.0,,,,,,,0.06202514159414284,,,0.8059814891559608,,,0.1319933692498964,1.0,,,,,,,0.06202514159414284,,,0.06199857608892006,,,0.0659966846249482,,,,,,,1.0,,,13.0,,,2.0,,,,,,,1.0,,,11.0,,,2.0
能登町議会議員補欠選挙（2017年03月26日投票）,能登町議会議員補欠選挙,石川県,能登町,20170326.0,2017.0,3.0,26.0,20170321.0,62.42,2.0,5.0,2.5,16201.0,,,,任期満了/久田良平議員、奥成壮三郎議員の死去による,,,,,能登町議会議員補欠選挙（2017年03月26日投票）,1.0,5.0,2.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.5,0.5,,0.5751731486414491,0.42482685135855086,,0.19172438288048302,0.21241342567927543,9385.0,0.0,67.4,2.9393876913398134,63.0,66.0,68.0,68.0,72.0,65.5,2.5,63.0,64.25,65.5,66.75,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
能登町議会議員選挙（2006年10月22日投票）,能登町議会議員選挙,石川県,能登町,20061022.0,2006.0,10.0,22.0,20061015.0,84.84,20.0,24.0,1.2,19573.0,,,,任期満了,,,,,能登町議会議員選挙（2006年10月22日投票）,1.0,24.0,20.0,1.2,0.0,0.0,0.0,0.041666666666666664,0.05,0.9166666666666666,0.08333333333333333,0.0,0.9,0.1,0.0,0.9006993006993007,0.0993006993006993,,0.04094087730451367,0.04965034965034965,,16445.0,2.0,58.416666666666664,8.113346343457112,34.0,56.0,58.0,62.5,76.0,57.95,8.668765771434824,34.0,55.75,57.5,62.5,76.0,,,876.0,,,,,,,15569.0,,,,16445.0,,,0.05326847065977501,,,,,,,0.946731529340225,,,,1.0,,,0.05326847065977501,,,,,,,0.041162240406096735,,,,,,1.0,,,,,,,23.0,,,,,,1.0,,,,,,,19.0,,,
能登町議会議員選挙（2010年10月22日投票）,能登町議会議員選挙,石川県,能登町,20101022.0,2010.0,10.0,22.0,,81.02,18.0,19.0,1.0555555555555556,18268.0,,,-1305.0,任期満了,84.84,,,,能登町議会議員選挙（2010年10月22日投票）,1.0,19.0,18.0,1.0555555555555556,0.0,0.0,0.0,0.05263157894736842,0.05555555555555555,0.7368421052631579,0.10526315789473684,0.15789473684210525,0.7222222222222222,0.1111111111111111,0.16666666666666666,0.6972320698118353,0.14439596400327243,0.15837196618489227,0.049802290700845374,0.07219798200163621,0.05279065539496409,14668.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
能登町議会議員選挙（2014年10月26日投票）,能登町議会議員選挙,石川県,能登町,20141026.0,2014.0,10.0,26.0,20141021.0,78.96,14.0,18.0,1.2857142857142858,,,,,任期満了,81.02,,,,能登町議会議員選挙（2014年10月26日投票）,1.0,18.0,14.0,1.2857142857142858,0.0,0.0,0.0,0.05555555555555555,0.07142857142857142,0.7777777777777778,0.2222222222222222,0.0,0.9285714285714286,0.07142857142857142,0.0,0.8381908788885533,0.16180912111144669,,0.05987077706346809,0.04045228027786167,,13244.0,2.0,,,,,,,,,,,,,,,,,1008.0,,,,,,,12236.0,,,,13244.0,,,0.07610993657505286,,,,,,,0.9238900634249472,,,,1.0,,,0.07610993657505286,,,,,,,0.05434647431911454,,,,,,1.0,,,,,,,17.0,,,,,,1.0,,,,,,,13.0,,,
能登町議会議員選挙（2018年10月21日投票）,能登町議会議員選挙,石川県,能登町,20181021.0,2018.0,10.0,21.0,20181016.0,76.45,14.0,15.0,1.0714285714285714,15660.0,,,,任期満了,78.96,,,,能登町議会議員選挙（2018年10月21日投票）,1.0,15.0,14.0,1.0714285714285714,0.0,0.0,0.0,0.06666666666666667,0.07142857142857142,0.8666666666666667,0.13333333333333333,0.0,0.8571428571428571,0.14285714285714285,0.0,0.8181511755287773,0.18184882447122272,,0.06293470580990594,0.09092441223561136,,11867.0,2.0,63.2,9.737898472805448,46.0,55.0,69.0,70.0,74.0,63.642857142857146,9.932681574746375,46.0,56.0,69.0,70.0,74.0,,,825.0,,,,,,,11042.0,,,,11867.0,,,0.06952051908654251,,,,,,,0.9304794809134574,,,,1.0,,,0.06952051908654251,,,,,,,0.06646282006524697,,,,,,1.0,,,,,,,14.0,,,,,,1.0,,,,,,,13.0,,,
能美市議会議員補欠選挙（2009年02月01日投票）,能美市議会議員補欠選挙,石川県,能美市,20090201.0,2009.0,2.0,1.0,20090125.0,70.05,1.0,2.0,2.0,37719.0,,,,その他,,,,,能美市議会議員補欠選挙（2009年02月01日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,1.0,0.0,,0.6342543681430313,0.36574563185696873,,0.6342543681430313,0.36574563185696873,24610.0,2.0,53.0,9.0,44.0,48.5,53.0,57.5,62.0,44.0,0.0,44.0,44.0,44.0,44.0,44.0,,,,,,,9001.0,,,15609.0,,,,24610.0,,,,,,,0.36574563185696873,,,0.6342543681430313,,,,1.0,,,,,,,0.36574563185696873,,,0.6342543681430313,,,,,,,,,,1.0,,,1.0,,,,,,,,,,0.0,,,1.0,,,
能美市議会議員補欠選挙（2013年02月03日投票）,能美市議会議員補欠選挙,石川県,能美市,20130203.0,2013.0,2.0,3.0,20130127.0,53.67,3.0,5.0,1.6666666666666667,38232.0,,,513.0,その他,70.05,,,,能美市議会議員補欠選挙（2013年02月03日投票）,1.0,5.0,3.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.6666666666666666,0.3333333333333333,,0.8506994573604819,0.14930054263951809,,0.21267486434012048,0.14930054263951809,20087.0,1.0,51.2,12.056533498481228,28.0,51.0,57.0,60.0,60.0,46.333333333333336,13.474255287605159,28.0,39.5,51.0,55.5,60.0,,,,,,,,,,20087.0,,,,20087.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,0.2,,,,,,,,,,,,,5.0,,,,,,,,,,,,,3.0,,,
能美市議会議員補欠選挙（2017年02月05日投票）,能美市議会議員補欠選挙,石川県,能美市,20170205.0,2017.0,2.0,5.0,20170129.0,無投票,1.0,1.0,1.0,,,,,任期満了/山口慧子議員の辞職による,53.67,,,,能美市議会議員補欠選挙（2017年02月05日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,36.0,0.0,36.0,36.0,36.0,36.0,36.0,36.0,0.0,36.0,36.0,36.0,36.0,36.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,
能美市議会議員補欠選挙（2021年01月31日投票）,能美市議会議員補欠選挙,石川県,能美市,20210131.0,2021.0,1.0,31.0,20210124.0,無投票,1.0,1.0,1.0,,,,,死亡,71.48,,,,能美市議会議員補欠選挙（2021年01月31日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,1.0,57.0,0.0,57.0,57.0,57.0,57.0,57.0,57.0,0.0,57.0,57.0,57.0,57.0,57.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,
能美市議会議員選挙（2005年10月16日投票）,能美市議会議員選挙,石川県,能美市,20051016.0,2005.0,10.0,16.0,20051009.0,80.78,22.0,30.0,1.3636363636363635,36976.0,,,,任期満了,,,,,能美市議会議員選挙（2005年10月16日投票）,1.0,30.0,22.0,1.3636363636363635,0.0,0.0,0.0,0.06666666666666667,0.045454545454545456,0.9,0.1,0.0,0.9090909090909091,0.09090909090909091,0.0,0.88788524645624,0.11211475354375994,,0.03288463875763852,0.037371584514586643,,29559.0,4.0,,,,,,,,,,,,,,,,,1348.0,,,,1839.0,,,23239.0,,,3133.0,29559.0,,,0.045603707838560166,,,,0.062214553942961534,,,0.7861903312020028,,,0.10599140701647553,1.0,,,0.045603707838560166,,,,0.031107276971480767,,,0.032757930466750115,,,0.03533046900549184,,,1.0,,,,2.0,,,24.0,,,3.0,,,1.0,,,,1.0,,,18.0,,,2.0
能美市議会議員選挙（2009年10月18日投票）,能美市議会議員選挙,石川県,能美市,20091018.0,2009.0,10.0,18.0,20091011.0,72.74,18.0,20.0,1.1111111111111112,37853.0,,,877.0,任期満了,80.78,,,,能美市議会議員選挙（2009年10月18日投票）,1.0,20.0,18.0,1.1111111111111112,0.0,0.0,0.0,0.1,0.1111111111111111,0.85,0.05,0.1,0.8888888888888888,0.0,0.1111111111111111,0.8875580452568733,0.0053438490454779984,0.1070981056976487,0.052209296779816075,0.0053438490454779984,0.05354905284882435,27134.0,4.0,59.25,7.555627042145476,41.0,55.25,61.0,65.0,71.0,59.888888888888886,7.658610904573643,41.0,56.75,61.5,65.0,71.0,,,1595.0,,,,2741.0,,,21380.0,,,1418.0,27134.0,,,0.05878233950025798,,,,0.10101717402520823,,,0.7879413282228938,,,0.05225915825164001,1.0,,,0.05878233950025798,,,,0.05050858701260411,,,0.04924633301393086,,,0.05225915825164001,,,1.0,,,,2.0,,,16.0,,,1.0,,,1.0,,,,2.0,,,14.0,,,1.0
能美市議会議員選挙（2013年10月20日投票）,能美市議会議員選挙,石川県,能美市,20131020.0,2013.0,10.0,20.0,20131013.0,65.92,18.0,19.0,1.0555555555555556,38310.0,,,457.0,任期満了,72.74,,,,能美市議会議員選挙（2013年10月20日投票）,1.0,19.0,18.0,1.0555555555555556,0.0,0.0,0.0,0.10526315789473684,0.1111111111111111,0.6842105263157895,0.2631578947368421,0.05263157894736842,0.6666666666666666,0.2777777777777778,0.05555555555555555,0.6945326115635566,0.26089210795660345,0.04457528047983988,0.05342558550488897,0.05217842159132069,0.04457528047983988,24968.996,3.0,61.10526315789474,10.269498716009286,29.0,57.5,63.0,67.5,75.0,60.72222222222222,10.417962882314562,29.0,57.25,62.0,67.0,75.0,,,1213.0,,,,2160.23,,,21595.766,,,,24968.996,,,0.0485802472794661,,,,0.08651649429556559,,,0.8649032584249683,,,,1.0,,,0.0485802472794661,,,,0.04325824714778279,,,0.05405645365156052,,,,,,1.0,,,,2.0,,,16.0,,,,,,1.0,,,,2.0,,,15.0,,,
能美市議会議員選挙（2017年10月22日投票）,能美市議会議員選挙,石川県,能美市,20171022.0,2017.0,10.0,22.0,20171015.0,71.48,18.0,20.0,1.1111111111111112,39728.0,,,1418.0,任期満了,65.92,,,,能美市議会議員選挙（2017年10月22日投票）,1.0,20.0,18.0,1.1111111111111112,0.0,0.0,0.0,0.1,0.1111111111111111,0.7,0.3,0.0,0.7777777777777778,0.2222222222222222,0.0,0.719666184448463,0.2803338155515371,,0.051404727460604496,0.046722302591922844,,27650.0,0.0,63.25,10.396513838782692,36.0,57.75,64.0,70.0,79.0,63.388888888888886,9.9058842719808,36.0,58.75,64.0,68.75,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
輪島市議会議員補欠選挙（2014年03月16日投票）,輪島市議会議員補欠選挙,石川県,輪島市,20140316.0,2014.0,3.0,16.0,20140309.0,無投票,1.0,1.0,1.0,,,,,その他,,,,,輪島市議会議員補欠選挙（2014年03月16日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,48.0,0.0,48.0,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,48.0,48.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,
輪島市議会議員選挙（2003年04月27日投票）,輪島市議会議員選挙,石川県,輪島市,20030427.0,2003.0,4.0,27.0,20030420.0,89.14,20.0,22.0,1.1,22209.0,,,,任期満了,,,,,輪島市議会議員選挙（2003年04月27日投票）,1.0,22.0,20.0,1.1,0.0,0.0,0.0,0.045454545454545456,0.05,0.8636363636363636,0.09090909090909091,0.045454545454545456,0.9,0.1,0.0,0.8876736022790863,0.08683929389021723,0.025487103830696443,0.04671966327784665,0.043419646945108616,0.025487103830696443,19657.0,3.0,53.72727272727273,8.781084102576909,32.0,50.0,54.5,59.5,71.0,53.25,9.004859799019638,32.0,49.75,53.5,58.5,71.0,,,,,,,851.0,,,11895.0,,,6911.0,19657.0,,,,,,,0.043292465788268814,,,0.6051279442437808,,,0.35157958996795036,1.0,,,,,,,0.043292465788268814,,,0.046548303403367755,,,0.043947448745993795,,,,,,,1.0,,,13.0,,,8.0,,,,,,,1.0,,,11.0,,,8.0
輪島市議会議員選挙（2007年04月22日投票）,輪島市議会議員選挙,石川県,輪島市,20070422.0,2007.0,4.0,22.0,20070415.0,83.53,24.0,33.0,1.375,28404.0,,,6195.0,任期満了,89.14,,,,輪島市議会議員選挙（2007年04月22日投票）,2.0,33.0,24.0,1.375,0.0,0.0,0.0,0.06060606060606061,0.041666666666666664,0.8181818181818182,0.12121212121212122,0.06060606060606061,0.9166666666666666,0.041666666666666664,0.041666666666666664,0.886524218949519,0.05533327658125479,0.05814250446922618,0.03283423033146367,0.013833319145313697,0.02907125223461309,23494.0,3.0,59.45454545454545,10.204250181325692,36.0,55.0,58.0,64.0,82.0,56.875,8.931743484150598,36.0,53.0,57.5,62.25,75.0,,,,,,,1286.0,,,4807.0,,,17401.0,23494.0,,,,,,,0.05473737975653358,,,0.20460543117391675,,,0.7406571890695497,1.0,,,,,,,0.02736868987826679,,,0.020460543117391674,,,0.03526938995569284,,,,,,,2.0,,,10.0,,,21.0,,,,,,,1.0,,,4.0,,,19.0
輪島市議会議員選挙（2011年04月24日投票）,輪島市議会議員選挙,石川県,輪島市,20110424.0,2011.0,4.0,24.0,20110417.0,82.23,20.0,23.0,1.15,26620.0,,,-1784.0,任期満了,83.53,,,,輪島市議会議員選挙（2011年04月24日投票）,1.0,23.0,20.0,1.15,0.0,0.0,0.0,0.043478260869565216,0.05,0.9565217391304348,0.043478260869565216,0.0,1.0,0.0,0.0,0.9766488577745026,0.02335114222549742,,0.044393129898841026,0.02335114222549742,,21712.0,3.0,,,,,,,,,,,,,,,,,,,,,1011.0,,,4239.59,,,16461.41,21712.0,,,,,,,0.04656411201179071,,,0.1952648305084746,,,0.7581710574797347,1.0,,,,,,,0.04656411201179071,,,0.03905296610169492,,,0.04459829749880792,,,,,,,1.0,,,5.0,,,17.0,,,,,,,1.0,,,4.0,,,15.0
輪島市議会議員選挙（2015年04月26日投票）,輪島市議会議員選挙,石川県,輪島市,20150426.0,2015.0,4.0,26.0,20150419.0,77.73,17.0,19.0,1.1176470588235294,,,,,任期満了,82.23,,,,輪島市議会議員選挙（2015年04月26日投票）,1.0,19.0,17.0,1.1176470588235294,0.0,0.0,0.0,0.05263157894736842,0.058823529411764705,0.9473684210526315,0.05263157894736842,0.0,1.0,0.0,0.0,0.9600545693425906,0.03994543065740941,,0.053336364963477254,0.03994543065740941,,19050.989999999998,3.0,61.473684210526315,9.59368444151854,44.0,54.5,64.0,67.5,77.0,61.705882352941174,9.316428916213821,44.0,59.0,64.0,67.0,77.0,,,,,,,982.0,,,6239.0,,,11829.99,19050.989999999998,,,,,,,0.051545877668299656,,,0.32748954253820933,,,0.6209645797934911,1.0,,,,,,,0.051545877668299656,,,0.05458159042303489,,,0.051747048316124256,,,,,,,1.0,,,6.0,,,12.0,,,,,,,1.0,,,5.0,,,11.0
輪島市議会議員選挙（2019年04月21日投票）,輪島市議会議員選挙,石川県,輪島市,20190421.0,2019.0,4.0,21.0,20190414.0,75.11,15.0,17.0,1.1333333333333333,,,,,任期満了,77.73,,,,輪島市議会議員選挙（2019年04月21日投票）,1.0,17.0,15.0,1.1333333333333333,0.0,0.0,0.0,0.058823529411764705,0.06666666666666667,0.7647058823529411,0.23529411764705882,0.0,0.8,0.2,0.0,0.7558313085046139,0.24416869149538617,,0.058140869884970296,0.06104217287384654,,17405.999,3.0,60.11764705882353,10.526618098008251,33.0,53.0,63.0,67.0,79.0,59.666666666666664,10.946333734279357,33.0,52.5,63.0,67.0,79.0,,,,,,,1059.0,,,6408.0,,,9938.999,17405.999,,,,,,,0.060841092774967985,,,0.3681489353182199,,,0.5710099719068121,1.0,,,,,,,0.060841092774967985,,,0.06135815588636998,,,0.057100997190681214,,,,,,,1.0,,,6.0,,,10.0,,,,,,,1.0,,,5.0,,,9.0
野々市市議会議員選挙（2015年04月26日投票）,野々市市議会議員選挙,石川県,野々市市,20150426.0,2015.0,4.0,26.0,20150419.0,45.62,15.0,16.0,1.0666666666666669,,,,,任期満了,,,,,野々市市議会議員選挙（2015年04月26日投票）,1.0,16.0,15.0,1.0666666666666667,0.0,0.0,0.0,0.125,0.13333333333333333,0.6875,0.3125,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6481079227163599,0.3518920772836401,,0.058918902065123624,0.07037841545672802,,17494.0,3.0,55.375,11.384611324063725,31.0,48.5,57.0,66.0,68.0,56.13333333333333,11.359968701052344,31.0,51.0,58.0,66.0,68.0,,,1638.0,,,,1101.0,,,14755.0,,,,17494.0,,,0.09363210243512061,,,,0.06293586372470561,,,0.8434320338401737,,,,1.0,,,0.09363210243512061,,,,0.06293586372470561,,,0.060245145274298126,,,,,,1.0,,,,1.0,,,14.0,,,,,,1.0,,,,1.0,,,13.0,,,
野々市市議会議員選挙（2019年04月21日投票）,野々市市議会議員選挙,石川県,野々市市,20190421.0,2019.0,4.0,21.0,20190414.0,41.91,15.0,16.0,1.0666666666666669,,,,,任期満了,45.62,,,,野々市市議会議員選挙（2019年04月21日投票）,1.0,16.0,15.0,1.0666666666666667,0.0,0.0,0.0,,,,,,,,,,,,,,,16968.0,3.0,,,,,,,,,,,,,,,,,1463.0,,,,949.0,,,14556.0,,,,16968.0,,,0.08622112211221122,,,,0.05592880716643093,,,0.8578500707213579,,,,1.0,,,0.08622112211221122,,,,0.05592880716643093,,,0.06127500505152556,,,,,,1.0,,,,1.0,,,14.0,,,,,,1.0,,,,1.0,,,13.0,,,
野々市町議会議員選挙（1999年04月25日投票）,野々市町議会議員選挙,石川県,野々市町,19990425.0,1999.0,4.0,25.0,19990420.0,59.48,18.0,21.0,1.1666666666666667,30472.0,,,,任期満了,,,,,野々市町議会議員選挙（1999年04月25日投票）,1.0,21.0,18.0,1.1666666666666667,0.0,0.0,0.0,0.14285714285714285,0.16666666666666666,0.7619047619047619,0.23809523809523808,0.0,0.8333333333333334,0.16666666666666666,0.0,0.794417393273695,0.20558260672630507,,0.049651087079605936,0.04111652134526102,,17662.0,4.0,56.0,8.563488385776752,38.0,51.0,55.0,60.0,75.0,55.5,9.056918779462348,38.0,51.0,54.5,59.5,75.0,,,1300.0,,,,797.0,1222.0,,14343.0,,,,17662.0,,,0.07360434831842373,,,,0.04512512739214132,0.06918808741931831,,0.8120824368701166,,,,1.0,,,0.07360434831842373,,,,0.04512512739214132,0.06918808741931831,,0.0451156909372287,,,,,,1.0,,,,1.0,1.0,,18.0,,,,,,1.0,,,,1.0,1.0,,15.0,,,
野々市町議会議員選挙（2003年04月27日投票）,野々市町議会議員選挙,石川県,野々市町,20030427.0,2003.0,4.0,27.0,20030422.0,65.84,18.0,22.0,1.2222222222222223,32080.0,,,1608.0,任期満了,59.48,,,,野々市町議会議員選挙（2003年04月27日投票）,1.0,22.0,18.0,1.2222222222222223,0.0,0.0,0.0,0.13636363636363635,0.1111111111111111,0.6363636363636364,0.3181818181818182,0.045454545454545456,0.6111111111111112,0.3888888888888889,0.0,0.6162949254894322,0.3593065160222071,0.02439855848836077,0.044021066106388014,0.051329502288886726,0.02439855848836077,20534.0,4.0,57.59090909090909,9.078741857714,40.0,52.5,57.5,61.0,79.0,58.27777777777778,9.266460162900248,40.0,52.5,57.5,61.75,79.0,,,1614.0,,,,818.0,788.0,,17314.0,,,,20534.0,,,0.07860134411220415,,,,0.0398363689490601,0.03837537742281095,,0.8431869095159248,,,,1.0,,,0.07860134411220415,,,,0.0398363689490601,0.03837537742281095,,0.044378258395574986,,,,,,1.0,,,,1.0,1.0,,19.0,,,,,,1.0,,,,1.0,1.0,,15.0,,,
野々市町議会議員選挙（2007年04月22日投票）,野々市町議会議員選挙,石川県,野々市町,20070422.0,2007.0,4.0,22.0,20070417.0,58.62,16.0,20.0,1.25,33836.0,,,1756.0,任期満了,65.84,,,,野々市町議会議員選挙（2007年04月22日投票）,1.0,20.0,16.0,1.25,0.0,0.0,0.0,0.15,0.1875,0.55,0.3,0.15,0.625,0.3125,0.0625,0.6307191231970222,0.28868324458460426,0.08059763221837357,0.0573381021088202,0.04811387409743404,0.026865877406124523,19343.0,3.0,57.7,7.135124385741289,36.0,56.0,59.0,61.25,68.0,57.25,6.768493185340442,36.0,56.0,59.0,60.25,68.0,,,1749.0,,,,1085.0,,,16509.0,,,,19343.0,,,0.0904203070878354,,,,0.05609264333350566,,,0.853487049578659,,,,1.0,,,0.0904203070878354,,,,0.05609264333350566,,,0.04741594719881439,,,,,,1.0,,,,1.0,,,18.0,,,,,,1.0,,,,1.0,,,14.0,,,
野々市町議会議員選挙（2011年04月24日投票）,野々市町議会議員選挙,石川県,野々市町,20110424.0,2011.0,4.0,24.0,20110419.0,無投票,16.0,16.0,1.0,37128.0,,,3292.0,任期満了,58.62,,,,野々市町議会議員選挙（2011年04月24日投票）,1.0,16.0,16.0,1.0,1.0,1.0,0.0,0.125,0.125,0.6875,0.3125,0.0,0.6875,0.3125,0.0,,,,,,,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,14.0,,,,,,1.0,,,,1.0,,,14.0,,,
金沢市議会議員補欠選挙（2014年10月05日投票）,金沢市議会議員補欠選挙,石川県,金沢市,20141005.0,2014.0,10.0,5.0,20140928.0,,3.0,5.0,1.6666666666666667,,,,,その他,,,,,金沢市議会議員補欠選挙（2014年10月05日投票）,1.0,5.0,4.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.2,,142241.0,3.0,43.4,9.09065454189081,31.0,35.0,45.0,52.0,54.0,41.25,8.954747344286158,31.0,34.0,40.0,47.25,54.0,,,,,,,19400.0,,,60068.0,,,62773.0,142241.0,,,,,,,0.13638824248985876,,,0.42229736855055855,,,0.4413143889595827,1.0,,,,,,,0.13638824248985876,,,0.21114868427527927,,,0.22065719447979135,,,,,,,1.0,,,2.0,,,2.0,,,,,,,1.0,,,2.0,,,1.0
