,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_ざおう民衆党,得票数_みんなの党,得票数_仙台市を福祉のまちにする会,得票数_公明党,得票数_国民民主党,得票数_地域政党富谷町民党 ,得票数_地域政党輝くまち ,得票数_幸福実現党,得票数_日本共産党,得票数_杜の市民・県民会議,得票数_民主党,得票数_清き碧の女川をつくる会,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_維新の党,得票数_自由党,得票数_自由民主党,得票数_sum_v,得票率_ざおう民衆党,得票率_みんなの党,得票率_仙台市を福祉のまちにする会,得票率_公明党,得票率_国民民主党,得票率_地域政党富谷町民党 ,得票率_地域政党輝くまち ,得票率_幸福実現党,得票率_日本共産党,得票率_杜の市民・県民会議,得票率_民主党,得票率_清き碧の女川をつくる会,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_維新の党,得票率_自由党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_ざおう民衆党,一人あたり得票率_みんなの党,一人あたり得票率_仙台市を福祉のまちにする会,一人あたり得票率_公明党,一人あたり得票率_国民民主党,一人あたり得票率_地域政党富谷町民党 ,一人あたり得票率_地域政党輝くまち ,一人あたり得票率_幸福実現党,一人あたり得票率_日本共産党,一人あたり得票率_杜の市民・県民会議,一人あたり得票率_民主党,一人あたり得票率_清き碧の女川をつくる会,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_自由党,一人あたり得票率_自由民主党,立候補者数_ざおう民衆党,立候補者数_みんなの党,立候補者数_仙台市を福祉のまちにする会,立候補者数_公明党,立候補者数_国民民主党,立候補者数_地域政党富谷町民党 ,立候補者数_地域政党輝くまち ,立候補者数_幸福実現党,立候補者数_日本共産党,立候補者数_杜の市民・県民会議,立候補者数_民主党,立候補者数_清き碧の女川をつくる会,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_自由党,立候補者数_自由民主党,当選者数_ざおう民衆党,当選者数_みんなの党,当選者数_仙台市を福祉のまちにする会,当選者数_公明党,当選者数_国民民主党,当選者数_地域政党富谷町民党 ,当選者数_地域政党輝くまち ,当選者数_幸福実現党,当選者数_日本共産党,当選者数_杜の市民・県民会議,当選者数_民主党,当選者数_清き碧の女川をつくる会,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_維新の党,当選者数_自由党,当選者数_自由民主党
仙台市議会議員選挙（2007年04月08日投票）,仙台市議会議員選挙,宮城県,仙台市,20070408.0,2007.0,4.0,8.0,20070330.0,46.39,0.0,76.0,,797692.0,,,23050.0,任期満了,47.58,,,,仙台市議会議員選挙（2007年04月08日投票）,5.0,76.0,60.0,1.2666666666666666,0.0,0.0,0.0,0.19736842105263158,0.16666666666666666,0.7236842105263158,0.25,0.02631578947368421,0.8333333333333334,0.15,0.016666666666666666,0.7854630293141653,0.1912681766567079,0.02326879402912675,0.014281145987530278,0.010066746139826731,0.011634397014563374,362828.0,7.0,53.276315789473685,9.814863438750926,34.0,45.75,54.0,59.0,75.0,53.7,9.891578910029146,34.0,46.0,54.0,59.5,75.0,,,3733.0,47971.92,,,,,37292.0,,61972.07,,127249.58,27047.0,,,,57562.43,362828.0,,,0.01028862160582976,0.13221669771902939,,,,,0.10278148323723638,,0.17080288731850904,,0.35071598663829695,0.0745449634537577,,,,0.15864936002734079,1.0,,,0.01028862160582976,0.016527087214878673,,,,,0.012847685404654547,,0.018978098590945448,,0.010627757170857483,0.012424160575626285,,,,0.014422669093394618,,,1.0,8.0,,,,,8.0,,9.0,,33.0,6.0,,,,11.0,,,0.0,8.0,,,,,6.0,,9.0,,21.0,6.0,,,,10.0
仙台市議会議員選挙（2011年08月28日投票）,仙台市議会議員選挙,宮城県,仙台市,20110828.0,2011.0,8.0,28.0,20110819.0,40.03,55.0,72.0,1.3090909090909093,819167.0,,,21475.0,任期満了,46.39,,,,仙台市議会議員選挙（2011年08月28日投票）,5.0,72.0,55.0,1.309090909090909,0.0,0.0,0.0,0.19444444444444445,0.23636363636363636,0.6527777777777778,0.2916666666666667,0.05555555555555555,0.7454545454545455,0.2,0.05454545454545454,0.7042141283239157,0.2262563123153859,0.06952955936069848,0.01498327932604076,0.01077411011025647,0.01738238984017462,321951.99,7.0,52.791666666666664,10.460159203164908,26.0,46.0,52.0,60.25,74.0,52.70909090909091,10.25789758234685,26.0,45.5,52.0,60.0,74.0,,23719.73,,44005.29,,,,,35170.0,,48133.979999999996,,75725.58,23082.0,,,,72115.41,321951.99,,0.07367474262233943,,0.13668277062055123,,,,,0.10923989008423275,,0.14950670129418986,,0.2352076780143524,0.07169391933250668,,,,0.2239942980318277,1.0,,0.012279123770389906,,0.017085346327568904,,,,,0.015605698583461822,,0.012458891774515821,,0.0123793514744396,0.011948986555417781,,,,0.01599959271655912,,6.0,,8.0,,,,,7.0,,12.0,,19.0,6.0,,,,14.0,,4.0,,8.0,,,,,7.0,,7.0,,12.0,5.0,,,,12.0
仙台市議会議員選挙（2015年08月02日投票）,仙台市議会議員選挙,宮城県,仙台市,20150802.0,2015.0,8.0,2.0,20150724.0,35.83,55.0,66.0,1.2,849455.0,,,30288.0,任期満了,40.03,,,,仙台市議会議員選挙（2015年08月02日投票）,5.0,66.0,55.0,1.2,0.0,0.0,0.0,0.24242424242424243,0.23636363636363636,0.7272727272727273,0.22727272727272727,0.045454545454545456,0.8,0.16363636363636364,0.03636363636363636,0.7859951659743918,0.17235232680917045,0.04165250721643781,0.01637489929113316,0.011490155120611363,0.013884169072145937,299069.99199999997,8.0,52.5,10.589088151431541,30.0,46.25,53.0,60.0,77.0,53.872727272727275,10.576224700980017,30.0,47.5,55.0,60.5,77.0,,,,44330.354999999996,,,8278.0,,42423.044,,49034.065,,41398.564,23891.955,,6193.0,,83521.00899999999,299069.99199999997,,,,0.14822735876490076,,,0.027679139403594864,,0.14184988509311897,,0.1639551486663363,,0.13842433245526017,0.07988750339084506,,0.0207075272199158,,0.27926910500602814,1.0,,,,0.016469706529433418,,,0.009226379801198288,,0.020264269299016997,,0.018217238740704033,,0.010648025573481552,0.013314583898474177,,0.0207075272199158,,0.015514950278112675,,,,9.0,,,3.0,,7.0,,9.0,,13.0,6.0,,1.0,,18.0,,,,9.0,,,1.0,,7.0,,9.0,,7.0,5.0,,1.0,,16.0
仙台市議会議員選挙（2019年08月25日投票）,仙台市議会議員選挙,宮城県,仙台市,20190825.0,2019.0,8.0,25.0,20190816.0,36.07,55.0,56.0,1.018181818181818,,,,,任期満了,35.83,,,,仙台市議会議員選挙（2019年08月25日投票）,5.0,69.0,55.0,1.2545454545454546,0.0,0.0,0.0,0.2318840579710145,0.23636363636363636,0.6666666666666666,0.2898550724637681,0.043478260869565216,0.7454545454545455,0.23636363636363636,0.01818181818181818,0.7105511728609183,0.255019705566354,0.03442912157272782,0.015446764627411267,0.0127509852783177,0.011476373857575939,313414.996,8.0,52.492753623188406,11.493694791223195,32.0,43.0,53.0,62.0,75.0,52.236363636363635,11.514360419396668,32.0,42.0,54.0,61.5,71.0,,,,42229.01,10684.879,,,585.0,38516.0,,,,52174.542,25175.0,40340.0,,,103710.565,313414.99600000004,,,,0.13473831992391327,0.034091792468028556,,,0.0018665348099680588,0.12289137562517907,,,,0.1664711091233171,0.08032480998452288,0.12871113544292562,,,0.3309049226221453,1.0,,,,0.014970924435990364,0.011363930822676185,,,0.0018665348099680588,0.015361421953147384,,,,0.01040444432020732,0.013387468330753813,0.02145185590715427,,,0.016545246131107267,,,,9.0,3.0,,,1.0,8.0,,,,16.0,6.0,6.0,,,20.0,,,,9.0,3.0,,,0.0,6.0,,,,7.0,5.0,6.0,,,19.0
利府町議会議員補欠選挙（2018年02月18日投票）,利府町議会議員補欠選挙,宮城県,利府町,20180218.0,2018.0,2.0,18.0,20180213.0,無投票,2.0,2.0,1.0,,,,,その他/吉田裕哉議員、羽川喜冨議員の町長選挙出馬による辞職のため,,,,,利府町議会議員補欠選挙（2018年02月18日投票）,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,,,,,,,0.0,0.0,59.5,4.5,55.0,57.25,59.5,61.75,64.0,59.5,4.5,55.0,57.25,59.5,61.75,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
利府町議会議員選挙（2007年04月22日投票）,利府町議会議員選挙,宮城県,利府町,20070422.0,2007.0,4.0,22.0,20070417.0,55.94,20.0,27.0,1.35,24803.0,,,,任期満了,,,,,利府町議会議員選挙（2007年04月22日投票）,1.0,27.0,20.0,1.35,0.0,0.0,0.0,0.037037037037037035,0.05,0.7037037037037037,0.2962962962962963,0.0,0.7,0.3,0.0,0.6686766465717116,0.33132335342828845,,0.03519350771430061,0.041415419178536056,,13762.990000000002,3.0,58.629629629629626,9.12119285631463,29.0,53.0,60.0,64.0,72.0,58.0,9.833615815151617,29.0,52.5,59.5,64.0,72.0,,,,1921.0,,,,,1429.0,,,,10412.990000000002,,,,,,13762.990000000002,,,,0.1395772284946803,,,,,0.10382918246689127,,,,0.7565935890384284,,,,,,1.0,,,,0.0465257428315601,,,,,0.03460972748896376,,,,0.03602826614468707,,,,,,,,,3.0,,,,,3.0,,,,21.0,,,,,,,,,3.0,,,,,3.0,,,,14.0,,,,,
利府町議会議員選挙（2011年09月11日投票）,利府町議会議員選挙,宮城県,利府町,20110911.0,2011.0,9.0,11.0,20110907.0,50.44,18.0,22.0,1.2222222222222223,26975.0,,,2172.0,任期満了,55.94,,,,利府町議会議員選挙（2011年09月11日投票）,1.0,22.0,18.0,1.2222222222222223,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.2727272727272727,0.09090909090909091,0.6111111111111112,0.3333333333333333,0.05555555555555555,0.6524004465947153,0.27420915519166356,0.07339039821362114,0.04660003189962252,0.04570152586527726,0.03669519910681057,13435.0,3.0,58.18181818181818,9.188116651594372,34.0,53.5,58.5,63.75,72.0,55.94444444444444,8.592452904356254,34.0,52.25,57.0,62.0,71.0,,,,2039.26,,,,,1866.0,,,,9529.74,,,,,,13435.0,,,,0.15178712318570897,,,,,0.13889095645701527,,,,0.7093219203572757,,,,,,1.0,,,,0.05059570772856966,,,,,0.04629698548567176,,,,0.04433262002232973,,,,,,,,,3.0,,,,,3.0,,,,16.0,,,,,,,,,3.0,,,,,3.0,,,,12.0,,,,,
利府町議会議員選挙（2015年08月30日投票）,利府町議会議員選挙,宮城県,利府町,20150830.0,2015.0,8.0,30.0,20150825.0,43.3,18.0,19.0,1.0555555555555556,28424.0,,,1449.0,任期満了,50.44,,,,利府町議会議員選挙（2015年08月30日投票）,1.0,19.0,18.0,1.0555555555555556,0.0,0.0,0.0,0.05263157894736842,0.05555555555555555,0.8421052631578947,0.10526315789473684,0.05263157894736842,0.8333333333333334,0.1111111111111111,0.05555555555555555,0.8447675951870777,0.10735042030657657,0.04788198450634581,0.052797974699192354,0.053675210153288286,0.04788198450634581,12134.0,3.0,58.68421052631579,8.855878996338191,38.0,55.0,60.0,64.5,75.0,58.5,9.06305074954835,38.0,54.5,60.0,65.25,75.0,,,,2054.59,,,,,1773.0,,,,8306.41,,,,,,12134.0,,,,0.1693250370858744,,,,,0.1461183451458711,,,,0.6845566177682545,,,,,,1.0,,,,0.0564416790286248,,,,,0.048706115048623704,,,,0.05265820136678881,,,,,,,,,3.0,,,,,3.0,,,,13.0,,,,,,,,,3.0,,,,,3.0,,,,12.0,,,,,
利府町議会議員選挙（2019年09月01日投票）,利府町議会議員選挙,宮城県,利府町,20190901.0,2019.0,9.0,1.0,20190827.0,38.71,18.0,19.0,1.0555555555555556,,,,,任期満了,43.3,,,,利府町議会議員選挙（2019年09月01日投票）,1.0,19.0,18.0,1.0555555555555556,0.0,0.0,0.0,0.15789473684210525,0.16666666666666666,0.7368421052631579,0.15789473684210525,0.10526315789473684,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.7963001255380201,0.07036056312769011,0.1333393113342898,0.056878580395572864,0.02345352104256337,0.0666696556671449,11152.0,3.0,64.0,7.960428446549318,48.0,59.5,64.0,70.0,81.0,63.05555555555556,7.066919981483543,48.0,58.75,63.5,69.25,73.0,,,,1777.0,,,,,1580.0,,,,7795.0,,,,,,11152.0,,,,0.15934361549497847,,,,,0.14167862266857964,,,,0.6989777618364419,,,,,,1.0,,,,0.07967180774748923,,,,,0.047226207556193216,,,,0.04992698298831728,,,,,,,,,2.0,,,,,3.0,,,,14.0,,,,,,,,,2.0,,,,,3.0,,,,13.0,,,,,
加美町議会議員補欠選挙（2007年04月22日投票）,加美町議会議員補欠選挙,宮城県,加美町,20070422.0,2007.0,4.0,22.0,20070417.0,75.88,2.0,6.0,3.0,22299.0,,,,その他,,,,,加美町議会議員補欠選挙（2007年04月22日投票）,1.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.8333333333333334,0.0,0.5,0.5,,0.22954200788595694,0.7704579921140431,,0.22954200788595694,0.15409159842280862,16485.0,1.0,57.333333333333336,6.315765107165473,48.0,53.25,56.5,62.75,66.0,50.5,2.5,48.0,49.25,50.5,51.75,53.0,,,,,,,,,,,,,16485.0,,,,,,16485.0,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,0.16666666666666666,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,2.0,,,,,
加美町議会議員補欠選挙（2011年08月28日投票）,加美町議会議員補欠選挙,宮城県,加美町,20110828.0,2011.0,8.0,28.0,20110823.0,76.38,1.0,2.0,2.0,,,,,その他,75.88,,,,加美町議会議員補欠選挙（2011年08月28日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,1.0,0.0,,0.6198706868958453,0.38012931310415465,,0.6198706868958453,0.38012931310415465,15621.0,1.0,49.5,18.5,31.0,40.25,49.5,58.75,68.0,31.0,0.0,31.0,31.0,31.0,31.0,31.0,,,,,,,,,,,,,15621.0,,,,,,15621.0,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,
加美町議会議員選挙（2005年03月20日投票）,加美町議会議員選挙,宮城県,加美町,20050320.0,2005.0,3.0,20.0,20050315.0,81.96,20.0,30.0,1.5,22760.0,,,,任期満了,,,,,加美町議会議員選挙（2005年03月20日投票）,1.0,30.0,20.0,1.5,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.13333333333333333,0.0,0.8,0.2,0.0,0.8424964830646033,0.1575035169353966,,0.03240371088710013,0.03937587923384915,,18482.000000000004,3.0,57.766666666666666,7.437218715502605,44.0,52.25,56.5,60.75,80.0,57.2,6.144916598294887,44.0,53.5,57.0,60.25,72.0,,,,886.98,,,,,502.42,,,,17092.600000000002,,,,,,18482.000000000004,,,,0.04799155935504815,,,,,0.027184287414781946,,,,0.9248241532301699,,,,,,1.0,,,,0.04799155935504815,,,,,0.027184287414781946,,,,0.03302943404393464,,,,,,,,,1.0,,,,,1.0,,,,28.0,,,,,,,,,1.0,,,,,0.0,,,,19.0,,,,,
加美町議会議員選挙（2009年03月22日投票）,加美町議会議員選挙,宮城県,加美町,20090322.0,2009.0,3.0,22.0,20090317.0,78.0,20.0,25.0,1.25,21996.0,,,-764.0,任期満了,81.96,,,,加美町議会議員選挙（2009年03月22日投票）,1.0,25.0,20.0,1.25,0.0,0.0,0.0,0.08,0.05,0.6,0.2,0.2,0.7,0.15,0.15,0.663642634154201,0.12869406603202754,0.20766329981377152,0.044242842276946734,0.02573881320640551,0.041532659962754306,17005.989999999998,3.0,60.64,7.455896994996645,48.0,55.0,60.0,64.0,83.0,58.6,5.961543424315552,48.0,55.0,58.5,61.25,76.0,,,,939.26,,,,,444.71,,,,15622.019999999999,,,,,,17005.989999999998,,,,0.055231127385115486,,,,,0.02615019766564605,,,,0.9186186749492385,,,,,,1.0,,,,0.055231127385115486,,,,,0.02615019766564605,,,,0.03993994238909733,,,,,,,,,1.0,,,,,1.0,,,,23.0,,,,,,,,,1.0,,,,,0.0,,,,19.0,,,,,
加美町議会議員選挙（2013年03月24日投票）,加美町議会議員選挙,宮城県,加美町,20130324.0,2013.0,3.0,24.0,20130319.0,75.3,20.0,25.0,1.25,21291.0,,,-705.0,任期満了,78.0,,,,加美町議会議員選挙（2013年03月24日投票）,1.0,25.0,20.0,1.25,0.0,0.0,0.0,0.08,0.05,0.68,0.32,0.0,0.75,0.25,0.0,0.7053915284062343,0.29460847159376574,,0.041493619318013784,0.03682605894922072,,15912.0,2.0,,,,,,,,,,,,,,,,,,815.64,,,,,,,,,15096.36,,,,,,15912.0,,,,0.05125942684766214,,,,,,,,,0.9487405731523378,,,,,,1.0,,,,0.05125942684766214,,,,,,,,,0.03953085721468074,,,,,,,,,1.0,,,,,,,,,24.0,,,,,,,,,1.0,,,,,,,,,19.0,,,,,
加美町議会議員選挙（2017年03月19日投票）,加美町議会議員選挙,宮城県,加美町,20170319.0,2017.0,3.0,19.0,20170314.0,無投票,18.0,18.0,1.0,,,,,任期満了,75.3,,,,加美町議会議員選挙（2017年03月19日投票）,1.0,18.0,18.0,1.0,1.0,1.0,0.0,0.05555555555555555,0.05555555555555555,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,17.0,,,,,,,,,1.0,,,,,,,,,17.0,,,,,
加美町議会議員選挙（2021年03月21日投票）,加美町議会議員選挙,宮城県,加美町,20210321.0,2021.0,3.0,21.0,20210316.0,65.74,17.0,20.0,1.1764705882352942,19286.0,9426.0,9860.0,,任期満了,,,,,加美町議会議員選挙（2021年03月21日投票）,1.0,20.0,17.0,1.1764705882352942,0.0,0.0,0.0,0.1,0.11764705882352941,0.8,0.2,0.0,0.8235294117647058,0.17647058823529413,0.0,0.7864864355691022,0.2135135644308977,,0.04915540222306889,0.053378391107724424,,12579.997000000001,2.0,65.95,8.327514635231811,41.0,65.75,68.0,70.5,78.0,66.82352941176471,8.219312223392267,41.0,66.0,68.0,72.0,78.0,,,,796.0,,,,,,,,,11783.997000000001,,,,,,12579.997000000001,,,,0.06327505483506872,,,,,,,,,0.9367249451649313,,,,,,1.0,,,,0.06327505483506872,,,,,,,,,0.04930131290341744,,,,,,,,,1.0,,,,,,,,,19.0,,,,,,,,,1.0,,,,,,,,,16.0,,,,,
南三陸町議会議員選挙（2005年11月06日投票）,南三陸町議会議員選挙,宮城県,南三陸町,20051106.0,2005.0,11.0,6.0,20051101.0,81.03,22.0,24.0,1.0909090909090908,15263.0,,,,その他,,,,,南三陸町議会議員選挙（2005年11月06日投票）,1.0,24.0,22.0,1.0909090909090908,0.0,0.0,0.0,0.041666666666666664,0.045454545454545456,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.041666666666666664,,12205.0,3.0,59.958333333333336,7.050290577148024,47.0,54.0,61.5,65.0,75.0,59.5,7.1905872816165335,47.0,54.0,59.5,64.0,75.0,,,,,,,,,614.0,,,,11373.0,218.0,,,,,12205.0,,,,,,,,,0.05030725112658747,,,,0.9318312167144613,0.01786153215895125,,,,,1.0,,,,,,,,,0.05030725112658747,,,,0.04235596439611188,0.01786153215895125,,,,,,,,,,,,,1.0,,,,22.0,1.0,,,,,,,,,,,,,1.0,,,,21.0,0.0,,,,
南三陸町議会議員選挙（2009年10月25日投票）,南三陸町議会議員選挙,宮城県,南三陸町,20091025.0,2009.0,10.0,25.0,20091020.0,81.97,16.0,19.0,1.1875,14658.0,,,-605.0,任期満了,81.03,,,,南三陸町議会議員選挙（2009年10月25日投票）,1.0,19.0,16.0,1.1875,0.0,0.0,0.0,0.05263157894736842,0.0625,0.7894736842105263,0.15789473684210525,0.05263157894736842,0.75,0.1875,0.0625,0.7539602124251875,0.1875385652870269,0.05850122228778555,0.050264014161679166,0.06251285509567563,0.05850122228778555,11863.0,2.0,61.526315789473685,6.038197892998692,51.0,57.0,62.0,66.5,72.0,61.25,5.3091901453988255,53.0,57.5,61.0,65.5,71.0,,,,,,,,,792.0,,,,11071.0,,,,,,11863.0,,,,,,,,,0.06676220180392818,,,,0.9332377981960718,,,,,,1.0,,,,,,,,,0.06676220180392818,,,,0.05184654434422621,,,,,,,,,,,,,,1.0,,,,18.0,,,,,,,,,,,,,,1.0,,,,15.0,,,,,
南三陸町議会議員選挙（2013年10月27日投票）,南三陸町議会議員選挙,宮城県,南三陸町,20131027.0,2013.0,10.0,27.0,20131022.0,78.12,16.0,18.0,1.125,,,,,任期満了,81.97,,,,南三陸町議会議員選挙（2013年10月27日投票）,1.0,18.0,16.0,1.125,0.0,0.0,0.0,0.05555555555555555,0.0625,0.6111111111111112,0.2777777777777778,0.1111111111111111,0.625,0.3125,0.0625,0.6535324841931641,0.2793241425653892,0.06714337324144673,0.059412044017560374,0.055864828513077835,0.033571686620723365,9494.31,2.0,,,,,,,,,,,,,,,,,,,,,,,309.0,,,,9185.31,,,,,,9494.31,,,,,,,,,0.03254580901613704,,,,0.967454190983863,,,,,,1.0,,,,,,,,,0.03254580901613704,,,,0.056909070057874295,,,,,,,,,,,,,,1.0,,,,17.0,,,,,,,,,,,,,,1.0,,,,15.0,,,,,
南三陸町議会議員選挙（2017年10月22日投票）,南三陸町議会議員選挙,宮城県,南三陸町,20171022.0,2017.0,10.0,22.0,20171017.0,無投票,16.0,16.0,1.0,,,,,任期満了,78.12,,,,南三陸町議会議員選挙（2017年10月22日投票）,1.0,16.0,16.0,1.0,1.0,1.0,0.0,0.0625,0.0625,0.75,0.1875,0.0625,0.75,0.1875,0.0625,,,,,,,0.0,0.0,61.8125,8.472151069828724,38.0,60.5,63.5,67.0,73.0,61.8125,8.472151069828724,38.0,60.5,63.5,67.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
名取市議会議員補欠選挙（2011年11月13日投票）,名取市議会議員補欠選挙,宮城県,名取市,20111113.0,2011.0,11.0,13.0,20111104.0,無投票,5.0,5.0,1.0,,,,,その他,,,,,名取市議会議員補欠選挙（2011年11月13日投票）,1.0,5.0,5.0,1.0,1.0,1.0,0.0,0.2,0.2,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,
名取市議会議員選挙（2008年01月27日投票）,名取市議会議員選挙,宮城県,名取市,20080127.0,2008.0,1.0,27.0,20080120.0,54.32,24.0,25.0,1.0416666666666667,54065.0,,,,任期満了,,,,,名取市議会議員選挙（2008年01月27日投票）,1.0,25.0,24.0,1.0416666666666667,0.0,0.0,0.0,0.08,0.08333333333333333,0.76,0.2,0.04,0.7916666666666666,0.16666666666666666,0.041666666666666664,0.7949714131008772,0.18925863713964033,0.015769949759482496,0.04184060068951985,0.03785172742792807,0.015769949759482496,29105.989999999998,4.0,58.04,6.32759037865126,43.0,56.0,59.0,61.0,70.0,58.0,6.454972243679028,43.0,56.0,59.0,61.0,70.0,,,,3139.0,,,,,2899.21,,,,21762.879999999997,1304.9,,,,,29105.989999999998,,,,0.10784721632900994,,,,,0.09960870597426853,,,,0.7477113817465064,0.044832695950215065,,,,,1.0,,,,0.05392360816450497,,,,,0.049804352987134266,,,,0.03738556908732532,0.044832695950215065,,,,,,,,2.0,,,,,2.0,,,,20.0,1.0,,,,,,,,2.0,,,,,2.0,,,,19.0,1.0,,,,
名取市議会議員選挙（2012年01月22日投票）,名取市議会議員選挙,宮城県,名取市,20120122.0,2012.0,1.0,22.0,20120115.0,50.06,21.0,29.0,1.380952380952381,56102.0,,,2037.0,任期満了,54.32,,,,名取市議会議員選挙（2012年01月22日投票）,1.0,29.0,21.0,1.380952380952381,0.0,0.0,0.0,0.13793103448275862,0.09523809523809523,0.7931034482758621,0.20689655172413793,0.0,0.8095238095238095,0.19047619047619047,0.0,0.7679037949161085,0.2320962050838914,,0.03338712151809167,0.03868270084731523,,27774.0,5.0,,,,,,,,56.95238095238095,8.409043830340615,30.0,51.0,60.0,63.0,67.0,,719.0,,2779.0,,,,,2060.84,,,,21337.160000000003,878.0,,,,,27774.000000000004,,0.02588752070281558,,0.1000576078346655,,,,,0.07420033124504932,,,,0.7682422409447686,0.03161229927270108,,,,,1.0,,0.02588752070281558,,0.05002880391733275,,,,,0.03710016562252466,,,,0.03340183656281603,0.03161229927270108,,,,,,1.0,,2.0,,,,,2.0,,,,23.0,1.0,,,,,,1.0,,2.0,,,,,2.0,,,,15.0,1.0,,,,
名取市議会議員選挙（2016年01月24日投票）,名取市議会議員選挙,宮城県,名取市,20160124.0,2016.0,1.0,24.0,20160117.0,42.45,21.0,23.0,1.0952380952380951,60117.0,,,4015.0,任期満了,50.06,,,,名取市議会議員選挙（2016年01月24日投票）,1.0,23.0,21.0,1.0952380952380953,0.0,0.0,0.0,0.21739130434782608,0.14285714285714285,0.6521739130434783,0.2608695652173913,0.08695652173913043,0.7142857142857143,0.23809523809523808,0.047619047619047616,0.6757868826425283,0.2567095442274099,0.06750357313006193,0.04505245884283522,0.04278492403790165,0.033751786565030965,25188.0,4.0,55.73913043478261,9.316732919180124,34.0,51.5,56.0,63.5,69.0,56.523809523809526,9.276796694770226,34.0,54.0,57.0,64.0,69.0,,,,2884.0,,,,,3107.7200000000003,,,,18254.28,942.0,,,,,25188.0,,,,0.11449896776242655,,,,,0.12338097506749246,,,,0.7247212958551691,0.03739876131491186,,,,,1.0,,,,0.05724948388121327,,,,,0.04112699168916415,,,,0.04263066446206877,0.03739876131491186,,,,,,,,2.0,,,,,3.0,,,,17.0,1.0,,,,,,,,2.0,,,,,3.0,,,,15.0,1.0,,,,
