,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_ざおう民衆党,得票数_みんなの党,得票数_仙台市を福祉のまちにする会,得票数_公明党,得票数_国民民主党,得票数_地域政党富谷町民党 ,得票数_地域政党輝くまち ,得票数_幸福実現党,得票数_日本共産党,得票数_杜の市民・県民会議,得票数_民主党,得票数_清き碧の女川をつくる会,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_維新の党,得票数_自由党,得票数_自由民主党,得票数_sum_v,得票率_ざおう民衆党,得票率_みんなの党,得票率_仙台市を福祉のまちにする会,得票率_公明党,得票率_国民民主党,得票率_地域政党富谷町民党 ,得票率_地域政党輝くまち ,得票率_幸福実現党,得票率_日本共産党,得票率_杜の市民・県民会議,得票率_民主党,得票率_清き碧の女川をつくる会,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_維新の党,得票率_自由党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_ざおう民衆党,一人あたり得票率_みんなの党,一人あたり得票率_仙台市を福祉のまちにする会,一人あたり得票率_公明党,一人あたり得票率_国民民主党,一人あたり得票率_地域政党富谷町民党 ,一人あたり得票率_地域政党輝くまち ,一人あたり得票率_幸福実現党,一人あたり得票率_日本共産党,一人あたり得票率_杜の市民・県民会議,一人あたり得票率_民主党,一人あたり得票率_清き碧の女川をつくる会,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_自由党,一人あたり得票率_自由民主党,立候補者数_ざおう民衆党,立候補者数_みんなの党,立候補者数_仙台市を福祉のまちにする会,立候補者数_公明党,立候補者数_国民民主党,立候補者数_地域政党富谷町民党 ,立候補者数_地域政党輝くまち ,立候補者数_幸福実現党,立候補者数_日本共産党,立候補者数_杜の市民・県民会議,立候補者数_民主党,立候補者数_清き碧の女川をつくる会,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_自由党,立候補者数_自由民主党,当選者数_ざおう民衆党,当選者数_みんなの党,当選者数_仙台市を福祉のまちにする会,当選者数_公明党,当選者数_国民民主党,当選者数_地域政党富谷町民党 ,当選者数_地域政党輝くまち ,当選者数_幸福実現党,当選者数_日本共産党,当選者数_杜の市民・県民会議,当選者数_民主党,当選者数_清き碧の女川をつくる会,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_維新の党,当選者数_自由党,当選者数_自由民主党
色麻町議会議員補欠選挙（2003年04月27日投票）,色麻町議会議員補欠選挙,宮城県,色麻町,20030427.0,2003.0,4.0,27.0,,87.31,1.0,4.0,4.0,6350.0,,,,その他,,,,,色麻町議会議員補欠選挙（2003年04月27日投票）,1.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.0,1.0,0.0,0.5878341013824885,0.4121658986175115,,0.19594470046082949,0.4121658986175115,,5425.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5425.0,,,,,,5425.0,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,1.0,,,,,
色麻町議会議員補欠選挙（2007年04月22日投票）,色麻町議会議員補欠選挙,宮城県,色麻町,20070422.0,2007.0,4.0,22.0,20070417.0,無投票,1.0,1.0,1.0,6380.0,,,30.0,その他,87.31,,,,色麻町議会議員補欠選挙（2007年04月22日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,0.0,1.0,58.0,0.0,58.0,58.0,58.0,58.0,58.0,58.0,0.0,58.0,58.0,58.0,58.0,58.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,
色麻町議会議員補欠選挙（2015年08月09日投票）,色麻町議会議員補欠選挙,宮城県,色麻町,20150809.0,2015.0,8.0,9.0,20150804.0,80.94,3.0,4.0,1.3333333333333333,,,,,その他,,,,,色麻町議会議員補欠選挙（2015年08月09日投票）,1.0,4.0,3.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.25,,4689.0,1.0,53.5,11.412712210513327,34.0,51.25,59.0,61.25,62.0,50.666666666666664,11.897712198383164,34.0,45.5,57.0,59.0,61.0,,,,,,,,,,,,,4689.0,,,,,,4689.0,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,3.0,,,,,
色麻町議会議員選挙（2004年01月25日投票）,色麻町議会議員選挙,宮城県,色麻町,20040125.0,2004.0,1.0,25.0,,86.38,18.0,22.0,1.2222222222222223,6374.0,,,,任期満了,,,,,色麻町議会議員選挙（2004年01月25日投票）,1.0,22.0,18.0,1.2222222222222223,0.0,0.0,0.0,0.0,0.0,0.6818181818181818,0.22727272727272727,0.09090909090909091,0.7222222222222222,0.16666666666666666,0.1111111111111111,0.6734660936585759,0.20547585900772752,0.1210580473336965,0.044897739577238395,0.0410951718015455,0.06052902366684825,5451.930000000001,2.0,,,,,,,,,,,,,,,,,,,,,,,287.86,,,,5164.070000000001,,,,,,5451.93,,,,,,,,,0.05279965076587557,,,,0.9472003492341244,,,,,,1.0,,,,,,,,,0.05279965076587557,,,,0.045104778534958305,,,,,,,,,,,,,,1.0,,,,21.0,,,,,,,,,,,,,,1.0,,,,17.0,,,,,
色麻町議会議員選挙（2008年01月20日投票）,色麻町議会議員選挙,宮城県,色麻町,20080120.0,2008.0,1.0,20.0,20080115.0,82.68,1.0,18.0,18.0,6322.0,,,-52.0,任期満了,86.38,,,,色麻町議会議員選挙（2008年01月20日投票）,1.0,18.0,16.0,1.125,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.05555555555555555,0.1111111111111111,0.875,0.0,0.125,0.8218801772298209,0.01714505875553843,0.16097476401464073,0.05479201181532139,0.01714505875553843,0.08048738200732036,5191.0,2.0,58.833333333333336,6.701989754294366,50.0,55.0,57.5,60.5,79.0,59.3125,6.961669609368143,50.0,54.75,58.0,61.5,79.0,,,,,,,,,367.06,,,,4823.9400000000005,,,,,,5191.000000000001,,,,,,,,,0.07071084569447118,,,,0.9292891543055287,,,,,,1.0,,,,,,,,,0.07071084569447118,,,,0.05466406790032522,,,,,,,,,,,,,,1.0,,,,17.0,,,,,,,,,,,,,,1.0,,,,15.0,,,,,
色麻町議会議員選挙（2012年01月22日投票）,色麻町議会議員選挙,宮城県,色麻町,20120122.0,2012.0,1.0,22.0,20120117.0,80.02,16.0,18.0,1.125,6131.0,,,-191.0,任期満了,82.68,,,,色麻町議会議員選挙（2012年01月22日投票）,1.0,18.0,16.0,1.125,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,0.16666666666666666,0.05555555555555555,0.8125,0.125,0.0625,0.8129496402877698,0.1372065775950668,0.049843782117163414,0.05806783144912642,0.04573552586502227,0.049843782117163414,4865.0,2.0,,,,,,,,,,,,,,,,,,,,,,,258.42,,,,4606.58,,,,,,4865.0,,,,,,,,,0.05311819116135663,,,,0.9468818088386434,,,,,,1.0,,,,,,,,,0.05311819116135663,,,,0.055698929931684904,,,,,,,,,,,,,,1.0,,,,17.0,,,,,,,,,,,,,,1.0,,,,15.0,,,,,
色麻町議会議員選挙（2016年01月24日投票）,色麻町議会議員選挙,宮城県,色麻町,20160124.0,2016.0,1.0,24.0,20160119.0,77.22,16.0,19.0,1.1875,5922.0,,,-209.0,任期満了,80.02,,,,色麻町議会議員選挙（2016年01月24日投票）,1.0,19.0,16.0,1.1875,0.0,0.0,0.0,0.05263157894736842,0.0625,0.6842105263157895,0.2631578947368421,0.05263157894736842,0.6875,0.25,0.0625,0.6770856262381686,0.262161567246313,0.06075280651551838,0.052083509710628355,0.0524323134492626,0.06075280651551838,4543.0,2.0,61.36842105263158,9.91124043602058,34.0,59.0,62.0,65.5,87.0,61.25,10.615436872781073,34.0,59.5,62.0,65.25,87.0,,,,,,,,,197.0,,,,4346.0,,,,,,4543.0,,,,,,,,,0.04336341624477218,,,,0.9566365837552279,,,,,,1.0,,,,,,,,,0.04336341624477218,,,,0.053146476875290435,,,,,,,,,,,,,,1.0,,,,18.0,,,,,,,,,,,,,,0.0,,,,16.0,,,,,
色麻町議会議員選挙（2020年01月26日投票）,色麻町議会議員選挙,宮城県,色麻町,20200126.0,2020.0,1.0,26.0,20200121.0,77.2,13.0,18.0,1.3846153846153846,,,,,任期満了,77.22,,,,色麻町議会議員選挙（2020年01月26日投票）,1.0,18.0,13.0,1.3846153846153846,0.0,0.0,0.0,0.1111111111111111,0.07692307692307693,0.8333333333333334,0.1111111111111111,0.05555555555555555,0.8461538461538461,0.15384615384615385,0.0,0.8107394465287037,0.14423412456561557,0.04502642890568089,0.05404929643524691,0.07211706228280779,0.04502642890568089,4352.999,1.0,62.94444444444444,7.919541388392963,38.0,61.0,65.0,66.75,73.0,62.61538461538461,8.96607676435902,38.0,61.0,66.0,67.0,73.0,,,,,,,,,,,,,4352.999,,,,,,4352.999,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,0.05555555555555555,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,13.0,,,,,
蔵王町議会議員補欠選挙（2004年10月03日投票）,蔵王町議会議員補欠選挙,宮城県,蔵王町,20041003.0,2004.0,10.0,3.0,20040928.0,80.56,1.0,2.0,2.0,11032.0,,,,その他,,,,,蔵王町議会議員補欠選挙（2004年10月03日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,8455.0,1.0,52.0,3.0,49.0,50.5,52.0,53.5,55.0,55.0,0.0,55.0,55.0,55.0,55.0,55.0,,,,,,,,,,,,,8455.0,,,,,,8455.0,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,
蔵王町議会議員選挙（2000年02月27日投票）,蔵王町議会議員選挙,宮城県,蔵王町,20000227.0,2000.0,2.0,27.0,20000222.0,87.96,20.0,22.0,1.1,10930.0,,,,任期満了,,,,,蔵王町議会議員選挙（2000年02月27日投票）,1.0,22.0,20.0,1.1,0.0,0.0,0.0,0.0,0.0,0.7727272727272727,0.18181818181818182,0.045454545454545456,0.8,0.15,0.05,0.8005647455484143,0.1626182699399431,0.03681698451164261,0.04709204385578908,0.040654567484985776,0.03681698451164261,9491.0,3.0,59.95454545454545,6.970569774072032,40.0,57.25,60.5,65.75,72.0,59.65,7.213009080820569,40.0,56.5,60.0,66.0,72.0,,,,540.59,,,,,345.0,,,,8605.41,,,,,,9491.0,,,,0.056958170898746184,,,,,0.03635022653039722,,,,0.9066916025708566,,,,,,1.0,,,,0.056958170898746184,,,,,0.03635022653039722,,,,0.04533458012854283,,,,,,,,,1.0,,,,,1.0,,,,20.0,,,,,,,,,1.0,,,,,1.0,,,,18.0,,,,,
蔵王町議会議員選挙（2004年02月29日投票）,蔵王町議会議員選挙,宮城県,蔵王町,20040229.0,2004.0,2.0,29.0,20040224.0,83.98,20.0,21.0,1.05,10962.0,,,32.0,任期満了,87.96,,,,蔵王町議会議員選挙（2004年02月29日投票）,1.0,21.0,20.0,1.05,0.0,0.0,0.0,0.0,0.0,0.6190476190476191,0.38095238095238093,0.0,0.6,0.4,0.0,0.6045617017924487,0.39543829820755116,,0.04650474629172682,0.049429787275943896,,9140.01,3.0,60.095238095238095,8.689921704424323,34.0,57.0,62.0,65.0,70.0,59.8,8.80113629027525,34.0,56.75,61.5,65.0,70.0,,,,511.76,,,,,389.0,,,,8239.25,,,,,,9140.01,,,,0.05599118600526695,,,,,0.04256012849001259,,,,0.9014486855047205,,,,,,1.0,,,,0.05599118600526695,,,,,0.04256012849001259,,,,0.04744466765814318,,,,,,,,,1.0,,,,,1.0,,,,19.0,,,,,,,,,1.0,,,,,1.0,,,,18.0,,,,,
蔵王町議会議員選挙（2008年02月24日投票）,蔵王町議会議員選挙,宮城県,蔵王町,20080224.0,2008.0,2.0,24.0,20080219.0,76.26,16.0,17.0,1.0625,10991.0,,,29.0,任期満了,83.98,,,,蔵王町議会議員選挙（2008年02月24日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.0,0.0,0.7058823529411765,0.29411764705882354,0.0,0.75,0.25,0.0,0.7232347616173808,0.2767652383826192,,0.060269563468115066,0.05535304767652384,,8285.0,3.0,58.11764705882353,7.583902091552611,38.0,55.0,60.0,63.0,68.0,58.0,7.802243267163617,38.0,54.5,59.5,63.5,68.0,,,,618.0,,,,,356.0,,,,7311.0,,,,,,8285.0,,,,0.07459263729631865,,,,,0.04296922148461074,,,,0.8824381412190706,,,,,,1.0,,,,0.07459263729631865,,,,,0.04296922148461074,,,,0.058829209414604705,,,,,,,,,1.0,,,,,1.0,,,,15.0,,,,,,,,,1.0,,,,,1.0,,,,14.0,,,,,
蔵王町議会議員選挙（2012年02月26日投票）,蔵王町議会議員選挙,宮城県,蔵王町,20120226.0,2012.0,2.0,26.0,20120221.0,76.14,15.0,17.0,1.1333333333333333,10817.0,,,-174.0,任期満了,76.26,,,,蔵王町議会議員選挙（2012年02月26日投票）,1.0,17.0,15.0,1.1333333333333333,0.0,0.0,0.0,0.0,0.0,0.6470588235294118,0.35294117647058826,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6490904627470234,0.3509095372529766,,0.05900822388609304,0.058484922875496094,,8146.999999999999,3.0,57.35294117647059,6.480206754786076,42.0,52.0,59.0,63.0,67.0,57.4,6.740919818541087,42.0,52.0,59.0,63.0,67.0,,,,609.14,,,,,346.0,,,,7191.86,,,,,,8147.0,,,,0.0747686264882779,,,,,0.042469620719283174,,,,0.8827617527924388,,,,,,1.0,,,,0.0747686264882779,,,,,0.042469620719283174,,,,0.05885078351949592,,,,,,,,,1.0,,,,,1.0,,,,15.0,,,,,,,,,1.0,,,,,1.0,,,,13.0,,,,,
蔵王町議会議員選挙（2016年02月28日投票）,蔵王町議会議員選挙,宮城県,蔵王町,20160228.0,2016.0,2.0,28.0,20160223.0,69.3,15.0,16.0,1.0666666666666669,10468.0,,,-349.0,任期満了,76.14,,,,蔵王町議会議員選挙（2016年02月28日投票）,1.0,16.0,15.0,1.0666666666666667,0.0,0.0,0.0,0.0,0.0,0.6875,0.3125,0.0,0.7333333333333333,0.26666666666666666,0.0,0.7447331109257714,0.2552668890742285,,0.06770301008416103,0.0510533778148457,,7194.0,0.0,61.9375,5.332315983697891,51.0,60.5,62.5,66.25,71.0,62.666666666666664,4.671426144361293,52.0,61.0,63.0,66.5,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
蔵王町議会議員選挙（2020年02月23日投票）,蔵王町議会議員選挙,宮城県,蔵王町,20200223.0,2020.0,2.0,23.0,20200218.0,68.13,15.0,17.0,1.1333333333333333,,,,,任期満了,69.3,,,,蔵王町議会議員選挙（2020年02月23日投票）,1.0,17.0,15.0,1.1333333333333333,0.0,0.0,0.0,0.0,0.0,0.8235294117647058,0.17647058823529413,0.0,0.8666666666666667,0.13333333333333333,0.0,0.8505862507183065,0.1494137492816934,,0.06075616076559332,0.0498045830938978,,7018.243,4.0,64.29411764705883,9.221233207576528,38.0,65.0,67.0,71.0,75.0,65.33333333333333,8.669230390037836,38.0,65.0,67.0,71.0,75.0,399.62199999999996,,,591.0,,,,,399.62199999999996,,,,5627.999000000001,,,,,,7018.243,0.05694046216410573,,,0.08420911045684795,,,,,0.05694046216410573,,,,0.8019099652149406,,,,,,1.0,0.05694046216410573,,,0.08420911045684795,,,,,0.05694046216410573,,,,0.057279283229638614,,,,,,1.0,,,1.0,,,,,1.0,,,,14.0,,,,,,1.0,,,1.0,,,,,1.0,,,,12.0,,,,,
角田市議会議員補欠選挙（2020年07月12日投票）,角田市議会議員補欠選挙,宮城県,角田市,20200712.0,2020.0,7.0,12.0,20200705.0,無投票,2.0,2.0,1.0,,,,,辞職/黒須貫氏、武田暁氏の辞職（市長選出馬）のため,,,,,角田市議会議員補欠選挙（2020年07月12日投票）,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,65.5,2.5,63.0,64.25,65.5,66.75,68.0,65.5,2.5,63.0,64.25,65.5,66.75,68.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,2.0,,,,,
角田市議会議員選挙（1999年09月12日投票）,角田市議会議員選挙,宮城県,角田市,19990912.0,1999.0,9.0,12.0,19990905.0,83.11,24.0,30.0,1.25,26975.0,,,,任期満了,,,,,角田市議会議員選挙（1999年09月12日投票）,1.0,30.0,24.0,1.25,0.0,0.0,0.0,0.03333333333333333,0.041666666666666664,0.6333333333333333,0.3333333333333333,0.03333333333333333,0.625,0.3333333333333333,0.041666666666666664,0.634157128658836,0.33191862319743687,0.033924248143727236,0.033376690982044,0.033191862319743685,0.033924248143727236,22225.99,3.0,,,,,,,,,,,,,,,,,,736.0,,,,,1425.31,,,,20064.68,,,,,,22225.99,,,,0.033114385455945944,,,,,0.0641280770845303,,,,0.9027575374595237,,,,,,1.0,,,,0.033114385455945944,,,,,0.03206403854226515,,,,0.03343546435035273,,,,,,,,,1.0,,,,,2.0,,,,27.0,,,,,,,,,1.0,,,,,2.0,,,,21.0,,,,,
角田市議会議員選挙（2003年09月14日投票）,角田市議会議員選挙,宮城県,角田市,20030914.0,2003.0,9.0,14.0,20030907.0,74.78,21.0,22.0,1.0476190476190477,27232.0,,,257.0,任期満了,83.11,,,,角田市議会議員選挙（2003年09月14日投票）,1.0,22.0,21.0,1.0476190476190477,0.0,0.0,0.0,0.045454545454545456,0.047619047619047616,0.7727272727272727,0.22727272727272727,0.0,0.7619047619047619,0.23809523809523808,0.0,0.7790485458111877,0.22095145418881243,,0.04582638504771692,0.044190290837762485,,20223.989999999998,4.0,,,,,,,,,,,,,,,,,,1183.0,,,,,1690.98,,,,16714.01,,,,,636.0,20223.989999999998,,,,0.058494886518436776,,,,,0.08361258090020812,,,,0.8264447322214855,,,,,0.031447800359869646,1.0,,,,0.058494886518436776,,,,,0.04180629045010406,,,,0.045913596234526975,,,,,0.031447800359869646,,,,1.0,,,,,2.0,,,,18.0,,,,,1.0,,,,1.0,,,,,2.0,,,,17.0,,,,,1.0
角田市議会議員選挙（2007年09月09日投票）,角田市議会議員選挙,宮城県,角田市,20070909.0,2007.0,9.0,9.0,20070902.0,70.2,19.0,20.0,1.0526315789473684,26893.0,,,-339.0,任期満了,74.78,,,,角田市議会議員選挙（2007年09月09日投票）,1.0,20.0,19.0,1.0526315789473684,0.0,0.0,0.0,0.05,0.05263157894736842,0.8,0.15,0.05,0.7894736842105263,0.15789473684210525,0.05263157894736842,0.7852033735454255,0.1665954948222483,0.048201131632326255,0.04907521084658909,0.0555318316074161,0.048201131632326255,18734.0,3.0,56.3,5.823229344616267,41.0,54.0,58.0,59.25,65.0,56.0,5.821918656431508,41.0,54.0,58.0,58.5,65.0,,,,1232.0,,,,,2123.0,,,,15379.0,,,,,,18734.0,,,,0.06576278424255365,,,,,0.11332336927511477,,,,0.8209138464823316,,,,,,1.0,,,,0.06576278424255365,,,,,0.056661684637557386,,,,0.048289049793078326,,,,,,,,,1.0,,,,,2.0,,,,17.0,,,,,,,,,1.0,,,,,2.0,,,,16.0,,,,,
角田市議会議員選挙（2011年09月11日投票）,角田市議会議員選挙,宮城県,角田市,20110911.0,2011.0,9.0,11.0,20110904.0,66.23,18.0,20.0,1.1111111111111112,26254.0,,,-639.0,任期満了,70.2,,,,角田市議会議員選挙（2011年09月11日投票）,1.0,20.0,18.0,1.1111111111111112,0.0,0.0,0.0,0.05,0.05555555555555555,0.95,0.05,0.0,0.9444444444444444,0.05555555555555555,0.0,0.9348619072433559,0.06513809275664409,,0.049203258275966104,0.06513809275664409,,17271.0,4.0,59.2,6.554387843269577,45.0,57.5,60.5,62.25,69.0,59.111111111111114,6.870944370551246,45.0,56.5,60.5,62.75,69.0,,,,1314.0,,,,,1650.0,,,,13659.0,,,,,648.0,17271.0,,,,0.0760812923397603,,,,,0.09553586937641133,,,,0.7908632968560014,,,,,0.03751954142782699,1.0,,,,0.0760812923397603,,,,,0.047767934688205664,,,,0.04942895605350009,,,,,0.03751954142782699,,,,1.0,,,,,2.0,,,,16.0,,,,,1.0,,,,1.0,,,,,2.0,,,,14.0,,,,,1.0
角田市議会議員選挙（2015年09月13日投票）,角田市議会議員選挙,宮城県,角田市,20150913.0,2015.0,9.0,13.0,20150906.0,65.14,18.0,20.0,1.1111111111111112,,,,,任期満了,66.23,,,,角田市議会議員選挙（2015年09月13日投票）,1.0,20.0,18.0,1.1111111111111112,0.0,0.0,0.0,0.05,0.05555555555555555,0.65,0.3,0.0,0.6666666666666666,0.2777777777777778,0.0,0.586523067522151,0.3662419798350138,,0.04511715904016546,0.0610403299725023,,16365.0,4.0,59.6,8.404760555780276,40.0,53.75,61.0,63.75,73.0,59.27777777777778,8.79902491791976,40.0,53.25,60.0,65.25,73.0,,,,1098.0,,,,,1379.45,,,,13264.55,,,,,623.0,16365.0,,,,0.06709440879926673,,,,,0.08429269783073633,,,,0.8105438435685914,,,,,0.038069049801405436,1.0,,,,0.06709440879926673,,,,,0.04214634891536816,,,,0.050658990223036965,,,,,0.038069049801405436,,,,1.0,,,,,2.0,,,,16.0,,,,,1.0,,,,1.0,,,,,2.0,,,,14.0,,,,,1.0
角田市議会議員選挙（2019年09月15日投票）,角田市議会議員選挙,宮城県,角田市,20190915.0,2019.0,9.0,15.0,20190908.0,58.06,16.0,17.0,1.0625,,,,,任期満了,65.14,,,,角田市議会議員選挙（2019年09月15日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.11764705882352941,0.125,0.8235294117647058,0.17647058823529413,0.0,0.875,0.125,0.0,0.8541488888474278,0.14585111115257224,,0.06101063491767341,0.04861703705085741,,14256.998,3.0,63.529411764705884,8.83920176765263,44.0,57.0,65.0,67.0,77.0,63.3125,9.06724013964558,44.0,56.5,64.5,68.0,77.0,,,,1310.0,,,,,1358.0,,,,11588.998,,,,,,14256.998,,,,0.09188470111309548,,,,,0.09525146878746844,,,,0.8128638300994361,,,,,,1.0,,,,0.09188470111309548,,,,,0.04762573439373422,,,,0.05806170214995972,,,,,,,,,1.0,,,,,2.0,,,,14.0,,,,,,,,,1.0,,,,,2.0,,,,13.0,,,,,
政党名,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ざおう民衆党,みんなの党,仙台市を福祉のまちにする会,公明党,国民民主党,地域政党富谷町民党 ,地域政党輝くまち ,幸福実現党,日本共産党,杜の市民・県民会議,民主党,清き碧の女川をつくる会,無所属,社会民主党,立憲民主党,維新の党,自由党,自由民主党,sum_v,ざおう民衆党,みんなの党,仙台市を福祉のまちにする会,公明党,国民民主党,地域政党富谷町民党 ,地域政党輝くまち ,幸福実現党,日本共産党,杜の市民・県民会議,民主党,清き碧の女川をつくる会,無所属,社会民主党,立憲民主党,維新の党,自由党,自由民主党,sum_v,ざおう民衆党,みんなの党,仙台市を福祉のまちにする会,公明党,国民民主党,地域政党富谷町民党 ,地域政党輝くまち ,幸福実現党,日本共産党,杜の市民・県民会議,民主党,清き碧の女川をつくる会,無所属,社会民主党,立憲民主党,維新の党,自由党,自由民主党,ざおう民衆党,みんなの党,仙台市を福祉のまちにする会,公明党,国民民主党,地域政党富谷町民党 ,地域政党輝くまち ,幸福実現党,日本共産党,杜の市民・県民会議,民主党,清き碧の女川をつくる会,無所属,社会民主党,立憲民主党,維新の党,自由党,自由民主党,ざおう民衆党,みんなの党,仙台市を福祉のまちにする会,公明党,国民民主党,地域政党富谷町民党 ,地域政党輝くまち ,幸福実現党,日本共産党,杜の市民・県民会議,民主党,清き碧の女川をつくる会,無所属,社会民主党,立憲民主党,維新の党,自由党,自由民主党
