,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_たちあがれ日本,得票数_みんなの党,得票数_公明党,得票数_幸福実現党,得票数_日本共産党,得票数_日本維新の会,得票数_民主党,得票数_無所属,得票数_立憲民主党,得票数_維新の党,得票数_自由民主党,得票数_sum_v,得票率_たちあがれ日本,得票率_みんなの党,得票率_公明党,得票率_幸福実現党,得票率_日本共産党,得票率_日本維新の会,得票率_民主党,得票率_無所属,得票率_立憲民主党,得票率_維新の党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_たちあがれ日本,一人あたり得票率_みんなの党,一人あたり得票率_公明党,一人あたり得票率_幸福実現党,一人あたり得票率_日本共産党,一人あたり得票率_日本維新の会,一人あたり得票率_民主党,一人あたり得票率_無所属,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_自由民主党,立候補者数_たちあがれ日本,立候補者数_みんなの党,立候補者数_公明党,立候補者数_幸福実現党,立候補者数_日本共産党,立候補者数_日本維新の会,立候補者数_民主党,立候補者数_無所属,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_自由民主党,当選者数_たちあがれ日本,当選者数_みんなの党,当選者数_公明党,当選者数_幸福実現党,当選者数_日本共産党,当選者数_日本維新の会,当選者数_民主党,当選者数_無所属,当選者数_立憲民主党,当選者数_維新の党,当選者数_自由民主党
つるぎ町議会議員補欠選挙（2017年03月19日投票）,つるぎ町議会議員補欠選挙,徳島県,つるぎ町,20170319.0,2017.0,3.0,19.0,20170314.0,36.6,1.0,2.0,2.0,8465.0,,,,その他/田村昭仁議員の公選法違反による辞職のため,,,,,つるぎ町議会議員補欠選挙（2017年03月19日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,,0.31132410365637203,0.688675896343628,,0.31132410365637203,0.688675896343628,2817.0,0.0,33.5,1.5,32.0,32.75,33.5,34.25,35.0,35.0,0.0,35.0,35.0,35.0,35.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
つるぎ町議会議員選挙（2006年11月19日投票）,つるぎ町議会議員選挙,徳島県,つるぎ町,20061119.0,2006.0,11.0,19.0,20061114.0,89.91,0.0,23.0,,10366.0,,,,任期満了,,,,,つるぎ町議会議員選挙（2006年11月19日投票）,3.0,23.0,18.0,1.2777777777777777,0.0,0.0,0.0,0.17391304347826086,0.1111111111111111,0.7391304347826086,0.21739130434782608,0.043478260869565216,0.8888888888888888,0.05555555555555555,0.05555555555555555,0.7878622197922361,0.14904319300164023,0.06309458720612357,0.04634483645836683,0.029808638600328046,0.06309458720612357,9145.0,2.0,57.95652173913044,10.062752069193056,25.0,56.0,58.0,63.0,71.0,59.833333333333336,6.229410530343586,45.0,56.25,58.5,62.0,71.0,,,,,334.0,,,8811.0,,,,9145.0,,,,,0.03652268999453253,,,0.9634773100054674,,,,1.0,,,,,0.03652268999453253,,,0.0437944231820667,,,,,,,,1.0,,,22.0,,,,,,,,0.0,,,18.0,,,
つるぎ町議会議員選挙（2010年11月19日投票）,つるぎ町議会議員選挙,徳島県,つるぎ町,20101119.0,2010.0,11.0,19.0,20101114.0,無投票,16.0,16.0,1.0,9797.0,,,-569.0,任期満了,89.91,,,,つるぎ町議会議員選挙（2010年11月19日投票）,1.0,16.0,16.0,1.0,1.0,1.0,0.0,0.1875,0.1875,0.875,0.125,0.0,0.875,0.125,0.0,,,,,,,0.0,1.0,59.8125,9.248099466917514,29.0,60.0,62.0,63.25,73.0,59.8125,9.248099466917514,29.0,60.0,62.0,63.25,73.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,16.0,,,
つるぎ町議会議員選挙（2014年11月16日投票）,つるぎ町議会議員選挙,徳島県,つるぎ町,20141116.0,2014.0,11.0,16.0,20141111.0,81.46,14.0,16.0,1.1428571428571428,8853.0,,,-944.0,任期満了,,,,,つるぎ町議会議員選挙（2014年11月16日投票）,1.0,16.0,14.0,1.1428571428571428,0.0,0.0,0.0,0.1875,0.21428571428571427,0.8125,0.1875,0.0,0.7857142857142857,0.21428571428571427,0.0,0.752103196859226,0.24789680314077397,,0.057854092066094306,0.08263226771359132,,7132.0,1.0,59.0625,12.044027306096579,33.0,55.25,64.5,66.0,70.0,60.42857142857143,10.581076678366403,36.0,58.0,64.5,66.0,70.0,,,,,,,,7132.0,,,,7132.0,,,,,,,,1.0,,,,1.0,,,,,,,,0.0625,,,,,,,,,,,16.0,,,,,,,,,,,14.0,,,
つるぎ町議会議員選挙（2018年11月11日投票）,つるぎ町議会議員選挙,徳島県,つるぎ町,20181111.0,2018.0,11.0,11.0,20181106.0,76.2,12.0,14.0,1.1666666666666667,8060.0,,,-793.0,任期満了,81.46,,,,つるぎ町議会議員選挙（2018年11月11日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,0.21428571428571427,0.25,0.8571428571428571,0.14285714285714285,0.0,0.9166666666666666,0.08333333333333333,0.0,0.9423361261705273,0.05766387382947265,,0.07852801051421061,0.028831936914736324,,6087.0,2.0,61.857142857142854,12.380036596167598,37.0,57.75,68.0,70.0,74.0,60.5,12.880864360230902,37.0,53.25,68.0,70.0,74.0,,,,,308.0,,,5779.0,,,,6087.0,,,,,0.05059963857401019,,,0.9494003614259898,,,,1.0,,,,,0.05059963857401019,,,0.07303079703276845,,,,,,,,1.0,,,13.0,,,,,,,,1.0,,,11.0,,,
三好市議会議員補欠選挙（2007年08月12日投票）,三好市議会議員補欠選挙,徳島県,三好市,20070812.0,2007.0,8.0,12.0,20070805.0,85.18,1.0,2.0,2.0,1781.0,,,,その他,,,,,三好市議会議員補欠選挙（2007年08月12日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,1490.0,1.0,61.5,1.5,60.0,60.75,61.5,62.25,63.0,63.0,0.0,63.0,63.0,63.0,63.0,63.0,,,,,,,,1490.0,,,,1490.0,,,,,,,,1.0,,,,1.0,,,,,,,,0.5,,,,,,,,,,,2.0,,,,,,,,,,,1.0,,,
三好市議会議員補欠選挙（2021年07月11日投票）,三好市議会議員補欠選挙,徳島県,三好市,20210711.0,2021.0,7.0,11.0,20210704.0,54.77,1.0,3.0,3.0,21556.0,10075.0,11481.0,19775.0,その他,85.18,,,,三好市議会議員補欠選挙（2021年07月11日投票）,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,,0.6775895584559845,0.32241044154401555,,0.3387947792279922,0.32241044154401555,10803.0,2.0,58.666666666666664,13.199326582148887,40.0,54.0,68.0,68.0,68.0,40.0,0.0,40.0,40.0,40.0,40.0,40.0,,,,,3483.0,,,7320.0,,,,10803.0,,,,,0.32241044154401555,,,0.6775895584559845,,,,1.0,,,,,0.32241044154401555,,,0.3387947792279922,,,,,,,,1.0,,,2.0,,,,,,,,0.0,,,1.0,,,
三好市議会議員選挙（2006年04月16日投票）,三好市議会議員選挙,徳島県,三好市,20060416.0,2006.0,4.0,16.0,20060409.0,80.63,0.0,52.0,,28889.0,,,,その他,,,,,三好市議会議員選挙（2006年04月16日投票）,6.0,52.0,38.0,1.368421052631579,0.057692307692307696,0.16666666666666666,0.16666666666666666,0.057692307692307696,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.02040816326530612,,22865.0,2.0,57.75,6.7135769441196835,43.0,53.75,57.0,63.0,73.0,57.44736842105263,7.0624931054313915,43.0,53.0,56.5,62.5,73.0,,,,,1017.0,,,,,,,1017.0,,,,,1.0,,,,,,,1.0,,,,,0.5,,,,,,,,,,,2.0,,,50.0,,,,,,,,2.0,,,36.0,,,
三好市議会議員選挙（2010年04月11日投票）,三好市議会議員選挙,徳島県,三好市,20100411.0,2010.0,4.0,11.0,20100404.0,84.5,24.0,28.0,1.1666666666666667,27025.0,,,-1864.0,任期満了,80.63,,,,三好市議会議員選挙（2010年04月11日投票）,1.0,28.0,24.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,0.03571428571428571,,,22404.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
三好市議会議員選挙（2014年04月13日投票）,三好市議会議員選挙,徳島県,三好市,20140413.0,2014.0,4.0,13.0,20140406.0,77.19,22.0,27.0,1.2272727272727273,,,,,任期満了,84.5,,,,三好市議会議員選挙（2014年04月13日投票）,1.0,26.0,22.0,1.1818181818181819,0.0,0.0,0.0,0.038461538461538464,0.0,0.8076923076923077,0.15384615384615385,0.038461538461538464,0.8636363636363636,0.09090909090909091,0.045454545454545456,0.777066722618548,0.14750314729332772,0.07543013008812421,0.037003177267549904,0.03687578682333193,0.07543013008812421,19064.0,3.0,62.38461538461539,6.939723576167098,41.0,59.25,64.5,66.0,73.0,61.95454545454545,7.201497778096851,41.0,59.25,63.0,66.0,73.0,,,1125.0,,573.0,,,17366.0,,,,19064.0,,,0.05901174989509022,,0.030056651279899288,,,0.9109315988250105,,,,1.0,,,0.05901174989509022,,0.030056651279899288,,,0.03795548328437544,,,,,,1.0,,1.0,,,24.0,,,,,,1.0,,1.0,,,20.0,,,
三好市議会議員選挙（2018年04月08日投票）,三好市議会議員選挙,徳島県,三好市,20180408.0,2018.0,4.0,8.0,20180401.0,73.38,22.0,28.0,1.2727272727272727,,,,,任期満了,77.19,,,,三好市議会議員選挙（2018年04月08日投票）,1.0,28.0,22.0,1.2727272727272727,0.0,0.0,0.0,0.10714285714285714,0.045454545454545456,0.7142857142857143,0.25,0.03571428571428571,0.8181818181818182,0.18181818181818182,0.0,0.7864100332361245,0.19862693337794468,0.01496303338593084,0.03932050166180622,0.02837527619684924,0.01496303338593084,17041.999,2.0,65.10714285714286,9.397337334564074,38.0,62.5,66.0,70.0,84.0,63.27272727272727,9.185867693868456,38.0,61.0,65.0,69.75,76.0,,,1001.23,,,,,16040.769,,,,17041.999,,,0.05875073692939426,,,,,0.9412492630706057,,,,1.0,,,0.05875073692939426,,,,,0.03486108381742984,,,,,,1.0,,,,,27.0,,,,,,1.0,,,,,21.0,,,
上勝町議会議員選挙（2007年12月16日投票）,上勝町議会議員選挙,徳島県,上勝町,20071216.0,2007.0,12.0,16.0,20071211.0,84.96,8.0,10.0,1.25,1802.0,,,,任期満了,,,,,上勝町議会議員選挙（2007年12月16日投票）,1.0,10.0,8.0,1.25,0.0,0.0,0.0,0.1,0.125,0.6,0.4,0.0,0.625,0.375,0.0,0.642292490118577,0.3577075098814229,,0.10704874835309618,0.08942687747035573,,1518.0,2.0,61.2,7.520638270785265,53.0,54.75,59.0,66.75,74.0,60.625,6.817945071647322,53.0,56.25,59.0,62.25,74.0,,,,,189.0,,,1329.0,,,,1518.0,,,,,0.12450592885375494,,,0.8754940711462451,,,,1.0,,,,,0.12450592885375494,,,0.09727711901624946,,,,,,,,1.0,,,9.0,,,,,,,,1.0,,,7.0,,,
上勝町議会議員選挙（2011年12月18日投票）,上勝町議会議員選挙,徳島県,上勝町,20111218.0,2011.0,12.0,18.0,20111213.0,84.69,8.0,9.0,1.125,1698.0,,,-104.0,任期満了,84.96,,,,上勝町議会議員選挙（2011年12月18日投票）,1.0,9.0,8.0,1.125,0.0,0.0,0.0,0.1111111111111111,0.125,0.6666666666666666,0.3333333333333333,0.0,0.625,0.375,0.0,0.6062937062937063,0.39370629370629373,,0.10104895104895105,0.13123543123543124,,1430.0,2.0,63.77777777777778,6.178417233092374,57.0,61.0,61.0,64.0,78.0,63.75,6.552671211040578,57.0,60.25,61.0,65.5,78.0,,,,,145.0,,,1285.0,,,,1430.0,,,,,0.10139860139860139,,,0.8986013986013986,,,,1.0,,,,,0.10139860139860139,,,0.11232517482517483,,,,,,,,1.0,,,8.0,,,,,,,,1.0,,,7.0,,,
上勝町議会議員選挙（2015年12月20日投票）,上勝町議会議員選挙,徳島県,上勝町,20151220.0,2015.0,12.0,20.0,20151215.0,無投票,8.0,8.0,1.0,,,,,任期満了,84.69,,,,上勝町議会議員選挙（2015年12月20日投票）,1.0,8.0,8.0,1.0,1.0,1.0,0.0,0.125,0.125,0.75,0.25,0.0,0.75,0.25,0.0,,,,,,,0.0,2.0,65.125,9.726735063730276,46.0,61.75,65.0,68.0,82.0,65.125,9.726735063730276,46.0,61.75,65.0,68.0,82.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,7.0,,,,,,,,1.0,,,7.0,,,
上勝町議会議員選挙（2019年12月22日投票）,上勝町議会議員選挙,徳島県,上勝町,20191222.0,2019.0,12.0,22.0,20191217.0,80.2,8.0,9.0,1.125,,,,,任期満了,,,,,上勝町議会議員選挙（2019年12月22日投票）,1.0,9.0,8.0,1.125,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.5555555555555556,0.0,0.375,0.625,0.0,0.38848263254113347,0.6115173674588665,,0.09712065813528337,0.12230347349177331,,1094.0,2.0,64.44444444444444,11.576903357894317,49.0,58.0,63.0,70.0,86.0,62.75,11.177544453054079,49.0,56.0,61.0,67.75,86.0,,,,,71.0,,,1023.0,,,,1094.0,,,,,0.06489945155393052,,,0.9351005484460695,,,,1.0,,,,,0.06489945155393052,,,0.11688756855575869,,,,,,,,1.0,,,8.0,,,,,,,,1.0,,,7.0,,,
上板町議会議員補欠選挙（2006年04月09日投票）,上板町議会議員補欠選挙,徳島県,上板町,20060409.0,2006.0,4.0,9.0,20060404.0,57.13,1.0,2.0,2.0,10808.0,,,,その他,,,,,上板町議会議員補欠選挙（2006年04月09日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,5915.0,1.0,61.0,0.0,61.0,61.0,61.0,61.0,61.0,61.0,0.0,61.0,61.0,61.0,61.0,61.0,,,,,,,,5915.0,,,,5915.0,,,,,,,,1.0,,,,1.0,,,,,,,,0.5,,,,,,,,,,,2.0,,,,,,,,,,,1.0,,,
上板町議会議員選挙（1999年09月26日投票）,上板町議会議員選挙,徳島県,上板町,19990926.0,1999.0,9.0,26.0,19990921.0,86.6,18.0,19.0,1.0555555555555556,10416.0,,,,任期満了,,,,,上板町議会議員選挙（1999年09月26日投票）,1.0,19.0,18.0,1.0555555555555556,0.0,0.0,0.0,0.05263157894736842,0.05555555555555555,0.8947368421052632,0.05263157894736842,0.05263157894736842,0.9444444444444444,0.05555555555555555,0.0,0.8778985101377843,0.08468690489526157,0.037414584966954184,0.051641088831634374,0.08468690489526157,0.037414584966954184,8927.0,2.0,64.05263157894737,7.783069913942606,49.0,58.5,63.0,70.0,77.0,64.38888888888889,7.860865720551599,49.0,59.25,63.5,71.5,77.0,,,,,756.0,,,8171.0,,,,8927.0,,,,,0.08468690489526157,,,0.9153130951047385,,,,1.0,,,,,0.08468690489526157,,,0.0508507275058188,,,,,,,,1.0,,,18.0,,,,,,,,1.0,,,17.0,,,
上板町議会議員選挙（2003年09月21日投票）,上板町議会議員選挙,徳島県,上板町,20030921.0,2003.0,9.0,21.0,20030916.0,85.65,18.0,21.0,1.1666666666666667,10761.0,,,345.0,任期満了,86.6,,,,上板町議会議員選挙（2003年09月21日投票）,1.0,21.0,18.0,1.1666666666666667,0.0,0.0,0.0,0.047619047619047616,0.05555555555555555,0.6666666666666666,0.3333333333333333,0.0,0.7222222222222222,0.2777777777777778,0.0,0.7122507122507122,0.28774928774928776,,0.05087505087505088,0.04110704110704111,,9126.0,2.0,63.04761904761905,8.323667864110037,46.0,58.0,63.0,68.0,81.0,63.44444444444444,8.738307884903003,46.0,59.25,63.0,68.0,81.0,,,,,489.0,,,8637.0,,,,9126.0,,,,,0.05358316896778435,,,0.9464168310322156,,,,1.0,,,,,0.05358316896778435,,,0.04732084155161078,,,,,,,,1.0,,,20.0,,,,,,,,1.0,,,17.0,,,
上板町議会議員選挙（2007年09月16日投票）,上板町議会議員選挙,徳島県,上板町,20070916.0,2007.0,9.0,16.0,20070911.0,79.79,16.0,17.0,1.0625,10881.0,,,120.0,任期満了,85.65,,,,上板町議会議員選挙（2007年09月16日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.11764705882352941,0.125,0.8235294117647058,0.17647058823529413,0.0,0.8125,0.1875,0.0,0.7602128154436562,0.23978718455634374,,0.05430091538883258,0.07992906151878125,,8599.0,2.0,63.470588235294116,11.757939230498552,38.0,58.0,64.0,68.0,85.0,62.875,11.868419229198134,38.0,57.75,63.0,67.25,85.0,,,,,502.0,,,8097.0,,,,8599.0,,,,,0.0583788812652634,,,0.9416211187347366,,,,1.0,,,,,0.0583788812652634,,,0.05885131992092104,,,,,,,,1.0,,,16.0,,,,,,,,1.0,,,15.0,,,
上板町議会議員選挙（2011年09月18日投票）,上板町議会議員選挙,徳島県,上板町,20110918.0,2011.0,9.0,18.0,20110913.0,77.78,14.0,17.0,1.2142857142857142,10683.0,,,-198.0,任期満了,79.79,,,,上板町議会議員選挙（2011年09月18日投票）,1.0,17.0,14.0,1.2142857142857142,0.0,0.0,0.0,0.11764705882352941,0.07142857142857142,0.7058823529411765,0.29411764705882354,0.0,0.7142857142857143,0.2857142857142857,0.0,0.6992225461613216,0.3007774538386783,,0.058268545513443466,0.060155490767735666,,8232.0,2.0,,,,,,,,,,,,,,,,,,,347.0,,,7885.0,,,,8232.0,,,,,0.04215257531584062,,,0.9578474246841594,,,,1.0,,,,,0.04215257531584062,,,0.05986546404275996,,,,,,,,1.0,,,16.0,,,,,,,,0.0,,,14.0,,,
上板町議会議員選挙（2015年09月13日投票）,上板町議会議員選挙,徳島県,上板町,20150913.0,2015.0,9.0,13.0,20150908.0,,14.0,15.0,1.0714285714285714,,,,,任期満了,77.78,,,,上板町議会議員選挙（2015年09月13日投票）,1.0,15.0,14.0,1.0714285714285714,0.0,0.0,0.0,0.2,0.21428571428571427,0.7333333333333333,0.2,0.06666666666666667,0.7142857142857143,0.21428571428571427,0.07142857142857142,0.717327262988752,0.21411355115158007,0.06855918585966791,0.06521156936261382,0.07137118371719335,0.06855918585966791,7468.0,2.0,64.6,9.951884243699784,43.0,61.0,66.0,71.0,80.0,64.5,10.293895555827527,43.0,59.5,66.0,71.5,80.0,,,,,512.0,,,6956.0,,,,7468.0,,,,,0.06855918585966791,,,0.9314408141403321,,,,1.0,,,,,0.06855918585966791,,,0.06653148672430943,,,,,,,,1.0,,,14.0,,,,,,,,1.0,,,13.0,,,
上板町議会議員選挙（2019年09月15日投票）,上板町議会議員選挙,徳島県,上板町,20190915.0,2019.0,9.0,15.0,20190910.0,無投票,13.0,13.0,1.0,,,,,任期満了,,,,,上板町議会議員選挙（2019年09月15日投票）,1.0,13.0,13.0,1.0,1.0,1.0,0.0,0.23076923076923078,0.23076923076923078,0.9230769230769231,0.07692307692307693,0.0,0.9230769230769231,0.07692307692307693,0.0,,,,,,,0.0,2.0,66.53846153846153,9.660509499347446,47.0,62.0,69.0,74.0,79.0,66.53846153846153,9.660509499347446,47.0,62.0,69.0,74.0,79.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,12.0,,,,,,,,1.0,,,12.0,,,
佐那河内村議会議員補欠選挙（2010年07月04日投票）,佐那河内村議会議員補欠選挙,徳島県,佐那河内村,20100704.0,2010.0,7.0,4.0,20100629.0,75.09,1.0,3.0,3.0,2746.0,,,,その他,,,,,佐那河内村議会議員補欠選挙（2010年07月04日投票）,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,0.3333333333333333,,,2000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
佐那河内村議会議員選挙（2003年04月27日投票）,佐那河内村議会議員選挙,徳島県,佐那河内村,20030427.0,2003.0,4.0,27.0,20030422.0,90.58,12.0,13.0,1.0833333333333333,2622.0,,,,任期満了,,,,,佐那河内村議会議員選挙（2003年04月27日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.15384615384615385,0.08333333333333333,0.6153846153846154,0.38461538461538464,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6027164685908319,0.39728353140916806,,0.07533955857385399,0.07945670628183361,,2356.0,2.0,61.61538461538461,4.6828403862228996,54.0,59.0,61.0,65.0,70.0,61.333333333333336,4.766783215358363,54.0,58.25,61.0,65.25,70.0,,,,,130.0,,,2226.0,,,,2356.0,,,,,0.055178268251273345,,,0.9448217317487266,,,,1.0,,,,,0.055178268251273345,,,0.07873514431239388,,,,,,,,1.0,,,12.0,,,,,,,,1.0,,,11.0,,,
佐那河内村議会議員選挙（2007年04月22日投票）,佐那河内村議会議員選挙,徳島県,佐那河内村,20070422.0,2007.0,4.0,22.0,20070417.0,90.02,10.0,12.0,1.2,2525.0,,,-97.0,任期満了,90.58,,,,佐那河内村議会議員選挙（2007年04月22日投票）,1.0,12.0,10.0,1.2,0.0,0.0,0.0,0.16666666666666666,0.1,0.5833333333333334,0.3333333333333333,0.08333333333333333,0.6,0.3,0.1,0.5766326077298978,0.2998667258996002,0.123500666370502,0.08237608681855682,0.07496668147490004,0.123500666370502,2251.0,2.0,63.416666666666664,7.410109460879928,45.0,58.75,65.0,69.0,74.0,62.6,7.8383671769061705,45.0,58.25,64.5,68.0,74.0,,,,,153.0,,,2098.0,,,,2251.0,,,,,0.06796979120390938,,,0.9320302087960907,,,,1.0,,,,,0.06796979120390938,,,0.08473001898146279,,,,,,,,1.0,,,11.0,,,,,,,,0.0,,,10.0,,,
佐那河内村議会議員選挙（2011年04月24日投票）,佐那河内村議会議員選挙,徳島県,佐那河内村,20110424.0,2011.0,4.0,24.0,20110419.0,84.79,8.0,9.0,1.125,2432.0,,,-93.0,任期満了,90.02,,,,佐那河内村議会議員選挙（2011年04月24日投票）,1.0,9.0,8.0,1.125,0.0,0.0,0.0,0.1111111111111111,0.125,0.8888888888888888,0.0,0.1111111111111111,0.875,0.0,0.125,0.9000969932104753,,0.09990300678952474,0.11251212415130941,,0.09990300678952474,2062.0,2.0,63.888888888888886,6.154392188500546,49.0,62.0,64.0,69.0,70.0,63.25,6.239991987174342,49.0,61.75,63.5,68.25,70.0,,,,,206.0,,,1856.0,,,,2062.0,,,,,0.09990300678952474,,,0.9000969932104753,,,,1.0,,,,,0.09990300678952474,,,0.11251212415130941,,,,,,,,1.0,,,8.0,,,,,,,,1.0,,,7.0,,,
佐那河内村議会議員選挙（2015年04月26日投票）,佐那河内村議会議員選挙,徳島県,佐那河内村,20150426.0,2015.0,4.0,26.0,20150421.0,88.55,8.0,12.0,1.5,,,,,任期満了,84.79,,,,佐那河内村議会議員選挙（2015年04月26日投票）,1.0,12.0,8.0,1.5,0.0,0.0,0.0,0.0,0.0,0.5,0.3333333333333333,0.16666666666666666,0.5,0.375,0.125,0.4509501797637391,0.3626091422701592,0.1864406779661017,0.07515836329395652,0.0906522855675398,0.09322033898305085,1947.0,2.0,66.91666666666667,9.059602027069893,45.0,64.5,70.0,73.25,77.0,63.75,9.364160400164021,45.0,60.5,66.0,72.0,73.0,,,,,125.0,,,1822.0,,,,1947.0,,,,,0.06420133538777606,,,0.9357986646122239,,,,1.0,,,,,0.06420133538777606,,,0.08507260587383854,,,,,,,,1.0,,,11.0,,,,,,,,0.0,,,8.0,,,
佐那河内村議会議員選挙（2019年04月21日投票）,佐那河内村議会議員選挙,徳島県,佐那河内村,20190421.0,2019.0,4.0,21.0,20190416.0,,8.0,11.0,1.375,,,,,任期満了,88.55,,,,佐那河内村議会議員選挙（2019年04月21日投票）,1.0,11.0,8.0,1.375,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.2727272727272727,0.09090909090909091,0.625,0.375,0.0,0.6499718626899268,0.29431626336522226,0.05571187394485087,0.09285312324141812,0.09810542112174075,0.05571187394485087,1777.0,2.0,68.45454545454545,8.637798923796149,49.0,65.5,71.0,76.0,78.0,66.0,8.789197915623474,49.0,63.0,66.5,72.25,77.0,,,,,99.0,,,1678.0,,,,1777.0,,,,,0.05571187394485087,,,0.9442881260551491,,,,1.0,,,,,0.05571187394485087,,,0.09442881260551492,,,,,,,,1.0,,,10.0,,,,,,,,0.0,,,8.0,,,
勝浦町議会議員選挙（2007年06月24日投票）,勝浦町議会議員選挙,徳島県,勝浦町,20070624.0,2007.0,6.0,24.0,20070619.0,83.21,10.0,11.0,1.1,5377.0,,,,任期満了,,,,,勝浦町議会議員選挙（2007年06月24日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.09090909090909091,0.1,0.6363636363636364,0.36363636363636365,0.0,0.6,0.4,0.0,0.6133055805580557,0.3866944194419442,,0.08761508293686511,0.09667360486048605,,4444.0,2.0,60.72727272727273,12.962118998281873,31.0,56.5,60.0,70.0,84.0,58.4,11.191067866830224,31.0,55.75,59.0,66.75,71.0,,,,,643.0,,,3801.0,,,,4444.0,,,,,0.1446894689468947,,,0.8553105310531053,,,,1.0,,,,,0.07234473447344734,,,0.09503450345034503,,,,,,,,2.0,,,9.0,,,,,,,,2.0,,,8.0,,,
勝浦町議会議員選挙（2011年06月26日投票）,勝浦町議会議員選挙,徳島県,勝浦町,20110626.0,2011.0,6.0,26.0,20110621.0,81.85,10.0,12.0,1.2,5079.0,,,-298.0,任期満了,83.21,,,,勝浦町議会議員選挙（2011年06月26日投票）,1.0,12.0,10.0,1.2,0.0,0.0,0.0,0.25,0.2,0.6666666666666666,0.3333333333333333,0.0,0.7,0.3,0.0,0.7047272727272728,0.2952727272727273,,0.0880909090909091,0.07381818181818182,,4125.0,2.0,62.75,6.634819766454348,53.0,58.0,62.0,65.25,75.0,61.6,6.036555309114628,53.0,56.0,62.0,64.0,73.0,,,,,606.0,,,3519.0,,,,4125.0,,,,,0.1469090909090909,,,0.8530909090909091,,,,1.0,,,,,0.07345454545454545,,,0.08530909090909092,,,,,,,,2.0,,,10.0,,,,,,,,2.0,,,8.0,,,
