,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_NHKから国民を守る党,得票数_　,得票数_あたらしい党,得票数_みんなの党,得票数_みんなの改革,得票数_オリーブの木,得票数_ネットワーク横浜,得票数_ヨコハマから日本を変える会,得票数_ヨコハマ維新の会,得票数_公明党,得票数_厚木市民グループ,得票数_国民新党,得票数_国民民主党,得票数_地域政党いざ鎌倉,得票数_市民の,得票数_市民のための教育委員会,得票数_市民の党,得票数_市民連合・かわさき,得票数_希望の党,得票数_平和市民,得票数_幸福実現党,得票数_新しい川崎の会,得票数_新社会党,得票数_日本を元気にする会,得票数_日本共産党,得票数_日本列島に本当の民主主義を根付かせる会,得票数_日本創新党,得票数_日本第一党,得票数_日本維新の会,得票数_栄区の環境を守る会,得票数_横浜自由クラブ,得票数_次世代の党,得票数_民主党,得票数_民進党,得票数_無党派知事をつくろう会,得票数_無所属,得票数_無私の会,得票数_社会民主党,得票数_社民主,得票数_神奈川ネット,得票数_神奈川ネットワーク,得票数_神奈川ネットワーク運動,得票数_立憲民主党,得票数_維新の党,得票数_維新政・新風,得票数_自由党,得票数_自由民主党,得票数_青年自由党,得票数_sum_v,得票率_NHKから国民を守る党,得票率_　,得票率_あたらしい党,得票率_みんなの党,得票率_みんなの改革,得票率_オリーブの木,得票率_ネットワーク横浜,得票率_ヨコハマから日本を変える会,得票率_ヨコハマ維新の会,得票率_公明党,得票率_厚木市民グループ,得票率_国民新党,得票率_国民民主党,得票率_地域政党いざ鎌倉,得票率_市民の,得票率_市民のための教育委員会,得票率_市民の党,得票率_市民連合・かわさき,得票率_希望の党,得票率_平和市民,得票率_幸福実現党,得票率_新しい川崎の会,得票率_新社会党,得票率_日本を元気にする会,得票率_日本共産党,得票率_日本列島に本当の民主主義を根付かせる会,得票率_日本創新党,得票率_日本第一党,得票率_日本維新の会,得票率_栄区の環境を守る会,得票率_横浜自由クラブ,得票率_次世代の党,得票率_民主党,得票率_民進党,得票率_無党派知事をつくろう会,得票率_無所属,得票率_無私の会,得票率_社会民主党,得票率_社民主,得票率_神奈川ネット,得票率_神奈川ネットワーク,得票率_神奈川ネットワーク運動,得票率_立憲民主党,得票率_維新の党,得票率_維新政・新風,得票率_自由党,得票率_自由民主党,得票率_青年自由党,得票率_sum_v,一人あたり得票率_NHKから国民を守る党,一人あたり得票率_　,一人あたり得票率_あたらしい党,一人あたり得票率_みんなの党,一人あたり得票率_みんなの改革,一人あたり得票率_オリーブの木,一人あたり得票率_ネットワーク横浜,一人あたり得票率_ヨコハマから日本を変える会,一人あたり得票率_ヨコハマ維新の会,一人あたり得票率_公明党,一人あたり得票率_厚木市民グループ,一人あたり得票率_国民新党,一人あたり得票率_国民民主党,一人あたり得票率_地域政党いざ鎌倉,一人あたり得票率_市民の,一人あたり得票率_市民のための教育委員会,一人あたり得票率_市民の党,一人あたり得票率_市民連合・かわさき,一人あたり得票率_希望の党,一人あたり得票率_平和市民,一人あたり得票率_幸福実現党,一人あたり得票率_新しい川崎の会,一人あたり得票率_新社会党,一人あたり得票率_日本を元気にする会,一人あたり得票率_日本共産党,一人あたり得票率_日本列島に本当の民主主義を根付かせる会,一人あたり得票率_日本創新党,一人あたり得票率_日本第一党,一人あたり得票率_日本維新の会,一人あたり得票率_栄区の環境を守る会,一人あたり得票率_横浜自由クラブ,一人あたり得票率_次世代の党,一人あたり得票率_民主党,一人あたり得票率_民進党,一人あたり得票率_無党派知事をつくろう会,一人あたり得票率_無所属,一人あたり得票率_無私の会,一人あたり得票率_社会民主党,一人あたり得票率_社民主,一人あたり得票率_神奈川ネット,一人あたり得票率_神奈川ネットワーク,一人あたり得票率_神奈川ネットワーク運動,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_維新政・新風,一人あたり得票率_自由党,一人あたり得票率_自由民主党,一人あたり得票率_青年自由党,立候補者数_NHKから国民を守る党,立候補者数_　,立候補者数_あたらしい党,立候補者数_みんなの党,立候補者数_みんなの改革,立候補者数_オリーブの木,立候補者数_ネットワーク横浜,立候補者数_ヨコハマから日本を変える会,立候補者数_ヨコハマ維新の会,立候補者数_公明党,立候補者数_厚木市民グループ,立候補者数_国民新党,立候補者数_国民民主党,立候補者数_地域政党いざ鎌倉,立候補者数_市民の,立候補者数_市民のための教育委員会,立候補者数_市民の党,立候補者数_市民連合・かわさき,立候補者数_希望の党,立候補者数_平和市民,立候補者数_幸福実現党,立候補者数_新しい川崎の会,立候補者数_新社会党,立候補者数_日本を元気にする会,立候補者数_日本共産党,立候補者数_日本列島に本当の民主主義を根付かせる会,立候補者数_日本創新党,立候補者数_日本第一党,立候補者数_日本維新の会,立候補者数_栄区の環境を守る会,立候補者数_横浜自由クラブ,立候補者数_次世代の党,立候補者数_民主党,立候補者数_民進党,立候補者数_無党派知事をつくろう会,立候補者数_無所属,立候補者数_無私の会,立候補者数_社会民主党,立候補者数_社民主,立候補者数_神奈川ネット,立候補者数_神奈川ネットワーク,立候補者数_神奈川ネットワーク運動,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_維新政・新風,立候補者数_自由党,立候補者数_自由民主党,立候補者数_青年自由党,当選者数_NHKから国民を守る党,当選者数_　,当選者数_あたらしい党,当選者数_みんなの党,当選者数_みんなの改革,当選者数_オリーブの木,当選者数_ネットワーク横浜,当選者数_ヨコハマから日本を変える会,当選者数_ヨコハマ維新の会,当選者数_公明党,当選者数_厚木市民グループ,当選者数_国民新党,当選者数_国民民主党,当選者数_地域政党いざ鎌倉,当選者数_市民の,当選者数_市民のための教育委員会,当選者数_市民の党,当選者数_市民連合・かわさき,当選者数_希望の党,当選者数_平和市民,当選者数_幸福実現党,当選者数_新しい川崎の会,当選者数_新社会党,当選者数_日本を元気にする会,当選者数_日本共産党,当選者数_日本列島に本当の民主主義を根付かせる会,当選者数_日本創新党,当選者数_日本第一党,当選者数_日本維新の会,当選者数_栄区の環境を守る会,当選者数_横浜自由クラブ,当選者数_次世代の党,当選者数_民主党,当選者数_民進党,当選者数_無党派知事をつくろう会,当選者数_無所属,当選者数_無私の会,当選者数_社会民主党,当選者数_社民主,当選者数_神奈川ネット,当選者数_神奈川ネットワーク,当選者数_神奈川ネットワーク運動,当選者数_立憲民主党,当選者数_維新の党,当選者数_維新政・新風,当選者数_自由党,当選者数_自由民主党,当選者数_青年自由党
藤沢市議会議員選挙（2007年04月22日投票）,藤沢市議会議員選挙,神奈川県,藤沢市,20070422.0,2007.0,4.0,22.0,20070415.0,42.94,36.0,48.0,1.3333333333333333,316550.0,,,,任期満了,,,,,藤沢市議会議員選挙（2007年04月22日投票）,1.0,48.0,36.0,1.3333333333333333,0.0,0.0,0.0,0.22916666666666666,0.2777777777777778,0.5833333333333334,0.3541666666666667,0.0625,0.6944444444444444,0.25,0.05555555555555555,0.6345345173976249,0.30520477547168845,0.06026070713068666,0.022661947049915174,0.01795322208656991,0.020086902376895553,134405.99,7.0,50.291666666666664,12.117408849346557,25.0,42.5,51.0,59.25,76.0,51.666666666666664,11.539786248742507,25.0,44.0,52.5,60.0,76.0,,,,,,,,,,17954.6,,,,,,,,,,,,,,,11537.44,,,,,,,,10598.0,,,68654.39,,3404.6,,,,3474.0,,,,,18782.96,,134405.99,,,,,,,,,,0.13358482014082854,,,,,,,,,,,,,,,0.0858402218532076,,,,,,,,0.07885065241511931,,,0.5107985886640916,,0.025330716287272615,,,,0.025847062322147996,,,,,0.13974793831733243,,1.0,,,,,,,,,,0.02226413669013809,,,,,,,,,,,,,,,0.0214600554633019,,,,,,,,0.02628355080503977,,,0.01824280673800327,,0.025330716287272615,,,,0.025847062322147996,,,,,0.027949587663466485,,,,,,,,,,,6.0,,,,,,,,,,,,,,,4.0,,,,,,,,3.0,,,28.0,,1.0,,,,1.0,,,,,5.0,,,,,,,,,,,6.0,,,,,,,,,,,,,,,4.0,,,,,,,,2.0,,,17.0,,1.0,,,,1.0,,,,,5.0,
藤沢市議会議員選挙（2011年04月24日投票）,藤沢市議会議員選挙,神奈川県,藤沢市,20110424.0,2011.0,4.0,24.0,20110417.0,38.15,36.0,43.0,1.1944444444444444,326088.0,,,9538.0,任期満了,42.94,,,,藤沢市議会議員選挙（2011年04月24日投票）,1.0,43.0,36.0,1.1944444444444444,0.0,0.0,0.0,0.20930232558139536,0.19444444444444445,0.5813953488372093,0.3953488372093023,0.023255813953488372,0.6944444444444444,0.2777777777777778,0.027777777777777776,0.6610950930811058,0.3000841658397328,0.03882074107916128,0.026443803723244234,0.0176520097552784,0.03882074107916128,122923.98,8.0,49.372093023255815,11.03909175530507,28.0,41.0,50.0,59.0,68.0,49.27777777777778,10.76416666308253,28.0,41.5,50.0,57.5,68.0,,,,10769.0,,,,,,16977.6,,,,,,,,,,,,,,,9122.15,,,,,,,,10601.35,,,52751.619999999995,,2089.0,,,,2630.0,,,,,17983.260000000002,,122923.98000000001,,,,0.08760699092235705,,,,,,0.13811462987124234,,,,,,,,,,,,,,,0.07420968634435689,,,,,,,,0.08624313986579348,,,0.42914018892001377,,0.01699424310862697,,,,0.021395337183192406,,,,,0.14629578378441702,,1.0,,,,0.021901747730589262,,,,,,0.02301910497854039,,,,,,,,,,,,,,,0.018552421586089222,,,,,,,,0.02156078496644837,,,0.022586325732632303,,0.01699424310862697,,,,0.021395337183192406,,,,,0.036573945946104254,,,,,4.0,,,,,,6.0,,,,,,,,,,,,,,,4.0,,,,,,,,4.0,,,19.0,,1.0,,,,1.0,,,,,4.0,,,,,2.0,,,,,,6.0,,,,,,,,,,,,,,,3.0,,,,,,,,4.0,,,15.0,,1.0,,,,1.0,,,,,4.0,
藤沢市議会議員選挙（2015年04月26日投票）,藤沢市議会議員選挙,神奈川県,藤沢市,20150426.0,2015.0,4.0,26.0,20150419.0,38.73,36.0,46.0,1.2777777777777777,,,,,任期満了,38.15,,,,藤沢市議会議員選挙（2015年04月26日投票）,1.0,46.0,36.0,1.2777777777777777,0.0,0.0,0.0,0.13043478260869565,0.1388888888888889,0.5869565217391305,0.41304347826086957,0.0,0.6944444444444444,0.3055555555555556,0.0,0.676347678079019,0.3236523219209811,,0.025049914002926627,0.017034332732683215,,128206.99,8.0,49.97826086956522,13.259105370887392,25.0,41.25,51.5,59.75,76.0,49.916666666666664,11.57913593014992,25.0,42.75,51.5,57.25,72.0,,,,,,,,,,16298.0,,,,,,,,,,,,,,,12524.0,,,,,,,1291.0,7489.72,,,67108.14,,2294.0,,,,,,2528.13,,,18674.0,,128206.99,,,,,,,,,,0.12712255392627186,,,,,,,,,,,,,,,0.09768578140708241,,,,,,,0.010069653768487974,0.058418967639751934,,,0.5234358906639958,,0.017892940158723013,,,,,,0.01971912763882843,,,0.14565508479685857,,1.0,,,,,,,,,,0.02118709232104531,,,,,,,,,,,,,,,0.024421445351770602,,,,,,,0.010069653768487974,0.019472989213250646,,,0.02093743562655983,,0.017892940158723013,,,,,,0.01971912763882843,,,0.029131016959371713,,,,,,,,,,,6.0,,,,,,,,,,,,,,,4.0,,,,,,,1.0,3.0,,,25.0,,1.0,,,,,,1.0,,,5.0,,,,,,,,,,,6.0,,,,,,,,,,,,,,,4.0,,,,,,,0.0,2.0,,,18.0,,0.0,,,,,,1.0,,,5.0,
藤沢市議会議員選挙（2019年04月21日投票）,藤沢市議会議員選挙,神奈川県,藤沢市,20190421.0,2019.0,4.0,21.0,20190414.0,37.08,36.0,49.0,1.3611111111111112,,,,,任期満了,38.73,,,,藤沢市議会議員選挙（2019年04月21日投票）,1.0,49.0,36.0,1.3611111111111112,0.0,0.0,0.0,0.16326530612244897,0.16666666666666666,0.5510204081632653,0.40816326530612246,0.04081632653061224,0.7222222222222222,0.25,0.027777777777777776,0.6416233776125119,0.32094707878677475,0.0374295436007134,0.0237638288004634,0.01604735393933874,0.0187147718003567,128801.99799999999,10.0,50.44897959183673,10.787485615171992,29.0,42.0,51.0,58.0,72.0,50.0,10.588253449512393,29.0,41.75,50.0,58.25,71.0,,,,,,,,,,15642.0,,,1501.0,,,,,,,,547.0,,,,10886.374,,,,2285.79,,,,,,,51442.834,,3680.0,,,,2953.0,12059.0,,,,27805.0,,128801.99799999999,,,,,,,,,,0.12144221551594254,,,0.011653545933348022,,,,,,,,0.004246828531340019,,,,0.08452022615363466,,,,0.01774654147833949,,,,,,,0.39939468951405555,,0.028570985366236323,,,,0.02292666298546083,0.09362432405745756,,,,0.21587398046418504,,1.0,,,,,,,,,,0.02428844310318851,,,0.011653545933348022,,,,,,,,0.004246828531340019,,,,0.021130056538408666,,,,0.01774654147833949,,,,,,,0.01736498650061111,,0.014285492683118161,,,,0.02292666298546083,0.03120810801915252,,,,0.02698424755802313,,,,,,,,,,,5.0,,,1.0,,,,,,,,1.0,,,,4.0,,,,1.0,,,,,,,23.0,,2.0,,,,1.0,3.0,,,,8.0,,,,,,,,,,,5.0,,,0.0,,,,,,,,0.0,,,,4.0,,,,1.0,,,,,,,14.0,,0.0,,,,1.0,3.0,,,,8.0,
逗子市議会議員補欠選挙（2002年12月01日投票）,逗子市議会議員補欠選挙,神奈川県,逗子市,20021201.0,2002.0,12.0,1.0,20021124.0,52.42,1.0,4.0,4.0,49354.0,,,,その他,,,,,逗子市議会議員補欠選挙（2002年12月01日投票）,1.0,4.0,1.0,4.0,0.0,0.0,0.0,0.25,1.0,0.0,0.75,0.25,0.0,1.0,0.0,,0.8064661530896574,0.19353384691034256,,0.2688220510298858,0.19353384691034256,24404.0,2.0,44.5,8.558621384311845,30.0,42.75,48.0,49.75,52.0,47.0,0.0,47.0,47.0,47.0,47.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17341.0,,,,,,7063.0,,,,,,,24404.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7105802327487297,,,,,,0.2894197672512703,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23686007758290992,,,,,,0.2894197672512703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,,,
逗子市議会議員補欠選挙（2003年09月14日投票）,逗子市議会議員補欠選挙,神奈川県,逗子市,20030914.0,2003.0,9.0,14.0,20030907.0,無投票,1.0,1.0,1.0,49420.0,,,66.0,その他,52.42,,,,逗子市議会議員補欠選挙（2003年09月14日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,1.0,33.0,0.0,33.0,33.0,33.0,33.0,33.0,33.0,0.0,33.0,33.0,33.0,33.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
逗子市議会議員補欠選挙（2006年12月10日投票）,逗子市議会議員補欠選挙,神奈川県,逗子市,20061210.0,2006.0,12.0,10.0,20061203.0,48.55,2.0,4.0,2.0,49638.0,,,218.0,その他,,,,,逗子市議会議員補欠選挙（2006年12月10日投票）,1.0,4.0,2.0,2.0,0.0,0.0,0.0,0.25,0.5,0.0,0.5,0.5,0.0,0.0,1.0,,0.36893751899613564,0.6310624810038643,,0.18446875949806782,0.31553124050193215,23031.0,1.0,45.0,6.442049363362563,38.0,40.25,43.5,48.25,55.0,46.5,8.5,38.0,42.25,46.5,50.75,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23031.0,,,,,,,,,,,,,23031.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,
逗子市議会議員選挙（2002年03月24日投票）,逗子市議会議員選挙,神奈川県,逗子市,20020324.0,2002.0,3.0,24.0,20020317.0,61.07,22.0,32.0,1.4545454545454546,49153.0,,,,任期満了,,,,,逗子市議会議員選挙（2002年03月24日投票）,1.0,32.0,22.0,1.4545454545454546,0.0,0.0,0.0,0.25,0.2727272727272727,0.59375,0.375,0.03125,0.6818181818181818,0.3181818181818182,0.0,0.6341373286750873,0.34493415748454714,0.020928513840365492,0.03337564887763617,0.028744513123712262,0.020928513840365492,29768.0,5.0,50.03125,12.097221723912478,26.0,42.0,51.0,61.25,67.0,49.54545454545455,12.684017404618348,29.0,36.0,51.5,61.75,67.0,,,,,,,,,,2448.02,,,,,,,,,,,,,,,2242.0,,,,,,,,,,,22614.98,,1205.0,,,,1258.0,,,,,,,29768.0,,,,,,,,,,0.08223662993818866,,,,,,,,,,,,,,,0.07531577532921258,,,,,,,,,,,0.7597077398548777,,0.040479709755442086,,,,0.04226014512227896,,,,,,,1.0,,,,,,,,,,0.04111831496909433,,,,,,,,,,,,,,,0.03765788766460629,,,,,,,,,,,0.03038830959419511,,0.040479709755442086,,,,0.02113007256113948,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,25.0,,1.0,,,,2.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,17.0,,1.0,,,,0.0,,,,,,
逗子市議会議員選挙（2006年03月26日投票）,逗子市議会議員選挙,神奈川県,逗子市,20060326.0,2006.0,3.0,26.0,20060319.0,54.35,22.0,26.0,1.181818181818182,49450.0,,,297.0,任期満了,61.07,,,,逗子市議会議員選挙（2006年03月26日投票）,1.0,26.0,22.0,1.1818181818181819,0.0,0.0,0.0,0.2692307692307692,0.2727272727272727,0.7307692307692307,0.2692307692307692,0.0,0.7727272727272727,0.22727272727272727,0.0,0.7890610346250516,0.2109389653749484,,0.04152952813816061,0.030134137910706914,,26657.0,7.0,48.46153846153846,13.374001096360198,27.0,38.25,47.5,56.0,71.0,47.40909090909091,13.543395206483797,27.0,36.75,45.0,56.0,71.0,,,,,,,,,,2752.0,,,,,,,,,,,,,,,1894.0,,,,,,,,2652.0,,,14624.0,,,920.0,819.0,,,,,,,2996.0,,26657.0,,,,,,,,,,0.1032374235660427,,,,,,,,,,,,,,,0.0710507558990134,,,,,,,,0.09948606369809056,,,0.5485988670893199,,,0.03451251078515962,0.030723637318527966,,,,,,,0.1123907416438459,,1.0,,,,,,,,,,0.05161871178302135,,,,,,,,,,,,,,,0.0355253779495067,,,,,,,,0.033162021232696855,,,0.03657325780595466,,,0.03451251078515962,0.030723637318527966,,,,,,,0.05619537082192295,,,,,,,,,,,2.0,,,,,,,,,,,,,,,2.0,,,,,,,,3.0,,,15.0,,,1.0,1.0,,,,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,2.0,,,,,,,,3.0,,,11.0,,,1.0,1.0,,,,,,,2.0,
逗子市議会議員選挙（2010年03月28日投票）,逗子市議会議員選挙,神奈川県,逗子市,20100328.0,2010.0,3.0,28.0,20100321.0,51.46,20.0,25.0,1.25,49727.0,,,277.0,任期満了,54.35,,,,逗子市議会議員選挙（2010年03月28日投票）,1.0,25.0,20.0,1.25,0.0,0.0,0.0,0.28,0.35,0.6,0.4,0.0,0.7,0.3,0.0,0.6878198567041965,0.31218014329580346,,0.045854657113613105,0.031218014329580344,,25402.0,7.0,48.8,11.281843820936361,31.0,40.0,47.0,55.0,75.0,48.9,12.0287156421623,31.0,40.0,46.5,55.5,75.0,,,,4577.0,,,,,,2482.0699999999997,,,,,,,,,,,,,,,1847.0,,,,,,,,2064.9300000000003,,,10997.0,,,,848.0,,,,,,,2586.0,,25402.0,,,,0.18018266278245806,,,,,,0.09771159751200692,,,,,,,,,,,,,,,0.07271081017242736,,,,,,,,0.08129005590111016,,,0.4329186678214314,,,,0.033383198173372174,,,,,,,0.10180300763719392,,1.0,,,,0.09009133139122903,,,,,,0.04885579875600346,,,,,,,,,,,,,,,0.03635540508621368,,,,,,,,0.04064502795055508,,,0.0309227619872451,,,,0.033383198173372174,,,,,,,0.05090150381859696,,,,,2.0,,,,,,2.0,,,,,,,,,,,,,,,2.0,,,,,,,,2.0,,,14.0,,,,1.0,,,,,,,2.0,,,,,2.0,,,,,,2.0,,,,,,,,,,,,,,,2.0,,,,,,,,2.0,,,9.0,,,,1.0,,,,,,,2.0,
逗子市議会議員選挙（2014年03月23日投票）,逗子市議会議員選挙,神奈川県,逗子市,20140323.0,2014.0,3.0,23.0,20140316.0,49.1,18.0,23.0,1.2777777777777777,49457.0,,,-270.0,任期満了,51.46,,,,逗子市議会議員選挙（2014年03月23日投票）,1.0,23.0,18.0,1.2777777777777777,0.0,0.0,0.0,0.30434782608695654,0.3333333333333333,0.5652173913043478,0.391304347826087,0.043478260869565216,0.7222222222222222,0.2222222222222222,0.05555555555555555,0.6681795469686875,0.27127748167888077,0.06054297135243171,0.05139842668989904,0.03014194240876453,0.06054297135243171,24016.0,9.0,48.04347826086956,10.547937201464991,28.0,42.0,47.0,55.0,71.0,46.72222222222222,7.7086211157490965,33.0,43.25,46.5,51.0,63.0,,,,2369.0,,,,,,2596.0,,,,,,,,,,,365.0,,,,2489.0,,,,826.0,,,,838.0,,,9585.0,,,,,,1085.0,,,,,3863.0,,24016.0,,,,0.09864257161892072,,,,,,0.1080946035976016,,,,,,,,,,,0.015198201199200533,,,,0.10363924050632911,,,,0.03439373750832778,,,,0.034893404397068624,,,0.3991089273817455,,,,,,0.0451782145236509,,,,,0.16085109926715524,,1.0,,,,0.03288085720630691,,,,,,0.0540473017988008,,,,,,,,,,,0.015198201199200533,,,,0.051819620253164556,,,,0.03439373750832778,,,,0.034893404397068624,,,0.0443454363757495,,,,,,0.0451782145236509,,,,,0.05361703308905175,,,,,3.0,,,,,,2.0,,,,,,,,,,,1.0,,,,2.0,,,,1.0,,,,1.0,,,9.0,,,,,,1.0,,,,,3.0,,,,,1.0,,,,,,2.0,,,,,,,,,,,0.0,,,,2.0,,,,1.0,,,,1.0,,,7.0,,,,,,1.0,,,,,3.0,
逗子市議会議員選挙（2018年03月25日投票）,逗子市議会議員選挙,神奈川県,逗子市,20180325.0,2018.0,3.0,25.0,20180318.0,49.83,17.0,23.0,1.3529411764705883,50261.0,,,804.0,任期満了,49.1,,,,逗子市議会議員選挙（2018年03月25日投票）,1.0,23.0,17.0,1.3529411764705883,0.0,0.0,0.0,0.30434782608695654,0.35294117647058826,0.6956521739130435,0.2608695652173913,0.043478260869565216,0.8235294117647058,0.17647058823529413,0.0,0.7241935483870968,0.24588709677419354,0.029919354838709677,0.04526209677419355,0.04098118279569892,0.029919354838709677,24800.0,0.0,50.47826086956522,7.93379982001821,37.0,46.0,50.0,54.5,68.0,51.76470588235294,8.149553663452668,37.0,48.0,51.0,59.0,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鎌倉市議会議員選挙（2001年04月22日投票）,鎌倉市議会議員選挙,神奈川県,鎌倉市,20010422.0,2001.0,4.0,22.0,20010415.0,52.82,28.0,36.0,1.2857142857142858,140683.0,,,,任期満了,,,,,鎌倉市議会議員選挙（2001年04月22日投票）,1.0,36.0,28.0,1.2857142857142858,0.0,0.0,0.0,0.19444444444444445,0.25,0.6666666666666666,0.3055555555555556,0.027777777777777776,0.7857142857142857,0.21428571428571427,0.0,0.7140740942078225,0.26980783343752546,0.016118072354651954,0.029753087258659272,0.02452798485795686,0.016118072354651954,73582.0,6.0,53.05555555555556,10.806233911868867,27.0,46.0,53.0,60.0,74.0,53.392857142857146,11.440339922879057,27.0,46.0,54.0,60.0,74.0,,,,,,,,,,8549.0,,,,,,,,,,,,,,,9964.0,,,,,,,,6251.0,,,37292.0,,1846.0,,,,9680.0,,,,,,,73582.0,,,,,,,,,,0.11618330569976353,,,,,,,,,,,,,,,0.13541355222744694,,,,,,,,0.08495284172759643,,,0.5068087303960208,,0.02508765730749368,,,,0.13155391264167868,,,,,,,1.0,,,,,,,,,,0.03872776856658784,,,,,,,,,,,,,,,0.027082710445489388,,,,,,,,0.02831761390919881,,,0.02534043651980104,,0.02508765730749368,,,,0.03288847816041967,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,5.0,,,,,,,,3.0,,,20.0,,1.0,,,,4.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,5.0,,,,,,,,3.0,,,12.0,,1.0,,,,4.0,,,,,,
鎌倉市議会議員選挙（2005年04月24日投票）,鎌倉市議会議員選挙,神奈川県,鎌倉市,20050424.0,2005.0,4.0,24.0,20050417.0,49.85,28.0,32.0,1.1428571428571428,143741.0,,,3058.0,任期満了,52.82,,,,鎌倉市議会議員選挙（2005年04月24日投票）,1.0,32.0,28.0,1.1428571428571428,0.0,0.0,0.0,0.3125,0.35714285714285715,0.53125,0.40625,0.0625,0.6071428571428571,0.35714285714285715,0.03571428571428571,0.6304455131369259,0.3292904790782292,0.04026400778484494,0.03708503018452505,0.02533003685217148,0.02013200389242247,70907.0,5.0,48.1875,10.812138722288019,25.0,41.75,46.5,57.0,69.0,48.5,9.836157786453,29.0,42.75,46.5,57.0,69.0,,,,,,,,,,8684.0,,,,,,,,,,,,,,,7952.0,,,,,,,,7861.0,,,39221.0,,,,,,7189.0,,,,,,,70907.0,,,,,,,,,,0.122470277969735,,,,,,,,,,,,,,,0.11214689663925988,,,,,,,,0.11086352546293032,,,0.5531329769980396,,,,,,0.10138632293003512,,,,,,,1.0,,,,,,,,,,0.04082342598991167,,,,,,,,,,,,,,,0.02803672415981497,,,,,,,,0.036954508487643443,,,0.030729609833224425,,,,,,0.02534658073250878,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,4.0,,,,,,,,3.0,,,18.0,,,,,,4.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,4.0,,,,,,,,3.0,,,14.0,,,,,,4.0,,,,,,
