,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_NHKから国民を守る党,得票数_　,得票数_あたらしい党,得票数_みんなの党,得票数_みんなの改革,得票数_オリーブの木,得票数_ネットワーク横浜,得票数_ヨコハマから日本を変える会,得票数_ヨコハマ維新の会,得票数_公明党,得票数_厚木市民グループ,得票数_国民新党,得票数_国民民主党,得票数_地域政党いざ鎌倉,得票数_市民の,得票数_市民のための教育委員会,得票数_市民の党,得票数_市民連合・かわさき,得票数_希望の党,得票数_平和市民,得票数_幸福実現党,得票数_新しい川崎の会,得票数_新社会党,得票数_日本を元気にする会,得票数_日本共産党,得票数_日本列島に本当の民主主義を根付かせる会,得票数_日本創新党,得票数_日本第一党,得票数_日本維新の会,得票数_栄区の環境を守る会,得票数_横浜自由クラブ,得票数_次世代の党,得票数_民主党,得票数_民進党,得票数_無党派知事をつくろう会,得票数_無所属,得票数_無私の会,得票数_社会民主党,得票数_社民主,得票数_神奈川ネット,得票数_神奈川ネットワーク,得票数_神奈川ネットワーク運動,得票数_立憲民主党,得票数_維新の党,得票数_維新政・新風,得票数_自由党,得票数_自由民主党,得票数_青年自由党,得票数_sum_v,得票率_NHKから国民を守る党,得票率_　,得票率_あたらしい党,得票率_みんなの党,得票率_みんなの改革,得票率_オリーブの木,得票率_ネットワーク横浜,得票率_ヨコハマから日本を変える会,得票率_ヨコハマ維新の会,得票率_公明党,得票率_厚木市民グループ,得票率_国民新党,得票率_国民民主党,得票率_地域政党いざ鎌倉,得票率_市民の,得票率_市民のための教育委員会,得票率_市民の党,得票率_市民連合・かわさき,得票率_希望の党,得票率_平和市民,得票率_幸福実現党,得票率_新しい川崎の会,得票率_新社会党,得票率_日本を元気にする会,得票率_日本共産党,得票率_日本列島に本当の民主主義を根付かせる会,得票率_日本創新党,得票率_日本第一党,得票率_日本維新の会,得票率_栄区の環境を守る会,得票率_横浜自由クラブ,得票率_次世代の党,得票率_民主党,得票率_民進党,得票率_無党派知事をつくろう会,得票率_無所属,得票率_無私の会,得票率_社会民主党,得票率_社民主,得票率_神奈川ネット,得票率_神奈川ネットワーク,得票率_神奈川ネットワーク運動,得票率_立憲民主党,得票率_維新の党,得票率_維新政・新風,得票率_自由党,得票率_自由民主党,得票率_青年自由党,得票率_sum_v,一人あたり得票率_NHKから国民を守る党,一人あたり得票率_　,一人あたり得票率_あたらしい党,一人あたり得票率_みんなの党,一人あたり得票率_みんなの改革,一人あたり得票率_オリーブの木,一人あたり得票率_ネットワーク横浜,一人あたり得票率_ヨコハマから日本を変える会,一人あたり得票率_ヨコハマ維新の会,一人あたり得票率_公明党,一人あたり得票率_厚木市民グループ,一人あたり得票率_国民新党,一人あたり得票率_国民民主党,一人あたり得票率_地域政党いざ鎌倉,一人あたり得票率_市民の,一人あたり得票率_市民のための教育委員会,一人あたり得票率_市民の党,一人あたり得票率_市民連合・かわさき,一人あたり得票率_希望の党,一人あたり得票率_平和市民,一人あたり得票率_幸福実現党,一人あたり得票率_新しい川崎の会,一人あたり得票率_新社会党,一人あたり得票率_日本を元気にする会,一人あたり得票率_日本共産党,一人あたり得票率_日本列島に本当の民主主義を根付かせる会,一人あたり得票率_日本創新党,一人あたり得票率_日本第一党,一人あたり得票率_日本維新の会,一人あたり得票率_栄区の環境を守る会,一人あたり得票率_横浜自由クラブ,一人あたり得票率_次世代の党,一人あたり得票率_民主党,一人あたり得票率_民進党,一人あたり得票率_無党派知事をつくろう会,一人あたり得票率_無所属,一人あたり得票率_無私の会,一人あたり得票率_社会民主党,一人あたり得票率_社民主,一人あたり得票率_神奈川ネット,一人あたり得票率_神奈川ネットワーク,一人あたり得票率_神奈川ネットワーク運動,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_維新政・新風,一人あたり得票率_自由党,一人あたり得票率_自由民主党,一人あたり得票率_青年自由党,立候補者数_NHKから国民を守る党,立候補者数_　,立候補者数_あたらしい党,立候補者数_みんなの党,立候補者数_みんなの改革,立候補者数_オリーブの木,立候補者数_ネットワーク横浜,立候補者数_ヨコハマから日本を変える会,立候補者数_ヨコハマ維新の会,立候補者数_公明党,立候補者数_厚木市民グループ,立候補者数_国民新党,立候補者数_国民民主党,立候補者数_地域政党いざ鎌倉,立候補者数_市民の,立候補者数_市民のための教育委員会,立候補者数_市民の党,立候補者数_市民連合・かわさき,立候補者数_希望の党,立候補者数_平和市民,立候補者数_幸福実現党,立候補者数_新しい川崎の会,立候補者数_新社会党,立候補者数_日本を元気にする会,立候補者数_日本共産党,立候補者数_日本列島に本当の民主主義を根付かせる会,立候補者数_日本創新党,立候補者数_日本第一党,立候補者数_日本維新の会,立候補者数_栄区の環境を守る会,立候補者数_横浜自由クラブ,立候補者数_次世代の党,立候補者数_民主党,立候補者数_民進党,立候補者数_無党派知事をつくろう会,立候補者数_無所属,立候補者数_無私の会,立候補者数_社会民主党,立候補者数_社民主,立候補者数_神奈川ネット,立候補者数_神奈川ネットワーク,立候補者数_神奈川ネットワーク運動,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_維新政・新風,立候補者数_自由党,立候補者数_自由民主党,立候補者数_青年自由党,当選者数_NHKから国民を守る党,当選者数_　,当選者数_あたらしい党,当選者数_みんなの党,当選者数_みんなの改革,当選者数_オリーブの木,当選者数_ネットワーク横浜,当選者数_ヨコハマから日本を変える会,当選者数_ヨコハマ維新の会,当選者数_公明党,当選者数_厚木市民グループ,当選者数_国民新党,当選者数_国民民主党,当選者数_地域政党いざ鎌倉,当選者数_市民の,当選者数_市民のための教育委員会,当選者数_市民の党,当選者数_市民連合・かわさき,当選者数_希望の党,当選者数_平和市民,当選者数_幸福実現党,当選者数_新しい川崎の会,当選者数_新社会党,当選者数_日本を元気にする会,当選者数_日本共産党,当選者数_日本列島に本当の民主主義を根付かせる会,当選者数_日本創新党,当選者数_日本第一党,当選者数_日本維新の会,当選者数_栄区の環境を守る会,当選者数_横浜自由クラブ,当選者数_次世代の党,当選者数_民主党,当選者数_民進党,当選者数_無党派知事をつくろう会,当選者数_無所属,当選者数_無私の会,当選者数_社会民主党,当選者数_社民主,当選者数_神奈川ネット,当選者数_神奈川ネットワーク,当選者数_神奈川ネットワーク運動,当選者数_立憲民主党,当選者数_維新の党,当選者数_維新政・新風,当選者数_自由党,当選者数_自由民主党,当選者数_青年自由党
中井町議会議員選挙（2003年04月27日投票）,中井町議会議員選挙,神奈川県,中井町,20030427.0,2003.0,4.0,27.0,20030422.0,72.42,16.0,17.0,1.0625,8126.0,,,204.0,任期満了,82.09,,,,中井町議会議員選挙（2003年04月27日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.058823529411764705,0.0625,0.6470588235294118,0.35294117647058826,0.0,0.6875,0.3125,0.0,0.6976131285660045,0.3023868714339955,,0.06341937532418224,0.05039781190566592,,5820.59,2.0,57.35294117647059,7.866093854382337,34.0,54.0,59.0,61.0,68.0,58.8125,5.433906858789539,48.0,54.75,59.5,61.5,68.0,,,,,,,,,,,,,,,,,,,,,,,,,328.0,,,,,,,,,,,5492.59,,,,,,,,,,,,,5820.59,,,,,,,,,,,,,,,,,,,,,,,,,0.05635167568923425,,,,,,,,,,,0.9436483243107657,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.05635167568923425,,,,,,,,,,,0.05897802026942286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,15.0,,,,,,,,,,,,
中井町議会議員選挙（2007年04月22日投票）,中井町議会議員選挙,神奈川県,中井町,20070422.0,2007.0,4.0,22.0,20070417.0,無投票,14.0,14.0,1.0,8299.0,,,173.0,任期満了,72.42,,,,中井町議会議員選挙（2007年04月22日投票）,1.0,14.0,14.0,1.0,1.0,1.0,0.0,0.07142857142857142,0.07142857142857142,0.7857142857142857,0.21428571428571427,0.0,0.7857142857142857,0.21428571428571427,0.0,,,,,,,0.0,2.0,60.142857142857146,4.240234879901666,52.0,58.0,59.5,63.75,67.0,60.142857142857146,4.240234879901666,52.0,58.0,59.5,63.75,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,13.0,,,,,,,,,,,,
中井町議会議員選挙（2011年04月24日投票）,中井町議会議員選挙,神奈川県,中井町,20110424.0,2011.0,4.0,24.0,20110419.0,66.46,14.0,16.0,1.1428571428571428,8051.0,,,-248.0,任期満了,,,,,中井町議会議員選挙（2011年04月24日投票）,1.0,16.0,14.0,1.1428571428571428,0.0,0.0,0.0,0.0625,0.07142857142857142,0.6875,0.3125,0.0,0.7142857142857143,0.2857142857142857,0.0,0.6241013999243284,0.3758986000756716,,0.056736490902211674,0.07517972001513432,,5286.0,2.0,59.375,10.129628571670336,30.0,56.75,62.0,65.5,71.0,60.785714285714285,6.857514870861136,42.0,57.25,62.0,64.5,71.0,,,,,,,,,,,,,,,,,,,,,,,,,293.0,,,,,,,,,,,4993.0,,,,,,,,,,,,,5286.0,,,,,,,,,,,,,,,,,,,,,,,,,0.05542943624668937,,,,,,,,,,,0.9445705637533106,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.05542943624668937,,,,,,,,,,,0.06297137091688737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,13.0,,,,,,,,,,,,
中井町議会議員選挙（2015年04月26日投票）,中井町議会議員選挙,神奈川県,中井町,20150426.0,2015.0,4.0,26.0,20150421.0,54.94,12.0,13.0,1.0833333333333333,,,,,任期満了,66.46,,,,中井町議会議員選挙（2015年04月26日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.15384615384615385,0.16666666666666666,0.46153846153846156,0.5384615384615384,0.0,0.5,0.5,0.0,0.4892773892773893,0.5107226107226107,,0.08154623154623154,0.07296037296037296,,4290.0,2.0,59.76923076923077,8.815666527912734,45.0,49.0,63.0,67.0,69.0,60.666666666666664,8.586164581594172,45.0,57.5,64.5,67.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,467.0,,,,,,,,,,,3823.0,,,,,,,,,,,,,4290.0,,,,,,,,,,,,,,,,,,,,,,,,,0.10885780885780885,,,,,,,,,,,0.8911421911421912,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.10885780885780885,,,,,,,,,,,0.07426184926184927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,11.0,,,,,,,,,,,,
中井町議会議員選挙（2019年04月21日投票）,中井町議会議員選挙,神奈川県,中井町,20190421.0,2019.0,4.0,21.0,20190416.0,,12.0,13.0,1.0833333333333333,,,,,任期満了,54.94,,,,中井町議会議員選挙（2019年04月21日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.15384615384615385,0.16666666666666666,,,,,,,,,,,,,4512.9980000000005,2.0,63.53846153846154,7.8995168753478415,49.0,61.0,67.0,70.0,71.0,64.75,6.965689724164674,50.0,64.0,67.0,70.25,71.0,,,,,,,,,,,,,,,,,,,,,,,,,343.0,,,,,,,,,,,4169.9980000000005,,,,,,,,,,,,,4512.9980000000005,,,,,,,,,,,,,,,,,,,,,,,,,0.0760026926668259,,,,,,,,,,,0.9239973073331741,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0760026926668259,,,,,,,,,,,0.07699977561109785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,11.0,,,,,,,,,,,,
二宮町議会議員選挙（2010年11月21日投票）,二宮町議会議員選挙,神奈川県,二宮町,20101121.0,2010.0,11.0,21.0,20101116.0,50.82,14.0,15.0,1.0714285714285714,24901.0,,,42.0,任期満了,61.36,,,,二宮町議会議員選挙（2010年11月21日投票）,1.0,15.0,14.0,1.0714285714285714,0.0,0.0,0.0,0.26666666666666666,0.2857142857142857,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,0.06666666666666667,,,12490.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,1446.0,,,,,,,,,,,,,,,1171.0,,,,,,,,,,,9072.0,,,,,,801.0,,,,,,,12490.0,,,,,,,,,,0.11577261809447557,,,,,,,,,,,,,,,0.09375500400320257,,,,,,,,,,,0.7263410728582866,,,,,,0.06413130504403523,,,,,,,1.0,,,,,,,,,,0.11577261809447557,,,,,,,,,,,,,,,0.09375500400320257,,,,,,,,,,,0.060528422738190556,,,,,,0.06413130504403523,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,12.0,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,11.0,,,,,,1.0,,,,,,
二宮町議会議員選挙（2014年11月16日投票）,二宮町議会議員選挙,神奈川県,二宮町,20141116.0,2014.0,11.0,16.0,20141111.0,60.78,14.0,17.0,1.2142857142857142,24557.0,,,-344.0,任期満了,50.82,,,,二宮町議会議員選挙（2014年11月16日投票）,1.0,17.0,14.0,1.2142857142857142,0.0,0.0,0.0,0.35294117647058826,0.35714285714285715,0.4117647058823529,0.5882352941176471,0.0,0.42857142857142855,0.5714285714285714,0.0,0.4254838930305725,0.5745161069694276,,0.060783413290081786,0.057451610696942754,,14621.0,4.0,59.588235294117645,7.662427994321781,38.0,55.0,63.0,64.0,69.0,58.714285714285715,8.145363022941961,38.0,55.0,62.0,64.0,69.0,,,,,,,,,,1260.0,,,,,,,,,,,,,,,1110.0,,,,,,,,,,,11497.0,,,,,,754.0,,,,,,,14621.0,,,,,,,,,,0.08617741604541412,,,,,,,,,,,,,,,0.07591819984953149,,,,,,,,,,,0.7863347240270844,,,,,,0.05156966007797004,,,,,,,1.0,,,,,,,,,,0.08617741604541412,,,,,,,,,,,,,,,0.07591819984953149,,,,,,,,,,,0.0561667660019346,,,,,,0.05156966007797004,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,14.0,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,11.0,,,,,,1.0,,,,,,
二宮町議会議員選挙（2018年11月18日投票）,二宮町議会議員選挙,神奈川県,二宮町,20181118.0,2018.0,11.0,18.0,20181113.0,56.94,14.0,17.0,1.2142857142857142,,,,,任期満了,60.78,,,,二宮町議会議員選挙（2018年11月18日投票）,1.0,17.0,14.0,1.2142857142857142,0.0,0.0,0.0,0.4117647058823529,0.42857142857142855,0.6470588235294118,0.23529411764705882,0.11764705882352941,0.7142857142857143,0.21428571428571427,0.07142857142857142,0.688796981570164,0.2087505441880714,0.10245247424176462,0.06261790741546945,0.05218763604701785,0.05122623712088231,13782.0,6.0,59.76470588235294,8.077051090915514,42.0,55.0,59.0,67.0,74.0,59.57142857142857,8.54997314711143,42.0,54.25,59.0,66.5,74.0,179.0,,,,,,,,,1168.0,,,,,,,,,,,311.0,,,,1080.0,,,,,,,,,,,10424.0,,,,,,620.0,,,,,,,13782.0,0.012987955304019735,,,,,,,,,0.08474822231896677,,,,,,,,,,,0.022565665360615297,,,,0.0783630822812364,,,,,,,,,,,0.7563488608329706,,,,,,0.04498621390219126,,,,,,,1.0,0.012987955304019735,,,,,,,,,0.08474822231896677,,,,,,,,,,,0.022565665360615297,,,,0.0783630822812364,,,,,,,,,,,0.06302907173608088,,,,,,0.04498621390219126,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,12.0,,,,,,1.0,,,,,,,0.0,,,,,,,,,1.0,,,,,,,,,,,0.0,,,,1.0,,,,,,,,,,,11.0,,,,,,1.0,,,,,,
伊勢原市議会議員補欠選挙（2012年09月23日投票）,伊勢原市議会議員補欠選挙,神奈川県,伊勢原市,20120923.0,2012.0,9.0,23.0,20120916.0,42.91,2.0,4.0,2.0,80064.0,,,,その他,,,,,伊勢原市議会議員補欠選挙（2012年09月23日投票）,1.0,4.0,2.0,2.0,0.0,0.0,0.0,0.25,0.5,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.25,,31509.0,3.0,50.5,11.412712210513327,41.0,44.0,45.5,52.0,70.0,43.0,2.0,41.0,42.0,43.0,44.0,45.0,,,,8519.0,,,,,,,,,,,,,,,,,,,,,3243.0,,,,,,,,,,,19747.0,,,,,,,,,,,,,31509.0,,,,0.2703671966739662,,,,,,,,,,,,,,,,,,,,,0.10292297438827001,,,,,,,,,,,0.6267098289377638,,,,,,,,,,,,,1.0,,,,0.2703671966739662,,,,,,,,,,,,,,,,,,,,,0.10292297438827001,,,,,,,,,,,0.3133549144688819,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,2.0,,,,,,,,,,,,
伊勢原市議会議員選挙（2003年04月27日投票）,伊勢原市議会議員選挙,神奈川県,伊勢原市,20030427.0,2003.0,4.0,27.0,20030420.0,52.34,24.0,27.0,1.125,75434.0,,,,任期満了,,,,,伊勢原市議会議員選挙（2003年04月27日投票）,1.0,27.0,24.0,1.125,0.0,0.0,0.0,0.25925925925925924,0.2916666666666667,0.5555555555555556,0.37037037037037035,0.07407407407407407,0.5833333333333334,0.375,0.041666666666666664,0.6499461455608555,0.312099297327794,0.03795455711135046,0.043329743037390366,0.0312099297327794,0.01897727855567523,38994.0,5.0,54.77777777777778,9.262962222518372,32.0,50.0,56.0,61.0,72.0,54.5,8.2915619758885,32.0,50.5,56.0,60.25,70.0,,,,,,,,,,4420.0,,,,,,,,,,,,,,,3512.0,,,,,,,,,,,27591.0,,1313.0,,,,2158.0,,,,,,,38994.0,,,,,,,,,,0.11335077191362773,,,,,,,,,,,,,,,0.09006513822639381,,,,,,,,,,,0.7075703954454532,,0.03367184695081295,,,,0.05534184746371237,,,,,,,1.0,,,,,,,,,,0.056675385956813866,,,,,,,,,,,,,,,0.03002171274213127,,,,,,,,,,,0.037240547128708064,,0.03367184695081295,,,,0.027670923731856183,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,19.0,,1.0,,,,2.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,16.0,,1.0,,,,2.0,,,,,,
伊勢原市議会議員選挙（2007年04月22日投票）,伊勢原市議会議員選挙,神奈川県,伊勢原市,20070422.0,2007.0,4.0,22.0,20070415.0,50.37,24.0,29.0,1.2083333333333333,77286.0,,,1852.0,任期満了,52.34,,,,伊勢原市議会議員選挙（2007年04月22日投票）,1.0,29.0,24.0,1.2083333333333333,0.0,0.0,0.0,0.1724137931034483,0.20833333333333334,0.5517241379310345,0.3793103448275862,0.06896551724137931,0.6666666666666666,0.2916666666666667,0.041666666666666664,0.5813148788927336,0.3836147462080808,0.03507037489918568,0.03633217993079585,0.034874067837098253,0.01753518744959284,38437.0,6.0,55.310344827586206,8.718207061308682,35.0,49.0,57.0,62.0,68.0,55.791666666666664,8.741563393098259,35.0,49.75,58.0,62.25,68.0,,,,,,,,,,4359.0,,,,,,,,,,,,,,,3009.0,,,,,,,,2776.0,,,25000.0,,1278.0,,,,2015.0,,,,,,,38437.0,,,,,,,,,,0.11340635325337566,,,,,,,,,,,,,,,0.07828394515701018,,,,,,,,0.0722220776855634,,,0.6504149647475089,,0.03324921299789266,,,,0.05242344615864922,,,,,,,1.0,,,,,,,,,,0.05670317662668783,,,,,,,,,,,,,,,0.02609464838567006,,,,,,,,0.0722220776855634,,,0.03252074823737545,,0.03324921299789266,,,,0.02621172307932461,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,3.0,,,,,,,,1.0,,,20.0,,1.0,,,,2.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,16.0,,1.0,,,,2.0,,,,,,
伊勢原市議会議員選挙（2011年04月24日投票）,伊勢原市議会議員選挙,神奈川県,伊勢原市,20110424.0,2011.0,4.0,24.0,20110417.0,49.6,21.0,31.0,1.4761904761904765,78396.0,,,1110.0,任期満了,50.37,,,,伊勢原市議会議員選挙（2011年04月24日投票）,1.0,31.0,21.0,1.4761904761904763,0.0,0.0,0.0,0.1935483870967742,0.19047619047619047,0.5806451612903226,0.41935483870967744,0.0,0.7619047619047619,0.23809523809523808,0.0,0.6635402077421706,0.3364597922578294,,0.03686334487456503,0.025881522481371492,,38413.0,5.0,54.96774193548387,10.113816391348957,33.0,48.5,55.0,64.0,69.0,55.0,10.627905765125176,33.0,50.0,55.0,65.0,69.0,,,,,,,,,,4894.0,,,,,,,,,,,,,,,3028.0,,,,,,,,3291.0,,,26116.0,,,,,,1084.0,,,,,,,38413.0,,,,,,,,,,0.12740478483846615,,,,,,,,,,,,,,,0.07882748028011351,,,,,,,,0.08567412074037435,,,0.6798740009892484,,,,,,0.02821961315179757,,,,,,,1.0,,,,,,,,,,0.04246826161282205,,,,,,,,,,,,,,,0.026275826760037837,,,,,,,,0.042837060370187176,,,0.030903363681329475,,,,,,0.02821961315179757,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,3.0,,,,,,,,2.0,,,22.0,,,,,,1.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,2.0,,,,,,,,2.0,,,13.0,,,,,,1.0,,,,,,
伊勢原市議会議員選挙（2015年04月26日投票）,伊勢原市議会議員選挙,神奈川県,伊勢原市,20150426.0,2015.0,4.0,26.0,20150419.0,47.21,21.0,27.0,1.2857142857142858,,,,,任期満了,49.6,,,,伊勢原市議会議員選挙（2015年04月26日投票）,1.0,27.0,21.0,1.2857142857142858,0.0,0.0,0.0,0.18518518518518517,0.19047619047619047,0.5185185185185185,0.4074074074074074,0.07407407407407407,0.6666666666666666,0.3333333333333333,0.0,0.6201411509229099,0.3477741585233442,0.03208469055374593,0.04429579649449356,0.031615832593031294,0.016042345276872965,36840.0,5.0,52.81481481481482,10.85949673834616,30.0,45.0,54.0,58.5,72.0,52.57142857142857,11.286618408630675,30.0,44.0,54.0,58.0,72.0,,,,,,,,,,4714.0,,,,,,,,,,,,,,,2726.0,,,,,,,,3803.0,,,24530.0,,,,,,1067.0,,,,,,,36840.0,,,,,,,,,,0.1279587404994571,,,,,,,,,,,,,,,0.0739956568946797,,,,,,,,0.10323018458197611,,,0.6658523344191096,,,,,,0.028963083604777416,,,,,,,1.0,,,,,,,,,,0.042652913499819034,,,,,,,,,,,,,,,0.03699782844733985,,,,,,,,0.051615092290988054,,,0.03504485970626893,,,,,,0.028963083604777416,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,2.0,,,,,,,,2.0,,,19.0,,,,,,1.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,2.0,,,,,,,,2.0,,,13.0,,,,,,1.0,,,,,,
伊勢原市議会議員選挙（2019年04月21日投票）,伊勢原市議会議員選挙,神奈川県,伊勢原市,20190421.0,2019.0,4.0,21.0,20190414.0,44.49,20.0,25.0,1.25,,,,,任期満了,47.21,,,,伊勢原市議会議員選挙（2019年04月21日投票）,1.0,25.0,20.0,1.25,0.0,0.0,0.0,0.16,0.2,0.64,0.32,0.04,0.75,0.25,0.0,0.7082605724645629,0.2695812173050415,0.02215821023039581,0.04426628577903518,0.033697652163130185,0.02215821023039581,36103.998999999996,5.0,55.72,10.772260672672196,34.0,47.0,55.0,62.0,75.0,55.1,10.91283647820309,34.0,46.75,55.0,62.0,75.0,,,,,,,,,,4986.0,,,1760.0,,,,,,,,,,,,2662.0,,,,,,,,,,,26177.999,,518.0,,,,,,,,,,,36103.998999999996,,,,,,,,,,0.13810104526094188,,,0.04874806250687078,,,,,,,,,,,,0.07373144454164206,,,,,,,,,,,0.7250720065663641,,0.014347441124181287,,,,,,,,,,,1.0,,,,,,,,,,0.0460336817536473,,,0.04874806250687078,,,,,,,,,,,,0.03686572227082103,,,,,,,,,,,0.04028177814257578,,0.014347441124181287,,,,,,,,,,,,,,,,,,,,3.0,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,18.0,,1.0,,,,,,,,,,,,,,,,,,,,3.0,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,14.0,,0.0,,,,,,,,,,
南足柄市議会議員選挙（1999年04月25日投票）,南足柄市議会議員選挙,神奈川県,南足柄市,19990425.0,1999.0,4.0,25.0,19990418.0,73.26,24.0,27.0,1.125,34509.0,,,,任期満了,,,,,南足柄市議会議員選挙（1999年04月25日投票）,1.0,27.0,24.0,1.125,0.0,0.0,0.0,0.14814814814814814,0.16666666666666666,0.7407407407407407,0.2222222222222222,0.037037037037037035,0.75,0.20833333333333334,0.041666666666666664,0.7459746693835151,0.20759918494546326,0.046426145671021615,0.037298733469175754,0.03459986415757721,0.046426145671021615,25029.0,3.0,60.55555555555556,6.014386045655271,47.0,56.0,62.0,65.0,70.0,60.916666666666664,5.873078882115884,47.0,56.0,62.0,66.25,70.0,,,,,,,,,,2021.6399999999999,,,,,,,,,,,,,,,1850.3600000000001,,,,,,,,,,,21157.0,,,,,,,,,,,,,25029.0,,,,,,,,,,0.0807719045906748,,,,,,,,,,,,,,,0.07392864277438173,,,,,,,,,,,0.8452994526349434,,,,,,,,,,,,,1.0,,,,,,,,,,0.0403859522953374,,,,,,,,,,,,,,,0.02464288092479391,,,,,,,,,,,0.038422702392497426,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,20.0,,,,,,,,,,,,
