,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_たちあがれ日本,得票数_はなまる組,得票数_みんなの党,得票数_公明党,得票数_公明政治連盟,得票数_国民民主党,得票数_地域産業を発展させる会・イノベーション静岡,得票数_幸福実現党,得票数_新社会党,得票数_新自由クラブ,得票数_日本共産党,得票数_日本民主党,得票数_日本社会党,得票数_日本維新の会,得票数_民主党,得票数_民社党,得票数_浜松ハッピーネットワーク,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_維新の党,得票数_緑の党 Greens Japan,得票数_緑の党 グリーンズジャパン,得票数_自由党,得票数_自由民主党,得票数_青年自由,得票数_sum_v,得票率_たちあがれ日本,得票率_はなまる組,得票率_みんなの党,得票率_公明党,得票率_公明政治連盟,得票率_国民民主党,得票率_地域産業を発展させる会・イノベーション静岡,得票率_幸福実現党,得票率_新社会党,得票率_新自由クラブ,得票率_日本共産党,得票率_日本民主党,得票率_日本社会党,得票率_日本維新の会,得票率_民主党,得票率_民社党,得票率_浜松ハッピーネットワーク,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_維新の党,得票率_緑の党 Greens Japan,得票率_緑の党 グリーンズジャパン,得票率_自由党,得票率_自由民主党,得票率_青年自由,得票率_sum_v,一人あたり得票率_たちあがれ日本,一人あたり得票率_はなまる組,一人あたり得票率_みんなの党,一人あたり得票率_公明党,一人あたり得票率_公明政治連盟,一人あたり得票率_国民民主党,一人あたり得票率_地域産業を発展させる会・イノベーション静岡,一人あたり得票率_幸福実現党,一人あたり得票率_新社会党,一人あたり得票率_新自由クラブ,一人あたり得票率_日本共産党,一人あたり得票率_日本民主党,一人あたり得票率_日本社会党,一人あたり得票率_日本維新の会,一人あたり得票率_民主党,一人あたり得票率_民社党,一人あたり得票率_浜松ハッピーネットワーク,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_緑の党 Greens Japan,一人あたり得票率_緑の党 グリーンズジャパン,一人あたり得票率_自由党,一人あたり得票率_自由民主党,一人あたり得票率_青年自由,立候補者数_たちあがれ日本,立候補者数_はなまる組,立候補者数_みんなの党,立候補者数_公明党,立候補者数_公明政治連盟,立候補者数_国民民主党,立候補者数_地域産業を発展させる会・イノベーション静岡,立候補者数_幸福実現党,立候補者数_新社会党,立候補者数_新自由クラブ,立候補者数_日本共産党,立候補者数_日本民主党,立候補者数_日本社会党,立候補者数_日本維新の会,立候補者数_民主党,立候補者数_民社党,立候補者数_浜松ハッピーネットワーク,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_緑の党 Greens Japan,立候補者数_緑の党 グリーンズジャパン,立候補者数_自由党,立候補者数_自由民主党,立候補者数_青年自由,当選者数_たちあがれ日本,当選者数_はなまる組,当選者数_みんなの党,当選者数_公明党,当選者数_公明政治連盟,当選者数_国民民主党,当選者数_地域産業を発展させる会・イノベーション静岡,当選者数_幸福実現党,当選者数_新社会党,当選者数_新自由クラブ,当選者数_日本共産党,当選者数_日本民主党,当選者数_日本社会党,当選者数_日本維新の会,当選者数_民主党,当選者数_民社党,当選者数_浜松ハッピーネットワーク,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_維新の党,当選者数_緑の党 Greens Japan,当選者数_緑の党 グリーンズジャパン,当選者数_自由党,当選者数_自由民主党,当選者数_青年自由
熱海市議会議員選挙（2019年04月21日投票）,熱海市議会議員選挙,静岡県,熱海市,20190421.0,2019.0,4.0,21.0,20190414.0,54.18,15.0,18.0,1.2,32786.0,,,,任期満了,56.06,,,,熱海市議会議員選挙（2019年04月21日投票）,1.0,18.0,15.0,1.2,0.0,0.0,0.0,0.1111111111111111,0.13333333333333333,,,,,,,,,,,,,17601.0,4.0,59.111111111111114,12.740525407310365,30.0,51.5,58.0,66.0,91.0,61.266666666666666,11.427841246515264,48.0,52.5,59.0,69.0,91.0,,,,2133.0,,,,,,,840.0,,,,,,,6241.0,,,,,,,8387.0,,17601.0,,,,0.12118629623316857,,,,,,,0.0477245611044827,,,,,,,0.3545821260155673,,,,,,,0.4765070166467814,,1.0,,,,0.06059314811658428,,,,,,,0.0477245611044827,,,,,,,0.05065458943079533,,,,,,,0.059563377080847676,,,,,2.0,,,,,,,1.0,,,,,,,7.0,,,,,,,8.0,,,,,2.0,,,,,,,1.0,,,,,,,4.0,,,,,,,8.0,
牧之原市議会議員選挙（2005年10月30日投票）,牧之原市議会議員選挙,静岡県,牧之原市,20051030.0,2005.0,10.0,30.0,20051023.0,78.2,22.0,27.0,1.2272727272727273,40592.0,,,,その他,,,,,牧之原市議会議員選挙（2005年10月30日投票）,1.0,27.0,22.0,1.2272727272727273,0.0,0.0,0.0,0.14814814814814814,0.09090909090909091,0.0,0.18518518518518517,0.8148148148148148,0.0,0.13636363636363635,0.8636363636363636,,0.15401536737634064,0.8459846326236593,,0.030803073475268127,0.03845384693743906,31235.0,2.0,58.111111111111114,9.14627361211408,33.0,54.5,58.0,64.5,74.0,59.5,9.023958010862982,33.0,56.25,60.0,66.5,74.0,,,,,,,,,,,2685.0,,,,,,,28550.0,,,,,,,,,31235.0,,,,,,,,,,,0.08596126140547462,,,,,,,0.9140387385945253,,,,,,,,,1.0,,,,,,,,,,,0.04298063070273731,,,,,,,0.03656154954378101,,,,,,,,,,,,,,,,,,,2.0,,,,,,,25.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,20.0,,,,,,,,
牧之原市議会議員選挙（2009年10月25日投票）,牧之原市議会議員選挙,静岡県,牧之原市,20091025.0,2009.0,10.0,25.0,20091018.0,63.82,17.0,19.0,1.1176470588235294,40315.0,,,-277.0,任期満了,78.2,,,,牧之原市議会議員選挙（2009年10月25日投票）,1.0,19.0,17.0,1.1176470588235294,0.0,0.0,0.0,0.10526315789473684,0.11764705882352941,0.6842105263157895,0.3157894736842105,0.0,0.7647058823529411,0.23529411764705882,0.0,0.6941196918822832,0.30588030811771677,,0.05339382245248332,0.0509800513529528,,25315.0,2.0,62.73684210526316,5.523558209239649,50.0,60.5,64.0,66.0,72.0,62.588235294117645,5.82144942058259,50.0,60.0,64.0,66.0,72.0,,,,,,,,,,,2547.0,,,,,,,22768.0,,,,,,,,,25315.0,,,,,,,,,,,0.10061228520639937,,,,,,,0.8993877147936006,,,,,,,,,1.0,,,,,,,,,,,0.05030614260319968,,,,,,,0.05290515969374121,,,,,,,,,,,,,,,,,,,2.0,,,,,,,17.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,16.0,,,,,,,,
牧之原市議会議員選挙（2013年10月27日投票）,牧之原市議会議員選挙,静岡県,牧之原市,20131027.0,2013.0,10.0,27.0,20131020.0,62.28,16.0,18.0,1.125,,,,,任期満了,63.82,,,,牧之原市議会議員選挙（2013年10月27日投票）,1.0,18.0,16.0,1.125,0.0,0.0,0.0,0.1111111111111111,0.125,0.5555555555555556,0.4444444444444444,0.0,0.5625,0.4375,0.0,0.5342731518492027,0.46572684815079735,,0.05342731518492026,0.05821585601884967,,23767.0,3.0,61.611111111111114,8.538402718755677,41.0,58.5,63.0,66.75,76.0,61.5,7.6892782496148495,41.0,59.5,63.0,66.25,72.0,,,,,,,,,,,1160.0,,,1252.0,,,,21355.0,,,,,,,,,23767.0,,,,,,,,,,,0.04880716960491438,,,0.05267808305633862,,,,0.898514747338747,,,,,,,,,1.0,,,,,,,,,,,0.04880716960491438,,,0.05267808305633862,,,,0.05615717170867169,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,16.0,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,14.0,,,,,,,,
牧之原市議会議員選挙（2017年10月22日投票）,牧之原市議会議員選挙,静岡県,牧之原市,20171022.0,2017.0,10.0,22.0,20171015.0,,16.0,17.0,1.0625,37984.0,,,,任期満了,62.28,,,,牧之原市議会議員選挙（2017年10月22日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.11764705882352941,0.125,0.7058823529411765,0.29411764705882354,0.0,0.75,0.25,0.0,0.759222367667512,0.24077763233248795,,0.06326853063895933,0.04815552646649759,,24446.0,0.0,64.3529411764706,7.925692966330439,45.0,62.0,66.0,70.0,74.0,63.875,7.92839044194974,45.0,61.75,65.5,69.25,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
磐田市議会議員選挙（2005年04月24日投票）,磐田市議会議員選挙,静岡県,磐田市,20050424.0,2005.0,4.0,24.0,20050417.0,71.77,34.0,47.0,1.3823529411764706,131602.0,,,,その他,,,,,磐田市議会議員選挙（2005年04月24日投票）,1.0,47.0,34.0,1.3823529411764706,0.0,0.0,0.0,0.10638297872340426,0.11764705882352941,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.02127659574468085,,93121.99,3.0,56.06382978723404,7.355427162101807,30.0,53.0,57.0,61.0,69.0,55.61764705882353,7.447916036529764,30.0,53.0,56.5,60.75,69.0,,,,7558.01,,,,,,,5919.36,,,,,,,79644.62,,,,,,,,,93121.98999999999,,,,0.08116246227126375,,,,,,,0.0635656518938223,,,,,,,0.855271885834914,,,,,,,,,1.0,,,,0.02705415409042125,,,,,,,0.0211885506312741,,,,,,,0.020860289898412536,,,,,,,,,,,,3.0,,,,,,,3.0,,,,,,,41.0,,,,,,,,,,,,3.0,,,,,,,3.0,,,,,,,28.0,,,,,,,,
磐田市議会議員選挙（2009年04月19日投票）,磐田市議会議員選挙,静岡県,磐田市,20090419.0,2009.0,4.0,19.0,20090412.0,67.23,30.0,32.0,1.0666666666666669,134065.0,,,2463.0,任期満了,71.77,,,,磐田市議会議員選挙（2009年04月19日投票）,1.0,32.0,30.0,1.0666666666666667,0.0,0.0,0.0,0.09375,0.1,0.625,0.375,0.0,0.6333333333333333,0.36666666666666664,0.0,0.6345869840070628,0.3654130159929372,,0.03172934920035314,0.0304510846660781,,88656.01,4.0,57.40625,7.249393832417991,34.0,53.75,58.0,61.0,71.0,57.0,7.280109889280518,34.0,53.25,57.5,61.0,71.0,,,,6797.15,,,,,,,7242.280000000001,,,,,,,73005.58,1611.0,,,,,,,,88656.01000000001,,,,0.07666880113373023,,,,,,,0.08168966773938958,,,,,,,0.8234701742160514,0.018171356910828718,,,,,,,,1.0,,,,0.038334400566865115,,,,,,,0.027229889246463194,,,,,,,0.031671929777540436,0.018171356910828718,,,,,,,,,,,2.0,,,,,,,3.0,,,,,,,26.0,1.0,,,,,,,,,,,2.0,,,,,,,3.0,,,,,,,25.0,0.0,,,,,,,
磐田市議会議員選挙（2013年04月21日投票）,磐田市議会議員選挙,静岡県,磐田市,20130421.0,2013.0,4.0,21.0,20130414.0,61.0,26.0,30.0,1.1538461538461535,133292.0,,,-773.0,任期満了,67.23,,,,磐田市議会議員選挙（2013年04月21日投票）,1.0,30.0,26.0,1.1538461538461537,0.0,0.0,0.0,0.1,0.11538461538461539,0.7,0.3,0.0,0.6923076923076923,0.3076923076923077,0.0,0.6960557071868194,0.3039442928131806,,0.03314550986603902,0.0337715880903534,,79611.99,4.0,57.9,9.637945839233586,31.0,56.0,60.5,64.75,75.0,56.69230769230769,9.56664570574094,31.0,53.75,58.5,63.5,69.0,,,,6512.85,,,,,,,7044.9400000000005,,,,2261.0,,,63793.2,,,,,,,,,79611.98999999999,,,,0.08180740112136377,,,,,,,0.08849094213070169,,,,0.02840024473700507,,,0.8013014120109295,,,,,,,,,1.0,,,,0.040903700560681884,,,,,,,0.029496980710233895,,,,0.02840024473700507,,,0.03338755883378873,,,,,,,,,,,,2.0,,,,,,,3.0,,,,1.0,,,24.0,,,,,,,,,,,,2.0,,,,,,,3.0,,,,1.0,,,20.0,,,,,,,,
磐田市議会議員選挙（2017年04月16日投票）,磐田市議会議員選挙,静岡県,磐田市,20170416.0,2017.0,4.0,16.0,20170409.0,59.22,26.0,32.0,1.2307692307692308,135251.0,,,1959.0,任期満了,61.0,,,,磐田市議会議員選挙（2017年04月16日投票）,1.0,32.0,26.0,1.2307692307692308,0.0,0.0,0.0,0.0625,0.07692307692307693,0.625,0.375,0.0,0.6538461538461539,0.34615384615384615,0.0,0.6631051861643097,0.3368948138356903,,0.03315525930821549,0.02807456781964086,,78618.98999999999,0.0,59.09375,8.942033378236742,35.0,54.0,60.0,65.0,73.0,58.57692307692308,9.340454102464006,35.0,54.0,60.0,63.5,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
磐田市議会議員選挙（2021年04月18日投票）,磐田市議会議員選挙,静岡県,磐田市,20210418.0,2021.0,4.0,18.0,20210411.0,49.5,26.0,28.0,1.0769230769230769,133915.0,67120.0,66795.0,-1336.0,任期満了,59.22,,,,磐田市議会議員選挙（2021年04月18日投票）,1.0,28.0,26.0,1.0769230769230769,0.0,0.0,0.0,0.10714285714285714,0.11538461538461539,0.6785714285714286,0.32142857142857145,0.0,0.7307692307692307,0.2692307692307692,0.0,0.7301291288719807,0.2698708711280193,,0.03842784888799898,0.029985652347557696,,65408.996999999996,3.0,59.464285714285715,9.100557843408529,29.0,55.75,61.5,65.25,73.0,60.80769230769231,7.136144352030567,45.0,56.5,62.5,65.75,73.0,,,,6040.759,,,,,,,4436.0,,,,,,,54932.238,,,,,,,,,65408.996999999996,,,,0.09235364058556043,,,,,,,0.06781941634114952,,,,,,,0.8398269430732901,,,,,,,,,1.0,,,,0.04617682029278022,,,,,,,0.03390970817057476,,,,,,,0.03499278929472042,,,,,,,,,,,,2.0,,,,,,,2.0,,,,,,,24.0,,,,,,,,,,,,2.0,,,,,,,2.0,,,,,,,22.0,,,,,,,,
菊川市議会議員選挙（2002年01月20日投票）,菊川市議会議員選挙,静岡県,菊川市,20020120.0,2002.0,1.0,20.0,20020115.0,77.94,18.0,21.0,1.1666666666666667,24333.0,,,,任期満了,,,,,菊川市議会議員選挙（2002年01月20日投票）,1.0,21.0,18.0,1.1666666666666667,0.0,0.0,0.0,0.047619047619047616,0.05555555555555555,0.7619047619047619,0.23809523809523808,0.0,0.8333333333333334,0.16666666666666666,0.0,0.8019694301072806,0.19803056989271933,,0.05012308938170504,0.03960611397854387,,18775.99,2.0,56.38095238095238,7.84660187582704,37.0,51.0,58.0,63.0,65.0,56.888888888888886,7.716424682230963,37.0,54.0,59.0,63.0,65.0,,,,,,,,,,,1068.0,,,,,,,17707.99,,,,,,,,,18775.99,,,,,,,,,,,0.0568811551348291,,,,,,,0.943118844865171,,,,,,,,,1.0,,,,,,,,,,,0.0568811551348291,,,,,,,0.047155942243258545,,,,,,,,,,,,,,,,,,,1.0,,,,,,,20.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,17.0,,,,,,,,
菊川市議会議員選挙（2005年01月30日投票）,菊川市議会議員選挙,静岡県,菊川市,20050130.0,2005.0,1.0,30.0,20050123.0,79.72,22.0,32.0,1.4545454545454546,36012.0,,,11679.0,その他,77.94,,,,菊川市議会議員選挙（2005年01月30日投票）,1.0,32.0,22.0,1.4545454545454546,0.0,0.0,0.0,0.03125,0.045454545454545456,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.03125,,28354.99,2.0,59.25,8.173891362135908,34.0,56.5,61.0,65.25,69.0,59.72727272727273,7.343406555183415,40.0,55.5,61.0,65.75,69.0,,,,,,,,,,,2257.0,,,,,,,26097.99,,,,,,,,,28354.99,,,,,,,,,,,0.07959798257731708,,,,,,,0.9204020174226829,,,,,,,,,1.0,,,,,,,,,,,0.03979899128865854,,,,,,,0.030680067247422765,,,,,,,,,,,,,,,,,,,2.0,,,,,,,30.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,20.0,,,,,,,,
菊川市議会議員選挙（2009年01月25日投票）,菊川市議会議員選挙,静岡県,菊川市,20090125.0,2009.0,1.0,25.0,20090118.0,71.43,17.0,18.0,1.0588235294117647,36525.0,,,513.0,任期満了,79.72,,,,菊川市議会議員選挙（2009年01月25日投票）,1.0,18.0,17.0,1.0588235294117647,0.0,0.0,0.0,0.05555555555555555,0.058823529411764705,0.8333333333333334,0.16666666666666666,0.0,0.8235294117647058,0.17647058823529413,0.0,0.7422432474266697,0.25775675257333025,,0.04948288316177798,0.08591891752444342,,25842.0,2.0,61.77777777777778,7.435317788587382,44.0,58.25,61.5,68.5,72.0,62.23529411764706,7.400551742266613,44.0,59.0,62.0,69.0,72.0,,,,,,,,,,,2581.0,,,,,,,23261.0,,,,,,,,,25842.0,,,,,,,,,,,0.0998761705750329,,,,,,,0.9001238294249672,,,,,,,,,1.0,,,,,,,,,,,0.04993808528751645,,,,,,,0.05625773933906045,,,,,,,,,,,,,,,,,,,2.0,,,,,,,16.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,15.0,,,,,,,,
菊川市議会議員選挙（2013年01月27日投票）,菊川市議会議員選挙,静岡県,菊川市,20130127.0,2013.0,1.0,27.0,20130120.0,68.59,17.0,18.0,1.0588235294117647,36487.0,,,-38.0,任期満了,71.43,,,,菊川市議会議員選挙（2013年01月27日投票）,1.0,18.0,17.0,1.0588235294117647,0.0,0.0,0.0,0.1111111111111111,0.11764705882352941,0.5555555555555556,0.4444444444444444,0.0,0.5882352941176471,0.4117647058823529,0.0,0.6040647130647131,0.3959352869352869,,0.06040647130647131,0.04949191086691086,,24570.0,2.0,63.388888888888886,7.14250880984864,48.0,58.0,65.0,67.75,74.0,63.1764705882353,7.294117647058823,48.0,57.0,65.0,68.0,74.0,,,,,,,,,,,1162.0,,,,,,,23408.0,,,,,,,,,24570.0,,,,,,,,,,,0.0472934472934473,,,,,,,0.9527065527065527,,,,,,,,,1.0,,,,,,,,,,,0.0472934472934473,,,,,,,0.056041561923914865,,,,,,,,,,,,,,,,,,,1.0,,,,,,,17.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,16.0,,,,,,,,
菊川市議会議員選挙（2017年01月22日投票）,菊川市議会議員選挙,静岡県,菊川市,20170122.0,2017.0,1.0,22.0,20170115.0,68.27,17.0,24.0,1.4117647058823528,37241.0,,,754.0,任期満了,68.59,,,,菊川市議会議員選挙（2017年01月22日投票）,1.0,24.0,17.0,1.411764705882353,0.0,0.0,0.0,0.125,0.11764705882352941,0.5,0.375,0.125,0.47058823529411764,0.4117647058823529,0.11764705882352941,0.5116106839913697,0.3562592546070563,0.132130061401574,0.04263422366594747,0.039584361623006256,0.04404335380052466,25021.997000000003,0.0,63.75,10.413332799829265,28.0,63.25,67.5,69.0,76.0,64.82352941176471,8.31890330807703,41.0,64.0,68.0,69.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
菊川市議会議員選挙（2021年01月24日投票）,菊川市議会議員選挙,静岡県,菊川市,20210124.0,2021.0,1.0,24.0,20210117.0,60.05,17.0,22.0,1.2941176470588236,,,,,任期満了,68.27,,,,菊川市議会議員選挙（2021年01月24日投票）,1.0,22.0,17.0,1.2941176470588236,0.0,0.0,0.0,,,,,,,,,,,,,,,22007.996,4.0,,,,,,,,,,,,,,,,,,1523.642,,,,1626.0,,,1023.798,,,,,,,17834.556,,,,,,,,,22007.996,,,,0.0692312921176467,,,,0.07388223807383462,,,0.04651936505259271,,,,,,,0.810367104755926,,,,,,,,,1.0,,,,0.0692312921176467,,,,0.07388223807383462,,,0.04651936505259271,,,,,,,0.042650900250311895,,,,,,,,,,,,1.0,,,,1.0,,,1.0,,,,,,,19.0,,,,,,,,,,,,1.0,,,,1.0,,,1.0,,,,,,,14.0,,,,,,,,
藤枝市議会議員増員選挙（2009年02月01日投票）,藤枝市議会議員増員選挙,静岡県,藤枝市,20090201.0,2009.0,2.0,1.0,20090125.0,63.1,3.0,4.0,1.3333333333333333,10207.0,,,,その他,,,,,藤枝市議会議員増員選挙（2009年02月01日投票）,1.0,4.0,3.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.25,,6393.0,2.0,62.5,8.0156097709407,51.0,57.0,64.5,70.0,70.0,60.0,7.788880963698615,51.0,55.0,59.0,64.5,70.0,,,,,,,,,,,1964.0,,,,,,,4429.0,,,,,,,,,6393.0,,,,,,,,,,,0.3072110120444236,,,,,,,0.6927889879555764,,,,,,,,,1.0,,,,,,,,,,,0.3072110120444236,,,,,,,0.2309296626518588,,,,,,,,,,,,,,,,,,,1.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,2.0,,,,,,,,
藤枝市議会議員補欠選挙（2012年05月20日投票）,藤枝市議会議員補欠選挙,静岡県,藤枝市,20120520.0,2012.0,5.0,20.0,20120513.0,無投票,1.0,1.0,1.0,117070.0,,,,その他,,,,,藤枝市議会議員補欠選挙（2012年05月20日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,45.0,0.0,45.0,45.0,45.0,45.0,45.0,45.0,0.0,45.0,45.0,45.0,45.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
藤枝市議会議員補欠選挙（2020年05月24日投票）,藤枝市議会議員補欠選挙,静岡県,藤枝市,20200524.0,2020.0,5.0,24.0,20200517.0,無投票,2.0,2.0,1.0,,,,,その他,50.61,,,,藤枝市議会議員補欠選挙（2020年05月24日投票）,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,42.0,6.0,36.0,39.0,42.0,45.0,48.0,42.0,6.0,36.0,39.0,42.0,45.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,
藤枝市議会議員選挙（2006年04月16日投票）,藤枝市議会議員選挙,静岡県,藤枝市,20060416.0,2006.0,4.0,16.0,20060409.0,60.21,24.0,26.0,1.0833333333333333,103835.0,,,,任期満了,,,,,藤枝市議会議員選挙（2006年04月16日投票）,1.0,26.0,24.0,1.0833333333333333,0.0,0.0,0.0,0.15384615384615385,0.16666666666666666,0.7307692307692307,0.2692307692307692,0.0,0.75,0.25,0.0,0.7366280482864782,0.26337195171352185,,0.038769897278235696,0.03762456453050312,,61715.0,3.0,58.46153846153846,7.781787263717216,44.0,51.25,58.5,64.5,71.0,58.333333333333336,7.956478841520006,44.0,51.0,58.5,64.25,71.0,,,,6107.0,,,,,,,6214.0,,,,,,,49394.0,,,,,,,,,61715.0,,,,0.09895487320748603,,,,,,,0.10068864943692782,,,,,,,0.8003564773555861,,,,,,,,,1.0,,,,0.049477436603743014,,,,,,,0.033562883145642604,,,,,,,0.03811221320740886,,,,,,,,,,,,2.0,,,,,,,3.0,,,,,,,21.0,,,,,,,,,,,,2.0,,,,,,,1.0,,,,,,,21.0,,,,,,,,
藤枝市議会議員選挙（2010年04月18日投票）,藤枝市議会議員選挙,静岡県,藤枝市,20100418.0,2010.0,4.0,18.0,20100411.0,57.25,22.0,26.0,1.181818181818182,115427.0,,,11592.0,任期満了,60.21,,,,藤枝市議会議員選挙（2010年04月18日投票）,1.0,26.0,22.0,1.1818181818181819,0.0,0.0,0.0,0.15384615384615385,0.13636363636363635,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,0.038461538461538464,,,65206.0,4.0,,,,,,,,,,,,,,,,,,5423.71,,,,,,,5428.29,,,,,,,50203.0,,,,,,,4151.0,,65206.0,,,,0.0831780817716161,,,,,,,0.08324832070668343,,,,,,,0.7699138116124283,,,,,,,0.06365978590927215,,1.0,,,,0.0831780817716161,,,,,,,0.04162416035334172,,,,,,,0.03499608234601947,,,,,,,0.06365978590927215,,,,,1.0,,,,,,,2.0,,,,,,,22.0,,,,,,,1.0,,,,,1.0,,,,,,,2.0,,,,,,,18.0,,,,,,,1.0,
藤枝市議会議員選挙（2014年04月20日投票）,藤枝市議会議員選挙,静岡県,藤枝市,20140420.0,2014.0,4.0,20.0,20140413.0,52.47,22.0,24.0,1.0909090909090908,1169050.0,,,1053623.0,任期満了,57.25,,,,藤枝市議会議員選挙（2014年04月20日投票）,1.0,24.0,22.0,1.0909090909090908,0.0,0.0,0.0,0.041666666666666664,0.045454545454545456,0.5833333333333334,0.375,0.041666666666666664,0.5909090909090909,0.36363636363636365,0.045454545454545456,0.5337955276445019,0.4033364573273134,0.06286801502818466,0.03812825197460728,0.044815161925257044,0.06286801502818466,60459.997,4.0,57.083333333333336,10.119768881858036,37.0,50.5,58.0,65.25,75.0,58.5,9.262583578324923,40.0,53.0,58.5,65.75,75.0,,,,6133.804,,,,,,,4556.195,,,,3032.0,,,46737.998,,,,,,,,,60459.997,,,,0.10145227099498533,,,,,,,0.07535883602508282,,,,0.05014886123795209,,,0.7730400317419797,,,,,,,,,1.0,,,,0.050726135497492664,,,,,,,0.03767941801254141,,,,0.05014886123795209,,,0.04068631746010419,,,,,,,,,,,,2.0,,,,,,,2.0,,,,1.0,,,19.0,,,,,,,,,,,,2.0,,,,,,,2.0,,,,1.0,,,17.0,,,,,,,,
