,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_NHKから国民を守る党,得票数_NHKから自国民を守る党,得票数_されど我町まえばし,得票数_公明党,得票数_公民,得票数_大泉町の行政を考える会,得票数_幸福実現党,得票数_日本共産党,得票数_民主党,得票数_民進党,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_自由民主党,得票数_sum_v,得票率_NHKから国民を守る党,得票率_NHKから自国民を守る党,得票率_されど我町まえばし,得票率_公明党,得票率_公民,得票率_大泉町の行政を考える会,得票率_幸福実現党,得票率_日本共産党,得票率_民主党,得票率_民進党,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_NHKから国民を守る党,一人あたり得票率_NHKから自国民を守る党,一人あたり得票率_されど我町まえばし,一人あたり得票率_公明党,一人あたり得票率_公民,一人あたり得票率_大泉町の行政を考える会,一人あたり得票率_幸福実現党,一人あたり得票率_日本共産党,一人あたり得票率_民主党,一人あたり得票率_民進党,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_自由民主党,立候補者数_NHKから国民を守る党,立候補者数_NHKから自国民を守る党,立候補者数_されど我町まえばし,立候補者数_公明党,立候補者数_公民,立候補者数_大泉町の行政を考える会,立候補者数_幸福実現党,立候補者数_日本共産党,立候補者数_民主党,立候補者数_民進党,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_自由民主党,当選者数_NHKから国民を守る党,当選者数_NHKから自国民を守る党,当選者数_されど我町まえばし,当選者数_公明党,当選者数_公民,当選者数_大泉町の行政を考える会,当選者数_幸福実現党,当選者数_日本共産党,当選者数_民主党,当選者数_民進党,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_自由民主党
玉村町議会議員選挙（2013年10月06日投票）,玉村町議会議員選挙,群馬県,玉村町,20131006.0,2013.0,10.0,6.0,20131001.0,無投票,16.0,16.0,1.0,,,,,任期満了,54.61,,,,玉村町議会議員選挙（2013年10月06日投票）,1.0,16.0,16.0,1.0,1.0,1.0,0.0,0.1875,0.1875,0.875,0.125,0.0,0.875,0.125,0.0,,,,,,,0.0,3.0,63.0,5.2796780204857185,55.0,59.75,62.5,66.0,76.0,63.0,5.2796780204857185,55.0,59.75,62.5,66.0,76.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,14.0,,,,,,,1.0,,,,1.0,,,14.0,,,
玉村町議会議員選挙（2017年10月01日投票）,玉村町議会議員選挙,群馬県,玉村町,20171001.0,2017.0,10.0,1.0,20170926.0,46.19,13.0,15.0,1.1538461538461535,30100.0,,,,任期満了,,,,,玉村町議会議員選挙（2017年10月01日投票）,1.0,15.0,13.0,1.1538461538461537,0.0,0.0,0.0,0.13333333333333333,0.15384615384615385,0.7333333333333333,0.26666666666666666,0.0,0.7692307692307693,0.23076923076923078,0.0,0.8033601168736304,0.19663988312636962,,0.07303273789760277,0.049159970781592406,,13690.0,0.0,63.266666666666666,6.874752520798275,46.0,59.0,66.0,68.5,71.0,63.38461538461539,6.923076923076923,46.0,59.0,66.0,68.0,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
甘楽町議会議員補欠選挙（2016年07月10日投票）,甘楽町議会議員補欠選挙,群馬県,甘楽町,20160710.0,2016.0,7.0,10.0,20160705.0,無投票,1.0,1.0,1.0,,,,,その他,,,,,甘楽町議会議員補欠選挙（2016年07月10日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,
甘楽町議会議員選挙（2003年04月27日投票）,甘楽町議会議員選挙,群馬県,甘楽町,20030427.0,2003.0,4.0,27.0,20030422.0,無投票,18.0,18.0,1.0,11807.0,,,,任期満了,,,,,甘楽町議会議員選挙（2003年04月27日投票）,1.0,18.0,18.0,1.0,1.0,1.0,0.0,0.1111111111111111,0.1111111111111111,0.7222222222222222,0.2222222222222222,0.05555555555555555,0.7222222222222222,0.2222222222222222,0.05555555555555555,,,,,,,0.0,2.0,58.44444444444444,10.377444677023885,36.0,54.0,60.0,66.0,76.0,58.44444444444444,10.377444677023885,36.0,54.0,60.0,66.0,76.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,17.0,,,,,,,,,,,1.0,,,17.0,,,
甘楽町議会議員選挙（2007年04月22日投票）,甘楽町議会議員選挙,群馬県,甘楽町,20070422.0,2007.0,4.0,22.0,20070417.0,81.66,14.0,21.0,1.5,11678.0,,,-129.0,任期満了,,,,,甘楽町議会議員選挙（2007年04月22日投票）,1.0,21.0,14.0,1.5,0.0,0.0,0.0,0.09523809523809523,0.07142857142857142,0.42857142857142855,0.5714285714285714,0.0,0.5,0.5,0.0,0.4690623006591537,0.5309376993408462,,0.05211803340657264,0.04424480827840385,,9406.0,2.0,62.23809523809524,9.169851023896381,29.0,60.0,65.0,67.0,73.0,64.0,6.106202935189288,49.0,59.25,65.5,67.75,73.0,,,,,,,,512.0,,,8894.0,,,,9406.0,,,,,,,,0.054433340421007864,,,0.9455666595789921,,,,1.0,,,,,,,,0.054433340421007864,,,0.04727833297894961,,,,,,,,,,,1.0,,,20.0,,,,,,,,,,,1.0,,,13.0,,,
甘楽町議会議員選挙（2011年04月24日投票）,甘楽町議会議員選挙,群馬県,甘楽町,20110424.0,2011.0,4.0,24.0,20110419.0,74.51,12.0,14.0,1.1666666666666667,11474.0,,,-204.0,任期満了,81.66,,,,甘楽町議会議員選挙（2011年04月24日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,0.14285714285714285,0.16666666666666666,0.5,0.42857142857142855,0.07142857142857142,0.5833333333333334,0.4166666666666667,0.0,0.5059869590989923,0.4352104327208062,0.05880260818020154,0.07228385129985604,0.07253507212013437,0.05880260818020154,8435.0,2.0,,,,,,,,,,,,,,,,,,,,,,575.0,,,7860.0,,,,8435.0,,,,,,,,0.06816834617664493,,,0.9318316538233551,,,,1.0,,,,,,,,0.06816834617664493,,,0.07167935798641192,,,,,,,,,,,1.0,,,13.0,,,,,,,,,,,1.0,,,11.0,,,
甘楽町議会議員選挙（2015年04月26日投票）,甘楽町議会議員選挙,群馬県,甘楽町,20150426.0,2015.0,4.0,26.0,20150421.0,無投票,12.0,12.0,1.0,11364.0,,,-110.0,任期満了,74.51,,,,甘楽町議会議員選挙（2015年04月26日投票）,1.0,12.0,12.0,1.0,1.0,1.0,0.0,0.08333333333333333,0.08333333333333333,0.6666666666666666,0.25,0.08333333333333333,0.6666666666666666,0.25,0.08333333333333333,,,,,,,0.0,2.0,67.0,3.8297084310253524,57.0,66.0,67.5,68.5,73.0,67.0,3.8297084310253524,57.0,66.0,67.5,68.5,73.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,11.0,,,,,,,,,,,1.0,,,11.0,,,
甘楽町議会議員選挙（2019年04月21日投票）,甘楽町議会議員選挙,群馬県,甘楽町,20190421.0,2019.0,4.0,21.0,20190416.0,64.58,12.0,13.0,1.0833333333333333,11295.0,,,-69.0,任期満了,,,,,甘楽町議会議員選挙（2019年04月21日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.07692307692307693,0.08333333333333333,0.6153846153846154,0.38461538461538464,0.0,0.5833333333333334,0.4166666666666667,0.0,0.5318216920253406,0.4681783079746594,,0.06647771150316757,0.09363566159493189,,7169.999,2.0,64.0,12.624761993186857,25.0,61.0,68.0,71.0,77.0,62.916666666666664,12.546303129696103,25.0,60.75,65.5,70.25,75.0,,,,,,,,475.161,,,6694.838,,,,7169.999,,,,,,,,0.06627072053984945,,,0.9337292794601505,,,,1.0,,,,,,,,0.06627072053984945,,,0.07781077328834587,,,,,,,,,,,1.0,,,12.0,,,,,,,,,,,1.0,,,11.0,,,
神流町議会議員補欠選挙（2015年04月26日投票）,神流町議会議員補欠選挙,群馬県,神流町,20150426.0,2015.0,4.0,26.0,20150421.0,無投票,1.0,1.0,1.0,,,,,その他,,,,,神流町議会議員補欠選挙（2015年04月26日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,62.0,0.0,62.0,62.0,62.0,62.0,62.0,62.0,0.0,62.0,62.0,62.0,62.0,62.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,
神流町議会議員選挙（2005年02月20日投票）,神流町議会議員選挙,群馬県,神流町,20050220.0,2005.0,2.0,20.0,20050215.0,90.14,12.0,13.0,1.0833333333333333,2737.0,,,,任期満了,,,,,神流町議会議員選挙（2005年02月20日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.8461538461538461,0.15384615384615385,0.0,0.8333333333333334,0.16666666666666666,0.0,0.8651086510865109,0.13489134891348914,,0.07864624100786463,0.06744567445674457,,2439.0,1.0,57.92307692307692,9.793730635631837,30.0,56.0,59.0,64.0,71.0,58.333333333333336,10.085743513604847,30.0,56.75,60.0,64.5,71.0,,,,,,,,,,,2439.0,,,,2439.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,0.07692307692307693,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,12.0,,,
神流町議会議員選挙（2009年02月15日投票）,神流町議会議員選挙,群馬県,神流町,20090215.0,2009.0,2.0,15.0,20090210.0,90.67,10.0,12.0,1.2,2411.0,,,-326.0,任期満了,90.14,,,,神流町議会議員選挙（2009年02月15日投票）,1.0,12.0,10.0,1.2,0.0,0.0,0.0,0.08333333333333333,0.1,0.5833333333333334,0.3333333333333333,0.08333333333333333,0.6,0.3,0.1,0.6048983364140481,0.3285582255083179,0.066543438077634,0.08641404805914973,0.08213955637707948,0.066543438077634,2164.0,1.0,57.916666666666664,11.131474395704382,34.0,56.25,61.0,65.0,70.0,60.0,9.284395510748128,36.0,57.75,62.0,65.0,70.0,,,,,,,,,,,2164.0,,,,2164.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,0.08333333333333333,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,10.0,,,
神流町議会議員選挙（2013年02月17日投票）,神流町議会議員選挙,群馬県,神流町,20130217.0,2013.0,2.0,17.0,20130212.0,無投票,8.0,8.0,1.0,2192.0,,,-219.0,任期満了,90.67,,,,神流町議会議員選挙（2013年02月17日投票）,1.0,8.0,8.0,1.0,1.0,1.0,0.0,0.125,0.125,0.75,0.0,0.25,0.75,0.0,0.25,,,,,,,0.0,1.0,60.125,13.660504200065239,38.0,53.5,63.0,68.5,79.0,60.125,13.660504200065239,38.0,53.5,63.0,68.5,79.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,8.0,,,
神流町議会議員選挙（2017年02月19日投票）,神流町議会議員選挙,群馬県,神流町,20170219.0,2017.0,2.0,19.0,20170214.0,84.27,8.0,9.0,1.125,1901.0,,,-291.0,任期満了,,,,,神流町議会議員選挙（2017年02月19日投票）,1.0,9.0,8.0,1.125,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.4444444444444444,0.0,0.5,0.5,0.0,0.5998739760554506,0.4001260239445495,,0.11997479521109011,0.10003150598613737,,1587.0,0.0,57.111111111111114,12.133007728638843,37.0,44.0,64.0,67.0,71.0,56.125,12.524351280605316,37.0,43.5,60.0,67.25,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
神流町議会議員選挙（2021年02月21日投票）,神流町議会議員選挙,群馬県,神流町,20210221.0,2021.0,2.0,21.0,20210216.0,無投票,8.0,8.0,1.0,1648.0,800.0,848.0,-253.0,任期満了,84.27,,,,神流町議会議員選挙（2021年02月21日投票）,1.0,8.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,0.0,2.0,60.125,12.524351280605316,41.0,47.5,64.0,71.25,75.0,60.125,12.524351280605316,41.0,47.5,64.0,71.25,75.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,1.0,,,,,,,,,,,,7.0,,1.0,
草津町議会議員補欠選挙（2010年01月24日投票）,草津町議会議員補欠選挙,群馬県,草津町,20100124.0,2010.0,1.0,24.0,20100119.0,78.32,2.0,5.0,2.5,5927.0,,,,その他,,,,,草津町議会議員補欠選挙（2010年01月24日投票）,1.0,5.0,2.0,2.5,0.0,0.0,0.0,0.2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.2,,4408.0,1.0,43.2,10.225458424931373,31.0,35.0,40.0,52.0,58.0,43.5,8.5,35.0,39.25,43.5,47.75,52.0,,,,,,,,,,,4408.0,,,,4408.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,0.2,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,2.0,,,
草津町議会議員補欠選挙（2014年01月19日投票）,草津町議会議員補欠選挙,群馬県,草津町,20140119.0,2014.0,1.0,19.0,20140114.0,70.41,2.0,3.0,1.5,,,,,その他,78.32,,,,草津町議会議員補欠選挙（2014年01月19日投票）,1.0,3.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,,0.8862683438155137,0.11373165618448637,,0.44313417190775684,0.11373165618448637,3816.0,1.0,53.0,10.708252269472673,41.0,46.0,51.0,59.0,67.0,46.0,5.0,41.0,43.5,46.0,48.5,51.0,,,,,,,,,,,3816.0,,,,3816.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,2.0,,,
草津町議会議員選挙（2003年04月27日投票）,草津町議会議員選挙,群馬県,草津町,20030427.0,2003.0,4.0,27.0,20030422.0,88.93,14.0,17.0,1.2142857142857142,6235.0,,,,任期満了,,,,,草津町議会議員選挙（2003年04月27日投票）,1.0,17.0,14.0,1.2142857142857142,0.0,0.0,0.0,0.0,0.0,0.8235294117647058,0.17647058823529413,0.0,0.7857142857142857,0.21428571428571427,0.0,0.8318038368529013,0.16819616314709876,,0.05941455977520723,0.056065387715699584,,5503.99,3.0,55.11764705882353,7.185625789941999,42.0,51.0,56.0,62.0,64.0,54.92857142857143,7.449489778446821,42.0,51.25,54.5,62.0,64.0,,,,356.0,,,,245.0,,,4902.99,,,,5503.99,,,,0.06468035007331045,,,,0.04451316226955354,,,0.890806487657136,,,,1.0,,,,0.06468035007331045,,,,0.04451316226955354,,,0.0593870991771424,,,,,,,1.0,,,,1.0,,,15.0,,,,,,,1.0,,,,1.0,,,12.0,,,
草津町議会議員選挙（2007年04月22日投票）,草津町議会議員選挙,群馬県,草津町,20070422.0,2007.0,4.0,22.0,20070417.0,81.66,12.0,13.0,1.0833333333333333,6029.0,,,-206.0,任期満了,88.93,,,,草津町議会議員選挙（2007年04月22日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.6923076923076923,0.23076923076923078,0.07692307692307693,0.75,0.16666666666666666,0.08333333333333333,0.7185702547247329,0.24260476581758422,0.038824979457682825,0.07984113941385922,0.08086825527252807,0.038824979457682825,4868.0,3.0,55.76923076923077,8.191495084291777,39.0,48.0,57.0,60.0,67.0,55.75,8.525696452489967,39.0,48.0,57.0,61.5,67.0,,,,539.0,,,,257.0,,,4072.0,,,,4868.0,,,,0.11072308956450287,,,,0.052793755135579296,,,0.8364831552999178,,,,1.0,,,,0.11072308956450287,,,,0.052793755135579296,,,0.07604392320908343,,,,,,,1.0,,,,1.0,,,11.0,,,,,,,1.0,,,,1.0,,,10.0,,,
草津町議会議員選挙（2011年04月24日投票）,草津町議会議員選挙,群馬県,草津町,20110424.0,2011.0,4.0,24.0,20110419.0,76.3,12.0,13.0,1.0833333333333333,5864.0,,,-165.0,任期満了,81.66,,,,草津町議会議員選挙（2011年04月24日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.07692307692307693,0.08333333333333333,0.8461538461538461,0.07692307692307693,0.07692307692307693,0.8333333333333334,0.08333333333333333,0.08333333333333333,0.8212996389891697,0.04151624548736462,0.1371841155234657,0.07466360354446998,0.04151624548736462,0.1371841155234657,4432.0,3.0,,,,,,,,,,,,,,,,,,479.0,,,,226.0,,,3727.0,,,,4432.0,,,,0.10807761732851985,,,,0.050992779783393505,,,0.8409296028880866,,,,1.0,,,,0.10807761732851985,,,,0.050992779783393505,,,0.07644814571709878,,,,,,,1.0,,,,1.0,,,11.0,,,,,,,1.0,,,,1.0,,,10.0,,,
草津町議会議員選挙（2015年04月26日投票）,草津町議会議員選挙,群馬県,草津町,20150426.0,2015.0,4.0,26.0,20150421.0,74.98,12.0,14.0,1.1666666666666667,,,,,任期満了,76.3,,,,草津町議会議員選挙（2015年04月26日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,0.07142857142857142,0.0,0.7857142857142857,0.21428571428571427,0.0,0.75,0.25,0.0,0.7701289224033082,0.22987107759669181,,0.07001172021848256,0.0766236925322306,,4111.0,3.0,55.07142857142857,10.832914696254491,40.0,46.25,53.5,62.25,75.0,54.25,9.97601289761262,40.0,46.0,53.5,60.75,75.0,,,,473.0,,,,158.0,,,3480.0,,,,4111.0,,,,0.11505716370712722,,,,0.03843347117489662,,,0.8465093651179761,,,,1.0,,,,0.11505716370712722,,,,0.03843347117489662,,,0.07054244709316468,,,,,,,1.0,,,,1.0,,,12.0,,,,,,,1.0,,,,0.0,,,11.0,,,
草津町議会議員選挙（2019年04月21日投票）,草津町議会議員選挙,群馬県,草津町,20190421.0,2019.0,4.0,21.0,20190416.0,,12.0,13.0,1.0833333333333333,,,,,任期満了,74.98,,,,草津町議会議員選挙（2019年04月21日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.07692307692307693,0.08333333333333333,0.5384615384615384,0.23076923076923078,0.23076923076923078,0.5,0.25,0.25,0.6308412240555413,0.20109750403155227,0.1680612719129064,0.09012017486507733,0.06703250134385076,0.0560204239709688,3644.998,3.0,61.30769230769231,11.55844423510771,47.0,50.0,60.0,69.0,84.0,61.083333333333336,12.003182448371302,47.0,50.0,58.5,70.0,84.0,,,,472.0,,,,231.0,,,2941.998,,,,3644.998,,,,0.12949252647052206,,,,0.0633745203701072,,,0.8071329531593707,,,,1.0,,,,0.12949252647052206,,,,0.0633745203701072,,,0.07337572301448825,,,,,,,1.0,,,,1.0,,,11.0,,,,,,,1.0,,,,1.0,,,10.0,,,
藤岡市議会議員選挙（1995年04月23日投票）,藤岡市議会議員選挙,群馬県,藤岡市,19950423.0,1995.0,4.0,23.0,19950416.0,78.38,26.0,29.0,1.1153846153846154,46983.0,,,,任期満了,,,,,藤岡市議会議員選挙（1995年04月23日投票）,1.0,29.0,26.0,1.1153846153846154,0.0,0.0,0.0,0.06896551724137931,0.038461538461538464,0.8620689655172413,0.13793103448275862,0.0,0.8846153846153846,0.11538461538461539,0.0,0.8393989725599397,0.16060102744006027,,0.03357595890239759,0.04015025686001507,,36406.990000000005,3.0,56.41379310344828,9.215868029838575,30.0,51.0,57.0,63.0,73.0,56.5,9.532333639533638,30.0,51.0,57.0,63.0,73.0,,,,2330.0,,,,2132.79,,,31944.199999999997,,,,36406.99,,,,0.06399869915090482,,,,0.05858188221547566,,,0.8774194186336195,,,,1.0,,,,0.06399869915090482,,,,0.02929094110773783,,,0.03374690071667767,,,,,,,1.0,,,,2.0,,,26.0,,,,,,,1.0,,,,2.0,,,23.0,,,
藤岡市議会議員選挙（1999年04月25日投票）,藤岡市議会議員選挙,群馬県,藤岡市,19990425.0,1999.0,4.0,25.0,19990418.0,76.7,24.0,34.0,1.4166666666666667,48965.0,,,1982.0,任期満了,78.38,,,,藤岡市議会議員選挙（1999年04月25日投票）,1.0,34.0,24.0,1.4166666666666667,0.0,0.0,0.0,0.058823529411764705,0.08333333333333333,0.5588235294117647,0.4411764705882353,0.0,0.5416666666666666,0.4583333333333333,0.0,0.5607211676057205,0.4392788323942794,,0.029511640400301083,0.02928525549295196,,37141.990000000005,3.0,53.76470588235294,10.102587972248706,33.0,48.0,56.0,61.0,73.0,51.375,9.88606974484805,33.0,48.0,51.0,57.5,73.0,,,,2755.0,,,,2187.3,,,32199.69,,,,37141.99,,,,0.07417480861957047,,,,0.05889022101400599,,,0.8669349703664235,,,,1.0,,,,0.03708740430978524,,,,0.01963007367133533,,,0.029894309322980123,,,,,,,2.0,,,,3.0,,,29.0,,,,,,,2.0,,,,0.0,,,22.0,,,
藤岡市議会議員選挙（2003年04月27日投票）,藤岡市議会議員選挙,群馬県,藤岡市,20030427.0,2003.0,4.0,27.0,20030420.0,71.66,24.0,31.0,1.2916666666666667,50079.0,,,1114.0,任期満了,76.7,,,,藤岡市議会議員選挙（2003年04月27日投票）,1.0,31.0,24.0,1.2916666666666667,0.0,0.0,0.0,0.06451612903225806,0.08333333333333333,0.6129032258064516,0.22580645161290322,0.16129032258064516,0.7083333333333334,0.16666666666666666,0.125,0.7002019746121297,0.1486891396332863,0.1511088857545839,0.03685273550590157,0.021241305661898045,0.030221777150916777,35450.0,3.0,55.29032258064516,8.08899510640386,37.0,52.0,55.0,60.0,69.0,55.625,8.066455747931265,37.0,52.0,54.0,60.75,69.0,,,,3231.0,,,,2032.0,,,30187.0,,,,35450.0,,,,0.09114245416078985,,,,0.057320169252468266,,,0.8515373765867419,,,,1.0,,,,0.045571227080394926,,,,0.028660084626234133,,,0.031538421355064516,,,,,,,2.0,,,,2.0,,,27.0,,,,,,,2.0,,,,1.0,,,21.0,,,
藤岡市議会議員選挙（2007年04月22日投票）,藤岡市議会議員選挙,群馬県,藤岡市,20070422.0,2007.0,4.0,22.0,20070415.0,69.74,24.0,30.0,1.25,56083.0,,,6004.0,任期満了,71.66,,,,藤岡市議会議員選挙（2007年04月22日投票）,1.0,30.0,24.0,1.25,0.0,0.0,0.0,0.06666666666666667,0.08333333333333333,0.7666666666666667,0.23333333333333334,0.0,0.7916666666666666,0.20833333333333334,0.0,0.7818162963731107,0.21818370362688927,,0.03399201288578742,0.03116910051812704,,38573.0,4.0,54.9,9.31074647920348,29.0,51.25,56.0,61.75,69.0,54.791666666666664,9.66945003032173,29.0,51.25,56.0,61.25,69.0,,,,3045.0,,,,1304.01,952.0,,33271.99,,,,38573.0,,,,0.0789412283203277,,,,0.0338062893733959,0.0246804759806082,,0.8625720063256681,,,,1.0,,,,0.03947061416016385,,,,0.0338062893733959,0.0246804759806082,,0.03317584639714108,,,,,,,2.0,,,,1.0,1.0,,26.0,,,,,,,2.0,,,,1.0,0.0,,21.0,,,
藤岡市議会議員選挙（2011年04月24日投票）,藤岡市議会議員選挙,群馬県,藤岡市,20110424.0,2011.0,4.0,24.0,20110417.0,63.0,22.0,25.0,1.1363636363636365,55557.0,,,-526.0,任期満了,69.74,,,,藤岡市議会議員選挙（2011年04月24日投票）,1.0,25.0,22.0,1.1363636363636365,0.0,0.0,0.0,0.08,0.09090909090909091,0.8,0.12,0.08,0.7727272727272727,0.13636363636363635,0.09090909090909091,0.7925475058780533,0.1377759513990187,0.06967654272292802,0.039627375293902665,0.04592531713300623,0.03483827136146401,34530.990000000005,3.0,,,,,,,,,,,,,,,,,,3082.0,,,,1138.5,,,30310.489999999998,,,,34530.99,,,,0.08925316071158111,,,,0.03297038399420347,,,0.8777764552942154,,,,1.0,,,,0.044626580355790556,,,,0.03297038399420347,,,0.039898929786100705,,,,,,,2.0,,,,1.0,,,22.0,,,,,,,2.0,,,,1.0,,,19.0,,,
藤岡市議会議員選挙（2015年04月26日投票）,藤岡市議会議員選挙,群馬県,藤岡市,20150426.0,2015.0,4.0,26.0,20150419.0,58.21,20.0,22.0,1.1,,,,,任期満了,63.0,,,,藤岡市議会議員選挙（2015年04月26日投票）,1.0,22.0,20.0,1.1,0.0,0.0,0.0,0.13636363636363635,0.15,0.7272727272727273,0.22727272727272727,0.045454545454545456,0.75,0.2,0.05,0.7457126524390244,0.20217225609756098,0.052115091463414635,0.046607040777439025,0.040434451219512196,0.052115091463414635,31488.0,3.0,56.36363636363637,10.598222211747911,32.0,49.25,56.5,64.0,71.0,55.8,10.791663449162968,32.0,49.0,55.0,64.0,71.0,,,,2965.0,,,,1908.0,,,26615.0,,,,31488.0,,,,0.09416285569105691,,,,0.06059451219512195,,,0.8452426321138211,,,,1.0,,,,0.047081427845528455,,,,0.06059451219512195,,,0.044486454321780056,,,,,,,2.0,,,,1.0,,,19.0,,,,,,,2.0,,,,1.0,,,17.0,,,
藤岡市議会議員選挙（2019年04月21日投票）,藤岡市議会議員選挙,群馬県,藤岡市,20190421.0,2019.0,4.0,21.0,20190414.0,51.5,18.0,19.0,1.0555555555555556,55017.0,,,,任期満了,58.21,,,,藤岡市議会議員選挙（2019年04月21日投票）,1.0,19.0,18.0,1.0555555555555556,0.0,0.0,0.0,0.10526315789473684,0.1111111111111111,,,,,,,,,,,,,27898.0,4.0,57.89473684210526,10.646940439404252,36.0,53.0,57.0,68.0,75.0,58.55555555555556,10.552631173852236,36.0,53.0,57.0,68.0,75.0,,,,2976.0,,,1361.0,2008.0,,,21553.0,,,,27898.0,,,,0.10667431357086529,,,0.04878485912968671,0.07197648576958922,,,0.7725643415298588,,,,1.0,,,,0.053337156785432646,,,0.04878485912968671,0.07197648576958922,,,0.05150428943532392,,,,,,,2.0,,,1.0,1.0,,,15.0,,,,,,,2.0,,,1.0,1.0,,,14.0,,,
