,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_NHKから国民を守る党,得票数_NHKから自国民を守る党,得票数_されど我町まえばし,得票数_公明党,得票数_公民,得票数_大泉町の行政を考える会,得票数_幸福実現党,得票数_日本共産党,得票数_民主党,得票数_民進党,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_自由民主党,得票数_sum_v,得票率_NHKから国民を守る党,得票率_NHKから自国民を守る党,得票率_されど我町まえばし,得票率_公明党,得票率_公民,得票率_大泉町の行政を考える会,得票率_幸福実現党,得票率_日本共産党,得票率_民主党,得票率_民進党,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_NHKから国民を守る党,一人あたり得票率_NHKから自国民を守る党,一人あたり得票率_されど我町まえばし,一人あたり得票率_公明党,一人あたり得票率_公民,一人あたり得票率_大泉町の行政を考える会,一人あたり得票率_幸福実現党,一人あたり得票率_日本共産党,一人あたり得票率_民主党,一人あたり得票率_民進党,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_自由民主党,立候補者数_NHKから国民を守る党,立候補者数_NHKから自国民を守る党,立候補者数_されど我町まえばし,立候補者数_公明党,立候補者数_公民,立候補者数_大泉町の行政を考える会,立候補者数_幸福実現党,立候補者数_日本共産党,立候補者数_民主党,立候補者数_民進党,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_自由民主党,当選者数_NHKから国民を守る党,当選者数_NHKから自国民を守る党,当選者数_されど我町まえばし,当選者数_公明党,当選者数_公民,当選者数_大泉町の行政を考える会,当選者数_幸福実現党,当選者数_日本共産党,当選者数_民主党,当選者数_民進党,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_自由民主党
太田市議会議員選挙（2019年04月21日投票）,太田市議会議員選挙,群馬県,太田市,20190421.0,2019.0,4.0,21.0,20190414.0,44.08,30.0,35.0,1.1666666666666667,174716.0,,,,任期満了,46.96,,,,太田市議会議員選挙（2019年04月21日投票）,1.0,35.0,30.0,1.1666666666666667,0.0,0.0,0.0,0.11428571428571428,0.1,0.5714285714285714,0.42857142857142855,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6379128889118679,0.36208711108813196,,0.031895644445593396,0.024139140739208798,,75662.997,5.0,56.05714285714286,11.132815988631748,34.0,46.0,56.0,66.5,73.0,57.4,10.515385553242133,38.0,48.25,56.5,67.75,73.0,986.959,,,8826.0,,,,3808.0,,,59469.038,,2573.0,,75662.997,0.013044143625450099,,,0.11664882901743899,,,,0.0503284320075241,,,0.7859725408445029,,0.034006054505083906,,1.0,0.013044143625450099,,,0.038882943005813,,,,0.02516421600376205,,,0.028070447887303673,,0.034006054505083906,,1.0,,,3.0,,,,2.0,,,28.0,,1.0,,0.0,,,3.0,,,,2.0,,,24.0,,1.0,
嬬恋村議会議員選挙（2007年04月22日投票）,嬬恋村議会議員選挙,群馬県,嬬恋村,20070422.0,2007.0,4.0,22.0,20070417.0,84.37,14.0,15.0,1.0714285714285714,8631.0,,,,任期満了,,,,,嬬恋村議会議員選挙（2007年04月22日投票）,1.0,15.0,14.0,1.0714285714285714,0.0,0.0,0.0,0.06666666666666667,0.07142857142857142,0.6666666666666666,0.26666666666666666,0.06666666666666667,0.7142857142857143,0.21428571428571427,0.07142857142857142,0.599693121265833,0.3099419520216542,0.09036492671251282,0.059969312126583296,0.07748548800541355,0.09036492671251282,7181.99,2.0,58.2,4.59274790657329,52.0,55.0,59.0,60.0,68.0,57.785714285714285,4.474987173622024,52.0,55.0,58.0,60.0,68.0,,,,,,,,539.0,,,6642.99,,,,7181.99,,,,,,,,0.07504883743920557,,,0.9249511625607945,,,,1.0,,,,,,,,0.07504883743920557,,,0.06606794018291388,,,,,,,,,,,1.0,,,14.0,,,,,,,,,,,1.0,,,13.0,,,
嬬恋村議会議員選挙（2011年04月24日投票）,嬬恋村議会議員選挙,群馬県,嬬恋村,20110424.0,2011.0,4.0,24.0,20110419.0,75.17,14.0,15.0,1.0714285714285714,8539.0,,,-92.0,任期満了,84.37,,,,嬬恋村議会議員選挙（2011年04月24日投票）,1.0,15.0,14.0,1.0714285714285714,0.0,0.0,0.0,0.06666666666666667,0.07142857142857142,0.6666666666666666,0.3333333333333333,0.0,0.7142857142857143,0.2857142857142857,0.0,0.7318453316567117,0.26815466834328827,,0.07318453316567117,0.053630933668657656,,6362.0,2.0,,,,,,,,,,,,,,,,,,,,,,342.0,,,6020.0,,,,6362.0,,,,,,,,0.05375668028921723,,,0.9462433197107828,,,,1.0,,,,,,,,0.05375668028921723,,,0.0675888085507702,,,,,,,,,,,1.0,,,14.0,,,,,,,,,,,1.0,,,13.0,,,
嬬恋村議会議員選挙（2015年04月26日投票）,嬬恋村議会議員選挙,群馬県,嬬恋村,20150426.0,2015.0,4.0,26.0,20150421.0,75.0,12.0,14.0,1.1666666666666667,8292.0,,,-247.0,任期満了,75.17,,,,嬬恋村議会議員選挙（2015年04月26日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,0.14285714285714285,0.16666666666666666,0.9285714285714286,0.07142857142857142,0.0,0.9166666666666666,0.08333333333333333,0.0,0.8921550952657061,0.10784490473429387,,0.06862731502043894,0.10784490473429387,,6156.99,3.0,64.92857142857143,4.0789404386483525,60.0,60.75,65.5,67.0,75.0,64.0,3.1622776601683795,60.0,60.0,64.5,67.0,68.0,,,,664.0,,,,367.0,,,5125.99,,,,6156.99,,,,0.10784490473429387,,,,0.05960704824922568,,,0.8325480470164804,,,,1.0,,,,0.10784490473429387,,,,0.05960704824922568,,,0.06937900391804004,,,,,,,1.0,,,,1.0,,,12.0,,,,,,,1.0,,,,1.0,,,10.0,,,
嬬恋村議会議員選挙（2019年04月21日投票）,嬬恋村議会議員選挙,群馬県,嬬恋村,20190421.0,2019.0,4.0,21.0,20190416.0,,12.0,13.0,1.0833333333333333,,,,,任期満了,75.0,,,,嬬恋村議会議員選挙（2019年04月21日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.15384615384615385,0.16666666666666666,0.6153846153846154,0.3076923076923077,0.07692307692307693,0.6666666666666666,0.25,0.08333333333333333,0.6021705952179074,0.3452603018483975,0.0525691029336951,0.07527132440223842,0.08631507546209938,0.0525691029336951,5897.0,3.0,65.0,6.6332495807108,54.0,61.0,64.0,69.0,79.0,65.41666666666667,6.738673624848011,54.0,63.25,64.0,69.5,79.0,,,,612.0,,,,334.0,,,4951.0,,,,5897.0,,,,0.10378158385619807,,,,0.0566389689672715,,,0.8395794471765304,,,,1.0,,,,0.10378158385619807,,,,0.0566389689672715,,,0.07632540428877549,,,,,,,1.0,,,,1.0,,,11.0,,,,,,,1.0,,,,1.0,,,10.0,,,
安中市議会議員選挙（2003年11月16日投票）,安中市議会議員選挙,群馬県,安中市,20031116.0,2003.0,11.0,16.0,20031109.0,72.7,22.0,24.0,1.0909090909090908,38529.0,,,,任期満了,,,,,安中市議会議員選挙（2003年11月16日投票）,1.0,24.0,22.0,1.0909090909090908,0.0,0.0,0.0,0.16666666666666666,0.18181818181818182,0.625,0.3333333333333333,0.041666666666666664,0.6818181818181818,0.2727272727272727,0.045454545454545456,0.7345500036525678,0.22322631309810798,0.042223683249324274,0.04897000024350452,0.027903289137263497,0.042223683249324274,27378.0,3.0,56.291666666666664,7.992075067771128,43.0,50.75,55.0,59.75,76.0,56.31818181818182,8.341497378312644,43.0,50.25,54.5,61.25,76.0,,,,1638.0,,,,2036.47,,,23703.53,,,,27378.0,,,,0.05982905982905983,,,,0.07438344656293375,,,0.8657874936080063,,,,1.0,,,,0.05982905982905983,,,,0.037191723281466874,,,0.04122797588609554,,,,,,,1.0,,,,2.0,,,21.0,,,,,,,1.0,,,,2.0,,,19.0,,,
安中市議会議員選挙（2007年04月22日投票）,安中市議会議員選挙,群馬県,安中市,20070422.0,2007.0,4.0,22.0,20070415.0,68.85,28.0,37.0,1.3214285714285714,52315.0,,,13786.0,任期満了,72.7,,,,安中市議会議員選挙（2007年04月22日投票）,1.0,37.0,28.0,1.3214285714285714,0.0,0.0,0.0,0.08108108108108109,0.10714285714285714,0.8648648648648649,0.10810810810810811,0.02702702702702703,0.8571428571428571,0.10714285714285714,0.03571428571428571,0.8588553098092183,0.11978726996454499,0.021357420226236705,0.026839228431538072,0.029946817491136247,0.021357420226236705,35538.0,4.0,58.729729729729726,5.7687351587986235,44.0,55.0,59.0,63.0,73.0,58.42857142857143,5.930722501327734,44.0,54.0,58.5,64.0,69.0,,,,2321.0,,,,3019.0,,,29133.0,1065.0,,,35538.0,,,,0.06531037199617311,,,,0.08495131971410884,,,0.8197703866283977,0.029967921661320278,,,1.0,,,,0.032655185998086554,,,,0.028317106571369613,,,0.026444206020270894,0.029967921661320278,,,,,,2.0,,,,3.0,,,31.0,1.0,,,,,,2.0,,,,3.0,,,22.0,1.0,,
安中市議会議員選挙（2011年04月24日投票）,安中市議会議員選挙,群馬県,安中市,20110424.0,2011.0,4.0,24.0,20110417.0,64.8,24.0,28.0,1.1666666666666667,51582.0,,,-733.0,任期満了,68.85,,,,安中市議会議員選挙（2011年04月24日投票）,1.0,28.0,24.0,1.1666666666666667,0.0,0.0,0.0,0.10714285714285714,0.125,0.7857142857142857,0.14285714285714285,0.07142857142857142,0.8333333333333334,0.16666666666666666,0.0,0.7797675903739405,0.17599076717251938,0.04424164245354022,0.035443981380633656,0.043997691793129845,0.02212082122677011,32977.979999999996,4.0,,,,,,,,,,,,,,,,,,2343.1400000000003,,,,1812.0,,,27823.84,999.0,,,32977.979999999996,,,,0.07105165325468693,,,,0.05494575471269011,,,0.843709651106587,0.030292940926036103,,,1.0,,,,0.035525826627343465,,,,0.027472877356345054,,,0.03668302830898205,0.030292940926036103,,,,,,2.0,,,,2.0,,,23.0,1.0,,,,,,2.0,,,,1.0,,,20.0,1.0,,
安中市議会議員選挙（2015年04月26日投票）,安中市議会議員選挙,群馬県,安中市,20150426.0,2015.0,4.0,26.0,20150419.0,59.34,22.0,25.0,1.1363636363636365,,,,,任期満了,64.8,,,,安中市議会議員選挙（2015年04月26日投票）,1.0,25.0,22.0,1.1363636363636365,0.0,0.0,0.0,0.08,0.09090909090909091,0.6,0.36,0.04,0.6818181818181818,0.3181818181818182,0.0,0.6225447079982355,0.35731785944551897,0.020137432556245543,0.041502980533215696,0.03970198438283544,0.020137432556245543,29469.0,3.0,58.48,8.490559463309824,35.0,54.0,59.0,64.0,77.0,57.77272727272727,8.050589013921552,35.0,55.0,59.0,64.0,67.0,,,,2466.0,,,,2799.2,,,24203.8,,,,29469.0,,,,0.08368115646951033,,,,0.09498795344260069,,,0.821330890087889,,,,1.0,,,,0.04184057823475516,,,,0.047493976721300346,,,0.03911099476608995,,,,,,,2.0,,,,2.0,,,21.0,,,,,,,2.0,,,,2.0,,,18.0,,,
安中市議会議員選挙（2019年04月21日投票）,安中市議会議員選挙,群馬県,安中市,20190421.0,2019.0,4.0,21.0,20190414.0,59.59,20.0,28.0,1.4,49453.0,,,,任期満了,59.34,,,,安中市議会議員選挙（2019年04月21日投票）,1.0,28.0,20.0,1.4,0.0,0.0,0.0,0.21428571428571427,0.15,0.7142857142857143,0.25,0.03571428571428571,0.8,0.15,0.05,0.7616070441284685,0.19507545917032834,0.043317496701203224,0.038080352206423425,0.027867922738618333,0.043317496701203224,29074.995000000003,4.0,61.25,7.5811090406163055,39.0,58.0,62.5,67.25,71.0,60.15,8.469208935904225,39.0,55.75,62.0,67.25,71.0,,,,2142.9990000000003,,,,2062.606,,,23981.39,888.0,,,29074.995,,,,0.07370591121339833,,,,0.07094088924176944,,,0.8248114917990528,0.03054170774577949,,,1.0,,,,0.03685295560669916,,,,0.03547044462088472,,,0.035861369208654466,0.03054170774577949,,,,,,2.0,,,,2.0,,,23.0,1.0,,,,,,2.0,,,,2.0,,,15.0,1.0,,
富岡市議会議員選挙（2002年11月17日投票）,富岡市議会議員選挙,群馬県,富岡市,20021117.0,2002.0,11.0,17.0,20021110.0,77.15,24.0,33.0,1.375,39260.0,,,,任期満了,,,,,富岡市議会議員選挙（2002年11月17日投票）,1.0,33.0,24.0,1.375,0.0,0.0,0.0,0.030303030303030304,0.041666666666666664,0.5151515151515151,0.45454545454545453,0.030303030303030304,0.5833333333333334,0.4166666666666667,0.0,0.5754164826810227,0.40811268725944466,0.01647083005953268,0.033848028393001335,0.027207512483962977,0.01647083005953268,29870.989999999998,3.0,57.93939393939394,8.64778617296338,34.0,53.0,59.0,65.0,71.0,56.208333333333336,8.727252176690872,34.0,50.0,59.0,61.25,71.0,,,,,1499.0,,,1906.0,,,26465.99,,,,29870.99,,,,,0.05018246800658431,,,0.06380772783225463,,,0.886009804161161,,,,1.0,,,,,0.05018246800658431,,,0.03190386391612732,,,0.029533660138705366,,,,,,,,1.0,,,2.0,,,30.0,,,,,,,,1.0,,,1.0,,,22.0,,,
富岡市議会議員選挙（2007年04月22日投票）,富岡市議会議員選挙,群馬県,富岡市,20070422.0,2007.0,4.0,22.0,20070415.0,72.03,24.0,29.0,1.2083333333333333,43137.0,,,3877.0,任期満了,77.15,,,,富岡市議会議員選挙（2007年04月22日投票）,1.0,29.0,24.0,1.2083333333333333,0.0,0.0,0.0,0.0,0.0,0.6206896551724138,0.3793103448275862,0.0,0.625,0.375,0.0,0.6395447154471545,0.36045528455284553,,0.03553026196928636,0.03276866223207687,,30750.0,3.0,57.55172413793103,8.130768326491202,32.0,52.0,58.0,63.0,69.0,56.916666666666664,8.68387714228053,32.0,51.75,59.5,63.0,69.0,,,,1101.0,,,,1668.0,,,27981.0,,,,30750.0,,,,0.035804878048780485,,,,0.05424390243902439,,,0.9099512195121952,,,,1.0,,,,0.035804878048780485,,,,0.05424390243902439,,,0.03370189701897019,,,,,,,1.0,,,,1.0,,,27.0,,,,,,,1.0,,,,1.0,,,22.0,,,
富岡市議会議員選挙（2011年04月24日投票）,富岡市議会議員選挙,群馬県,富岡市,20110424.0,2011.0,4.0,24.0,20110417.0,66.49,21.0,23.0,1.0952380952380951,42318.0,,,-819.0,任期満了,72.03,,,,富岡市議会議員選挙（2011年04月24日投票）,1.0,23.0,21.0,1.0952380952380953,0.0,0.0,0.0,0.0,0.0,0.782608695652174,0.21739130434782608,0.0,0.8095238095238095,0.19047619047619047,0.0,0.7879486877806238,0.2120513122193762,,0.04377492709892354,0.04241026244387524,,27792.989999999998,3.0,,,,,,,,,,,,,,,,,,1226.0,,,,1540.0,,,25026.989999999998,,,,27792.989999999998,,,,0.044111842590523725,,,,0.05540965545628592,,,0.9004785019531903,,,,1.0,,,,0.044111842590523725,,,,0.05540965545628592,,,0.042879928664437635,,,,,,,1.0,,,,1.0,,,21.0,,,,,,,1.0,,,,1.0,,,19.0,,,
富岡市議会議員選挙（2015年04月26日投票）,富岡市議会議員選挙,群馬県,富岡市,20150426.0,2015.0,4.0,26.0,20150419.0,58.43,18.0,21.0,1.1666666666666667,,,,,任期満了,66.49,,,,富岡市議会議員選挙（2015年04月26日投票）,1.0,21.0,18.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.6190476190476191,0.38095238095238093,0.0,0.7222222222222222,0.2777777777777778,0.0,0.7010346041214316,0.29896539587856846,,0.05392573877857166,0.03737067448482106,,23667.989999999998,3.0,62.57142857142857,5.778213833187623,51.0,59.0,62.0,67.0,73.0,62.55555555555556,5.833068777069639,51.0,59.0,61.0,67.5,73.0,,,,1231.0,,,,1125.91,,,21311.08,,,,23667.99,,,,0.05201117627648144,,,,0.04757100201580278,,,0.9004178217077158,,,,1.0,,,,0.05201117627648144,,,,0.04757100201580278,,,0.04739041166882715,,,,,,,1.0,,,,1.0,,,19.0,,,,,,,1.0,,,,1.0,,,16.0,,,
富岡市議会議員選挙（2019年04月21日投票）,富岡市議会議員選挙,群馬県,富岡市,20190421.0,2019.0,4.0,21.0,20190414.0,54.83,18.0,19.0,1.0555555555555556,40661.0,,,,任期満了,58.43,,,,富岡市議会議員選挙（2019年04月21日投票）,1.0,19.0,18.0,1.0555555555555556,0.0,0.0,0.0,0.05263157894736842,0.05555555555555555,0.7368421052631579,0.21052631578947367,0.05263157894736842,0.7777777777777778,0.16666666666666666,0.05555555555555555,0.7098055327307587,0.21688121975714417,0.07331324751209714,0.0507003951950542,0.05422030493928604,0.07331324751209714,21906.0,3.0,62.31578947368421,7.093752860079719,44.0,58.0,63.0,67.0,73.0,62.666666666666664,7.125852775477317,44.0,60.25,63.5,67.5,73.0,,,,1225.0,,,,1109.0,,,19572.0,,,,21906.0,,,,0.05592075230530448,,,,0.05062539943394504,,,0.8934538482607505,,,,1.0,,,,0.05592075230530448,,,,0.05062539943394504,,,0.052556108721220615,,,,,,,1.0,,,,1.0,,,17.0,,,,,,,1.0,,,,1.0,,,16.0,,,
川場村議会議員補欠選挙（2012年10月14日投票）,川場村議会議員補欠選挙,群馬県,川場村,20121014.0,2012.0,10.0,14.0,20121009.0,,2.0,4.0,2.0,,,,,その他,,,,,川場村議会議員補欠選挙（2012年10月14日投票）,1.0,4.0,2.0,2.0,0.0,0.0,0.0,0.25,0.0,0.0,0.75,0.25,0.0,1.0,0.0,,0.7679719462302746,0.2320280537697253,,0.25599064874342486,0.2320280537697253,1711.0,1.0,61.5,1.5,59.0,61.25,62.0,62.25,63.0,62.0,0.0,62.0,62.0,62.0,62.0,62.0,,,,,,,,,,,1711.0,,,,1711.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,0.25,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,2.0,,,
川場村議会議員選挙（1999年04月25日投票）,川場村議会議員選挙,群馬県,川場村,19990425.0,1999.0,4.0,25.0,19990420.0,95.56,1.0,14.0,14.0,2995.0,,,,任期満了,,,,,川場村議会議員選挙（1999年04月25日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,0.07142857142857142,0.0,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.6666666666666666,0.25,0.08333333333333333,0.6478772743489118,0.24045665358544416,0.11166607206564395,0.08098465929361398,0.06011416339636104,0.05583303603282198,2803.0,1.0,56.0,6.447590912226719,46.0,50.5,59.0,61.5,64.0,56.5,6.211548384528075,46.0,51.5,59.0,62.25,64.0,,,,,,,,,,,2803.0,,,,2803.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,0.07142857142857142,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,12.0,,,
川場村議会議員選挙（2003年04月27日投票）,川場村議会議員選挙,群馬県,川場村,20030427.0,2003.0,4.0,27.0,20030422.0,無投票,12.0,12.0,1.0,3085.0,,,90.0,任期満了,95.56,,,,川場村議会議員選挙（2003年04月27日投票）,1.0,12.0,12.0,1.0,1.0,1.0,0.0,0.08333333333333333,0.08333333333333333,0.8333333333333334,0.16666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.0,,,,,,,0.0,1.0,58.083333333333336,6.396070842495589,50.0,52.75,56.0,64.5,67.0,58.083333333333336,6.396070842495589,50.0,52.75,56.0,64.5,67.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,12.0,,,
川場村議会議員選挙（2007年04月22日投票）,川場村議会議員選挙,群馬県,川場村,20070422.0,2007.0,4.0,22.0,20070417.0,84.22,10.0,11.0,1.1,3029.0,,,-56.0,任期満了,,,,,川場村議会議員選挙（2007年04月22日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.09090909090909091,0.1,0.6363636363636364,0.2727272727272727,0.09090909090909091,0.6,0.3,0.1,0.6192862807295798,0.3041871530531325,0.07652656621728787,0.08846946867565426,0.1013957176843775,0.07652656621728787,2522.0,1.0,59.72727272727273,4.937627496000098,54.0,57.0,58.0,60.0,71.0,59.7,5.1778373863998475,54.0,57.0,57.5,59.75,71.0,,,,,,,,,,,2522.0,,,,2522.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,0.09090909090909091,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,10.0,,,
川場村議会議員選挙（2011年04月24日投票）,川場村議会議員選挙,群馬県,川場村,20110424.0,2011.0,4.0,24.0,20110419.0,86.54,10.0,11.0,1.1,2927.0,,,-102.0,任期満了,84.22,,,,川場村議会議員選挙（2011年04月24日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.09090909090909091,0.0,0.6363636363636364,0.36363636363636365,0.0,0.6,0.4,0.0,0.5784825371336813,0.42151746286631875,,0.08264036244766874,0.10537936571657969,,2491.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2491.0,,,,2491.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,0.09090909090909091,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,10.0,,,
川場村議会議員選挙（2015年04月26日投票）,川場村議会議員選挙,群馬県,川場村,20150426.0,2015.0,4.0,26.0,20150421.0,,10.0,11.0,1.1,,,,,任期満了,86.54,,,,川場村議会議員選挙（2015年04月26日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.09090909090909091,0.1,0.45454545454545453,0.45454545454545453,0.09090909090909091,0.5,0.4,0.1,0.4189189189189189,0.5207207207207207,0.06036036036036036,0.08378378378378379,0.10414414414414415,0.06036036036036036,2220.0,1.0,61.54545454545455,6.485839629722535,42.0,62.0,64.0,65.0,66.0,61.2,6.705221845696084,42.0,62.0,63.0,65.0,66.0,,,,,,,,,,,2220.0,,,,2220.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,0.09090909090909091,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,10.0,,,
川場村議会議員選挙（2019年04月21日投票）,川場村議会議員選挙,群馬県,川場村,20190421.0,2019.0,4.0,21.0,20190416.0,無投票,10.0,10.0,1.0,,,,,任期満了,,,,,川場村議会議員選挙（2019年04月21日投票）,1.0,10.0,10.0,1.0,1.0,1.0,0.0,0.1,0.1,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,0.0,1.0,65.2,6.705221845696084,46.0,66.0,67.0,69.0,70.0,65.2,6.705221845696084,46.0,66.0,67.0,69.0,70.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,10.0,,,
明和町議会議員選挙（2007年07月29日投票）,明和町議会議員選挙,群馬県,明和町,20070729.0,2007.0,7.0,29.0,20070724.0,78.99,12.0,14.0,1.1666666666666667,9292.0,,,,任期満了,,,,,明和町議会議員選挙（2007年07月29日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,0.07142857142857142,0.08333333333333333,0.5714285714285714,0.42857142857142855,0.0,0.5833333333333334,0.4166666666666667,0.0,0.5618768206408656,0.4381231793591344,,0.0702346025801082,0.07302052989318907,,7209.0,3.0,51.142857142857146,7.278708115918284,36.0,48.25,52.0,57.0,62.0,50.166666666666664,7.1394833302012985,36.0,47.75,50.5,55.0,60.0,,,,,,,,398.0,,,6278.0,533.0,,,7209.0,,,,,,,,0.05520876681925371,,,0.870855874601193,0.07393535857955334,,,1.0,,,,,,,,0.05520876681925371,,,0.07257132288343275,0.07393535857955334,,,,,,,,,,1.0,,,12.0,1.0,,,,,,,,,,1.0,,,10.0,1.0,,
明和町議会議員選挙（2011年07月24日投票）,明和町議会議員選挙,群馬県,明和町,20110724.0,2011.0,7.0,24.0,20110719.0,73.94,12.0,15.0,1.25,9293.0,,,1.0,任期満了,78.99,,,,明和町議会議員選挙（2011年07月24日投票）,1.0,15.0,12.0,1.25,0.0,0.0,0.0,0.06666666666666667,0.0,0.7333333333333333,0.26666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.0,0.717509957220829,0.28249004277917095,,0.06522817792916627,0.07062251069479274,,6779.0,3.0,55.333333333333336,6.709860074712603,41.0,52.5,56.0,61.5,64.0,55.333333333333336,7.397447007057382,41.0,52.5,56.5,62.0,64.0,,,,,,,,333.0,,,6003.0,443.0,,,6779.0,,,,,,,,0.049122289423218765,,,0.8855288390618086,0.0653488715149727,,,1.0,,,,,,,,0.049122289423218765,,,0.0681176030047545,0.0653488715149727,,,,,,,,,,1.0,,,13.0,1.0,,,,,,,,,,0.0,,,11.0,1.0,,
明和町議会議員選挙（2015年07月26日投票）,明和町議会議員選挙,群馬県,明和町,20150726.0,2015.0,7.0,26.0,20150721.0,64.53,12.0,13.0,1.0833333333333333,,,,,任期満了,73.94,,,,明和町議会議員選挙（2015年07月26日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.6923076923076923,0.15384615384615385,0.15384615384615385,0.75,0.08333333333333333,0.16666666666666666,0.6641740312712441,0.1159075458871516,0.21991842284160434,0.07379711458569378,0.0579537729435758,0.10995921142080217,5884.0,3.0,,,,,,,,,,,,,,,,,,,,,,545.0,,,4862.0,477.0,,,5884.0,,,,,,,,0.09262406526172672,,,0.8263086335825969,0.08106730115567641,,,1.0,,,,,,,,0.09262406526172672,,,0.075118966689327,0.08106730115567641,,,,,,,,,,1.0,,,11.0,1.0,,,,,,,,,,1.0,,,10.0,1.0,,
明和町議会議員選挙（2019年07月21日投票）,明和町議会議員選挙,群馬県,明和町,20190721.0,2019.0,7.0,21.0,20190716.0,68.01,12.0,13.0,1.0833333333333333,,,,,任期満了,64.53,,,,明和町議会議員選挙（2019年07月21日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.8461538461538461,0.15384615384615385,0.0,0.8333333333333334,0.16666666666666666,0.0,0.7849427696275996,0.21505723037240046,,0.07135843360250906,0.10752861518620023,,6203.0,4.0,62.15384615384615,9.598446619885578,37.0,59.0,65.0,70.0,72.0,62.25,9.98436277385793,37.0,58.0,65.5,70.0,72.0,,,,530.0,,,,452.0,,,4793.0,428.0,,,6203.0,,,,0.08544252780912462,,,,0.0728679671126874,,,0.7726906335644044,0.06899887151378366,,,1.0,,,,0.08544252780912462,,,,0.0728679671126874,,,0.07726906335644043,0.06899887151378366,,,,,,1.0,,,,1.0,,,10.0,1.0,,,,,,1.0,,,,1.0,,,9.0,1.0,,
