,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_公明党,得票数_国民民主党,得票数_幸福実現党,得票数_新社会党,得票数_日本共産党,得票数_日本維新の会,得票数_次世代の為の自由福祉党,得票数_民主党,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_維新の党,得票数_維新政党・新風,得票数_自由民主党,得票数_sum_v,得票率_公明党,得票率_国民民主党,得票率_幸福実現党,得票率_新社会党,得票率_日本共産党,得票率_日本維新の会,得票率_次世代の為の自由福祉党,得票率_民主党,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_維新の党,得票率_維新政党・新風,得票率_自由民主党,得票率_sum_v,一人あたり得票率_公明党,一人あたり得票率_国民民主党,一人あたり得票率_幸福実現党,一人あたり得票率_新社会党,一人あたり得票率_日本共産党,一人あたり得票率_日本維新の会,一人あたり得票率_次世代の為の自由福祉党,一人あたり得票率_民主党,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_維新政党・新風,一人あたり得票率_自由民主党,立候補者数_公明党,立候補者数_国民民主党,立候補者数_幸福実現党,立候補者数_新社会党,立候補者数_日本共産党,立候補者数_日本維新の会,立候補者数_次世代の為の自由福祉党,立候補者数_民主党,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_維新政党・新風,立候補者数_自由民主党,当選者数_公明党,当選者数_国民民主党,当選者数_幸福実現党,当選者数_新社会党,当選者数_日本共産党,当選者数_日本維新の会,当選者数_次世代の為の自由福祉党,当選者数_民主党,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_維新の党,当選者数_維新政党・新風,当選者数_自由民主党
田布施町議会議員選挙（2005年02月27日投票）,田布施町議会議員選挙,山口県,田布施町,20050227.0,2005.0,2.0,27.0,20050222.0,71.2,14.0,17.0,1.2142857142857142,13606.0,,,221.0,解散,75.0,,,,田布施町議会議員選挙（2005年02月27日投票）,1.0,17.0,14.0,1.2142857142857142,0.0,0.0,0.0,0.11764705882352941,0.0,0.35294117647058826,0.35294117647058826,0.29411764705882354,0.35714285714285715,0.2857142857142857,0.35714285714285715,0.3429557577659241,0.30206045392741343,0.3549837883066625,0.057159292960987346,0.05034340898790224,0.0709967576613325,9561.0,2.0,62.529411764705884,6.19409250874738,54.0,58.0,60.0,66.0,73.0,63.785714285714285,6.025879561507675,57.0,58.0,63.5,69.75,73.0,,,,,478.0,,,,9083.0,,,,,,9561.0,,,,,0.04999477042150403,,,,0.950005229578496,,,,,,1.0,,,,,0.04999477042150403,,,,0.059375326848656,,,,,,,,,,1.0,,,,16.0,,,,,,,,,,0.0,,,,14.0,,,,,
田布施町議会議員選挙（2009年02月08日投票）,田布施町議会議員選挙,山口県,田布施町,20090208.0,2009.0,2.0,8.0,20090203.0,65.43,13.0,14.0,1.0769230769230769,13642.0,,,36.0,任期満了,71.2,,,,田布施町議会議員選挙（2009年02月08日投票）,1.0,14.0,13.0,1.0769230769230769,0.0,0.0,0.0,0.14285714285714285,0.15384615384615385,0.7142857142857143,0.21428571428571427,0.07142857142857142,0.7692307692307693,0.15384615384615385,0.07692307692307693,0.7572221592840149,0.1677806729353121,0.07499716778067293,0.07572221592840149,0.055926890978437366,0.07499716778067293,8827.0,1.0,63.07142857142857,8.8193317345986,43.0,60.25,62.0,69.5,76.0,64.15384615384616,8.207371488214857,43.0,61.0,62.0,70.0,76.0,,,,,,,,,8827.0,,,,,,8827.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,0.07142857142857142,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,13.0,,,,,
田布施町議会議員選挙（2013年02月03日投票）,田布施町議会議員選挙,山口県,田布施町,20130203.0,2013.0,2.0,3.0,20130129.0,65.01,13.0,16.0,1.2307692307692308,13302.0,,,-340.0,任期満了,65.43,,,,田布施町議会議員選挙（2013年02月03日投票）,1.0,16.0,13.0,1.2307692307692308,0.0,0.0,0.0,0.125,0.07692307692307693,0.6875,0.3125,0.0,0.7692307692307693,0.23076923076923078,0.0,0.7124634289057928,0.28753657109420716,,0.06476940262779934,0.057507314218841435,,8545.0,1.0,63.9375,7.676821852172942,47.0,62.0,65.0,68.0,74.0,64.61538461538461,7.771134572530494,47.0,62.0,65.0,71.0,74.0,,,,,,,,,8545.0,,,,,,8545.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,0.0625,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,13.0,,,,,
田布施町議会議員選挙（2017年02月05日投票）,田布施町議会議員選挙,山口県,田布施町,20170205.0,2017.0,2.0,5.0,20170131.0,56.19,13.0,14.0,1.0769230769230769,13232.0,,,-70.0,任期満了,65.01,,,,田布施町議会議員選挙（2017年02月05日投票）,1.0,14.0,13.0,1.0769230769230769,0.0,0.0,0.0,0.07142857142857142,0.0,0.7142857142857143,0.21428571428571427,0.07142857142857142,0.7692307692307693,0.23076923076923078,0.0,0.7571798012794337,0.2008983258472846,0.04192187287328161,0.07571798012794337,0.06696610861576154,0.04192187287328161,7347.0,0.0,66.42857142857143,7.23793859479623,51.0,66.25,68.5,69.75,78.0,66.3076923076923,7.497534111391511,51.0,66.0,69.0,70.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
田布施町議会議員選挙（2021年02月07日投票）,田布施町議会議員選挙,山口県,田布施町,20210207.0,2021.0,2.0,7.0,20210202.0,57.94,12.0,14.0,1.1666666666666667,12828.0,6109.0,6719.0,-404.0,任期満了,56.19,,,,田布施町議会議員選挙（2021年02月07日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,,,,,,,,,,,,,,,7320.0,1.0,,,,,,,,,,,,,,,,,,,,,,,7320.0,,,,,,7320.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,0.07142857142857142,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,12.0,,,,,
美祢市議会議員補欠選挙（2006年04月16日投票）,美祢市議会議員補欠選挙,山口県,美祢市,20060416.0,2006.0,4.0,16.0,20060409.0,79.34,2.0,3.0,1.5,14814.0,,,,任期満了,,,,,美祢市議会議員補欠選挙（2006年04月16日投票）,1.0,3.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.5,0.5,,0.6687550344580686,0.33124496554193145,,0.3343775172290343,0.33124496554193145,11173.0,2.0,51.666666666666664,3.299831645537222,47.0,50.5,54.0,54.0,54.0,50.5,3.5,47.0,48.75,50.5,52.25,54.0,,,,,3701.0,,,,7472.0,,,,,,11173.0,,,,,0.33124496554193145,,,,0.6687550344580686,,,,,,1.0,,,,,0.33124496554193145,,,,0.3343775172290343,,,,,,,,,,1.0,,,,2.0,,,,,,,,,,1.0,,,,1.0,,,,,
美祢市議会議員選挙（2003年04月27日投票）,美祢市議会議員選挙,山口県,美祢市,20030427.0,2003.0,4.0,27.0,20030420.0,86.56,18.0,21.0,1.1666666666666667,15079.0,,,,任期満了,,,,,美祢市議会議員選挙（2003年04月27日投票）,1.0,21.0,18.0,1.1666666666666667,0.0,0.0,0.0,0.09523809523809523,0.05555555555555555,0.6666666666666666,0.3333333333333333,0.0,0.7222222222222222,0.2777777777777778,0.0,0.73291959625003,0.26708040374997,,0.052351399732145,0.038154343392852855,,12909.97,3.0,58.857142857142854,9.5831484749991,29.0,55.0,60.0,66.0,70.0,58.888888888888886,9.898871366018838,29.0,55.25,60.5,66.0,70.0,688.21,,,,420.0,,,,11801.76,,,,,,12909.970000000001,0.05330841202574444,,,,0.032532995816411656,,,,0.9141585921578438,,,,,,1.0,0.05330841202574444,,,,0.032532995816411656,,,,0.04811361011357072,,,,,,1.0,,,,1.0,,,,19.0,,,,,,1.0,,,,0.0,,,,17.0,,,,,
美祢市議会議員選挙（2007年04月22日投票）,美祢市議会議員選挙,山口県,美祢市,20070422.0,2007.0,4.0,22.0,20070415.0,82.15,15.0,17.0,1.1333333333333333,14603.0,,,-476.0,任期満了,86.56,,,,美祢市議会議員選挙（2007年04月22日投票）,1.0,17.0,15.0,1.1333333333333333,0.0,0.0,0.0,0.058823529411764705,0.06666666666666667,0.8235294117647058,0.17647058823529413,0.0,0.8,0.2,0.0,0.8048040455120101,0.19519595448798988,,0.05748600325085786,0.0650653181626633,,11865.0,3.0,59.8235294117647,9.147389818108172,33.0,55.0,60.0,65.0,72.0,58.8,9.22460477924845,33.0,55.0,60.0,64.5,72.0,803.0,,,,554.0,,,,10508.0,,,,,,11865.0,0.06767804466919511,,,,0.04669195111672988,,,,0.885630004214075,,,,,,1.0,0.06767804466919511,,,,0.04669195111672988,,,,0.05904200028093833,,,,,,1.0,,,,1.0,,,,15.0,,,,,,1.0,,,,1.0,,,,13.0,,,,,
美祢市議会議員選挙（2008年04月27日投票）,美祢市議会議員選挙,山口県,美祢市,20080427.0,2008.0,4.0,27.0,20080420.0,84.21,26.0,32.0,1.2307692307692308,24594.0,,,9991.0,その他,82.15,,,,美祢市議会議員選挙（2008年04月27日投票）,1.0,32.0,26.0,1.2307692307692308,0.0,0.0,0.0,0.09375,0.11538461538461539,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.03125,,20413.0,3.0,60.28125,8.307505548448344,34.0,55.75,59.5,66.25,74.0,60.53846153846154,8.431765802974665,34.0,56.0,60.5,65.75,74.0,975.0,,,,1630.0,,,,17808.0,,,,,,20413.0,0.04776368000783814,,,,0.07985107529515505,,,,0.8723852446970068,,,,,,1.0,0.04776368000783814,,,,0.026617025098385014,,,,0.03115661588203596,,,,,,1.0,,,,3.0,,,,28.0,,,,,,1.0,,,,2.0,,,,23.0,,,,,
美祢市議会議員選挙（2012年04月22日投票）,美祢市議会議員選挙,山口県,美祢市,20120422.0,2012.0,4.0,22.0,20120415.0,77.77,19.0,23.0,1.2105263157894737,23254.0,,,-1340.0,任期満了,84.21,,,,美祢市議会議員選挙（2012年04月22日投票）,1.0,23.0,19.0,1.2105263157894737,0.0,0.0,0.0,0.08695652173913043,0.10526315789473684,0.782608695652174,0.17391304347826086,0.043478260869565216,0.7894736842105263,0.15789473684210525,0.05263157894736842,0.8096468077938122,0.15334943006345106,0.03700376214273682,0.04498037821076734,0.038337357515862765,0.03700376214273682,17809.0,3.0,60.43478260869565,8.565989812886784,38.0,57.0,61.0,65.0,75.0,60.78947368421053,9.081959835841259,38.0,57.0,61.0,66.0,75.0,1202.0,,,,1253.0,,,,15354.0,,,,,,17809.0,0.06749396372620585,,,,0.07035768431691841,,,,0.8621483519568758,,,,,,1.0,0.06749396372620585,,,,0.035178842158459206,,,,0.04310741759784379,,,,,,1.0,,,,2.0,,,,20.0,,,,,,1.0,,,,1.0,,,,17.0,,,,,
美祢市議会議員選挙（2016年04月17日投票）,美祢市議会議員選挙,山口県,美祢市,20160417.0,2016.0,4.0,17.0,20160410.0,76.4,16.0,22.0,1.375,21935.0,,,-1319.0,任期満了,77.77,,,,美祢市議会議員選挙（2016年04月17日投票）,1.0,22.0,16.0,1.375,0.0,0.0,0.0,0.09090909090909091,0.125,0.7272727272727273,0.22727272727272727,0.045454545454545456,0.75,0.1875,0.0625,0.751400048697346,0.20586803019235453,0.04273192111029949,0.046962503043584125,0.04117360603847091,0.04273192111029949,16428.0,0.0,62.95454545454545,8.248841641694431,42.0,59.25,63.0,68.5,78.0,63.625,6.909006802717739,49.0,59.75,63.5,67.5,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
美祢市議会議員選挙（2020年04月19日投票）,美祢市議会議員選挙,山口県,美祢市,20200419.0,2020.0,4.0,19.0,20200412.0,74.48,16.0,22.0,1.375,20662.0,,,-1273.0,任期満了,76.4,,,,美祢市議会議員選挙（2020年04月19日投票）,1.0,22.0,16.0,1.375,0.0,0.0,0.0,0.09090909090909091,0.125,0.5454545454545454,0.4090909090909091,0.045454545454545456,0.5625,0.375,0.0625,0.5231014338821031,0.4400557620817844,0.036842804036112585,0.04359178615684192,0.04889508467575382,0.036842804036112585,15064.0,3.0,63.18181818181818,10.777233426560757,43.0,58.75,65.0,68.75,82.0,62.25,12.126932835634904,43.0,51.5,64.5,68.25,82.0,1010.0,,,,1141.0,,,,12913.0,,,,,,15064.0,0.06704726500265534,,,,0.07574349442379182,,,,0.8572092405735529,,,,,,1.0,0.06704726500265534,,,,0.03787174721189591,,,,0.04511627581966068,,,,,,1.0,,,,2.0,,,,19.0,,,,,,1.0,,,,2.0,,,,13.0,,,,,
萩市議会議員補欠選挙（2021年03月21日投票）,萩市議会議員補欠選挙,山口県,萩市,20210321.0,2021.0,3.0,21.0,20210314.0,66.6,2.0,4.0,2.0,39784.0,18222.0,21562.0,,その他/現職議員の県議選出馬による辞職、中野　伸議員の逝去,,,,,萩市議会議員補欠選挙（2021年03月21日投票）,1.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.25,,24323.0,1.0,63.5,9.069178573608527,48.0,62.25,67.5,68.75,71.0,57.5,9.5,48.0,52.75,57.5,62.25,67.0,,,,,,,,,24323.0,,,,,,24323.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,0.25,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,2.0,,,,,
萩市議会議員選挙（2006年04月23日投票）,萩市議会議員選挙,山口県,萩市,20060423.0,2006.0,4.0,23.0,20060416.0,76.91,30.0,45.0,1.5,49030.0,,,,任期満了,,,,,萩市議会議員選挙（2006年04月23日投票）,1.0,45.0,30.0,1.5,0.0,0.0,0.0,0.08888888888888889,0.06666666666666667,0.8222222222222222,0.13333333333333333,0.044444444444444446,0.8333333333333334,0.13333333333333333,0.03333333333333333,0.8219423498582812,0.12802823680410716,0.050029413337611635,0.02221465810427787,0.021338039467351192,0.025014706668805817,37398.0,4.0,57.48888888888889,6.930198721608757,41.0,54.0,58.0,62.0,70.0,57.7,7.1281133548786935,41.0,55.25,58.0,63.25,70.0,3176.84,,,,1436.0,,,853.0,31932.16,,,,,,37398.0,0.08494678859832076,,,,0.03839777528210065,,,0.022808706347933045,0.8538467297716456,,,,,,1.0,0.04247339429916038,,,,0.03839777528210065,,,0.022808706347933045,0.02082552999443038,,,,,,2.0,,,,1.0,,,1.0,41.0,,,,,,2.0,,,,1.0,,,1.0,26.0,,,,,
萩市議会議員選挙（2010年04月25日投票）,萩市議会議員選挙,山口県,萩市,20100425.0,2010.0,4.0,25.0,20100418.0,73.21,26.0,36.0,1.3846153846153846,46633.0,,,-2397.0,任期満了,76.91,,,,萩市議会議員選挙（2010年04月25日投票）,1.0,36.0,26.0,1.3846153846153846,0.0,0.0,0.0,0.027777777777777776,0.038461538461538464,0.6944444444444444,0.19444444444444445,0.1111111111111111,0.8076923076923077,0.15384615384615385,0.038461538461538464,0.7451704377621552,0.1813965853370355,0.07343297690080935,0.029806817510486208,0.025913797905290786,0.01835824422520234,33854.0,3.0,,,,,,,,60.30769230769231,8.743213767388312,37.0,56.75,61.0,67.25,73.0,3078.0,,,,1748.0,,,,29028.0,,,,,,33854.0,0.09091983222071247,,,,0.051633484964849055,,,,0.8574466828144385,,,,,,1.0,0.045459916110356234,,,,0.025816742482424528,,,,0.026795208837951202,,,,,,2.0,,,,2.0,,,,32.0,,,,,,2.0,,,,1.0,,,,23.0,,,,,
萩市議会議員選挙（2014年04月27日投票）,萩市議会議員選挙,山口県,萩市,20140427.0,2014.0,4.0,27.0,20140420.0,61.54,26.0,27.0,1.0384615384615383,,,,,任期満了,73.21,,,,萩市議会議員選挙（2014年04月27日投票）,1.0,27.0,26.0,1.0384615384615385,0.0,0.0,0.0,0.07407407407407407,0.07692307692307693,0.5925925925925926,0.37037037037037035,0.037037037037037035,0.6153846153846154,0.34615384615384615,0.038461538461538464,0.5804100993487178,0.3817085464003543,0.03788135425092804,0.03627563120929486,0.03817085464003543,0.03788135425092804,26714.989999999998,4.0,60.03703703703704,8.578532558105733,40.0,55.5,61.0,66.0,75.0,59.84615384615385,8.685497672700466,40.0,54.75,60.5,66.0,75.0,3015.99,,,,2003.0,,,948.0,20748.0,,,,,,26714.989999999998,0.11289504506645895,,,,0.07497663296898109,,,0.035485695484070934,0.7766426264804891,,,,,,1.0,0.056447522533229474,,,,0.037488316484490546,,,0.035485695484070934,0.03530193756729496,,,,,,2.0,,,,2.0,,,1.0,22.0,,,,,,2.0,,,,2.0,,,1.0,21.0,,,,,
萩市議会議員選挙（2018年04月22日投票）,萩市議会議員選挙,山口県,萩市,20180422.0,2018.0,4.0,22.0,20180415.0,61.88,20.0,26.0,1.3,,,,,任期満了,61.54,,,,萩市議会議員選挙（2018年04月22日投票）,1.0,26.0,20.0,1.3,0.0,0.0,0.0,0.11538461538461539,0.15,0.6538461538461539,0.3076923076923077,0.038461538461538464,0.75,0.25,0.0,0.6952982827609087,0.28702573646213014,0.017675980776961194,0.0408998989859358,0.03587821705776627,0.017675980776961194,25627.998,3.0,57.92307692307692,11.635235202816146,27.0,50.75,61.0,65.75,79.0,57.65,11.727211944874195,27.0,52.25,61.0,64.25,79.0,1767.4769999999999,,,,2121.0,,,,21739.521,,,,,,25627.998,0.06896664343426279,,,,0.08276104906828852,,,,0.8482723074974488,,,,,,1.0,0.03448332171713139,,,,0.04138052453414426,,,,0.038557832158974945,,,,,,2.0,,,,2.0,,,,22.0,,,,,,1.0,,,,2.0,,,,17.0,,,,,
長門市議会議員補欠選挙（2011年11月27日投票）,長門市議会議員補欠選挙,山口県,長門市,20111127.0,2011.0,11.0,27.0,20111120.0,無投票,1.0,1.0,1.0,32947.0,,,,その他,,,,,長門市議会議員補欠選挙（2011年11月27日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,48.0,0.0,48.0,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,48.0,48.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,
長門市議会議員補欠選挙（2015年11月15日投票）,長門市議会議員補欠選挙,山口県,長門市,20151115.0,2015.0,11.0,15.0,20151108.0,35.49,2.0,3.0,1.5,,,,,その他,,,,,長門市議会議員補欠選挙（2015年11月15日投票）,1.0,3.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.5,0.5,,0.6211119602598395,0.3788880397401605,,0.31055598012991975,0.3788880397401605,10468.0,1.0,61.0,9.626352718795768,48.0,56.0,64.0,67.5,71.0,59.5,11.5,48.0,53.75,59.5,65.25,71.0,,,,,,,,,10468.0,,,,,,10468.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,2.0,,,,,
長門市議会議員補欠選挙（2019年11月17日投票）,長門市議会議員補欠選挙,山口県,長門市,20191117.0,2019.0,11.0,17.0,20191110.0,62.4,1.0,2.0,2.0,,,,,その他/江原達也氏の市長選挙出馬による辞職のため,35.49,,,,長門市議会議員補欠選挙（2019年11月17日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,0.0,,0.5144606413994169,0.4855393586005831,,0.5144606413994169,0.4855393586005831,17150.0,1.0,57.0,5.0,52.0,54.5,57.0,59.5,62.0,62.0,0.0,62.0,62.0,62.0,62.0,62.0,,,,,,,,,17150.0,,,,,,17150.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,0.5,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,
長門市議会議員選挙（2005年04月24日投票）,長門市議会議員選挙,山口県,長門市,20050424.0,2005.0,4.0,24.0,20050417.0,87.53,30.0,38.0,1.2666666666666666,35017.0,,,,その他,,,,,長門市議会議員選挙（2005年04月24日投票）,1.0,38.0,30.0,1.2666666666666666,0.0,0.0,0.0,0.02631578947368421,0.03333333333333333,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.02631578947368421,,30146.0,3.0,60.39473684210526,8.6588545300665,41.0,55.0,60.5,67.75,74.0,59.53333333333333,9.021209576449392,41.0,53.5,59.5,67.75,72.0,924.0,,,,972.72,,,,28249.28,,,,,,30146.0,0.030650832614608905,,,,0.03226696742519737,,,,0.9370821999601937,,,,,,1.0,0.030650832614608905,,,,0.03226696742519737,,,,0.02603006111000538,,,,,,1.0,,,,1.0,,,,36.0,,,,,,1.0,,,,1.0,,,,28.0,,,,,
長門市議会議員選挙（2009年04月12日投票）,長門市議会議員選挙,山口県,長門市,20090412.0,2009.0,4.0,12.0,20090405.0,83.58,20.0,22.0,1.1,33469.0,,,-1548.0,任期満了,87.53,,,,長門市議会議員選挙（2009年04月12日投票）,1.0,22.0,20.0,1.1,0.0,0.0,0.0,0.045454545454545456,0.05,0.7727272727272727,0.22727272727272727,0.0,0.85,0.15,0.0,0.7966255772517363,0.2033744227482637,,0.04686032807363155,0.04067488454965274,,27501.0,3.0,60.68181818181818,10.14166188477628,45.0,52.25,62.5,69.0,78.0,60.6,9.264987857520374,45.0,52.75,62.5,69.0,74.0,1691.0,,,,1582.0,,,,24228.0,,,,,,27501.0,0.061488673139158574,,,,0.057525180902512636,,,,0.8809861459583288,,,,,,1.0,0.061488673139158574,,,,0.057525180902512636,,,,0.04404930729791644,,,,,,1.0,,,,1.0,,,,20.0,,,,,,1.0,,,,1.0,,,,18.0,,,,,
長門市議会議員選挙（2013年04月14日投票）,長門市議会議員選挙,山口県,長門市,20130414.0,2013.0,4.0,14.0,20130407.0,71.1,18.0,20.0,1.1111111111111112,31813.0,,,-1656.0,任期満了,83.58,,,,長門市議会議員選挙（2013年04月14日投票）,1.0,20.0,18.0,1.1111111111111112,0.0,0.0,0.0,0.05,0.05555555555555555,0.6,0.3,0.1,0.6666666666666666,0.2222222222222222,0.1111111111111111,0.607871375227593,0.29406516126175647,0.09806346351065053,0.05065594793563275,0.049010860210292745,0.04903173175532526,22358.989999999998,3.0,56.45,7.22824321671594,39.0,50.75,56.5,62.25,68.0,56.0,7.46845216746936,39.0,50.25,55.0,62.5,68.0,1469.0,,,,1080.39,,,,19809.6,,,,,,22358.989999999998,0.06570064211308294,,,,0.04832016115218085,,,,0.8859791967347362,,,,,,1.0,0.06570064211308294,,,,0.04832016115218085,,,,0.04922106648526312,,,,,,1.0,,,,1.0,,,,18.0,,,,,,1.0,,,,1.0,,,,16.0,,,,,
長門市議会議員選挙（2017年04月16日投票）,長門市議会議員選挙,山口県,長門市,20170416.0,2017.0,4.0,16.0,20170409.0,67.79,18.0,21.0,1.1666666666666667,30322.0,,,-1491.0,任期満了,71.1,,,,長門市議会議員選挙（2017年04月16日投票）,1.0,21.0,18.0,1.1666666666666667,0.0,0.0,0.0,0.14285714285714285,0.16666666666666666,0.7142857142857143,0.2857142857142857,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6453026369039452,0.35469736309605476,,0.04302017579359634,0.05911622718267579,,20298.995,0.0,57.333333333333336,8.385550686595383,40.0,53.0,55.0,63.0,72.0,57.333333333333336,8.259674462242579,40.0,53.25,56.0,62.5,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
長門市議会議員選挙（2021年04月18日投票）,長門市議会議員選挙,山口県,長門市,20210418.0,2021.0,4.0,18.0,20210411.0,63.44,18.0,21.0,1.1666666666666667,28303.0,12914.0,15389.0,-2019.0,任期満了,67.79,,,,長門市議会議員選挙（2021年04月18日投票）,1.0,21.0,18.0,1.1666666666666667,0.0,0.0,0.0,0.19047619047619047,0.2222222222222222,0.6190476190476191,0.3333333333333333,0.047619047619047616,0.6111111111111112,0.3333333333333333,0.05555555555555555,0.5932575810201219,0.34208003736132486,0.06466238161855323,0.04563519854000938,0.04886857676590355,0.06466238161855323,17720.998999999996,3.0,59.333333333333336,11.106983360259408,30.0,56.0,58.0,68.0,81.0,56.666666666666664,9.492687243932094,30.0,53.75,57.5,61.25,72.0,1293.0,,,,785.0,,,,15642.999,,,,,,17720.999,0.07296428378558116,,,,0.044297728361702406,,,,0.8827379878527164,,,,,,1.0,0.07296428378558116,,,,0.044297728361702406,,,,0.04645989409751139,,,,,,1.0,,,,1.0,,,,19.0,,,,,,1.0,,,,1.0,,,,16.0,,,,,
防府市議会議員補欠選挙（2002年05月26日投票）,防府市議会議員補欠選挙,山口県,防府市,20020526.0,2002.0,5.0,26.0,20020519.0,50.48,1.0,3.0,3.0,94000.0,,,,その他,,,,,防府市議会議員補欠選挙（2002年05月26日投票）,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,,0.6291284868406241,0.3708715131593759,,0.31456424342031203,0.3708715131593759,44417.0,2.0,57.666666666666664,3.39934634239519,53.0,56.0,59.0,60.0,61.0,53.0,0.0,53.0,53.0,53.0,53.0,53.0,,,,,8455.0,,,,35962.0,,,,,,44417.0,,,,,0.19035504423981808,,,,0.8096449557601819,,,,,,1.0,,,,,0.19035504423981808,,,,0.40482247788009096,,,,,,,,,,1.0,,,,2.0,,,,,,,,,,0.0,,,,1.0,,,,,
防府市議会議員補欠選挙（2010年05月30日投票）,防府市議会議員補欠選挙,山口県,防府市,20100530.0,2010.0,5.0,30.0,20100523.0,59.77,1.0,4.0,4.0,95107.0,,,1107.0,その他,50.48,,,,防府市議会議員補欠選挙（2010年05月30日投票）,1.0,4.0,1.0,4.0,0.0,0.0,0.0,0.25,0.0,0.0,0.5,0.5,0.0,1.0,0.0,,0.5387426326129666,0.4612573673870334,,0.2693713163064833,0.2306286836935167,50900.0,1.0,,,,,,,,,,,,,,,,,,,,,,,50900.0,,,,,,50900.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,0.25,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,1.0,,,,,
