,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_みんなの党,得票数_公明党,得票数_国民民主党,得票数_幸福実現党,得票数_日本共産党,得票数_民主党,得票数_民進党,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_自由民主党,得票数_sum_v,得票率_みんなの党,得票率_公明党,得票率_国民民主党,得票率_幸福実現党,得票率_日本共産党,得票率_民主党,得票率_民進党,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_みんなの党,一人あたり得票率_公明党,一人あたり得票率_国民民主党,一人あたり得票率_幸福実現党,一人あたり得票率_日本共産党,一人あたり得票率_民主党,一人あたり得票率_民進党,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_自由民主党,立候補者数_みんなの党,立候補者数_公明党,立候補者数_国民民主党,立候補者数_幸福実現党,立候補者数_日本共産党,立候補者数_民主党,立候補者数_民進党,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_自由民主党,当選者数_みんなの党,当選者数_公明党,当選者数_国民民主党,当選者数_幸福実現党,当選者数_日本共産党,当選者数_民主党,当選者数_民進党,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_自由民主党
江北町議会議員選挙（2007年04月22日投票）,江北町議会議員選挙,佐賀県,江北町,20070422.0,2007.0,4.0,22.0,20070417.0,無投票,10.0,10.0,1.0,7834.0,,,,任期満了,,,,,江北町議会議員選挙（2007年04月22日投票）,1.0,10.0,10.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,0.0,2.0,60.9,7.968061244744545,47.0,57.0,63.0,67.75,70.0,60.9,7.968061244744545,47.0,57.0,63.0,67.75,70.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,9.0,,,,,,,,1.0,,,9.0,,,
江北町議会議員選挙（2011年04月24日投票）,江北町議会議員選挙,佐賀県,江北町,20110424.0,2011.0,4.0,24.0,20110419.0,75.91,10.0,12.0,1.2,7751.0,,,-83.0,任期満了,,,,,江北町議会議員選挙（2011年04月24日投票）,1.0,12.0,10.0,1.2,0.0,0.0,0.0,0.0,0.0,0.5833333333333334,0.4166666666666667,0.0,0.6,0.4,0.0,0.5525684931506849,0.44743150684931504,,0.07893835616438356,0.089486301369863,,5840.0,2.0,,,,,,,,,,,,,,,,,,,330.0,,,5510.0,,,,5840.0,,,,,0.05650684931506849,,,0.9434931506849316,,,,1.0,,,,,0.05650684931506849,,,0.08577210460772106,,,,,,,,1.0,,,11.0,,,,,,,,0.0,,,10.0,,,
江北町議会議員選挙（2015年04月26日投票）,江北町議会議員選挙,佐賀県,江北町,20150426.0,2015.0,4.0,26.0,20150421.0,75.64,10.0,13.0,1.3,,,,,任期満了,75.91,,,,江北町議会議員選挙（2015年04月26日投票）,1.0,13.0,10.0,1.3,0.0,0.0,0.0,0.07692307692307693,0.1,0.6923076923076923,0.23076923076923078,0.07692307692307693,0.7,0.2,0.1,0.6306896551724138,0.2537931034482759,0.11551724137931034,0.07007662835249043,0.08459770114942529,0.11551724137931034,5800.0,2.0,60.53846153846154,11.18801133504682,36.0,56.0,62.0,69.0,77.0,61.2,8.646386528486914,41.0,56.5,63.5,68.0,71.0,,,,,375.0,,,5425.0,,,,5800.0,,,,,0.06465517241379311,,,0.9353448275862069,,,,1.0,,,,,0.06465517241379311,,,0.07794540229885057,,,,,,,,1.0,,,12.0,,,,,,,,1.0,,,9.0,,,
江北町議会議員選挙（2019年04月21日投票）,江北町議会議員選挙,佐賀県,江北町,20190421.0,2019.0,4.0,21.0,20190416.0,71.4,10.0,12.0,1.2,7821.0,,,,任期満了,75.64,,,,江北町議会議員選挙（2019年04月21日投票）,1.0,12.0,10.0,1.2,0.0,0.0,0.0,0.08333333333333333,0.1,0.8333333333333334,0.16666666666666666,0.0,0.8,0.2,0.0,0.8113718411552346,0.18862815884476533,,0.08113718411552347,0.09431407942238267,,5540.0,2.0,62.5,10.476163419878482,40.0,59.0,64.0,70.0,75.0,63.0,9.23038460737146,40.0,59.25,64.0,69.0,73.0,,,,,237.0,,,5303.0,,,,5540.0,,,,,0.0427797833935018,,,0.9572202166064981,,,,1.0,,,,,0.0427797833935018,,,0.08702001969149983,,,,,,,,1.0,,,11.0,,,,,,,,0.0,,,10.0,,,
玄海町議会議員選挙（2009年09月27日投票）,玄海町議会議員選挙,佐賀県,玄海町,20090927.0,2009.0,9.0,27.0,20090922.0,91.21,12.0,13.0,1.0833333333333333,5209.0,,,,任期満了,,,,,玄海町議会議員選挙（2009年09月27日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.07692307692307693,0.0,0.7692307692307693,0.15384615384615385,0.07692307692307693,0.75,0.16666666666666666,0.08333333333333333,0.7514560846560847,0.17044867724867724,0.07809523809523809,0.07514560846560847,0.08522433862433862,0.07809523809523809,4725.0,2.0,60.38461538461539,4.891727106333737,53.0,57.0,62.0,62.0,72.0,60.25,5.0682837331783235,53.0,56.5,60.5,62.5,72.0,,,,,369.0,,,4356.0,,,,4725.0,,,,,0.07809523809523809,,,0.9219047619047619,,,,1.0,,,,,0.07809523809523809,,,0.07682539682539682,,,,,,,,1.0,,,12.0,,,,,,,,1.0,,,11.0,,,
玄海町議会議員選挙（2013年09月22日投票）,玄海町議会議員選挙,佐賀県,玄海町,20130922.0,2013.0,9.0,22.0,20130917.0,無投票,12.0,12.0,1.0,,,,,任期満了,91.21,,,,玄海町議会議員選挙（2013年09月22日投票）,1.0,12.0,12.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9166666666666666,0.08333333333333333,0.0,0.9166666666666666,0.08333333333333333,0.0,,,,,,,0.0,2.0,63.583333333333336,5.314419587834174,57.0,58.75,63.0,66.5,76.0,63.583333333333336,5.314419587834174,57.0,58.75,63.0,66.5,76.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,11.0,,,,,,,,1.0,,,11.0,,,
玄海町議会議員選挙（2017年09月24日投票）,玄海町議会議員選挙,佐賀県,玄海町,20170924.0,2017.0,9.0,24.0,20170919.0,無投票,12.0,11.0,0.9166666666666666,4812.0,,,,任期満了,,,,,玄海町議会議員選挙（2017年09月24日投票）,1.0,11.0,10.0,1.1,1.0,1.0,0.0,0.0,0.0,0.6363636363636364,0.36363636363636365,0.0,0.7,0.3,0.0,,,,,,,3882.99,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
白石町議会議員選挙（2005年02月06日投票）,白石町議会議員選挙,佐賀県,白石町,20050206.0,2005.0,2.0,6.0,20050201.0,85.01,26.0,29.0,1.1153846153846154,21988.0,,,,その他,,,,,白石町議会議員選挙（2005年02月06日投票）,1.0,29.0,26.0,1.1153846153846154,0.0,0.0,0.0,0.10344827586206896,0.11538461538461539,0.0,0.06896551724137931,0.9310344827586207,0.0,0.07692307692307693,0.9230769230769231,,0.08818954988851052,0.9118104501114895,,0.04409477494425526,0.03377075741153665,18562.29,3.0,60.793103448275865,8.146839075391936,46.0,54.0,62.0,66.0,77.0,60.34615384615385,8.352532125015042,46.0,54.0,60.5,66.0,77.0,,754.0,,,911.0,,,16897.29,,,,18562.29,,0.040619988158788596,,,0.04907799630325784,,,0.9103020155379535,,,,1.0,,0.040619988158788596,,,0.02453899815162892,,,0.03501161598222898,,,,,1.0,,,2.0,,,26.0,,,,,1.0,,,2.0,,,23.0,,,
白石町議会議員選挙（2009年01月25日投票）,白石町議会議員選挙,佐賀県,白石町,20090125.0,2009.0,1.0,25.0,20090120.0,80.83,18.0,21.0,1.1666666666666667,21305.0,,,-683.0,任期満了,85.01,,,,白石町議会議員選挙（2009年01月25日投票）,1.0,21.0,18.0,1.1666666666666667,0.0,0.0,0.0,0.09523809523809523,0.1111111111111111,0.8095238095238095,0.19047619047619047,0.0,0.7777777777777778,0.2222222222222222,0.0,0.79852583447003,0.20147416552996988,,0.04697210791000177,0.05036854138249247,,17088.989999999998,3.0,60.333333333333336,7.382949038692906,45.0,56.0,60.0,65.0,72.0,59.72222222222222,7.60705488021595,45.0,55.25,58.5,64.5,72.0,,880.0,,,1520.0,,,14688.99,,,,17088.989999999998,,0.051495143949408365,,,0.08894615773079627,,,0.8595586983197955,,,,1.0,,0.051495143949408365,,,0.044473078865398134,,,0.04775326101776642,,,,,1.0,,,2.0,,,18.0,,,,,1.0,,,1.0,,,16.0,,,
白石町議会議員選挙（2013年01月27日投票）,白石町議会議員選挙,佐賀県,白石町,20130127.0,2013.0,1.0,27.0,20130122.0,無投票,18.0,18.0,1.0,20723.0,,,-582.0,任期満了,80.83,,,,白石町議会議員選挙（2013年01月27日投票）,1.0,18.0,18.0,1.0,1.0,1.0,0.0,0.05555555555555555,0.05555555555555555,0.7222222222222222,0.2222222222222222,0.05555555555555555,0.7222222222222222,0.2222222222222222,0.05555555555555555,,,,,,,0.0,3.0,59.44444444444444,7.380320846851385,38.0,57.5,61.5,63.75,69.0,59.44444444444444,7.380320846851385,38.0,57.5,61.5,63.75,69.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,16.0,,,,,1.0,,,1.0,,,16.0,,,
白石町議会議員選挙（2017年01月29日投票）,白石町議会議員選挙,佐賀県,白石町,20170129.0,2017.0,1.0,29.0,20170124.0,74.58,16.0,18.0,1.125,20179.0,,,-544.0,任期満了,,,,,白石町議会議員選挙（2017年01月29日投票）,1.0,18.0,16.0,1.125,0.0,0.0,0.0,0.1111111111111111,0.125,0.7222222222222222,0.2777777777777778,0.0,0.75,0.25,0.0,0.7013447114932376,0.2986552885067624,,0.05394959319178751,0.05973105770135247,,14946.998,3.0,57.111111111111114,10.872436550433848,31.0,53.5,62.0,64.75,68.0,57.9375,10.945711203480567,31.0,54.5,63.0,65.25,68.0,,801.0,,,622.0,,,13523.998,,,,14946.998,,0.05358935620383438,,,0.041613707314338305,,,0.9047969364818274,,,,1.0,,0.05358935620383438,,,0.041613707314338305,,,0.05654980853011421,,,,,1.0,,,1.0,,,16.0,,,,,1.0,,,0.0,,,15.0,,,
白石町議会議員選挙（2021年01月31日投票）,白石町議会議員選挙,佐賀県,白石町,20210131.0,2021.0,1.0,31.0,20210126.0,71.74,16.0,18.0,1.125,,,,,任期満了,74.58,,,,白石町議会議員選挙（2021年01月31日投票）,1.0,18.0,16.0,1.125,0.0,0.0,0.0,0.1111111111111111,0.125,0.8333333333333334,0.16666666666666666,0.0,0.875,0.125,0.0,0.8276859507800979,0.17231404921990207,,0.05517906338533986,0.05743801640663402,,13515.996,2.0,60.333333333333336,11.718930554164631,35.0,57.5,66.0,68.0,72.0,62.6875,10.103951887751643,35.0,59.75,67.0,68.5,72.0,,719.0,,,,,,12796.996,,,,13515.996,,0.05319622764019759,,,,,,0.9468037723598024,,,,1.0,,0.05319622764019759,,,,,,0.055694339550576615,,,,,1.0,,,,,,17.0,,,,,1.0,,,,,,15.0,,,
神埼市議会議員補欠選挙（2009年06月21日投票）,神埼市議会議員補欠選挙,佐賀県,神埼市,20090621.0,2009.0,6.0,21.0,20090614.0,無投票,2.0,2.0,1.0,9838.0,,,,その他,,,,,神埼市議会議員補欠選挙（2009年06月21日投票）,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,49.5,4.5,45.0,47.25,49.5,51.75,54.0,49.5,4.5,45.0,47.25,49.5,51.75,54.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,2.0,,,
