"","","","","/項目 コード","F1101","F110101","F110102","F1102","F110201","F110202","F1107","F1108","F2116","F2201","F2211","F2221","F2401","F2402","F2409","F2410","F2411","F2705","F2803"
"調査年 コード","調査年","地域 コード","地域","/項目","F1101_労働力人口【人】","F110101_労働力人口（男）【人】","F110102_労働力人口（女）【人】","F1102_就業者数【人】","F110201_就業者数（男）【人】","F110202_就業者数（女）【人】","F1107_完全失業者数【人】","F1108_非労働力人口【人】","F2116_就業者数（65歳以上）【人】","F2201_第1次産業就業者数【人】","F2211_第2次産業就業者数【人】","F2221_第3次産業就業者数【人】","F2401_雇用者数（国勢調査結果）【人】","F2402_役員数【人】","F2409_雇用者数（正規の職員・従業員）【人】","F2410_雇用者数（労働者派遣事業所の派遣社員）【人】","F2411_雇用者数（パート・アルバイト・その他）【人】","F2705_他市区町村への通勤者数【人】","F2803_他市区町村からの通勤者数【人】"
"2015100000","2015年度","22221","静岡県 湖西市","","32348","19170","13178","31329","18485","12844","1019","18383","3874","1554","14661","14155","25842","1197","17035","1532","7275","9034","16917"
"2015100000","2015年度","22222","静岡県 伊豆市","","16375","8892","7483","15798","8473","7325","577","11631","3188","1197","3539","10786","11929","763","7289","335","4305","5250","3735"
"2015100000","2015年度","22223","静岡県 御前崎市","","18543","10739","7804","17958","10330","7628","585","9187","2669","1564","6980","9127","14076","761","9377","571","4128","6407","6141"
"2015100000","2015年度","22224","静岡県 菊川市","","26255","14942","11313","25490","14468","11022","765","13239","3580","2519","10512","11968","20359","790","13121","1223","6015","11739","9139"
"2015100000","2015年度","22225","静岡県 伊豆の国市","","24971","13689","11282","24009","13051","10958","962","16441","3748","1433","6043","15925","18629","1072","11838","549","6242","10711","8539"
"2015100000","2015年度","22226","静岡県 牧之原市","","26538","14634","11904","25691","14062","11629","847","13101","4474","3366","10076","12050","18577","1080","11667","854","6056","8786","13846"
"2015100000","2015年度","22301","静岡県 東伊豆町","","6469","3400","3069","6243","3242","3001","226","5081","1491","510","692","5022","4474","328","2545","63","1866","1586","1200"
"2015100000","2015年度","22302","静岡県 河津町","","3718","2076","1642","3598","1988","1610","120","2783","901","469","486","2639","2388","180","1438","33","917","1150","880"
"2015100000","2015年度","22304","静岡県 南伊豆町","","3795","2132","1663","3620","2011","1609","175","3897","804","344","468","2794","2421","180","1470","38","913","1150","698"
"2015100000","2015年度","22305","静岡県 松崎町","","3257","1792","1465","3126","1705","1421","131","2926","725","222","531","2350","2072","164","1248","4","820","1021","585"
"2015100000","2015年度","22306","静岡県 西伊豆町","","3807","2067","1740","3616","1922","1694","191","3759","886","189","683","2741","2609","208","1479","18","1112","862","876"
"2015100000","2015年度","22325","静岡県 函南町","","19233","10874","8359","18336","10268","8068","897","13484","2562","688","5080","12344","14946","856","9502","468","4976","11508","4834"
"2015100000","2015年度","22341","静岡県 清水町","","16819","9484","7335","16174","9058","7116","645","9910","1902","166","4952","10452","13055","893","8452","558","4045","9722","9463"
"2015100000","2015年度","22342","静岡県 長泉町","","21783","12733","9050","21092","12284","8808","691","12635","2133","421","7107","12622","17602","901","12171","554","4877","12446","12111"
"2015100000","2015年度","22344","静岡県 小山町","","10996","6885","4111","10664","6642","4022","332","5997","1349","443","2515","7671","9280","333","6283","251","2746","4374","5154"
"2015100000","2015年度","22424","静岡県 吉田町","","16496","9252","7244","15932","8878","7054","564","7934","2003","581","7412","7607","13109","591","8272","694","4143","7501","9577"
"2015100000","2015年度","22429","静岡県 川根本町","","3798","2169","1629","3708","2103","1605","90","2855","971","513","1214","1978","2586","139","1656","69","861","733","524"
"2015100000","2015年度","22461","静岡県 森町","","10170","5717","4453","9857","5496","4361","313","5969","1610","856","3814","5008","7658","422","4785","246","2627","4988","5134"
"2015100000","2015年度","23100","愛知県 名古屋市","","1133517","648908","484609","1088005","619963","468042","45512","680717","129540","2747","250784","764435","867278","66955","562622","32025","272631","615642","850409"
"2015100000","2015年度","23101","愛知県 名古屋市 千種区","","79652","45761","33891","76974","44168","32806","2678","48770","9408","74","12264","59560","60171","5812","40412","2044","17715","47161","46011"
"2015100000","2015年度","23102","愛知県 名古屋市 東区","","39029","21403","17626","37543","20619","16924","1486","20846","4635","38","6613","28529","28653","3275","19706","1189","7758","22032","57078"
"2015100000","2015年度","23103","愛知県 名古屋市 北区","","79814","44853","34961","75931","42356","33575","3883","51304","10396","119","17846","53325","60267","4386","37591","2218","20458","43456","29851"
"2015100000","2015年度","23104","愛知県 名古屋市 西区","","76547","43786","32761","73683","41939","31744","2864","42026","8959","112","17657","51429","58249","4766","38379","2227","17643","39983","47974"
"2015100000","2015年度","23105","愛知県 名古屋市 中村区","","67983","38918","29065","64836","36802","28034","3147","38923","9059","133","13176","46177","50268","3798","32659","2100","15509","31306","110917"
"2015100000","2015年度","23106","愛知県 名古屋市 中区","","42095","23234","18861","40263","22281","17982","1832","16696","4955","30","5820","28626","27622","3424","19546","1256","6820","14279","226519"
"2015100000","2015年度","23107","愛知県 名古屋市 昭和区","","52822","30165","22657","51065","28986","22079","1757","33538","6249","56","8498","39255","39567","4105","26070","1322","12175","30942","34995"
"2015100000","2015年度","23108","愛知県 名古屋市 瑞穂区","","53446","30064","23382","51624","28879","22745","1822","32680","6893","89","11152","37591","40399","4012","26824","1469","12106","32443","28897"
"2015100000","2015年度","23109","愛知県 名古屋市 熱田区","","33628","19076","14552","32006","18005","14001","1622","19776","3911","42","7330","23093","26054","2146","17144","1072","7838","19740","37948"
"2015100000","2015年度","23110","愛知県 名古屋市 中川区","","111840","63691","48149","107250","60830","46420","4590","61827","12939","386","27480","72194","85812","5745","53985","3115","28712","58314","37336"
"2015100000","2015年度","23111","愛知県 名古屋市 港区","","72924","42000","30924","69620","39930","29690","3304","44384","8447","311","18940","45315","56881","3072","34278","2487","20116","29977","55520"
"2015100000","2015年度","23112","愛知県 名古屋市 南区","","68173","40152","28021","64194","37335","26859","3979","46040","8362","128","19959","40897","52243","3518","32653","2299","17291","34593","34062"
"2015100000","2015年度","23113","愛知県 名古屋市 守山区","","82957","48086","34871","80052","46235","33817","2905","52434","8961","265","20095","54773","65275","4079","42081","2176","21018","47443","25596"
"2015100000","2015年度","23114","愛知県 名古屋市 緑区","","117744","68644","49100","113847","66183","47664","3897","73179","11450","499","34050","74202","95192","6054","62814","2915","29463","70651","27212"
"2015100000","2015年度","23115","愛知県 名古屋市 名東区","","78409","44644","33765","75463","42835","32628","2946","49504","7552","174","13917","56906","61250","4520","40012","2096","19142","47432","25972"
"2015100000","2015年度","23116","愛知県 名古屋市 天白区","","76454","44431","32023","73654","42580","31074","2800","48790","7364","291","15987","52563","59375","4243","38468","2040","18867","45890","24521"
"2015100000","2015年度","23201","愛知県 豊橋市","","196081","113020","83061","189331","108566","80765","6750","112558","24129","10255","64608","107631","150613","9295","97983","5955","46675","42644","32903"
"2015100000","2015年度","23202","愛知県 岡崎市","","199924","118483","81441","193766","114601","79165","6158","114849","18952","2752","75226","110448","164435","8360","108064","7008","49363","67774","44541"
"2015100000","2015年度","23203","愛知県 一宮市","","190301","106948","83353","183461","102566","80895","6840","122031","22507","1820","54668","119010","149556","8540","93365","4895","51296","80236","34590"
"2015100000","2015年度","23204","愛知県 瀬戸市","","63257","35841","27416","61165","34462","26703","2092","43866","8174","416","20315","37853","50024","3139","31417","1753","16854","28532","16713"
"2015100000","2015年度","23205","愛知県 半田市","","58378","33700","24678","56280","32300","23980","2098","36393","5346","756","19930","33235","47071","2461","30568","1657","14846","25177","25207"
"2015100000","2015年度","23206","愛知県 春日井市","","151207","87467","63740","145722","83900","61822","5485","98996","15912","916","43101","96234","122305","6905","78613","4217","39475","67861","40911"
"2015100000","2015年度","23207","愛知県 豊川市","","96931","55351","41580","93689","53256","40433","3242","55476","11704","4994","35100","51740","76715","3924","50601","2414","23700","29251","21720"
"2015100000","2015年度","23208","愛知県 津島市","","32089","18050","14039","31011","17325","13686","1078","20902","4322","538","8917","20012","24842","1587","15227","801","8814","17690","13612"
"2015100000","2015年度","23209","愛知県 碧南市","","39348","23242","16106","38288","22543","15745","1060","20374","4322","1577","18303","17484","30869","1996","20611","1436","8822","16362","16543"
"2015100000","2015年度","23210","愛知県 刈谷市","","79214","49240","29974","77217","47941","29276","1997","41460","6596","858","34619","38400","65996","2976","45936","2646","17414","33961","68693"
"2015100000","2015年度","23211","愛知県 豊田市","","218661","134926","83735","212535","130965","81570","6126","122161","20326","3961","96032","103006","182376","7045","121761","8459","52156","40424","84414"
"2015100000","2015年度","23212","愛知県 安城市","","95062","56759","38303","92479","55150","37329","2583","50562","8791","2243","38343","47343","77349","3356","52099","3401","21849","40408","50957"
"2015100000","2015年度","23213","愛知県 西尾市","","91535","53348","38187","88617","51386","37231","2918","49429","11357","5060","38973","42627","70384","4050","45661","3036","21687","27884","24161"
"2015100000","2015年度","23214","愛知県 蒲郡市","","42587","23910","18677","41182","22956","18226","1405","25783","6241","1768","15952","22310","32331","2111","20621","1375","10335","14345","9866"
"2015100000","2015年度","23215","愛知県 犬山市","","36224","21069","15155","35015","20253","14762","1209","26115","4299","415","12192","21235","29349","1585","18298","1100","9951","19285","17857"
"2015100000","2015年度","23216","愛知県 常滑市","","28488","16112","12376","27688","15569","12119","800","17159","3111","844","8591","17091","22759","1079","14904","855","7000","12022","14277"
"2015100000","2015年度","23217","愛知県 江南市","","49277","27797","21480","47499","26655","20844","1778","32556","5632","451","15230","29793","39504","2056","24579","1391","13534","28045","12551"
"2015100000","2015年度","23219","愛知県 小牧市","","72532","42419","30113","69803","40603","29200","2729","43393","7526","784","24092","41237","58478","3220","36689","2898","18891","27266","56324"
"2015100000","2015年度","23220","愛知県 稲沢市","","70365","40097","30268","68244","38709","29535","2121","42913","8972","2974","20128","41744","55187","2783","34821","2005","18361","34311","31284"
"2015100000","2015年度","23221","愛知県 新城市","","25126","14224","10902","24380","13709","10671","746","16040","4368","2066","9096","12831","19112","936","12218","437","6457","7173","6034"
"2015100000","2015年度","23222","愛知県 東海市","","59363","36200","23163","57637","35084","22553","1726","31291","5673","1262","21531","32673","49305","2072","33432","1588","14285","26560","28615"
"2015100000","2015年度","23223","愛知県 大府市","","46383","27691","18692","45199","26943","18256","1184","25182","4580","763","18075","24790","38702","1677","26252","1332","11118","24900","26462"
