"","","","","/項目 コード","D3203","D320301","D320302","D320303","D320304","D320305","D320306","D320307","D320308","D320309","D320310","D320311","D320312","D320401","D320402","D320403","D320404","D320405","D320406","D320407","D320408","D320410","D320411","D320412"
"1985100000","1985年度","40202","福岡県 大牟田市","","42527300","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","40203","福岡県 久留米市","","50502702","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","40204","福岡県 直方市","","19868424","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","40205","福岡県 飯塚市","","38575251","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","40206","福岡県 田川市","","27198892","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","40207","福岡県 柳川市","","14808882","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","40210","福岡県 八女市","","20785332","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","40211","福岡県 筑後市","","8315526","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","40212","福岡県 大川市","","8396445","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","40213","福岡県 行橋市","","15983857","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","40214","福岡県 豊前市","","7924837","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","40215","福岡県 中間市","","14207465","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","40216","福岡県 小郡市","","8973748","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","40217","福岡県 筑紫野市","","11855657","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","40218","福岡県 春日市","","11636015","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","40219","福岡県 大野城市","","12446360","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","40220","福岡県 宗像市","","18646851","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","40221","福岡県 太宰府市","","10823778","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","40223","福岡県 古賀市","","7940385","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","40224","福岡県 福津市","","8480333","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","40225","福岡県 うきは市","","6790984","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","40226","福岡県 宮若市","","10928657","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","40227","福岡県 嘉麻市","","17254258","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","40228","福岡県 朝倉市","","14522271","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","40229","福岡県 みやま市","","8472794","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","40230","福岡県 糸島市","","14267965","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","40231","福岡県 那珂川市","","5430623","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","40341","福岡県 宇美町","","6635586","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","40342","福岡県 篠栗町","","4102940","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","40343","福岡県 志免町","","4673324","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","40344","福岡県 須恵町","","4155909","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","40345","福岡県 新宮町","","3338458","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","40348","福岡県 久山町","","2623746","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","40349","福岡県 粕屋町","","5161938","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","40381","福岡県 芦屋町","","5228194","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","40382","福岡県 水巻町","","4571964","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","40383","福岡県 岡垣町","","4796129","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","40384","福岡県 遠賀町","","4491875","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","40401","福岡県 小竹町","","3049379","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","40402","福岡県 鞍手町","","5559757","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","40421","福岡県 桂川町","","3498204","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","40447","福岡県 筑前町","","5469705","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","40448","福岡県 東峰村","","1757170","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","40503","福岡県 大刀洗町","","2266522","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","40522","福岡県 大木町","","2550663","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","40544","福岡県 広川町","","2935675","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","40601","福岡県 香春町","","5463599","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","40602","福岡県 添田町","","6157950","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","40604","福岡県 糸田町","","4924777","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","40605","福岡県 川崎町","","10137867","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","40608","福岡県 大任町","","3038338","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","40609","福岡県 赤村","","2145718","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","40610","福岡県 福智町","","14827449","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","40621","福岡県 苅田町","","8068821","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","40625","福岡県 みやこ町","","8549143","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","40642","福岡県 吉富町","","1539514","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","40646","福岡県 上毛町","","2839083","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","40647","福岡県 築上町","","6507732","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","41201","佐賀県 佐賀市","","42121458","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","41202","佐賀県 唐津市","","38923602","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","41203","佐賀県 鳥栖市","","9496857","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","41204","佐賀県 多久市","","8352020","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","41205","佐賀県 伊万里市","","15160602","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","41206","佐賀県 武雄市","","11987904","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","41207","佐賀県 鹿島市","","7780015","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","41208","佐賀県 小城市","","8330560","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","41209","佐賀県 嬉野市","","6538313","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","41210","佐賀県 神埼市","","7343705","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","41327","佐賀県 吉野ヶ里町","","2851610","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","41341","佐賀県 基山町","","3128115","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","41345","佐賀県 上峰町","","1639274","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","41346","佐賀県 みやき町","","5305174","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","41387","佐賀県 玄海町","","3579522","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","41401","佐賀県 有田町","","5051381","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","41423","佐賀県 大町町","","2390801","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","41424","佐賀県 江北町","","2255846","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","41425","佐賀県 白石町","","6395675","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","41441","佐賀県 太良町","","3355471","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","42201","長崎県 長崎市","","136779375","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","42202","長崎県 佐世保市","","66542977","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","42203","長崎県 島原市","","10910563","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","42204","長崎県 諫早市","","29952468","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","42205","長崎県 大村市","","15865844","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","42207","長崎県 平戸市","","17349003","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","42208","長崎県 松浦市","","16060638","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","42209","長崎県 対馬市","","21842258","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","42210","長崎県 壱岐市","","13189165","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","42211","長崎県 五島市","","21054980","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","42212","長崎県 西海市","","12239568","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","42213","長崎県 雲仙市","","14324958","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","42214","長崎県 南島原市","","15275435","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","42307","長崎県 長与町","","5445776","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","42308","長崎県 時津町","","4794724","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","42321","長崎県 東彼杵町","","2781939","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","42322","長崎県 川棚町","","2660949","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","42323","長崎県 波佐見町","","2903242","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","42383","長崎県 小値賀町","","2395210","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","42391","長崎県 佐々町","","2742795","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","42411","長崎県 新上五島町","","14559883","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","43100","熊本県 熊本市","","135795584","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","43101","熊本県 熊本市 中央区","","-","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","43102","熊本県 熊本市 東区","","-","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","43103","熊本県 熊本市 西区","","-","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","43104","熊本県 熊本市 南区","","-","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","43105","熊本県 熊本市 北区","","-","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","43202","熊本県 八代市","","32940742","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","43203","熊本県 人吉市","","9861414","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","43204","熊本県 荒尾市","","15226098","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","43205","熊本県 水俣市","","9299883","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","43206","熊本県 玉名市","","16107428","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","43208","熊本県 山鹿市","","16715278","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","43210","熊本県 菊池市","","13870522","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","43211","熊本県 宇土市","","8069675","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","43212","熊本県 上天草市","","11529681","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","43213","熊本県 宇城市","","13040059","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","43214","熊本県 阿蘇市","","8268990","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","43215","熊本県 天草市","","36859892","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","43216","熊本県 合志市","","6814691","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","43348","熊本県 美里町","","4052484","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","43364","熊本県 玉東町","","1594172","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","43367","熊本県 南関町","","3821360","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","43368","熊本県 長洲町","","2963952","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","43369","熊本県 和水町","","3927613","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","43403","熊本県 大津町","","4932361","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","43404","熊本県 菊陽町","","3693866","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","43423","熊本県 南小国町","","1848439","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","43424","熊本県 小国町","","3585567","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","43425","熊本県 産山村","","1294766","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","43428","熊本県 高森町","","3025779","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","43432","熊本県 西原村","","1874099","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","43433","熊本県 南阿蘇村","","4198994","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","43441","熊本県 御船町","","3694243","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","43442","熊本県 嘉島町","","1417223","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","43443","熊本県 益城町","","3814415","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","43444","熊本県 甲佐町","","2815047","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","43447","熊本県 山都町","","8309863","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","43468","熊本県 氷川町","","3200651","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","43482","熊本県 芦北町","","6606066","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","43484","熊本県 津奈木町","","2031978","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","43501","熊本県 錦町","","2715903","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","43505","熊本県 多良木町","","4012186","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","43506","熊本県 湯前町","","1527271","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","43507","熊本県 水上村","","1799703","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","43510","熊本県 相良村","","1952846","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","43511","熊本県 五木村","","1881788","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","43512","熊本県 山江村","","1689335","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","43513","熊本県 球磨村","","2105368","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","43514","熊本県 あさぎり町","","5989036","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","43531","熊本県 苓北町","","3841489","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","44201","大分県 大分市","","84658100","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","44202","大分県 別府市","","29496561","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","44203","大分県 中津市","","21862359","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","44204","大分県 日田市","","23338773","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","44205","大分県 佐伯市","","25481430","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","44206","大分県 臼杵市","","11454355","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","44207","大分県 津久見市","","7449083","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","44208","大分県 竹田市","","10780212","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","44209","大分県 豊後高田市","","8259935","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","44210","大分県 杵築市","","9890152","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","44211","大分県 宇佐市","","17327166","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","44212","大分県 豊後大野市","","13634456","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","44213","大分県 由布市","","8926082","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","44214","大分県 国東市","","12023861","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","44322","大分県 姫島村","","1568975","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","44341","大分県 日出町","","4384433","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","44461","大分県 九重町","","4294061","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","44462","大分県 玖珠町","","4592479","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","45201","宮崎県 宮崎市","","69688015","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","45202","宮崎県 都城市","","40035517","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","45203","宮崎県 延岡市","","33320456","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","45204","宮崎県 日南市","","17726373","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","45205","宮崎県 小林市","","15808931","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","45206","宮崎県 日向市","","15890203","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","45207","宮崎県 串間市","","8563576","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","45208","宮崎県 西都市","","11946041","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","45209","宮崎県 えびの市","","8865661","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","45341","宮崎県 三股町","","3811463","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","45361","宮崎県 高原町","","3234719","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","45382","宮崎県 国富町","","4085890","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","45383","宮崎県 綾町","","2502696","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","45401","宮崎県 高鍋町","","4337246","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","45402","宮崎県 新富町","","4142761","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
